frame,patient,mother,therapist
146,0.00116402,NA,0.0116678
147,0.000524387,NA,0.0163883
148,0.000478287,NA,0.0228902
149,0.000501337,NA,0.0216878
150,0.000512862,NA,0.00676909
151,0.000628112,NA,0.0118904
152,0.000766412,NA,0.021866
153,0.00102572,NA,0.020619
154,0.00107759,NA,0.0195502
155,0.000697262,NA,0.0176798
156,0.000311175,NA,0.00663549
157,0.000155587,NA,0.00240481
158,0.000386087,NA,0.00832777
159,0.000564724,NA,0.00908484
160,0.00144639,NA,0.0106435
161,0.00212636,NA,0.00859497
162,0.00247787,NA,0.00485415
163,0.00231652,NA,0.00391895
164,0.001844,NA,0.00521042
165,0.00126775,NA,0.00227121
166,0.00103149,NA,0.00267201
167,0.000599299,NA,0.00200401
168,0.00016135,NA,0.00222668
169,0.000466762,NA,0.00124694
170,0.00172299,NA,0.00213761
171,0.0022128,NA,0.00178134
172,0.00112369,NA,0.00271654
173,0.00137147,NA,0.00347361
174,0.00114097,NA,0.00200401
175,0.000582012,NA,0.00195947
176,0.000968099,NA,0.00338455
177,0.00118131,NA,0.00218214
178,0.000881661,NA,0.00200401
179,0.000852849,NA,0.00293921
180,0.000628112,NA,0.00267201
181,0.000484049,NA,0.00169227
182,0.000714549,NA,0.00302828
183,0.000887424,NA,0.00222668
184,0.00104877,NA,0.00231574
185,0.000714549,NA,0.00298375
186,0.000293887,NA,0.00146961
187,0.00020745,NA,0.00222668
188,0.000149825,NA,0.00298375
189,0.0002305,NA,0.00258294
190,0.000213212,NA,0.00187041
191,0.000144062,NA,0.00293921
192,0.000218975,NA,0.00209308
193,0.00025355,NA,0.00133601
194,0.000282362,NA,0.00293921
195,0.000420662,NA,0.00075707
196,0.000316937,NA,0.00320641
197,0.000449474,NA,0.00267201
198,0.000311175,NA,0.00209308
199,0.000224737,NA,0.00209308
200,0.000242025,NA,0.00414162
201,0.000380325,NA,0.00476509
202,0.0002766,NA,0.00623469
203,5.18624e-05,NA,0.0078379
204,9.21999e-05,NA,0.00841683
205,0.0001844,NA,0.00636829
206,5.18624e-05,NA,0.00721443
207,3.4575e-05,NA,0.00498775
208,0.00016135,NA,0.00712536
209,0.000703024,NA,0.00801603
210,0.000103725,NA,0.00632376
211,0.000265075,NA,0.00578936
212,0.000507099,NA,0.00561122
213,7.49124e-05,NA,0.00280561
214,0.000109487,NA,0.00311735
215,0.000195925,NA,0.00316188
216,0.000103725,NA,0.00187041
217,0.000247787,NA,0.00151414
218,0.000991149,NA,0.00307281
219,0.00216093,NA,0.00276108
220,0.00387816,NA,0.00298375
221,0.00796953,NA,0.00601202
222,0.0153974,NA,0.00538855
223,0.0209812,NA,0.00872857
224,0.0249804,NA,0.010599
225,0.0283457,NA,0.00886217
226,0.032754,NA,0.00872857
227,0.0367935,NA,0.00814963
228,0.0409713,NA,0.00676909
229,0.0460596,NA,0.00507682
230,0.0493385,NA,0.00543309
231,0.0501395,NA,0.00311735
232,0.048912,NA,0.00302828
233,0.0480477,NA,0.00258294
234,0.0435933,NA,0.00146961
235,0.0368396,NA,0.000623469
236,0.0304433,NA,0.00334001
237,0.0284494,NA,0.00374081
238,0.0276081,NA,0.00249388
239,0.0267034,NA,0.00195947
240,0.02562,NA,0.00334001
241,0.0215402,NA,0.00342908
242,0.0163885,NA,0.00320641
243,0.0118995,NA,0.00187041
244,0.0111677,NA,0.00164774
245,0.0116575,NA,0.00369628
246,0.0129887,NA,0.00182587
247,0.0121589,NA,0.00200401
248,0.0142679,NA,0.00347361
249,0.0168841,NA,0.00258294
250,0.0184342,NA,0.00240481
251,0.0199613,NA,0.00423068
252,0.0218571,NA,0.00209308
253,0.0245425,NA,0.000935204
254,0.0281094,NA,0.00258294
255,0.029383,NA,0.00173681
256,0.0322181,NA,0.00173681
257,0.0306046,NA,0.00409708
258,0.0336472,NA,0.00218214
259,0.0375542,NA,0.00178134
260,0.0389775,NA,0.00476509
261,0.0386375,NA,0.00182587
262,0.0375138,NA,0.00124694
263,0.0375369,NA,0.00253841
264,0.0380843,NA,0.00414162
265,0.0367532,NA,0.0010688
266,0.0336933,NA,0.0010688
267,0.0293426,NA,0.00262748
268,0.0264153,NA,0.00160321
269,0.0250957,NA,0.00111334
270,0.0229462,NA,0.00231574
271,0.0194254,NA,0.00222668
272,0.0171549,NA,0.00592296
273,0.0135188,NA,0.00285014
274,0.0128331,NA,0.000712536
275,0.0126256,NA,0.00293921
276,0.0113348,NA,0.00209308
277,0.00976743,NA,0.00204854
278,0.00954269,NA,0.00231574
279,0.0091566,NA,0.00334001
280,0.00796377,NA,0.000489869
281,0.00561267,NA,0.00236028
282,0.00187857,NA,0.00218214
283,0.0021206,NA,0.000356268
284,0.00168265,NA,0.00302828
285,0.000363037,NA,0.00222668
286,0.00118131,NA,0.0010688
287,0.00309446,NA,0.00347361
288,0.00278328,NA,0.00178134
289,0.00175756,NA,0.00124694
290,0.00335377,NA,0.00587842
291,0.00277752,NA,0.0075707
292,0.00103725,NA,0.00574482
293,0.00167112,NA,0.00788243
294,0.00181519,NA,0.00209308
295,0.00112945,NA,0.00115787
296,0.00178061,NA,0.00521042
297,0.000754887,NA,0.00325095
298,0.00034575,NA,0.00351815
299,0.000484049,NA,0.00503229
300,9.79624e-05,NA,0.00285014
301,0.000144062,NA,0.000623469
302,0.000328462,NA,0.00414162
303,0.00151554,NA,0.00436428
304,0.00178637,NA,0.0012024
305,0.000847086,NA,0.00369628
306,0.000979624,NA,0.00169227
307,0.00127351,NA,0.000489869
308,0.00116402,NA,0.00302828
309,0.000489812,NA,0.00285014
310,0.000432187,NA,0.00204854
311,0.000397612,NA,0.00476509
312,0.000610824,NA,0.00267201
313,0.00149249,NA,0.00378535
314,0.00223585,NA,0.00859497
315,0.00118131,NA,0.0100646
316,0.000535912,NA,0.00725896
317,0.00125622,NA,0.00935204
318,0.00133114,NA,0.0075707
319,0.0010142,NA,0.00712536
320,0.000864374,NA,0.0142062
321,0.000380325,NA,0.0133601
322,0.000530149,NA,0.00814963
323,0.00108335,NA,0.00538855
324,0.00152706,NA,0.00182587
325,0.000835561,NA,0.00124694
326,0.000507099,NA,0.00614562
327,0.00122741,NA,0.00400802
328,0.00242601,NA,0.00592296
329,0.0018901,NA,0.00570029
330,0.000380325,NA,0.00596749
331,0.000703024,NA,0.00935204
332,0.000599299,NA,0.0077043
333,0.0001383,NA,0.00556669
334,0.000155587,NA,0.00253841
335,0.000996911,NA,0.00240481
336,0.00161926,NA,0.00182587
337,0.00131961,NA,0.00142507
338,0.000852849,NA,0.00334001
339,0.000858611,NA,0.00240481
340,0.00127927,NA,0.00271654
341,0.00114097,NA,0.00285014
342,0.000587774,NA,0.00244934
343,0.000403375,NA,0.00182587
344,0.000524387,NA,0.00614562
345,0.000841324,NA,0.00547762
346,0.0017518,NA,0.00267201
347,0.00174604,NA,0.00423068
348,0.000443712,NA,0.00204854
349,0.00118131,NA,0.00204854
350,0.00189586,NA,0.00244934
351,0.00120436,NA,0.00236028
352,0.000535912,NA,0.00209308
353,0.000576249,NA,0.00382988
354,0.000201687,NA,0.00173681
355,0.000996911,NA,0.00409708
356,0.00174027,NA,0.00480962
357,0.00169994,NA,0.00293921
358,0.00373986,NA,0.00271654
359,0.00459271,NA,0.00271654
360,0.00328462,NA,0.00200401
361,0.0022589,NA,0.00160321
362,0.00161926,NA,0.00396348
363,0.00146944,NA,0.00191494
364,0.000651162,NA,0.00267201
365,0.000432187,NA,0.00285014
366,0.000247787,NA,0.00227121
367,0.000806749,NA,0.00173681
368,0.000530149,NA,0.00267201
369,0.000829799,NA,0.00249388
370,0.00175756,NA,0.00222668
371,0.00146367,NA,0.00298375
372,0.00119284,NA,0.00204854
373,0.00171722,NA,0.00155867
374,0.00130809,NA,0.00276108
375,0.000656924,NA,0.00249388
376,0.000628112,NA,0.00213761
377,0.000530149,NA,0.00289468
378,0.00100844,NA,0.00182587
379,0.00186705,NA,0.00222668
380,0.00214365,NA,0.00351815
381,0.000962336,NA,0.00187041
382,0.000835561,NA,0.00262748
383,0.0010142,NA,0.00338455
384,0.000835561,NA,0.00213761
385,0.000777937,NA,0.00191494
386,0.000726074,NA,0.00311735
387,0.000495574,NA,0.00187041
388,0.00114674,NA,0.00253841
389,0.000996911,NA,0.00253841
390,0.00039185,NA,0.00240481
391,0.000518624,NA,0.00200401
392,0.000432187,NA,0.00258294
393,0.000351512,NA,0.00240481
394,0.000691499,NA,0.00195947
395,0.00203416,NA,0.00262748
396,0.00174604,NA,0.00231574
397,0.00149249,NA,0.00187041
398,0.000996911,NA,0.00307281
399,0.000288125,NA,0.00133601
400,0.000311175,NA,0.00267201
401,0.0003227,NA,0.00351815
402,0.000282362,NA,0.00213761
403,0.000616587,NA,0.00191494
404,0.00130809,NA,0.00262748
405,0.000950811,NA,0.00236028
406,0.000674212,NA,0.00227121
407,0.000818274,NA,0.00311735
408,0.000812512,NA,0.00244934
409,0.000697262,NA,0.00173681
410,0.00157316,NA,0.00356268
411,0.00153282,NA,0.00360721
412,0.00113521,NA,0.00258294
413,0.000593537,NA,0.00334001
414,0.000524387,NA,0.00218214
415,9.21999e-05,NA,0.00164774
416,0.000466762,NA,0.00427522
417,0.000893186,NA,0.00222668
418,0.00131961,NA,0.00195947
419,0.000662687,NA,0.00342908
420,0.00231652,NA,0.00187041
421,0.00730684,NA,0.00160321
422,0.00962913,NA,0.00378535
423,0.00773903,NA,0.00213761
424,0.00466186,NA,0.00298375
425,0.00209755,NA,0.00280561
426,0.00208602,NA,0.00209308
427,0.00309446,NA,0.00164774
428,0.00340563,NA,0.00258294
429,0.00108335,NA,0.00289468
430,0.000553199,NA,0.00187041
431,0.000766412,NA,0.00262748
432,0.000380325,NA,0.00249388
433,0.000547437,NA,0.00138054
434,0.00144062,NA,0.00258294
435,0.00141181,NA,0.00298375
436,0.00447169,NA,0.00200401
437,0.00801563,NA,0.00342908
438,0.00962336,NA,0.00151414
439,0.00613706,NA,0.00231574
440,0.00254126,NA,0.00374081
441,0.00140029,NA,0.00307281
442,0.00191891,NA,0.00218214
443,0.00182671,NA,0.00325095
444,0.000737599,NA,0.00204854
445,0.000806749,NA,0.00209308
446,0.00146367,NA,0.00414162
447,0.00125046,NA,0.00218214
448,0.0011986,NA,0.00173681
449,0.000645399,NA,0.00325095
450,0.000265075,NA,0.00155867
451,0.000973861,NA,0.00111334
452,0.00165384,NA,0.00236028
453,0.000991149,NA,0.00293921
454,0.00115826,NA,0.00218214
455,0.00216093,NA,0.00311735
456,0.00314632,NA,0.00267201
457,0.00397036,NA,0.00142507
458,0.00537064,NA,0.00258294
459,0.00486931,NA,0.00253841
460,0.00303107,NA,0.00218214
461,0.00174027,NA,0.00369628
462,0.00150401,NA,0.00182587
463,0.00143486,NA,0.00244934
464,0.000824037,NA,0.00405255
465,0.00105454,NA,0.00253841
466,0.00122165,NA,0.00262748
467,0.000829799,NA,0.00338455
468,0.000910474,NA,0.00213761
469,0.00169994,NA,0.00160321
470,0.00209755,NA,0.00307281
471,0.00172299,NA,0.00213761
472,0.00168841,NA,0.00320641
473,0.0019823,NA,0.00160321
474,0.00140605,NA,0.00191494
475,0.000870136,NA,0.000979737
476,0.00118131,NA,0.00329548
477,0.00188434,NA,0.00267201
478,0.00488659,NA,0.00213761
479,0.00738752,NA,0.00262748
480,0.00564724,NA,0.00271654
481,0.00303683,NA,0.00200401
482,0.00141757,NA,0.00405255
483,0.00214941,NA,0.00213761
484,0.00195925,NA,0.00218214
485,0.0015674,NA,0.00396348
486,0.00112369,NA,0.00204854
487,0.000916236,NA,0.00236028
488,0.000898949,NA,0.00249388
489,0.000265075,NA,0.00195947
490,0.000167112,NA,0.00249388
491,0.000218975,NA,0.00347361
492,0.000720312,NA,0.00236028
493,0.0013369,NA,0.00209308
494,0.000518624,NA,0.00262748
495,0.00171146,NA,0.00178134
496,0.00345173,NA,0.00351815
497,0.00587198,NA,0.00253841
498,0.00482897,NA,0.00187041
499,0.00467338,NA,0.000979737
500,0.00515167,NA,0.00311735
501,0.00505371,NA,0.00191494
502,0.00445441,NA,0.00276108
503,0.00426424,NA,0.00155867
504,0.0077275,NA,0.00200401
505,0.00918541,NA,0.00146961
506,0.00822884,NA,0.00280561
507,0.0075892,NA,0.00169227
508,0.00486931,NA,0.00253841
509,0.00268532,NA,0.00285014
510,0.00270261,NA,0.00209308
511,0.0018901,NA,0.00138054
512,0.00292158,NA,0.00271654
513,0.00289853,NA,0.00258294
514,0.00324428,NA,0.00169227
515,0.00550894,NA,0.00271654
516,0.00753158,NA,0.00213761
517,0.00863798,NA,0.00160321
518,0.00945625,NA,0.00280561
519,0.00777937,NA,0.00253841
520,0.00637332,NA,0.00182587
521,0.00601028,NA,0.00347361
522,0.00610824,NA,0.00231574
523,0.00562419,NA,0.00182587
524,0.00505947,NA,0.00289468
525,0.00403375,NA,0.00258294
526,0.00269685,NA,0.00200401
527,0.00206874,NA,0.00244934
528,0.00305988,NA,0.00213761
529,0.0040107,NA,0.00178134
530,0.00288701,NA,0.00258294
531,0.00122741,NA,0.00151414
532,0.000893186,NA,0.00276108
533,0.00208026,NA,0.00289468
534,0.000939286,NA,0.00151414
535,0.000633874,NA,0.00129147
536,0.000103725,NA,0.00311735
537,0.000316937,NA,0.00244934
538,0.000403375,NA,0.00276108
539,0.000224737,NA,0.00267201
540,0.000956574,NA,0.00280561
541,0.00177485,NA,0.00173681
542,0.001844,NA,0.00213761
543,0.00213212,NA,0.00271654
544,0.0029043,NA,0.00191494
545,0.00303107,NA,0.00387442
546,0.00145791,NA,0.00151414
547,0.000881661,NA,0.00218214
548,0.00111792,NA,0.00391895
549,0.000824037,NA,0.00262748
550,0.001383,NA,0.00253841
551,0.00227618,NA,0.00418615
552,0.00141181,NA,0.00133601
553,0.00240296,NA,0.00142507
554,0.00149825,NA,0.00298375
555,0.00251245,NA,0.00253841
556,0.00349207,NA,0.00213761
557,0.00271413,NA,0.00298375
558,0.00227042,NA,0.00169227
559,0.000743362,NA,0.00187041
560,0.000835561,NA,0.00334001
561,0.000633874,NA,0.00271654
562,0.000351512,NA,0.00191494
563,0.000553199,NA,0.00293921
564,0.000311175,NA,0.00262748
565,0.00029965,NA,0.00209308
566,0.000403375,NA,0.00285014
567,0.00172299,NA,0.00115787
568,0.00395883,NA,0.00200401
569,0.00815969,NA,0.00271654
570,0.0126487,NA,0.00240481
571,0.0132192,NA,0.0010688
572,0.012908,NA,0.00316188
573,0.0121934,NA,0.00280561
574,0.0133229,NA,0.00187041
575,0.0115826,NA,0.00218214
576,0.00835561,NA,0.00200401
577,0.00835561,NA,0.00133601
578,0.0109775,NA,0.00302828
579,0.0113752,NA,0.00191494
580,0.00964065,NA,0.00307281
581,0.0107528,NA,0.00249388
582,0.00873018,NA,0.00391895
583,0.00851696,NA,0.00160321
584,0.00569334,NA,0.00222668
585,0.00611401,NA,0.00164774
586,0.00798682,NA,0.00182587
587,0.00977319,NA,0.00182587
588,0.0122222,NA,0.00298375
589,0.0145733,NA,0.00155867
590,0.0112657,NA,0.00307281
591,0.00720312,NA,0.00267201
592,0.0120378,NA,0.00236028
593,0.0155991,NA,0.00222668
594,0.0122453,NA,0.00155867
595,0.0126026,NA,0.00155867
596,0.0112541,NA,0.00369628
597,0.00870136,NA,0.00169227
598,0.00649433,NA,0.00253841
599,0.0071282,NA,0.00360721
600,0.00900678,NA,0.00178134
601,0.00807325,NA,0.00169227
602,0.00528421,NA,0.00405255
603,0.00731837,NA,0.00173681
604,0.00757192,NA,0.00351815
605,0.00651162,NA,0.00253841
606,0.00664415,NA,0.00191494
607,0.00488083,NA,0.00222668
608,0.00496727,NA,0.00342908
609,0.0026277,NA,0.00418615
610,0.00138876,NA,0.00948564
611,0.00198806,NA,0.0145625
612,0.00254126,NA,0.0222668
613,0.0026277,NA,0.0239145
614,0.00232805,NA,0.0253396
615,0.00131961,NA,0.0249388
616,0.000685737,NA,0.0282788
617,0.000293887,NA,0.0276553
618,0.000334225,NA,0.0261857
619,0.00134266,NA,0.0268982
620,0.00467914,NA,0.0249833
621,0.00601604,NA,0.0198174
622,0.00549742,NA,0.0163438
623,0.00583741,NA,0.0115342
624,0.00537064,NA,0.00641283
625,0.00418357,NA,0.00552216
626,0.00326733,NA,0.00454242
627,0.00271413,NA,0.00133601
628,0.001844,NA,0.00253841
629,0.00137724,NA,0.00249388
630,0.000668449,NA,0.00222668
631,0.000726074,NA,0.00155867
632,0.000628112,NA,0.00253841
633,0.00107759,NA,0.00258294
634,0.000726074,NA,0.00244934
635,0.000916236,NA,0.00267201
636,0.000466762,NA,0.00209308
637,0.000852849,NA,0.00151414
638,0.00382053,NA,0.00311735
639,0.00406256,NA,0.00253841
640,0.00263922,NA,0.00231574
641,0.00280633,NA,0.00244934
642,0.00208602,NA,0.00178134
643,0.00245482,NA,0.00142507
644,0.00247211,NA,0.00262748
645,0.00320395,NA,0.00298375
646,0.00436221,NA,0.00142507
647,0.0032731,NA,0.00124694
648,0.00257583,NA,0.00342908
649,0.00135995,NA,0.00267201
650,0.00143486,NA,0.00218214
651,0.00172875,NA,0.00155867
652,0.00174604,NA,0.00200401
653,0.0021206,NA,0.00382988
654,0.00190162,NA,0.00173681
655,0.000910474,NA,0.00236028
656,0.00108911,NA,0.00311735
657,0.00180942,NA,0.00169227
658,0.00134266,NA,0.00160321
659,0.000420662,NA,0.00169227
660,0.00135419,NA,0.00280561
661,0.00176909,NA,0.00151414
662,0.00261041,NA,0.00307281
663,0.00231652,NA,0.00276108
664,0.0014291,NA,0.00164774
665,0.000996911,NA,0.00316188
666,0.000507099,NA,0.0012024
667,0.000847086,NA,0.00218214
668,0.00122741,NA,0.00298375
669,0.00223585,NA,0.00258294
670,0.0031809,NA,0.00209308
671,0.00366495,NA,0.00293921
672,0.00260465,NA,0.00178134
673,0.0012447,NA,0.00155867
674,0.0023511,NA,0.00236028
675,0.003227,NA,0.00151414
676,0.00239143,NA,0.00236028
677,0.000460999,NA,0.00182587
678,0.000201687,NA,0.00236028
679,0.00145791,NA,0.00173681
680,0.00228771,NA,0.00325095
681,0.000973861,NA,0.00227121
682,0.000501337,NA,0.00213761
683,0.000449474,NA,0.00258294
684,0.000432187,NA,0.00253841
685,0.00159621,NA,0.00146961
686,0.000714549,NA,0.00276108
687,0.00025355,NA,0.00244934
688,4.60999e-05,NA,0.00160321
689,3.4575e-05,NA,0.00369628
690,1.1525e-05,NA,0.00138054
691,1.72875e-05,NA,0.00218214
692,0.0002305,NA,0.00276108
693,6.33874e-05,NA,0.00249388
694,0.00029965,NA,0.00249388
695,0.00155011,NA,0.00351815
696,0.00303107,NA,0.00218214
697,0.00439102,NA,0.000222668
698,0.00550318,NA,0.00289468
699,0.00452356,NA,0.00169227
700,0.00337682,NA,0.00169227
701,0.00310598,NA,0.00240481
702,0.00205721,NA,0.00227121
703,0.00167689,NA,0.00111334
704,0.00244906,NA,0.00236028
705,0.00215517,NA,0.00213761
706,0.00203992,NA,0.00182587
707,0.00267956,NA,0.00267201
708,0.00304836,NA,0.00142507
709,0.00381477,NA,0.00151414
710,0.0034114,NA,0.00249388
711,0.00224737,NA,0.00146961
712,0.00326157,NA,0.00280561
713,0.00878204,NA,0.00236028
714,0.0118938,NA,0.00222668
715,0.0148615,NA,0.00155867
716,0.0175353,NA,0.00191494
717,0.0186186,NA,0.00209308
718,0.0210216,NA,0.00231574
719,0.0228195,NA,0.0010688
720,0.0228079,NA,0.00525495
721,0.0204108,NA,0.00271654
722,0.0173854,NA,0.00191494
723,0.0149594,NA,0.00418615
724,0.0155933,NA,0.00280561
725,0.0170051,NA,0.00293921
726,0.0181922,NA,0.00160321
727,0.0207738,NA,0.0010688
728,0.0226754,NA,0.00293921
729,0.0229405,NA,0.00240481
730,0.022831,NA,0.00276108
731,0.0210677,NA,0.00253841
732,0.0195982,NA,0.00338455
733,0.0199209,NA,0.00329548
734,0.0200996,NA,0.00191494
735,0.0190566,NA,0.00129147
736,0.0176793,NA,0.00200401
737,0.0151093,NA,0.00334001
738,0.0140374,NA,0.00271654
739,0.0144293,NA,0.00187041
740,0.0144293,NA,0.00222668
741,0.0105223,NA,0.00236028
742,0.00739328,NA,0.00187041
743,0.00617739,NA,0.00351815
744,0.00510557,NA,0.00213761
745,0.00599299,NA,0.00129147
746,0.00753158,NA,0.00302828
747,0.0114328,NA,0.00187041
748,0.013974,NA,0.00258294
749,0.0122511,NA,0.00325095
750,0.0107182,NA,0.00138054
751,0.0092488,NA,0.00164774
752,0.0088339,NA,0.00236028
753,0.0101996,NA,0.00195947
754,0.0125334,NA,0.00222668
755,0.0143198,NA,0.00267201
756,0.0139395,NA,0.00222668
757,0.0129829,NA,0.00187041
758,0.0117324,NA,0.00258294
759,0.0107816,NA,0.00227121
760,0.0100498,NA,0.00249388
761,0.00936405,NA,0.00276108
762,0.0082346,NA,0.00160321
763,0.00780818,NA,0.00218214
764,0.00653467,NA,0.00351815
765,0.00455237,NA,0.00218214
766,0.00345173,NA,0.00253841
767,0.00237991,NA,0.00356268
768,0.000962336,NA,0.00142507
769,0.000818274,NA,0.00133601
770,0.00767564,NA,0.00280561
771,0.0191776,NA,0.00236028
772,0.0283284,NA,0.00173681
773,0.0313883,NA,0.00285014
774,0.0367647,NA,0.00178134
775,0.0430977,NA,0.00089067
776,0.0520123,NA,0.00414162
777,0.0593306,NA,0.00244934
778,0.0659748,NA,0.00195947
779,0.0660439,NA,0.00244934
780,0.0556023,NA,0.00387442
781,0.0407178,NA,0.00142507
782,0.0225832,NA,0.00342908
783,0.0302012,NA,0.00236028
784,0.0369318,NA,0.00236028
785,0.0400781,NA,0.00280561
786,0.0413978,NA,0.00209308
787,0.0468952,NA,0.00240481
788,0.0460769,NA,0.00302828
789,0.039888,NA,0.00187041
790,0.0309273,NA,0.000356268
791,0.0353414,NA,0.00231574
792,0.0384013,NA,0.00378535
793,0.0398995,NA,0.000311735
794,0.0421411,NA,0.00115787
795,0.042798,NA,0.00115787
796,0.040591,NA,0.000445335
797,0.0360674,NA,0.00178134
798,0.0272566,NA,0.00102427
799,0.0274929,NA,0.000668003
800,0.0323449,NA,0.00222668
801,0.0424004,NA,0.00298375
802,0.0475751,NA,0.00102427
803,0.0504103,NA,0.00195947
804,0.0437373,NA,0.00173681
805,0.0303972,NA,0.00111334
806,0.0305412,NA,0.00200401
807,0.0357102,NA,0.00218214
808,0.0387297,NA,0.000578936
809,0.0389199,NA,0.00280561
810,0.033094,NA,0.00160321
811,0.0274929,NA,0.00204854
812,0.0209121,NA,0.00320641
813,0.025476,NA,0.00204854
814,0.0316188,NA,0.00111334
815,0.0382053,NA,0.00191494
816,0.0401415,NA,0.00289468
817,0.040689,NA,0.00111334
818,0.0393694,NA,0.000979737
819,0.0330248,NA,0.00155867
820,0.0259427,NA,0.00138054
821,0.0234649,NA,0.00151414
