frame,mother,patient,therapist
6698,0.00046005,0.00244099,0.00382613
6699,5.34942e-06,0.00369909,0.00409307
6700,0.000417255,0.00445806,0.00400409
6701,0.000641931,0.00247518,0.00329225
6702,3.20965e-05,0.00152477,0.00369266
6703,0.000197929,0.00384952,0.00226899
6704,0.000433303,0.00494352,0.00333674
6705,0.000165832,0.00159314,0.00258042
6706,0.000176531,0.000287176,0.00262491
6707,0.000406556,0.000683751,0.00520532
6708,0.000139085,0.000964089,0.00364817
6709,0.000149784,0.00019145,0.00262491
6710,0.00018188,0.000724776,0.00364817
6711,6.95425e-05,0.00192134,0.00298082
6712,5.88437e-05,0.00331619,0.00289184
6713,6.95425e-05,0.0022974,0.00338123
6714,4.27954e-05,0.00111451,0.00315878
6715,2.13977e-05,0.00287859,0.00311429
6716,1.06988e-05,0.0052307,0.00284736
6717,0,0.00258458,0.00235797
6718,0,0.00162049,0.00333674
6719,0,0.00274868,0.00333674
6720,0,0.00316577,0.00289184
6721,5.34942e-06,0.00423926,0.00218001
6722,5.34942e-06,0.0059418,0.00404858
6723,0,0.0055042,0.00329225
6724,5.34942e-06,0.0070905,0.00382613
6725,0,0.00711785,0.00391511
6726,5.34942e-06,0.004629,0.00320327
6727,0,0.00325466,0.00298082
6728,5.34942e-06,0.00330252,0.00320327
6729,0,0.0024068,0.00431552
6730,0,0.00100511,0.00378164
6731,0,0.00164784,0.00413756
6732,0,0.00317261,0.00342572
6733,5.34942e-06,0.00279654,0.00275838
6734,5.34942e-06,0.00467686,0.00347021
6735,1.06988e-05,0.00808878,0.00271389
6736,0,0.00808878,0.0048494
6737,0,0.00533326,0.00449348
6738,1.06988e-05,0.00203758,0.0022245
6739,0,0.00252988,0.0026694
6740,0,0.00434182,0.00382613
6741,1.06988e-05,0.0049025,0.00342572
6742,5.34942e-06,0.00336406,0.00218001
6743,5.34942e-06,0.00531275,0.00338123
6744,5.34942e-06,0.00322731,0.00315878
6745,0,0.00157263,0.00209103
6746,0,0.00170938,0.00364817
6747,0,0.00505976,0.00409307
6748,1.06988e-05,0.00685119,0.00284736
6749,0,0.00834177,0.00262491
6750,1.06988e-05,0.00746656,0.00360368
6751,0.000497496,0.00727511,0.00298082
6752,0.00157273,0.00691956,0.00289184
6753,0.00263727,0.00794519,0.00218001
6754,0.00272286,0.0063794,0.00311429
6755,0.00246608,0.00503925,0.00431552
6756,0.00154063,0.00388371,0.00289184
6757,0.000620533,0.00211279,0.00209103
6758,0.000203278,0.00245467,0.0030698
6759,4.27954e-05,0.00379482,0.00342572
6760,5.34942e-06,0.00720674,0.00302531
6761,0,0.00645461,0.00320327
6762,1.06988e-05,0.00346662,0.00320327
6763,0,0.00429396,0.00284736
6764,1.06988e-05,0.00358969,0.00360368
6765,1.60483e-05,0.0022427,0.00338123
6766,0,0.00339141,0.00387062
6767,5.34942e-06,0.00428712,0.00449348
6768,0,0.00481361,0.00275838
6769,0,0.00248885,0.00231348
6770,0,0.00118973,0.00400409
6771,0,0.00289227,0.00347021
6772,0,0.00555206,0.00258042
6773,0,0.00547685,0.00364817
6774,0,0.00162733,0.00387062
6775,7.48919e-05,0.00476575,0.00244695
6776,0.000123037,0.00737768,0.00329225
6777,0.000230025,0.00949047,0.00342572
6778,0.000390508,0.0102973,0.00244695
6779,0.000497496,0.0137434,0.00333674
6780,0.000171182,0.0105093,0.00324776
6781,0.000454701,0.00601017,0.00209103
6782,0.00150319,0.00743238,0.00289184
6783,0.00265331,0.00971611,0.00444899
6784,0.00301708,0.0113981,0.00271389
6785,0.00287799,0.00875885,0.00369266
6786,0.0023591,0.0129844,0.0039596
6787,0.00158343,0.0130733,0.00382613
6788,0.00104314,0.00958619,0.00369266
6789,0.000738221,0.00864262,0.00280287
6790,0.000829161,0.0109605,0.00342572
6791,0.000583087,0.0127998,0.0035147
6792,0.000818462,0.00786314,0.00293633
6793,0.00111268,0.00562044,0.00164613
6794,0.00120897,0.00940158,0.00391511
6795,0.000764968,0.0058324,0.00347021
6796,0.000390508,0.00285808,0.00280287
6797,6.95425e-05,0.00477258,0.00387062
6798,0,0.00637256,0.0039596
6799,0,0.00529224,0.00333674
6800,9.09402e-05,0.00339141,0.00333674
6801,8.55908e-05,0.00262561,0.00244695
6802,8.55908e-05,0.00579137,0.00360368
6803,5.34942e-05,0.00454695,0.0035147
6804,0.000877306,0.00317261,0.00262491
6805,0.001439,0.00266663,0.00244695
6806,0.000550991,0.00625632,0.00489389
6807,6.41931e-05,0.00542215,0.00444899
6808,0.000444002,0.00709734,0.00293633
6809,0.000411906,0.0117263,0.00298082
6810,0.000952198,0.0117742,0.00378164
6811,0.000818462,0.00854689,0.00253593
6812,0.000679377,0.00484096,0.00240246
6813,0.000534942,0.0065982,0.00289184
6814,0.000518894,0.00674179,0.00311429
6815,8.02414e-05,0.00557941,0.00462695
6816,0.000101639,0.00500506,0.00333674
6817,9.62896e-05,0.00702896,0.00231348
6818,1.06988e-05,0.0047931,0.00315878
6819,2.13977e-05,0.00415037,0.0030698
6820,2.67471e-05,0.00445806,0.00436001
6821,5.34942e-06,0.00375379,0.0035147
6822,0,0.00580505,0.00329225
6823,3.7446e-05,0.00399995,0.00404858
6824,3.20965e-05,0.00566146,0.00320327
6825,5.34942e-06,0.00819818,0.00431552
6826,0,0.00916227,0.00364817
6827,0,0.00810245,0.00369266
6828,0,0.00740503,0.00271389
6829,0,0.00988021,0.00258042
6830,0,0.0114528,0.00418205
6831,0,0.0114392,0.0035147
6832,5.34942e-06,0.00912124,0.00364817
6833,5.34942e-06,0.0108101,0.00355919
6834,5.34942e-06,0.0116033,0.00391511
6835,5.34942e-06,0.0107281,0.00275838
6836,0,0.00876569,0.00409307
6837,5.34942e-05,0.00819818,0.00324776
6838,5.34942e-06,0.00694008,0.00262491
6839,5.34942e-06,0.00283073,0.00333674
6840,0,0.0022974,0.00289184
6841,1.60483e-05,0.00261193,0.00182409
6842,1.60483e-05,0.00562044,0.00418205
6843,6.41931e-05,0.0062153,0.00302531
6844,4.81448e-05,0.00531275,0.00427103
6845,4.81448e-05,0.00389055,0.00409307
6846,5.34942e-06,0.00341876,0.00391511
6847,0,0.00356918,0.0026694
6848,0,0.00421191,0.00284736
6849,0,0.00417088,0.0026694
6850,0,0.00483412,0.00342572
6851,0,0.00708366,0.00324776
6852,0,0.00429396,0.00360368
6853,0,0.00183929,0.00137919
6854,0,0.00276236,0.00373715
6855,5.34942e-06,0.00338457,0.00298082
6856,0,0.00247518,0.00333674
6857,0,0.00287176,0.00347021
6858,5.34942e-06,0.00343927,0.00320327
6859,0,0.0050666,0.00209103
6860,5.34942e-06,0.00307004,0.0039596
6861,0,0.00134699,0.00387062
6862,0,0.00274868,0.00298082
6863,0,0.00371961,0.00333674
6864,5.34942e-06,0.0014222,0.00213552
6865,5.34942e-06,0.0019692,0.00209103
6866,0,0.00370593,0.0044045
6867,0,0.00184613,0.00284736
6868,0,0.000512813,0.00284736
6869,0,0.00116921,0.0039596
6870,5.34942e-06,0.00222903,0.00418205
6871,0,0.00171622,0.00249144
6872,0,0.000300851,0.00342572
6873,0,0.000977764,0.00338123
6874,0,0.00217433,0.00262491
6875,0,0.00183929,0.00418205
6876,0,0.000574351,0.00378164
6877,5.34942e-06,0.00110084,0.00342572
6878,0,0.00276236,0.00676247
6879,0,0.00116238,0.00542777
6880,0,0.000923064,0.00538328
6881,0,0.00227005,0.00489389
6882,0,0.00159314,0.00622859
6883,0,0.000779477,0.00849758
6884,0,0.00198972,0.0133025
6885,0,0.00497771,0.0129466
6886,5.34942e-06,0.00649564,0.0165947
6887,5.34942e-06,0.00676914,0.0201984
6888,0.000219326,0.00689905,0.0307425
6889,0.00111268,0.00808878,0.0312764
6890,0.00233235,0.00851954,0.0324776
6891,0.00291009,0.00778793,0.0415091
6892,0.00239654,0.00849219,0.0416426
6893,0.00156738,0.00940842,0.0425769
6894,0.000871956,0.00751443,0.0402634
6895,0.000304917,0.00715888,0.0431997
6896,3.20965e-05,0.00698794,0.0598389
6897,2.13977e-05,0.00514865,0.0640655
6898,0,0.00314526,0.0578814
6899,5.34942e-06,0.00361021,0.0447124
6900,2.13977e-05,0.00480677,0.0319883
6901,5.34942e-06,0.00590077,0.0229123
6902,5.34942e-06,0.0127998,0.0193086
6903,5.34942e-06,0.0172852,0.0147262
6904,0,0.0163895,0.0130355
6905,7.48919e-05,0.0145092,0.0138364
6906,0.0013534,0.0118768,0.0130355
6907,0.00545641,0.0123144,0.0107221
6908,0.00920101,0.00929902,0.0117008
6909,0.0105277,0.00683068,0.00952084
6910,0.0124481,0.00855373,0.0106331
6911,0.0144648,0.0105981,0.00791921
6912,0.0155722,0.0128272,0.00769676
6913,0.0160001,0.0128682,0.00565022
6914,0.0149944,0.0109195,0.00889798
6915,0.0130419,0.00704264,0.0146372
6916,0.0110038,0.00705631,0.0252703
6917,0.00922776,0.00508027,0.0368821
6918,0.00809368,0.00283757,0.043956
6919,0.00627487,0.00364439,0.0532989
6920,0.00905123,0.00428712,0.0589047
6921,0.0104367,0.00384268,0.0577924
6922,0.0117152,0.00287176,0.0643324
6923,0.012951,0.00452643,0.0621079
6924,0.0135608,0.00412986,0.0697602
6925,0.0131168,0.00157947,0.0747876
6926,0.0108112,0.00294697,0.0692708
6927,0.0106026,0.0072546,0.0612181
6928,0.015278,0.0100648,0.0465809
6929,0.0136999,0.00834177,0.0349246
6930,0.00691146,0.00799989,0.026338
6931,0.00663329,0.0120135,0.017796
6932,0.00614649,0.0126904,0.0149041
6933,0.00485728,0.00509395,0.0120123
6934,0.00103244,0.00156579,0.0105441
6935,0.000208628,0.00391106,0.011256
6936,0.000123037,0.0040273,0.0052943
6937,7.48919e-05,0.00188715,0.00315878
6938,9.62896e-05,0.0019145,0.00458246
6939,4.81448e-05,0.00348029,0.00378164
6940,0.000401207,0.00410935,0.00333674
6941,0.00240724,0.00206493,0.00444899
6942,0.00411906,0.00175724,0.00373715
6943,0.00411906,0.00326833,0.0022245
6944,0.00551526,0.00368542,0.00404858
6945,0.00569714,0.00166835,0.00275838
6946,0.00469145,0.0014222,0.00284736
6947,0.00162088,0.00459481,0.00422654
6948,0.000663329,0.00383584,0.00404858
6949,0.00116083,0.00116921,0.00231348
6950,0.000631232,0.00114186,0.00369266
6951,0.0004654,0.00329568,0.00244695
6952,0.000294218,0.00348029,0.00320327
6953,0.000492147,0.00177775,0.00338123
6954,0.000524244,0.00104614,0.00404858
6955,0.000438653,0.00376063,0.00302531
6956,0.000101639,0.00587342,0.00342572
6957,0.000149784,0.00473156,0.00360368
6958,0.000197929,0.00519651,0.00320327
6959,0.000112338,0.00644094,0.00418205
6960,0.000952198,0.00551104,0.00324776
6961,0.00213442,0.00325466,0.00320327
6962,0.00290474,0.0025162,0.00391511
6963,0.00305452,0.00516232,0.00324776
6964,0.00452026,0.00564095,0.00436001
6965,0.00643001,0.00282389,0.00493838
6966,0.00864467,0.00123075,0.00502736
6967,0.0105812,0.00358969,0.00858656
6968,0.012309,0.00397943,0.0125462
6969,0.014283,0.00209228,0.0164613
6970,0.0186588,0.00106665,0.015349
6971,0.0223178,0.00306321,0.0135694
6972,0.0244843,0.00475207,0.0149041
6973,0.0247785,0.00538796,0.0170841
6974,0.0246876,0.00433498,0.0181519
6975,0.0208681,0.00501873,0.021889
6976,0.0159734,0.00440336,0.0238911
6977,0.0128279,0.00422558,0.0188192
6978,0.0111322,0.0044649,0.0122792
6979,0.0083558,0.0062153,0.00783023
6980,0.00634442,0.00518967,0.0120123
6981,0.00478239,0.00432815,0.0197535
6982,0.00470214,0.00328201,0.0205988
6983,0.00479843,0.00709734,0.0179739
6984,0.0032685,0.00781528,0.0148596
6985,0.0014176,0.00405465,0.0145482
6986,0.00064728,0.00296748,0.017529
6987,0.000674027,0.00538796,0.0168617
6988,0.00121432,0.00779477,0.0109445
6989,0.00123037,0.00624949,0.0118343
6990,0.00102709,0.00242048,0.00965431
6991,0.00074357,0.00358969,0.0052943
6992,0.000695425,0.00639991,0.0044045
6993,0.000320965,0.00689221,0.00311429
6994,0.000449352,0.00207177,0.00311429
6995,0.000534942,0.00403413,0.00458246
6996,0.000283519,0.00707683,0.00298082
6997,0.000304917,0.00788365,0.0030698
6998,0.000294218,0.00450592,0.00413756
6999,0.000197929,0.0067623,0.00498287
7000,0.000112338,0.0108375,0.0044045
7001,0.000144434,0.0115075,0.0079637
7002,0.000299568,0.00813664,0.0145482
7003,0.000230025,0.00523754,0.0234017
7004,0.000224676,0.00778793,0.0313209
7005,7.48919e-05,0.00955884,0.0328336
7006,0.000123037,0.00661188,0.0357254
7007,0.000165832,0.00330936,0.0356364
7008,5.34942e-05,0.00458113,0.0234017
7009,9.09402e-05,0.00527172,0.0140588
7010,7.48919e-05,0.00464951,0.0173956
7011,5.88437e-05,0.00412986,0.0188192
7012,2.67471e-05,0.00420507,0.0159719
7013,8.02414e-05,0.00751443,0.0122347
7014,1.06988e-05,0.00439652,0.00747431
7015,0,0.00216749,0.00347021
7016,2.67471e-05,0.00491617,0.00400409
7017,0.00018188,0.00560676,0.00378164
7018,0.000128386,0.0056683,0.00213552
7019,5.34942e-06,0.00696059,0.00533879
7020,5.88437e-05,0.00635889,0.00778574
7021,3.20965e-05,0.00412986,0.00992125
7022,0.000128386,0.00358969,0.0118343
7023,8.55908e-05,0.00573667,0.0115674
7024,6.41931e-05,0.00691273,0.0151711
7025,4.27954e-05,0.00365807,0.015616
7026,6.41931e-05,0.00151793,0.0126351
7027,5.88437e-05,0.00455378,0.00791921
7028,5.34942e-05,0.00758964,0.00520532
7029,5.34942e-06,0.00575035,0.00569471
7030,2.13977e-05,0.00399311,0.0103217
7031,0,0.00672128,0.0152156
7032,5.34942e-06,0.00551104,0.0124572
7033,9.09402e-05,0.00395208,0.00943186
7034,0.000240724,0.00410251,0.00814166
7035,0.000390508,0.0057777,0.00382613
7036,0.000481448,0.00819818,0.00409307
7037,0.00018188,0.00465635,0.00400409
7038,0.00027817,0.00304953,0.00378164
7039,0.00018188,0.00589394,0.0035147
7040,0.000149784,0.0063794,0.00298082
7041,9.62896e-05,0.00279654,0.00382613
7042,8.55908e-05,0.00317261,0.0026694
7043,3.20965e-05,0.00514865,0.00338123
7044,1.06988e-05,0.00527172,0.00262491
7045,8.02414e-05,0.00329568,0.00213552
7046,0.000262122,0.00173673,0.00427103
7047,0.000358411,0.00477942,0.00507185
7048,6.41931e-05,0.00823237,0.00275838
7049,5.88437e-05,0.00564779,0.00329225
7050,0.000192579,0.00376747,0.00373715
7051,0.000133736,0.00525121,0.00333674
7052,1.60483e-05,0.00655034,0.00244695
7053,6.95425e-05,0.00406148,0.00329225
7054,0.000149784,0.00384268,0.00289184
7055,0.000342363,0.00738451,0.00355919
7056,5.34942e-05,0.00301534,0.00324776
7057,0.000144434,0.00221535,0.0017796
7058,0.000304917,0.00443755,0.00333674
7059,0.000165832,0.00415037,0.00369266
7060,0.000192579,0.00171622,0.00320327
7061,0.00064728,0.00127861,0.00253593
7062,0.00065263,0.00276919,0.00302531
7063,0.000641931,0.00471788,0.00213552
7064,0.00161018,0.00225638,0.00471593
7065,0.00123037,0.00257091,0.0044045
7066,0.000984294,0.00309739,0.00364817
7067,0.000893354,0.00338457,0.00431552
7068,0.000663329,0.0038632,0.00547226
7069,0.000513545,0.00357602,0.00565022
7070,0.000508195,0.00290594,0.00938737
7071,0.000433303,0.00486147,0.00934288
7072,0.000748919,0.00366491,0.0107221
7073,0.000802414,0.0021333,0.010989
7074,0.00145504,0.00204442,0.00889798
7075,0.00225746,0.00244783,0.0124572
7076,0.00257842,0.00375379,0.0110335
7077,0.00231095,0.00355551,0.00814166
7078,0.003215,0.00276236,0.00716288
7079,0.00331129,0.00257091,0.00516083
7080,0.00264797,0.00203074,0.00333674
7081,0.00238049,0.00289227,0.00200205
7082,0.00254098,0.00190083,0.00391511
7083,0.00425814,0.000574351,0.00436001
7084,0.00475564,0.00259142,0.00347021
7085,0.00491077,0.00456062,0.00373715
7086,0.00340758,0.00315209,0.00387062
7087,0.0023377,0.00361021,0.00324776
7088,0.0019044,0.00614009,0.00471593
7089,0.00261052,0.00404097,0.00315878
7090,0.00197394,0.00303586,0.00315878
7091,0.00331664,0.00430763,0.00387062
7092,0.00429024,0.00521702,0.00329225
7093,0.00432768,0.00581189,0.0026694
7094,0.00376065,0.00559309,0.00444899
7095,0.00219326,0.00585975,0.00378164
7096,0.00208628,0.00967508,0.00462695
7097,0.00253563,0.00547001,0.00600614
7098,0.00155668,0.00181878,0.00355919
7099,0.00141225,0.00262561,0.0026694
7100,0.00214512,0.00438968,0.00422654
7101,0.00171717,0.004629,0.00418205
7102,0.00204883,0.00272133,0.00360368
7103,0.00372855,0.0022427,0.00364817
7104,0.00488937,0.00395892,0.00387062
7105,0.00542967,0.00315893,0.00235797
7106,0.00590576,0.00234527,0.00342572
7107,0.00408696,0.00390422,0.00249144
7108,0.00538152,0.00486831,0.00382613
7109,0.00479308,0.00192134,0.00511634
7110,0.00356807,0.00212647,0.00458246
7111,0.00262657,0.00455378,0.00533879
7112,0.00179206,0.00384268,0.00863105
7113,0.000936149,0.00255723,0.0115674
7114,0.000641931,0.00255723,0.0113004
7115,0.000197929,0.00348713,0.0141478
7116,5.34942e-06,0.00149058,0.0116564
7117,1.06988e-05,0.00291278,0.0150821
7118,5.34942e-06,0.00365123,0.0251813
7119,0,0.00297432,0.0309205
7120,2.13977e-05,0.00145639,0.0426213
7121,5.34942e-06,0.00121708,0.0473818
7122,0,0.00237262,0.0447124
7123,1.60483e-05,0.00185297,0.0377275
7124,2.13977e-05,0.0015863,0.0328781
7125,1.60483e-05,0.00197604,0.0211772
7126,5.34942e-06,0.00170938,0.0204209
7127,5.34942e-06,0.00140853,0.0165503
7128,0,0.000588026,0.00987676
7129,0,0.0022974,0.00658451
7130,5.34942e-05,0.00262561,0.00622859
7131,1.06988e-05,0.0015316,0.00436001
7132,0.000149784,0.00263244,0.00324776
7133,0.000550991,0.00197604,0.00378164
7134,0.000155133,0.00108033,0.00418205
7135,0.000240724,0.00104614,0.0030698
7136,0.000984294,0.00292646,0.00253593
7137,0.00164762,0.00304269,0.00275838
7138,0.0028138,0.00309056,0.00262491
7139,0.00256237,0.00362388,0.00391511
7140,0.00256237,0.00372644,0.00378164
7141,0.00247678,0.00312474,0.00186858
7142,0.00216652,0.00309739,0.00444899
7143,0.000797064,0.00325466,0.00378164
7144,0.000240724,0.00351448,0.00289184
7145,0.000342363,0.00371961,0.00404858
7146,0.000171182,0.00198972,0.00369266
7147,0.000663329,0.00183245,0.00324776
7148,0.00251423,0.00328884,0.00324776
7149,0.00662259,0.00397943,0.00431552
7150,0.0112017,0.00620846,0.00453797
7151,0.0153528,0.00639991,0.00364817
7152,0.0180383,0.00690589,0.00200205
7153,0.0213068,0.00670076,0.00289184
7154,0.0230079,0.0100922,0.00436001
7155,0.020499,0.0123075,0.00320327
7156,0.0164709,0.013005,0.00373715
7157,0.0144702,0.0116443,0.00338123
7158,0.0149516,0.00975029,0.00280287
7159,0.0176478,0.00689905,0.00436001
7160,0.016856,0.00598966,0.00413756
7161,0.0141546,0.00968192,0.00471593
7162,0.0140476,0.0103315,0.0035147
7163,0.0123197,0.00751443,0.0048494
7164,0.00918496,0.00530591,0.00355919
7165,0.00579343,0.00551104,0.00191307
7166,0.00593251,0.0059965,0.00413756
7167,0.00378739,0.00548369,0.00258042
7168,0.00157808,0.00298799,0.00284736
7169,0.00111268,0.00243415,0.00320327
7170,0.00065263,0.00278971,0.00373715
7171,0.000294218,0.00393841,0.00244695
7172,0.000160483,0.00562044,0.00293633
7173,9.09402e-05,0.00647513,0.00262491
7174,0.000112338,0.0061059,0.0030698
7175,0.000320965,0.00631786,0.00436001
7176,0.000117687,0.00483412,0.00213552
7177,2.67471e-05,0.00328884,0.0017796
7178,0.000155133,0.0064341,0.00422654
7179,9.09402e-05,0.00702213,0.00422654
7180,7.48919e-05,0.0083486,0.00382613
7181,0.000208628,0.00975713,0.00413756
7182,0.000160483,0.00898449,0.00298082
7183,0.00018188,0.00520335,0.00298082
7184,0.000342363,0.00460165,0.00458246
7185,0.00027817,0.00423926,0.006629
7186,0.000213977,0.00317944,0.0123682
7187,0.000176531,0.00289227,0.0174845
7188,6.95425e-05,0.00425977,0.0143258
7189,4.81448e-05,0.00351448,0.0118343
7190,0.000106988,0.00362388,0.0129021
7191,4.27954e-05,0.00150425,0.00907594
7192,0.000165832,0.0001641,0.00711839
7193,0.000299568,0.00215382,0.00560573
7194,0.00018723,0.00207177,0.00831962
7195,0.000197929,0.00019145,0.0108111
7196,0.000288869,0.000499138,0.0170841
7197,0.00018188,0.000540164,0.0173956
7198,0.000588437,6.83751e-05,0.0163723
7199,0.000861257,6.83751e-05,0.00854207
7200,0.000444002,0.000232475,0.0035147
7201,0.000545641,0.000170938,0.00293633
7202,0.000331664,0.000437601,0.00578369
7203,0.000149784,0.000437601,0.00538328
7204,2.67471e-05,0.000882039,0.00324776
7205,2.67471e-05,0.00259826,0.00311429
7206,2.13977e-05,0.00303586,0.00280287
7207,4.81448e-05,0.00285124,0.00467144
7208,0,0.000813664,0.0057392
7209,0,0.00175724,0.00538328
7210,0,0.00156579,0.00591716
7211,3.20965e-05,0.000300851,0.00872002
7212,1.06988e-05,0.000300851,0.0151266
7213,2.67471e-05,0.00112819,0.0172621
7214,0.000144434,0.00192134,0.0162388
7215,4.27954e-05,0.0001094,0.0106776
7216,0.000139085,6.83751e-06,0.00449348
7217,0.000449352,0.000396576,0.00467144
7218,0.000288869,0.000594864,0.00934288
7219,0.000128386,0.00019145,0.0103662
7220,0.000246074,4.78626e-05,0.0181519
7221,7.48919e-05,3.41876e-05,0.0153045
7222,0.000219326,0.000505976,0.0084086
7223,8.55908e-05,0.000847852,0.00582818
7224,1.60483e-05,0.000150425,0.00333674
7225,0,0.0001094,0.00409307
7226,5.34942e-06,8.20502e-05,0.00738533
7227,2.67471e-05,0.00013675,0.00729635
7228,3.7446e-05,0.000437601,0.00471593
7229,1.60483e-05,0.000300851,0.00547226
7230,1.06988e-05,0.000170938,0.00431552
7231,3.20965e-05,0.0001641,0.00355919
7232,0,0.0001641,0.00427103
7233,2.13977e-05,0.000198288,0.00329225
7234,0,0.000458113,0.00493838
7235,5.34942e-06,0.000280338,0.00516083
7236,3.7446e-05,8.20502e-05,0.00373715
7237,1.06988e-05,6.15376e-05,0.00293633
7238,5.34942e-06,3.41876e-05,0.00489389
7239,0,0,0.00467144
7240,5.34942e-06,4.10251e-05,0.0044045
7241,5.34942e-06,2.05125e-05,0.00471593
7242,0,0.00024615,0.00364817
7243,0,0.000184613,0.00218001
7244,0,0.000601701,0.00547226
7245,0,0.000396576,0.00391511
7246,0,0.000198288,0.00333674
7247,5.34942e-06,0.000464951,0.00449348
7248,0,0.000205125,0.00458246
7249,0,4.10251e-05,0.00302531
7250,0,8.88877e-05,0.00480491
7251,0,0.0001094,0.00387062
7252,1.06988e-05,0.000505976,0.00422654
7253,0,0.0019145,0.0039596
7254,0,0.00347346,0.00418205
7255,0,0.00356234,0.00373715
7256,0,0.00279654,0.00551675
7257,5.34942e-06,0.00155212,0.00436001
7258,0,0.00300167,0.0044045
7259,0,0.00410251,0.00836411
7260,0,0.0042461,0.00734084
7261,5.34942e-06,0.00357602,0.00760778
7262,6.95425e-05,0.00261877,0.00983227
7263,0.000802414,0.00237262,0.011078
7264,0.00381414,0.000868364,0.0115229
7265,0.00741965,0.000410251,0.0142368
7266,0.00945778,0.000635889,0.0106331
7267,0.0109984,0.000444438,0.00907594
7268,0.0130098,0.000430763,0.011256
7269,0.0132184,3.41876e-05,0.00747431
7270,0.0134859,0.000184613,0.00738533
7271,0.01508,0.000471788,0.0148151
7272,0.0156845,0.00130597,0.0153935
7273,0.016503,0.00252988,0.00920941
7274,0.0159466,0.00352816,0.00996574
7275,0.0149998,0.00318628,0.013436
7276,0.0130365,0.00149058,0.0139698
7277,0.0083879,0.00227689,0.0117008
7278,0.00413511,0.00168887,0.00903145
7279,0.00242864,0.000752126,0.00507185
7280,0.00199534,0.000663239,0.00756329
7281,0.000524244,0.000594864,0.00622859
7282,0.000513545,0.00143588,0.00676247
7283,0.000684726,0.00237262,0.0122347
7284,9.09402e-05,0.00136067,0.0142813
7285,3.7446e-05,0.000307688,0.0166392
7286,0.000101639,4.10251e-05,0.0207323
7287,0.000577738,0.000362388,0.0173511
7288,0.00248213,0.000143588,0.0151266
7289,0.0051515,6.15376e-05,0.0119678
7290,0.00706659,0.000499138,0.00894247
7291,0.00813113,0.000150425,0.00489389
7292,0.00898703,0.000499138,0.00476042
7293,0.00918496,0.000663239,0.00315878
7294,0.00741965,0.00209912,0.00324776
7295,0.00471819,0.0039179,0.00453797
7296,0.00129456,0.00402046,0.00347021
7297,0.000304917,0.00374012,0.00231348
7298,0.000786365,0.00371277,0.00449348
7299,0.0028138,0.00319312,0.00355919
7300,0.00204883,0.00270082,0.00253593
7301,0.00124107,0.00162049,0.0030698
7302,0.00136945,0.00107349,0.0035147
7303,0.000197929,0.0021333,0.0026694
7304,0.000813113,0.00361704,0.00391511
7305,0.000604485,0.00389738,0.00360368
7306,0.000128386,0.00374012,0.00449348
7307,9.09402e-05,0.00329568,0.0044045
7308,0,0.00332303,0.00324776
7309,1.06988e-05,0.00315209,0.00218001
7310,0,0.00257091,0.00373715
7311,0,0.00162049,0.00298082
7312,5.34942e-06,0.000485463,0.00333674
7313,5.34942e-06,0.00112819,0.0039596
7314,5.34942e-06,0.00157947,0.00329225
7315,1.60483e-05,0.0018051,0.0030698
7316,8.55908e-05,0.00147007,0.00355919
7317,1.06988e-05,0.000492301,0.00556124
7318,5.34942e-06,0.00126494,0.00894247
7319,5.34942e-06,0.00192818,0.0115674
7320,0,0.00352132,0.0105886
7321,0,0.00520335,0.00907594
7322,0,0.00462216,0.0121902
7323,0,0.00445122,0.0121013
7324,0,0.00505976,0.0133915
7325,0,0.00392473,0.0127241
7326,0,0.00282389,0.0104551
7327,0,0.00416405,0.0128131
7328,0,0.00510762,0.0174845
7329,0,0.00587342,0.0234017
7330,5.34942e-06,0.005723,0.0292744
7331,0,0.00490933,0.0146372
7332,1.06988e-05,0.00367174,0.0268719
7333,0,0.00319312,0.0204654
7334,5.88437e-05,0.00291278,0.0179739
7335,0.000288869,0.00147007,0.0366597
7336,0.00111803,0.00122391,0.0282511
7337,0.00318291,0.00248885,0.0235352
7338,0.004654,0.00401362,0.0401299
7339,0.00571319,0.00388371,0.0317213
7340,0.00575598,0.00584607,0.0303421
7341,0.00396927,0.00808194,0.0140588
7342,0.00291544,0.00596231,0.00938737
7343,0.00272821,0.00412302,0.0118788
7344,0.0014176,0.00353499,0.0104106
7345,0.000738221,0.0041367,0.0118788
7346,0.000968246,0.00365123,0.0123682
7347,0.00083451,0.0047931,0.0103662
7348,0.000690076,0.00858792,0.00480491
7349,0.00154598,0.0112956,0.00836411
7350,0.00138015,0.00936056,0.00823064
7351,0.00184555,0.0080204,0.00511634
7352,0.0023484,0.00622897,0.00338123
7353,0.00284589,0.00338457,0.00431552
7354,0.00487333,0.00320679,0.00458246
7355,0.00645141,0.00271449,0.00476042
7356,0.00614114,0.00238629,0.00453797
7357,0.00548851,0.00395208,0.00373715
7358,0.00508195,0.0053401,0.00556124
7359,0.0032578,0.00387687,0.00524981
7360,0.00178671,0.00255039,0.00329225
7361,0.00162623,0.00199655,0.0039596
7362,0.00142295,0.00110084,0.00489389
7363,0.00100569,0.0018051,0.00253593
7364,0.000973595,0.00235894,0.00333674
7365,0.000663329,0.00219484,0.00360368
7366,0.000454701,0.00184613,0.00262491
7367,0.000417255,0.000211963,0.00391511
7368,0.000572388,0.000266663,0.00404858
