frame,father,mother,therapist
49,0.00047238,5.27695e-05,0.00624209
50,8.06503e-05,4.69062e-05,0.00689685
51,1.72822e-05,8.20859e-05,0.00449605
52,0.000339883,1.75898e-05,0.00440875
53,0.000841067,4.69062e-05,0.00515081
54,0.00101965,1.17266e-05,0.00458335
55,0.00137105,5.86328e-05,0.004627
56,0.00232158,4.69062e-05,0.00711511
57,0.0011291,8.20859e-05,0.0068532
58,0.000622159,7.62226e-05,0.0101707
59,0.000581834,5.27695e-05,0.0146231
60,0.000368687,5.27695e-05,0.0178096
61,0.000437816,4.69062e-05,0.0230914
62,0.000489662,5.86328e-05,0.0298136
63,0.000362926,8.79492e-05,0.0321708
64,0.000224669,5.86328e-05,0.0266271
65,0.000357165,4.1043e-05,0.0189445
66,0.000120975,3.51797e-05,0.00672225
67,0.000167061,2.34531e-05,0.00366668
68,0.00015554,5.86328e-05,0.00405954
69,8.6411e-05,7.03594e-05,0.00309922
70,1.72822e-05,3.51797e-05,0.00401589
71,5.76073e-05,4.1043e-05,0.00532542
72,3.45644e-05,2.93164e-05,0.004627
73,3.45644e-05,2.34531e-05,0.00388494
74,7.48895e-05,1.17266e-05,0.0047143
75,9.21717e-05,3.51797e-05,0.00292461
76,2.30429e-05,2.34531e-05,0.00314287
77,1.72822e-05,4.1043e-05,0.00362303
78,1.15215e-05,1.17266e-05,0.00427779
79,5.76073e-06,5.27695e-05,0.00331747
80,2.88037e-05,5.27695e-05,0.00698415
81,2.88037e-05,2.34531e-05,0.00353573
82,5.18466e-05,4.69062e-05,0.00301192
83,4.03251e-05,5.86328e-05,0.00235715
84,2.88037e-05,1.75898e-05,0.00283731
85,5.18466e-05,2.34531e-05,0.00200794
86,3.45644e-05,2.93164e-05,0.00384129
87,2.30429e-05,8.79492e-05,0.00257541
88,1.15215e-05,2.34531e-05,0.00301192
89,2.30429e-05,4.69062e-05,0.00384129
90,1.72822e-05,2.34531e-05,0.00327382
91,1.15215e-05,4.69062e-05,0.00711511
92,3.45644e-05,4.1043e-05,0.0123969
93,5.18466e-05,2.34531e-05,0.00995242
94,2.88037e-05,5.86328e-06,0.00807543
95,4.03251e-05,4.69062e-05,0.00859924
96,3.45644e-05,1.75898e-05,0.00611114
97,2.30429e-05,1.17266e-05,0.00449605
98,2.30429e-05,4.1043e-05,0.00742066
99,2.30429e-05,8.20859e-05,0.004627
100,2.30429e-05,1.75898e-05,0.00388494
101,2.30429e-05,2.34531e-05,0.00375398
102,2.88037e-05,5.86328e-06,0.00362303
103,4.03251e-05,2.93164e-05,0.00261906
104,2.88037e-05,2.34531e-05,0.00580558
105,4.60859e-05,1.75898e-05,0.0024008
106,1.72822e-05,3.51797e-05,0.0045397
107,2.88037e-05,6.44961e-05,0.00641669
108,5.76073e-06,2.93164e-05,0.00427779
109,3.45644e-05,2.93164e-05,0.00305557
110,2.30429e-05,2.34531e-05,0.00628574
111,2.30429e-05,3.51797e-05,0.00554367
112,5.76073e-06,1.75898e-05,0.00580558
113,0,2.93164e-05,0.00680955
114,5.76073e-06,5.27695e-05,0.00501986
115,5.76073e-06,3.51797e-05,0.00449605
116,1.15215e-05,5.86328e-06,0.00501986
117,1.72822e-05,2.93164e-05,0.0021389
118,2.88037e-05,1.17266e-05,0.00292461
119,2.30429e-05,3.51797e-05,0.0021389
120,1.15215e-05,4.69062e-05,0.0022262
121,1.72822e-05,4.69062e-05,0.0022262
122,2.30429e-05,8.20859e-05,0.00397224
123,1.15215e-05,4.69062e-05,0.00253176
124,3.45644e-05,2.34531e-05,0.00248811
125,3.45644e-05,3.51797e-05,0.00292461
126,5.76073e-06,2.34531e-05,0.00283731
127,1.72822e-05,1.75898e-05,0.00253176
128,5.76073e-06,4.1043e-05,0.00327382
129,1.72822e-05,5.86328e-05,0.00253176
130,2.30429e-05,3.51797e-05,0.00371033
131,1.72822e-05,4.1043e-05,0.00344843
132,1.15215e-05,2.93164e-05,0.00218255
133,4.60859e-05,4.69062e-05,0.0021389
134,2.30429e-05,2.34531e-05,0.00397224
135,1.72822e-05,5.27695e-05,0.00235715
136,4.03251e-05,2.93164e-05,0.00323017
137,5.76073e-05,5.86328e-05,0.00331747
138,4.03251e-05,1.75898e-05,0.00301192
139,1.72822e-05,1.75898e-05,0.00275001
140,2.30429e-05,2.93164e-05,0.00327382
141,2.88037e-05,4.69062e-05,0.00275001
142,5.76073e-05,2.93164e-05,0.00344843
143,3.45644e-05,4.69062e-05,0.00440875
144,0.000103693,5.86328e-06,0.00253176
145,7.48895e-05,2.34531e-05,0.0023135
146,0.00031108,4.1043e-05,0.00392859
147,0.000264994,7.62226e-05,0.00270636
148,0.000789221,6.44961e-05,0.00226985
149,0.00202778,0.000123129,0.00401589
150,0.00391154,7.62226e-05,0.00344843
151,0.00575497,8.79492e-05,0.00253176
152,0.00749471,8.20859e-05,0.00292461
153,0.0081572,4.69062e-05,0.00257541
154,0.00857197,1.17266e-05,0.00336112
155,0.00990846,9.38125e-05,0.00331747
156,0.0128349,0.000140719,0.00314287
157,0.0144364,9.38125e-05,0.00340478
158,0.0136126,4.1043e-05,0.00427779
159,0.0126045,0.000105539,0.00327382
160,0.0103751,0.000117266,0.00275001
161,0.00863534,2.93164e-05,0.0024008
162,0.00796133,2.34531e-05,0.00336112
163,0.00709146,3.51797e-05,0.00288096
164,0.00632529,0.000105539,0.00475796
165,0.00507521,9.96758e-05,0.00187699
166,0.0073795,0.000164172,0.00253176
167,0.00991422,0.000222805,0.00270636
168,0.0112392,8.20859e-05,0.00292461
169,0.0101562,0.000246258,0.00174604
170,0.00642322,0.000656687,0.00405954
171,0.00849132,0.00161827,0.00288096
172,0.00886577,0.0029375,0.00344843
173,0.00847404,0.00411602,0.00292461
174,0.00609486,0.0047903,0.00292461
175,0.0045913,0.00489584,0.0023135
176,0.00460859,0.00486066,0.00392859
177,0.00506368,0.00338311,0.00318652
178,0.00570313,0.00208733,0.00432145
179,0.00549574,0.000955715,0.00410319
180,0.00408436,0.000304891,0.00266271
181,0.00285156,8.79492e-05,0.00192064
182,0.00251168,9.38125e-05,0.00283731
183,0.00281124,2.93164e-05,0.00331747
184,0.00226973,2.34531e-05,0.00288096
185,0.00243679,4.1043e-05,0.00261906
186,0.0012616,2.34531e-05,0.00270636
187,0.00104269,4.1043e-05,0.00257541
188,0.000725852,2.34531e-05,0.00405954
189,0.00122704,2.93164e-05,0.00266271
190,0.000535748,3.51797e-05,0.00296827
191,0.00129617,3.51797e-05,0.00340478
192,0.00105997,5.86328e-06,0.00305557
193,0.00103117,2.34531e-05,0.00253176
194,0.00078346,0.000128992,0.00397224
195,0.000230429,0.00068014,0.00318652
196,4.03251e-05,0.00184107,0.00288096
197,9.21717e-05,0.00299027,0.00270636
198,0.000328362,0.0035121,0.00318652
199,0.000149779,0.00398117,0.0024008
200,0.000305319,0.00443264,0.00362303
201,8.06503e-05,0.00388735,0.00209525
202,0.000241951,0.00348279,0.00261906
203,0.000345644,0.00246844,0.00288096
204,9.79325e-05,0.00151859,0.00174604
205,0.000144018,0.000779816,0.0023135
206,0.00108302,0.000504242,0.00414684
207,0.000973564,0.000293164,0.00288096
208,0.00162453,0.000527695,0.00257541
209,0.00171094,0.000551148,0.00270636
210,0.00130769,0.000310754,0.00371033
211,0.000270754,0.000469062,0.00253176
212,7.48895e-05,0.000551148,0.00340478
213,0.000115215,0.000175898,0.00218255
214,0.000138258,0.000345934,0.00275001
215,0.000172822,0.000814996,0.00305557
216,6.33681e-05,0.00035766,0.0023135
217,0.000103693,0.000369387,0.00218255
218,0.000207386,0.000246258,0.00427779
219,0.000195865,0.000117266,0.00253176
220,4.60859e-05,0.000170035,0.00309922
221,0.000368687,0.000216941,0.00340478
222,0.000264994,0.00133096,0.00279366
223,0.000195865,0.00376423,0.00248811
224,0.000558791,0.00459681,0.00410319
225,0.000149779,0.00304304,0.00301192
226,0.000305319,0.00303718,0.00344843
227,0.000927478,0.00381113,0.00366668
228,0.000466619,0.00160654,0.00261906
229,0.000345644,0.000773953,0.00244445
230,0.000541509,0.000498379,0.00388494
231,5.76073e-05,0.000363523,0.00318652
232,0.000149779,0.000328344,0.0023135
233,9.21717e-05,0.000838449,0.00301192
234,2.30429e-05,0.000709457,0.00323017
235,2.30429e-05,0.000867765,0.00192064
236,2.30429e-05,0.000773953,0.00344843
237,1.72822e-05,0.000691867,0.0020516
238,1.72822e-05,0.000568738,0.00226985
239,1.72822e-05,0.000252121,0.00336112
240,2.88037e-05,0.000363523,0.00226985
241,4.60859e-05,0.000850176,0.00235715
242,8.06503e-05,0.00151859,0.00357938
243,5.18466e-05,0.00136614,0.00336112
244,6.91288e-05,0.000609781,0.00375398
245,4.03251e-05,0.00073291,0.00327382
246,2.30429e-05,0.000316617,0.00384129
247,2.30429e-05,0.000492516,0.00266271
248,2.88037e-05,0.00078568,0.00384129
249,2.30429e-05,0.000949851,0.00200794
250,5.76073e-06,0.00144237,0.00235715
251,2.30429e-05,0.00261502,0.00288096
252,1.15215e-05,0.00231013,0.0020516
253,2.30429e-05,0.00251535,0.00226985
254,1.15215e-05,0.00353556,0.00401589
255,5.76073e-06,0.00332448,0.00357938
256,2.30429e-05,0.0032893,0.00296827
257,1.72822e-05,0.00372318,0.00375398
258,2.30429e-05,0.00353556,0.00353573
259,5.76073e-06,0.00351797,0.00248811
260,2.88037e-05,0.00437401,0.00397224
261,5.76073e-05,0.00304304,0.00152778
262,2.88037e-05,0.00276747,0.00279366
263,0.000109454,0.00303132,0.00292461
264,0.000483902,0.0040398,0.00226985
265,0.000939,0.00351797,0.0021389
266,0.00257505,0.00242153,0.00336112
267,0.00251168,0.00187039,0.00292461
268,0.00169366,0.0017883,0.00309922
269,0.00105997,0.00182348,0.00266271
270,2.88037e-05,0.00172967,0.00379763
271,2.30429e-05,0.00157722,0.00248811
272,0.000288037,0.00203456,0.00344843
273,0.000679767,0.00297268,0.00296827
274,0.00124432,0.00239222,0.00349208
275,0.0023331,0.00286714,0.00357938
276,0.00180887,0.00283196,0.00309922
277,0.00235038,0.00354142,0.00226985
278,0.00210267,0.00401635,0.00366668
279,0.0014229,0.00379354,0.00257541
280,0.00133073,0.0032248,0.00314287
281,0.000892914,0.00297268,0.00270636
282,0.000184343,0.00181762,0.00301192
283,0.000489662,0.00111989,0.00235715
284,0.00070281,0.000943988,0.00392859
285,0.000138258,0.000428019,0.00218255
286,0.000149779,0.000633234,0.00226985
287,0.000650963,0.000779816,0.00292461
288,0.00047238,0.000979168,0.00170239
289,0.000604877,0.00112575,0.0021389
290,0.00235038,0.00187625,0.00353573
291,0.00379056,0.00244499,0.00323017
292,0.00345644,0.00294923,0.00296827
293,0.00228125,0.00440332,0.00301192
294,0.000506945,0.00446196,0.00366668
295,0.000224669,0.00391667,0.00209525
296,0.000224669,0.00439746,0.00371033
297,0.000132497,0.00354142,0.00209525
298,0.000339883,0.00310168,0.00235715
299,0.0020681,0.00328344,0.00305557
300,0.00211419,0.0024743,0.00209525
301,0.00199897,0.0019642,0.00235715
302,0.00199321,0.00151859,0.00419049
303,0.000633681,0.000838449,0.00318652
304,0.000581834,0.000398703,0.00331747
305,0.00254048,0.000668414,0.00288096
306,0.00419957,0.000662551,0.00257541
307,0.00443,0.000568738,0.00261906
308,0.00322025,0.000668414,0.00392859
309,0.00104845,0.000193488,0.0021389
310,0.000357165,0.000328344,0.00192064
311,0.000270754,0.000181762,0.00309922
312,7.48895e-05,1.75898e-05,0.00148413
313,0.000178583,5.86328e-05,0.00266271
314,0.000305319,0.000170035,0.00449605
315,0.000207386,0.000234531,0.00309922
316,0.000328362,0.000281437,0.00301192
317,0.000288037,0.000662551,0.00296827
318,6.33681e-05,0.000123129,0.00292461
319,2.88037e-05,7.62226e-05,0.00266271
320,6.91288e-05,0.000105539,0.00283731
321,7.48895e-05,4.1043e-05,0.00209525
322,7.48895e-05,0.000146582,0.00266271
323,0.000541509,0.000117266,0.00314287
324,7.48895e-05,3.51797e-05,0.0023135
325,8.06503e-05,5.27695e-05,0.0024008
326,9.21717e-05,6.44961e-05,0.00401589
327,0.000109454,4.69062e-05,0.00357938
328,0.000293797,3.51797e-05,0.00305557
329,0.000858349,6.44961e-05,0.00309922
330,0.000766178,5.27695e-05,0.00366668
331,0.000339883,5.27695e-05,0.00257541
332,2.30429e-05,5.86328e-06,0.00331747
333,0.000253472,5.86328e-06,0.00226985
334,0.000593356,7.62226e-05,0.0023135
335,0.000357165,2.34531e-05,0.00349208
336,5.76073e-05,4.1043e-05,0.00235715
337,5.18466e-05,4.69062e-05,0.0022262
338,0.00039173,2.93164e-05,0.00397224
339,0.000449337,2.93164e-05,0.00392859
340,0.000558791,5.86328e-06,0.00349208
341,0.000460859,2.34531e-05,0.00218255
342,0.000120975,4.1043e-05,0.00331747
343,0.000518466,3.51797e-05,0.0024008
344,0.000489662,5.27695e-05,0.00423414
345,0.000172822,1.75898e-05,0.00196429
346,0.000161301,4.1043e-05,0.00301192
347,0.000213147,1.75898e-05,0.00248811
348,0.000362926,5.27695e-05,0.0020516
349,0.00086411,4.1043e-05,0.00183334
350,0.00211995,5.27695e-05,0.00419049
351,0.00186072,2.93164e-05,0.00288096
352,0.00131345,1.17266e-05,0.00336112
353,0.000812263,5.86328e-05,0.00279366
354,0.00111182,4.69062e-05,0.00323017
355,0.00296678,4.1043e-05,0.00384129
356,0.00433207,6.44961e-05,0.00405954
357,0.00477565,2.34531e-05,0.00366668
358,0.00354861,2.93164e-05,0.00401589
359,0.00133649,1.75898e-05,0.00323017
360,0.00178583,5.86328e-05,0.00283731
361,0.00277667,2.93164e-05,0.00257541
362,0.00293797,5.86328e-06,0.00292461
363,0.00251168,2.93164e-05,0.00353573
364,0.00229853,1.75898e-05,0.00279366
365,0.00266722,1.17266e-05,0.00305557
366,0.00176855,2.93164e-05,0.00357938
367,0.000639441,2.34531e-05,0.00279366
368,0.000149779,2.93164e-05,0.00261906
369,0.000126736,2.34531e-05,0.00318652
370,0.000535748,1.75898e-05,0.004627
371,0.00154388,4.1043e-05,0.00423414
372,0.00137682,1.75898e-05,0.00257541
373,0.00138834,1.17266e-05,0.00235715
374,0.00189528,5.86328e-06,0.00353573
375,0.00114063,1.17266e-05,0.00366668
376,0.000426294,5.86328e-06,0.00357938
377,0.00172246,1.75898e-05,0.00279366
378,0.00135377,1.17266e-05,0.00296827
379,0.00144594,2.93164e-05,0.00253176
380,0.00130193,5.86328e-05,0.00327382
381,0.000270754,4.1043e-05,0.00235715
382,0.000529987,3.51797e-05,0.00253176
383,0.0012904,1.17266e-05,0.00253176
384,0.000927478,1.75898e-05,0.00218255
385,0.000466619,1.75898e-05,0.0021389
386,0.000132497,1.75898e-05,0.00366668
387,0.000276515,3.51797e-05,0.00275001
388,0.000224669,1.75898e-05,0.0022262
389,0.000328362,4.1043e-05,0.00296827
390,0.0020393,2.93164e-05,0.00279366
391,0.00457978,5.86328e-05,0.00266271
392,0.0050176,3.51797e-05,0.00314287
393,0.00474684,4.1043e-05,0.00165874
394,0.00519618,5.86328e-06,0.00340478
395,0.00392306,3.51797e-05,0.00344843
396,0.00325481,2.93164e-05,0.00288096
397,0.00123856,3.51797e-05,0.00209525
398,0.00128464,1.17266e-05,0.00405954
399,0.00301286,2.34531e-05,0.00336112
400,0.00317992,1.75898e-05,0.00318652
401,0.00424566,0.000105539,0.00309922
402,0.00525955,1.75898e-05,0.00344843
403,0.00524227,1.75898e-05,0.00248811
404,0.00244255,4.1043e-05,0.00362303
405,0.00194713,2.93164e-05,0.0022262
406,0.00157268,2.34531e-05,0.00309922
407,0.00161877,6.44961e-05,0.00253176
408,0.000604877,2.34531e-05,0.00248811
409,0.000483902,4.69062e-05,0.00257541
410,0.00191832,2.34531e-05,0.00357938
411,0.00199897,2.34531e-05,0.00305557
412,0.00308199,1.75898e-05,0.00327382
413,0.00485054,5.27695e-05,0.00349208
414,0.00405556,9.96758e-05,0.00279366
415,0.00396338,0.000175898,0.00357938
416,0.00326058,0.000140719,0.00401589
417,0.000535748,3.51797e-05,0.00218255
418,0.000322601,0.000152445,0.00309922
419,0.00103117,0.000111402,0.00366668
420,0.000766178,9.38125e-05,0.00266271
421,0.000380208,0.000134855,0.00323017
422,0.000230429,0.000181762,0.00606748
423,0.000276515,5.27695e-05,0.00419049
424,0.000213147,8.79492e-05,0.00493256
425,0.000529987,0.000240394,0.00423414
426,0.000489662,7.03594e-05,0.00314287
427,0.000564552,7.03594e-05,0.00261906
428,0.00039173,3.51797e-05,0.00318652
429,0.000138258,3.51797e-05,0.0023135
430,3.45644e-05,2.93164e-05,0.00331747
431,0.000420534,7.03594e-05,0.00235715
432,0.000576073,7.03594e-05,0.00253176
433,0.00127888,0.000257984,0.00279366
434,0.0012328,0.000211078,0.00541272
435,0.000771938,9.38125e-05,0.00323017
436,0.000593356,4.69062e-05,0.00357938
437,0.000351405,0.000140719,0.00283731
438,0.000288037,6.44961e-05,0.00309922
439,0.000172822,4.1043e-05,0.00296827
440,0.00054727,9.38125e-05,0.00362303
441,0.000253472,7.03594e-05,0.00218255
442,0.000264994,7.62226e-05,0.0021389
443,0.000990846,6.44961e-05,0.00235715
444,0.000558791,0.000181762,0.00244445
445,0.000167061,0.000234531,0.00174604
446,9.79325e-05,0.000281437,0.00449605
447,1.72822e-05,0.000170035,0.00336112
448,1.15215e-05,2.93164e-05,0.00349208
449,2.88037e-05,2.34531e-05,0.00266271
450,5.76073e-06,5.27695e-05,0.00384129
451,4.60859e-05,9.38125e-05,0.0024008
452,7.48895e-05,0.000287301,0.0043651
453,0.000149779,0.000328344,0.00288096
454,1.15215e-05,0.000246258,0.00327382
455,0.000270754,0.000269711,0.00266271
456,0.000178583,9.38125e-05,0.00283731
457,0.000195865,5.86328e-05,0.00275001
458,0.00023619,0.000140719,0.00523812
459,0.000126736,0.000386976,0.00362303
460,0,0.000164172,0.00318652
461,5.76073e-06,0.000621508,0.00275001
462,1.15215e-05,0.000703594,0.00309922
463,1.72822e-05,0.000844312,0.00288096
464,5.76073e-05,0.00174726,0.00309922
465,0.000149779,0.00219287,0.0020516
466,2.30429e-05,0.00303132,0.0024008
467,2.88037e-05,0.00382872,0.00296827
468,1.15215e-05,0.00335966,0.00279366
469,1.72822e-05,0.00249776,0.00283731
470,0,0.00170035,0.00440875
471,4.03251e-05,0.000727047,0.00318652
472,5.76073e-06,0.00041043,0.00371033
473,1.72822e-05,0.000281437,0.00423414
474,1.72822e-05,0.000140719,0.00288096
475,1.15215e-05,0.000128992,0.00283731
476,1.15215e-05,0.000299027,0.00323017
477,5.76073e-06,0.000111402,0.00288096
478,2.30429e-05,6.44961e-05,0.00427779
479,2.30429e-05,5.86328e-05,0.00331747
480,0,4.1043e-05,0.0022262
481,2.30429e-05,5.86328e-05,0.00305557
482,1.15215e-05,9.96758e-05,0.00353573
483,2.30429e-05,5.86328e-05,0.0023135
484,1.72822e-05,2.93164e-05,0.00323017
485,1.15215e-05,4.1043e-05,0.00235715
486,1.72822e-05,5.27695e-05,0.00266271
487,0,1.17266e-05,0.00296827
488,2.88037e-05,3.51797e-05,0.00288096
489,1.72822e-05,7.03594e-05,0.00226985
490,3.45644e-05,7.03594e-05,0.00318652
491,2.30429e-05,6.44961e-05,0.00309922
492,3.45644e-05,3.51797e-05,0.00226985
493,2.88037e-05,4.1043e-05,0.0020516
494,1.72822e-05,1.75898e-05,0.00414684
495,4.60859e-05,2.93164e-05,0.00296827
496,3.45644e-05,3.51797e-05,0.00275001
497,2.88037e-05,6.44961e-05,0.00340478
498,2.30429e-05,2.34531e-05,0.00366668
499,1.72822e-05,4.1043e-05,0.00266271
500,1.72822e-05,5.27695e-05,0.00353573
501,1.72822e-05,3.51797e-05,0.00248811
502,3.45644e-05,2.34531e-05,0.00362303
503,0.000161301,1.75898e-05,0.00305557
504,0.000247712,2.34531e-05,0.00288096
505,0.00086411,5.86328e-06,0.00279366
506,0.00195289,4.1043e-05,0.00344843
507,0.00260385,2.93164e-05,0.00279366
508,0.00275363,2.34531e-05,0.00270636
509,0.00256353,2.93164e-05,0.00288096
510,0.00150355,6.44961e-05,0.00314287
511,0.00119823,0.000146582,0.00218255
512,0.0017455,0.000568738,0.00392859
513,0.00158996,0.00124302,0.00218255
514,0.000409012,0.00161827,0.00327382
515,0.000806503,0.00195247,0.00323017
516,0.00023619,0.00187625,0.00296827
517,0.00031684,0.00184693,0.00261906
518,0.00105997,0.00192902,0.00362303
519,0.00131345,0.00168276,0.00279366
520,0.000426294,0.00152445,0.00305557
521,0.0010715,0.00180003,0.00257541
522,0.00475837,0.00199352,0.00353573
523,0.00693592,0.00176485,0.00279366
524,0.00785764,0.000985031,0.00270636
525,0.00977597,0.000240394,0.00362303
526,0.0108244,5.86328e-05,0.00379763
527,0.00979901,2.93164e-05,0.00235715
528,0.0112738,3.51797e-05,0.00375398
529,0.0139871,4.69062e-05,0.00275001
530,0.0137854,7.03594e-05,0.00344843
531,0.0116136,4.69062e-05,0.00305557
532,0.00939,2.34531e-05,0.00371033
533,0.0083473,5.86328e-05,0.00305557
534,0.00871599,2.34531e-05,0.00331747
535,0.00930935,4.1043e-05,0.00279366
536,0.00707994,5.27695e-05,0.00384129
537,0.00612366,4.69062e-05,0.0021389
538,0.0042687,5.27695e-05,0.00261906
539,0.00165909,5.86328e-05,0.00318652
540,0.000115215,2.34531e-05,0.0023135
541,0.000224669,3.51797e-05,0.00253176
542,0.000587595,0.000211078,0.00366668
543,0.000362926,0.000123129,0.00288096
544,0.000564552,0.000205215,0.00392859
545,0.0011291,0.000216941,0.00506351
546,0.00103693,0.000234531,0.00501986
547,0.00100813,0.000152445,0.00349208
548,0.000725852,0.000193488,0.00419049
549,0.00039173,0.000856039,0.00235715
550,0.000224669,0.000650824,0.00353573
551,9.79325e-05,8.20859e-05,0.00309922
552,1.15215e-05,0.000199352,0.00283731
553,3.45644e-05,9.96758e-05,0.00248811
554,9.79325e-05,0.000187625,0.00401589
555,2.30429e-05,0.000228668,0.00375398
556,3.45644e-05,0.000480789,0.00305557
557,8.6411e-05,0.000721183,0.00314287
558,2.88037e-05,6.44961e-05,0.00323017
559,1.72822e-05,0.000175898,0.00261906
560,1.15215e-05,0.000727047,0.00379763
561,1.72822e-05,0.00041043,0.00244445
562,3.45644e-05,9.38125e-05,0.00283731
563,3.45644e-05,4.69062e-05,0.00218255
564,2.88037e-05,5.27695e-05,0.00248811
565,0.000138258,2.93164e-05,0.00253176
566,0.000167061,0.000281437,0.00379763
567,0.000276515,0.000164172,0.00283731
568,0.000679767,5.27695e-05,0.00253176
569,0.00125584,0.000310754,0.00301192
570,0.00114063,0.000263848,0.00266271
571,0.00114639,0.000252121,0.0023135
572,0.00108878,0.000228668,0.00331747
573,0.000725852,7.03594e-05,0.00253176
574,0.000443576,0.000234531,0.00344843
575,0.000466619,0.000943988,0.00296827
576,0.000126736,0.00124888,0.00253176
577,0.000138258,0.00073291,0.00292461
578,0.00031684,0.000404566,0.00397224
579,7.48895e-05,0.000598055,0.00344843
580,4.60859e-05,0.000838449,0.00309922
581,0.00023619,0.000627371,0.00248811
582,4.03251e-05,0.000996758,0.00318652
583,9.21717e-05,0.000838449,0.00275001
584,3.45644e-05,0.000656687,0.00375398
585,8.06503e-05,0.000463199,0.00261906
586,6.33681e-05,0.000287301,0.00257541
587,5.18466e-05,0.000275574,0.00275001
588,8.6411e-05,0.000257984,0.00187699
589,4.03251e-05,0.000615644,0.0023135
590,0.000103693,0.000404566,0.00419049
591,0.000144018,0.000304891,0.00270636
592,0.000322601,0.00035766,0.00279366
593,0.000397491,0.000205215,0.00292461
594,0.000743135,0.000416293,0.00353573
595,0.000731613,0.000668414,0.00226985
596,0.000564552,0.000492516,0.00314287
597,0.00031108,0.000152445,0.00305557
598,3.45644e-05,2.34531e-05,0.00401589
599,2.88037e-05,0.000187625,0.00362303
600,5.76073e-06,0.000152445,0.00218255
601,4.03251e-05,4.69062e-05,0.0024008
602,0.000201626,0.000328344,0.00440875
603,1.72822e-05,0.000439746,0.00362303
604,1.72822e-05,0.000158309,0.00353573
605,0.000132497,0.000152445,0.00283731
606,0.000195865,0.000111402,0.00318652
607,0.000339883,0.000686004,0.00235715
608,0.000962043,0.00101435,0.00344843
609,0.00122704,0.000199352,0.0021389
610,0.00105421,8.79492e-05,0.00200794
611,0.00118095,0.000105539,0.00275001
612,0.00114639,0.00037525,0.00266271
613,0.00120975,0.00034007,0.00283731
614,0.00128464,0.000310754,0.00371033
615,0.00114639,0.000205215,0.00318652
616,0.000892914,0.000152445,0.00178969
617,0.000409012,0.000299027,0.00314287
618,5.18466e-05,0.000281437,0.00309922
619,2.30429e-05,9.96758e-05,0.00270636
620,4.03251e-05,0.000128992,0.00323017
621,5.76073e-05,0.000205215,0.00336112
622,0.000806503,4.69062e-05,0.00384129
623,0.00107726,8.20859e-05,0.00323017
624,0.000587595,0.000134855,0.00248811
625,0.000576073,0.000105539,0.0044524
626,4.60859e-05,0.000146582,0.00523812
627,1.72822e-05,0.000474926,0.0044524
628,1.15215e-05,0.000363523,0.00353573
629,4.03251e-05,0.000234531,0.00423414
630,1.72822e-05,0.000257984,0.00366668
631,2.88037e-05,0.000222805,0.00266271
632,3.45644e-05,0.000170035,0.00309922
633,5.18466e-05,0.000111402,0.0022262
634,6.91288e-05,0.000187625,0.00357938
635,0.000357165,0.000469062,0.00261906
636,5.76073e-05,0.000234531,0.00331747
637,6.91288e-05,0.000345934,0.00257541
638,0.000293797,0.000170035,0.00327382
639,0.000178583,8.20859e-05,0.00323017
640,9.79325e-05,0.000164172,0.00362303
641,0.000253472,0.000128992,0.00384129
642,0.000144018,8.79492e-05,0.00305557
643,2.30429e-05,5.27695e-05,0.00296827
644,0.000109454,3.51797e-05,0.00392859
