frame,father,mother,therapist
170,0.00134248,6.32339e-06,0.00170778
171,0.00295453,1.26468e-05,0.00128083
172,0.00311088,6.32339e-06,0.00132827
173,0.00146648,1.89702e-05,0.00132827
174,0.0021512,1.26468e-05,0.00142315
175,0.00312706,0,0.000664137
176,0.00277122,6.32339e-06,0.00147059
177,0.000846462,6.32339e-06,0.00175522
178,0.00224285,6.32339e-06,0.000521822
179,0.00112143,6.32339e-06,0.00256167
180,0.00240999,0,0.00113852
181,0.00319714,6.32339e-06,0.000664137
182,0.00170371,1.26468e-05,0.00208729
183,0.00201102,6.32339e-06,0.00137571
184,0.00439405,0,0.00132827
185,0.00474989,0,0.00028463
186,0.004173,0,0.00085389
187,0.00283592,6.32339e-06,0.00104364
188,0.00205954,6.32339e-06,0.00175522
189,0.00160127,6.32339e-06,0.00147059
190,0.0030354,3.1617e-05,0.00147059
191,0.00422152,6.32339e-06,0.00113852
192,0.00336428,0,0.00109108
193,0.00169831,1.26468e-05,0.00156546
194,0.00376325,6.32339e-06,0.000521822
195,0.00419996,1.26468e-05,0.000901328
196,0.00336428,0,0.00166034
197,0.00165518,1.26468e-05,0.00260911
198,0.00250704,3.1617e-05,0.00085389
199,0.00273348,4.42637e-05,0.000616698
200,0.00300305,6.32339e-06,0.00208729
201,0.00343976,6.32339e-06,0.0016129
202,0.0041083,6.32339e-06,0.000379507
203,0.00466363,4.42637e-05,0.00185009
204,0.00242616,4.42637e-05,0.00213472
205,0.00396273,0.00037308,0.00113852
206,0.00489546,0.00225745,0.00137571
207,0.00531599,0.00377506,0.000948767
208,0.00515964,0.00449593,0.000996205
209,0.00359611,0.00692411,0.000806452
210,0.00424309,0.00923215,0.00109108
211,0.00599532,0.0114453,0.00056926
212,0.00601149,0.0137597,0.00194497
213,0.00514886,0.0149106,0.00128083
214,0.00274426,0.0198491,0.00028463
215,0.00299766,0.0215185,0.00199241
216,0.00207033,0.0228464,0.00232448
217,0.00134248,0.0234977,0.00170778
218,0.00084107,0.0238518,0.00137571
219,0.00084107,0.0243198,0.00246679
220,0.00236147,0.0245348,0.000901328
221,0.00279818,0.0218979,0.00128083
222,0.00190858,0.0191283,0.00203985
223,0.000172527,0.0176739,0.00056926
224,0.00098664,0.020159,0.00113852
225,0.0014557,0.0187552,0.0012334
226,0.000350446,0.0183505,0.000759013
227,0.000447492,0.0159476,0.00218216
228,0.00226442,0.0153469,0.00170778
229,0.00404361,0.0131337,0.000759013
230,0.00560713,0.0114959,0.0016129
231,0.00709518,0.00892863,0.000759013
232,0.00800634,0.00802438,0.000806452
233,0.00789851,0.00866937,0.000948767
234,0.00647516,0.00906142,0.00118596
235,0.00416761,0.00948509,0.00113852
236,0.00388186,0.00950406,0.00170778
237,0.00643742,0.00859981,0.00104364
238,0.00628107,0.00932068,0.00170778
239,0.00394117,0.00988346,0.000948767
240,0.00457736,0.00968111,0.00137571
241,0.00649134,0.00997199,0.000806452
242,0.00681482,0.0122737,0.00156546
243,0.00629185,0.0115149,0.000996205
244,0.0060061,0.0104399,0.00104364
245,0.00549391,0.00927009,0.00132827
246,0.00538608,0.00872628,0.000806452
247,0.00711675,0.0100795,0.000616698
248,0.0058174,0.00959258,0.00213472
249,0.0039196,0.0092195,0.000901328
250,0.00347211,0.0107687,0.000901328
251,0.00262565,0.0145564,0.00147059
252,0.000361229,0.0158527,0.00147059
253,0.000528365,0.0149295,0.000711575
254,0.00098664,0.0140822,0.00213472
255,0.00106212,0.0111924,0.00232448
256,0.0006955,0.011439,0.00151803
257,0.000603845,0.0100668,0.00189753
258,0.00205415,0.00701896,0.00142315
259,0.00345054,0.00640559,0.000948767
260,0.00442101,0.00914995,0.00151803
261,0.00502485,0.0128618,0.00166034
262,0.00509494,0.0170415,0.000711575
263,0.00452884,0.0215691,0.00118596
264,0.00412987,0.0258121,0.00128083
265,0.00471754,0.0298527,0.000426945
266,0.00391421,0.0323441,0.00208729
267,0.00375247,0.0313198,0.000948767
268,0.00245312,0.0287461,0.00142315
269,0.000975857,0.0249268,0.00142315
270,0.000522973,0.0207028,0.00142315
271,0.000172527,0.0199566,0.00132827
272,0.000264182,0.023542,0.00147059
273,0.000425927,0.0235483,0.000996205
274,0.00208111,0.0224923,0.000711575
275,0.00370933,0.0205131,0.00208729
276,0.00324567,0.0151066,0.00170778
277,0.00441023,0.014607,0.000711575
278,0.00772598,0.0158717,0.00166034
279,0.0110795,0.0132096,0.000901328
280,0.0132253,0.0104273,0.000616698
281,0.0146325,0.00766395,0.000996205
282,0.0145516,0.00538121,0.00151803
283,0.0133762,0.00400271,0.000426945
284,0.0106536,0.00282023,0.0016129
285,0.00715988,0.00158717,0.000948767
286,0.00458275,0.00345889,0.000664137
287,0.00263643,0.00542547,0.00085389
288,0.00331037,0.00583017,0.00128083
289,0.00163901,0.00529268,0.000901328
290,0.000733241,0.00417976,0.00208729
291,0.00257713,0.0038383,0.00147059
292,0.00355298,0.00368654,0.00104364
293,0.00262565,0.00388256,0.00137571
294,0.000436709,0.00376242,0.00132827
295,0.00217276,0.00356007,0.000616698
296,0.00386569,0.00521047,0.00199241
297,0.00347211,0.00378139,0.0016129
298,0.00155814,0.00230171,0.000332068
299,0.00264182,0.00212466,0.00147059
300,0.00753189,0.00192863,0.00151803
301,0.0111765,0.00541915,0.00156546
302,0.0106374,0.0143098,0.00147059
303,0.00726771,0.0204182,0.00151803
304,0.00473911,0.0244273,0.000474383
305,0.00652368,0.0226314,0.00128083
306,0.00639429,0.0117109,0.0012334
307,0.0073971,0.0031617,0.00085389
308,0.00555861,0.00340198,0.00213472
309,0.00325645,0.00307949,0.00142315
310,0.00490085,0.00346522,0.000426945
311,0.00481998,0.00517886,0.00137571
312,0.00441023,0.00419873,0.00203985
313,0.00421074,0.00338934,0.000759013
314,0.00500329,0.00560885,0.00194497
315,0.00417839,0.00479313,0.000996205
316,0.00198945,0.00487533,0.000948767
317,0.00224825,0.00526738,0.00147059
318,0.00115378,0.00566576,0.000379507
319,0.000463667,0.00641192,0.00028463
320,0.00125082,0.00725293,0.00109108
321,0.000992031,0.0050018,0.00137571
322,0.000377403,0.00657633,0.000711575
323,0.000404361,0.0102629,0.00056926
324,0.000706283,0.0135953,0.00142315
325,0.00113221,0.011224,0.000711575
326,0.00197328,0.00765763,0.00227704
327,0.00329419,0.00676603,0.00085389
328,0.0038549,0.0068672,0.00109108
329,0.0034182,0.00746792,0.00308349
330,0.00326184,0.00644986,0.00132827
331,0.00317558,0.00717073,0.00113852
332,0.00249086,0.00897922,0.00132827
333,0.00098664,0.009542,0.00132827
334,0.00051219,0.00729087,0.000806452
335,0.000992031,0.00811923,0.0016129
336,0.00191937,0.00926377,0.00137571
337,0.00340741,0.00837217,0.000521822
338,0.00593062,0.00853025,0.00232448
339,0.00788773,0.00896024,0.000996205
340,0.00798477,0.00929538,0.00118596
341,0.00632959,0.00818879,0.0016129
342,0.00321332,0.00472357,0.0012334
343,0.00294914,0.00150497,0.000379507
344,0.0042377,0.00272538,0.000996205
345,0.00355837,0.00407859,0.00156546
346,0.00260408,0.00474254,0.00109108
347,0.00299766,0.00621589,0.00113852
348,0.00275504,0.00400903,0.00128083
349,0.00205415,0.00208672,0.000948767
350,0.00334271,0.00173261,0.00147059
351,0.00307314,0.00161879,0.000948767
352,0.00212963,0.00120144,0.00028463
353,0.00287905,0.000897922,0.00203985
354,0.00409213,0.00115718,0.0012334
355,0.00462589,0.0017579,0.00128083
356,0.00496016,0.00288979,0.00175522
357,0.0074618,0.00161246,0.00132827
358,0.00787155,0.00106865,0.000426945
359,0.00370394,0.0019729,0.00118596
360,0.00263643,0.00270009,0.00156546
361,0.00524051,0.00328816,0.00175522
362,0.00762355,0.00445167,0.00203985
363,0.00852392,0.00222583,0.00113852
364,0.00772598,0.00154291,0.000996205
365,0.00540226,0.000961155,0.0016129
366,0.00400587,0.00120777,0.000901328
367,0.00620559,0.00340831,0.000664137
368,0.00902533,0.00407226,0.0016129
369,0.00869645,0.00261788,0.00118596
370,0.00824357,0.00132791,0.000616698
371,0.00810878,0.000613369,0.00180266
372,0.00515425,0.000562782,0.00142315
373,0.00256095,0.00070822,0.000806452
374,0.00343976,0.00169467,0.00275142
375,0.00427005,0.00317434,0.00104364
376,0.00422152,0.00592502,0.000379507
377,0.00280357,0.00457181,0.00104364
378,0.00315401,0.002757,0.00128083
379,0.00376864,0.00201084,0.000759013
380,0.00312166,0.00325655,0.00142315
381,0.00250704,0.00309214,0.00137571
382,0.00252321,0.0028645,0.00137571
383,0.00283052,0.000910568,0.0022296
384,0.00260408,0.000695573,0.00170778
385,0.004049,0.00463505,0.00104364
386,0.00643742,0.00674073,0.00180266
387,0.00818426,0.00942818,0.00147059
388,0.00930569,0.0139431,0.000379507
389,0.00919246,0.0168835,0.00142315
390,0.00611393,0.0183252,0.00189753
391,0.00256095,0.0180975,0.00151803
392,0.00098664,0.0168898,0.00113852
393,0.000436709,0.0136143,0.000189753
394,0.000722458,0.0140948,0.000759013
395,0.000560713,0.0160361,0.00104364
396,0.00105134,0.0113189,0.00194497
397,0.00210268,0.00732249,0.000474383
398,0.00244773,0.00651942,0.00170778
399,0.00244773,0.00607678,0.000996205
400,0.00155814,0.00680397,0.000426945
401,0.00127239,0.00686088,0.00085389
402,0.000744024,0.00385727,0.00085389
403,0.000938117,0.00333875,0.000901328
404,0.00106212,0.00416711,0.00185009
405,0.00128317,0.00496386,0.0016129
406,0.00280896,0.00421138,0.000237192
407,0.00517582,0.00443902,0.00166034
408,0.00647516,0.00730984,0.00170778
409,0.0085347,0.0130641,0.00128083
410,0.0103247,0.0137597,0.00137571
411,0.0101144,0.0101048,0.00189753
412,0.00983405,0.00712014,0.00085389
413,0.0110741,0.00622854,0.00208729
414,0.0131606,0.00813188,0.000996205
415,0.0135164,0.0100352,0.000664137
416,0.012767,0.0121599,0.00189753
417,0.0133385,0.0116667,0.00128083
418,0.0126969,0.0106929,0.000426945
419,0.00875036,0.00951038,0.00166034
420,0.00865871,0.00947244,0.00151803
421,0.00856166,0.00979493,0.000521822
422,0.00890133,0.009542,0.00175522
423,0.00743484,0.00937127,0.00118596
424,0.00361229,0.00897289,0.00128083
425,0.00831365,0.00776512,0.00137571
426,0.00984483,0.00828364,0.000711575
427,0.0084754,0.00959891,0.000996205
428,0.00522434,0.00848599,0.00156546
429,0.00754267,0.00896657,0.00118596
430,0.0121093,0.00851128,0.000664137
431,0.0146756,0.00624751,0.00185009
432,0.0158455,0.00474254,0.00137571
433,0.0107398,0.00251039,0.00085389
434,0.00659377,0.00120144,0.00241935
435,0.00810339,0.00142909,0.0016129
436,0.00870184,0.00242186,0.000426945
437,0.00751572,0.0036486,0.00104364
438,0.00713292,0.00300361,0.000901328
439,0.00715988,0.00334507,0.000759013
440,0.00701431,0.00357272,0.00199241
441,0.00511651,0.00214995,0.0016129
442,0.00497633,0.00276965,0.00056926
443,0.0038549,0.0049196,0.00194497
444,0.00170371,0.00398374,0.00151803
445,0.00226981,0.00515989,0.000664137
446,0.00202719,0.00548238,0.00251423
447,0.000479841,0.00417344,0.000996205
448,0.00184388,0.00371183,0.000426945
449,0.00186006,0.00302258,0.00151803
450,0.000846462,0.00235862,0.00028463
451,0.00230755,0.00371815,0.000759013
452,0.00502485,0.00534327,0.000664137
453,0.00514886,0.00620325,0.00128083
454,0.00334271,0.00443902,0.000664137
455,0.00176301,0.00435682,0.00208729
456,0.000425927,0.00583649,0.00151803
457,0.000312706,0.00569105,0.00056926
458,0.000479841,0.00670279,0.00232448
459,0.00018331,0.00755645,0.00132827
460,0.00032888,0.00692411,0.00104364
461,0.000231833,0.00621589,0.0016129
462,0.000172527,0.00189702,0.000664137
463,0.00014557,0.000853658,0.00028463
464,0.000409752,0.00221319,0.00213472
465,0.000334271,0.00262421,0.0016129
466,1.61744e-05,0.00314273,0.000664137
467,3.77403e-05,0.00399006,0.00180266
468,2.15659e-05,0.00385727,0.0012334
469,5.93062e-05,0.00290876,0.000711575
470,4.31318e-05,0.00237759,0.00203985
471,1.61744e-05,0.00279494,0.00128083
472,1.61744e-05,0.00438843,0.00137571
473,0.000150961,0.00534327,0.00128083
474,0.000167136,0.00605781,0.00132827
475,0.000415144,0.00627913,0.000616698
476,0.00125082,0.00615898,0.00142315
477,0.000566105,0.0041102,0.000426945
478,0.000140178,0.00355375,9.48767e-05
479,4.31318e-05,0.00238392,0.00199241
480,1.07829e-05,0.00114453,0.00156546
481,0,0.000429991,0.00142315
482,1.07829e-05,0.000644986,0.00189753
483,1.07829e-05,0.000581752,0.00109108
484,0.000210268,0.000208672,0.00142315
485,0.00032888,0.000455284,0.00218216
486,0.000118612,0.000518518,0.00118596
487,0.000258791,0.00104968,0.000379507
488,2.69574e-05,0.00314905,0.00142315
489,8.62636e-05,0.00184011,0.00147059
490,0.000334271,1.26468e-05,0.000332068
491,0.000355837,0.000221319,0.00251423
492,1.61744e-05,0.000278229,0.00213472
493,4.85233e-05,8.85275e-05,0.000996205
494,9.16551e-05,0.000202349,0.00199241
495,5.39147e-06,0.000404697,0.000759013
496,0,0.000904245,0.00104364
497,0.000118612,0.000442637,0.00227704
498,5.39147e-06,0.000145438,0.0016129
499,0,0.000233965,0.000759013
500,0,0.000214995,0.00113852
501,1.61744e-05,1.26468e-05,0.00128083
502,0.000226442,8.85275e-05,0.000379507
503,0.000603845,0.000417344,0.00151803
504,0.000355837,0.000214995,0.00128083
505,0.000269574,0.000132791,0.00180266
506,0.000398969,6.32339e-05,0.00180266
507,5.39147e-06,0.000101174,0.00166034
508,0,0.000101174,0.00128083
509,9.16551e-05,0.000145438,0.00199241
510,0.000355837,0.000189702,0.00085389
511,7.54806e-05,9.48509e-05,0.00056926
512,1.61744e-05,3.1617e-05,0.00151803
513,1.07829e-05,1.26468e-05,0.00118596
514,6.46977e-05,6.32339e-06,0.000616698
515,0,6.32339e-06,0.00203985
516,0,6.32339e-06,0.00166034
517,1.61744e-05,4.42637e-05,0.000616698
518,0,0.000107498,0.00170778
519,0,0.000164408,0.00028463
520,0,0.000151761,0.00085389
521,5.39147e-06,0.000158085,0.00132827
522,0,0.00037308,0.000806452
523,1.61744e-05,0.00168202,0.000332068
524,1.07829e-05,0.00292141,0.0016129
525,0,0.0024598,0.00128083
526,0,0.00253568,0.000332068
527,0,0.00437579,0.00170778
528,0,0.00333243,0.00109108
529,0.000204876,0.00268744,0.00142315
530,0.000415144,0.00373712,0.00156546
531,0.000140178,0.00275068,0.000616698
532,9.70465e-05,0.00196657,0.00113852
533,0.000393578,0.00269376,0.00185009
534,0.000124004,0.00151761,0.00137571
535,1.07829e-05,0.00149232,0.000616698
536,5.39147e-06,0.00349051,0.00170778
537,1.61744e-05,0.00215628,0.00137571
538,5.39147e-06,0.0011888,0.000379507
539,0,0.000885275,0.0016129
540,0,0.000196025,0.00151803
541,0,0.000278229,0.000901328
542,5.39147e-06,0.000632339,0.00194497
543,0,0.000347786,0.00109108
544,2.69574e-05,0.000259259,0.000711575
545,2.15659e-05,0.000828364,0.00113852
546,1.61744e-05,0.000309846,0.000901328
547,5.93062e-05,0.000682926,0.00109108
548,2.15659e-05,0.00147967,0.00170778
549,5.39147e-06,0.00360433,0.00137571
550,7.00892e-05,0.00598825,0.000332068
551,9.16551e-05,0.00710749,0.00208729
552,0.00036662,0.0082457,0.00142315
553,0.00112143,0.0110786,0.00109108
554,0.00127778,0.0138166,0.00085389
555,0.00167136,0.0160235,0.00156546
556,0.00160127,0.0163333,0.000711575
557,0.00174684,0.0153469,0.00189753
558,0.000673934,0.0130452,0.00128083
559,0.000506799,0.0104842,0.00113852
560,0.00134787,0.00904877,0.00175522
561,0.00167136,0.00556458,0.00104364
562,0.00138561,0.00524209,0.00056926
563,0.00121308,0.006785,0.00166034
564,0.000442101,0.00517886,0.00151803
565,0.000571496,0.00333243,0.00085389
566,0.000199485,0.00247877,0.00203985
567,0.000215659,0.00147335,0.00185009
568,0.000248008,0.00127732,0.00056926
569,0.00022105,0.0027317,0.000806452
570,4.85233e-05,0.00234598,0.000711575
571,0.000609237,0.00281391,0.000379507
572,0.00244234,0.00503974,0.00151803
573,0.00264182,0.00323125,0.000332068
574,0.00129935,0.00393947,0.00056926
575,7.54806e-05,0.00382565,0.000948767
576,0.00195171,0.00350948,0.00132827
577,0.00436709,0.00385727,0.000521822
578,0.00464745,0.00403432,0.00256167
579,0.00301923,0.00261156,0.00113852
580,0.00127239,0.002757,0.000711575
581,0.00448032,0.00244715,0.00227704
582,0.00552087,0.00236495,0.000664137
583,0.00279818,0.00190334,0.000806452
584,0.000981248,0.00207407,0.000664137
585,0.00364464,0.0019729,0.00142315
586,0.00453423,0.00189702,0.00118596
587,0.00404361,0.00189069,0.00180266
588,0.000808721,0.00161879,0.00118596
589,0.00262026,0.00138482,0.0022296
590,0.00513808,0.00105601,0.00147059
591,0.00238842,0.000505871,0.00132827
592,0.000862636,0.000297199,0.000996205
593,0.00168753,0.00035411,0.00232448
594,0.00200024,0.000151761,0.00142315
595,0.00199485,6.95573e-05,0.00056926
596,0.00113221,7.58807e-05,0.00199241
597,2.69574e-05,1.26468e-05,0.00151803
598,0.000614628,1.26468e-05,0.000664137
599,0.00147187,0,0.00199241
600,0.00134248,1.89702e-05,0.00151803
601,0.000851853,8.22041e-05,0.00113852
602,4.85233e-05,0.000347786,0.00208729
603,1.07829e-05,7.58807e-05,0.00104364
604,4.31318e-05,0.000113821,0.000379507
605,1.07829e-05,0.000935862,0.00128083
606,1.07829e-05,0.000891598,0.00109108
607,0,0.00380036,0.000759013
608,5.39147e-06,0.0100542,0.00132827
609,1.07829e-05,0.00782836,0.000332068
610,0,0.00428726,0.000616698
611,0,0.00190966,0.00147059
612,0,0.000537488,0.00137571
613,0,0.000139115,0.000711575
614,0,0.000170732,0.00175522
615,0,0.000240289,0.000426945
616,0,0.000145438,0.000996205
617,1.07829e-05,9.48509e-05,0.000948767
618,0,0.000145438,0.000759013
619,5.39147e-06,9.48509e-05,0.000948767
620,0,0.000101174,0.00118596
621,0,0.000101174,0.00118596
622,0,0.000101174,0.000237192
623,0,0.000259259,0.0022296
624,0,0.000158085,0.00137571
625,0,0.000151761,0.00128083
626,0,0.000436314,0.00185009
627,1.07829e-05,0.000145438,0.00203985
628,0,0.000208672,0.00298861
629,1.07829e-05,0.000436314,0.00782732
630,0,3.1617e-05,0.0106736
631,0,1.26468e-05,0.0119545
632,0,1.89702e-05,0.0164611
633,0,3.1617e-05,0.011575
634,0,1.26468e-05,0.00621442
635,0,0,0.00796964
636,0,0,0.00365275
637,0,0,0.00621442
638,0,0,0.0133776
639,0,1.89702e-05,0.0116224
640,5.39147e-06,0,0.0100095
641,0,0,0.00896584
642,0,0,0.00355787
643,1.07829e-05,0,0.00246679
644,5.39147e-06,1.26468e-05,0.00298861
645,1.07829e-05,0,0.00175522
646,5.39147e-06,6.32339e-06,0.000996205
647,0,0,0.00564516
648,5.39147e-06,0,0.00664137
649,0,1.89702e-05,0.00702087
650,0,1.26468e-05,0.00683112
651,0,6.32339e-06,0.00275142
652,0,1.26468e-05,0.00232448
653,0,1.26468e-05,0.00464896
654,0,6.32339e-06,0.00393738
655,0,0.000132791,0.00199241
656,0,0.000126468,0.00322581
657,5.39147e-06,2.52936e-05,0.00417457
658,0,1.89702e-05,0.0028463
659,2.15659e-05,5.69105e-05,0.00218216
660,5.93062e-05,1.89702e-05,0.00203985
661,0,0,0.00137571
662,0,0,0.00270398
663,0,0,0.00180266
664,0,6.32339e-06,0.000474383
665,0,1.26468e-05,0.00351044
666,0,6.32339e-06,0.00365275
667,0,0,0.0022296
668,5.39147e-06,0,0.00227704
669,2.15659e-05,0,0.00118596
670,0,0,0.0016129
671,0,6.32339e-06,0.00621442
672,0,1.89702e-05,0.00882353
673,0,0,0.00815939
674,0,1.26468e-05,0.00725806
675,0,1.89702e-05,0.00683112
676,5.39147e-06,0,0.00469639
677,0,6.32339e-06,0.00545541
678,0,1.89702e-05,0.00303605
679,0,0,0.00327324
680,0,6.32339e-06,0.00555028
681,5.39147e-06,6.32339e-06,0.00341556
682,5.39147e-06,0,0.00588235
683,0,0,0.0107211
684,0,1.89702e-05,0.00592979
685,0,6.32339e-06,0.00327324
686,5.39147e-06,0,0.00317837
687,0,6.32339e-06,0.00213472
688,0,6.32339e-06,0.00327324
689,0,1.26468e-05,0.00526565
690,0,6.32339e-06,0.00308349
691,5.39147e-06,1.26468e-05,0.00313093
692,0,1.89702e-05,0.00275142
693,1.61744e-05,0,0.00132827
694,0,1.26468e-05,0.000664137
695,5.39147e-06,1.26468e-05,0.00303605
696,5.39147e-06,6.32339e-06,0.00545541
697,0,0,0.00825427
698,0,6.32339e-06,0.0141366
699,0,0,0.00972486
700,5.39147e-06,0,0.0073055
701,0,6.32339e-06,0.00460152
702,0,0,0.00275142
703,0,6.32339e-06,0.0012334
704,5.39147e-06,6.32339e-06,0.00218216
705,0,0,0.00132827
706,5.39147e-06,0,0.000474383
707,0,6.32339e-06,0.00370019
708,0,1.26468e-05,0.00303605
709,0,0,0.00327324
710,0,0,0.00227704
