frame,father,mother,None
3984,0.00628334,2.48724e-05,0
3985,0.00594547,5.59628e-05,4.80492e-05
3986,0.00710136,4.35267e-05,0
3987,0.00631298,3.73086e-05,0
3988,0.0053527,3.73086e-05,0
3989,0.00786011,1.24362e-05,0
3990,0.00985774,3.10905e-05,0
3991,0.0125548,1.86543e-05,0
3992,0.0135092,6.21809e-06,0
3993,0.0125074,4.97447e-05,0
3994,0.0114108,3.73086e-05,4.80492e-05
3995,0.00969176,1.86543e-05,0
3996,0.00423829,6.21809e-06,0
3997,0.00651452,1.86543e-05,4.80492e-05
3998,0.01131,1.24362e-05,4.80492e-05
3999,0.0130528,1.24362e-05,0.000384394
4000,0.0118613,5.59628e-05,0.000240246
4001,0.00727919,4.97447e-05,0.000192197
4002,0.00146414,3.73086e-05,4.80492e-05
4003,0.00497925,6.8399e-05,0
4004,0.00878483,5.59628e-05,0
4005,0.0100533,3.10905e-05,4.80492e-05
4006,0.00918198,2.48724e-05,0
4007,0.00900415,6.21809e-06,0.000288295
4008,0.00880261,2.48724e-05,0
4009,0.0089508,4.97447e-05,0
4010,0.00931832,6.21809e-05,4.80492e-05
4011,0.00829283,2.48724e-05,0
4012,0.00742146,1.24362e-05,4.80492e-05
4013,0.00673385,0,0.000192197
4014,0.00588026,4.35267e-05,0
4015,0.00350919,2.48724e-05,0
4016,0.00159455,4.35267e-05,4.80492e-05
4017,0.00064019,1.86543e-05,0
4018,0.000652045,3.73086e-05,4.80492e-05
4019,0.000165975,3.10905e-05,0
4020,0.000776526,3.73086e-05,0
4021,0.00612922,4.97447e-05,0
4022,0.00921755,4.97447e-05,0
4023,0.0101482,6.21809e-06,0
4024,0.00720806,2.48724e-05,0
4025,0.0136929,1.24362e-05,0
4026,0.0201008,5.59628e-05,0
4027,0.0259277,3.10905e-05,0
4028,0.024102,0,0
4029,0.0190041,3.10905e-05,0
4030,0.014428,6.8399e-05,0
4031,0.00824541,1.24362e-05,4.80492e-05
4032,0.0039834,2.48724e-05,0
4033,0.00385892,4.97447e-05,0
4034,0.00581506,6.21809e-06,9.60984e-05
4035,0.00647303,3.10905e-05,4.80492e-05
4036,0.00662715,3.10905e-05,4.80492e-05
4037,0.00560166,0,9.60984e-05
4038,0.00424422,3.73086e-05,0
4039,0.00360403,4.97447e-05,0.000384394
4040,0.00206876,6.21809e-05,0
4041,0.000729105,1.24362e-05,0
4042,0.00071725,3.10905e-05,0
4043,0.000652045,6.21809e-06,0
4044,0.000574985,2.48724e-05,4.80492e-05
4045,0.00102549,1.24362e-05,0
4046,0.000883225,3.10905e-05,0
4047,0.000248963,3.10905e-05,0
4048,4.14938e-05,3.10905e-05,0.000192197
4049,8.89152e-05,6.21809e-06,0.000192197
4050,7.11322e-05,2.48724e-05,4.80492e-05
4051,0.000189686,1.86543e-05,4.80492e-05
4052,0.000385299,4.97447e-05,0
4053,8.89152e-05,6.21809e-06,0
4054,2.37107e-05,1.86543e-05,4.80492e-05
4055,1.18554e-05,2.48724e-05,4.80492e-05
4056,5.92768e-06,3.73086e-05,0
4057,0,2.48724e-05,4.80492e-05
4058,4.74215e-05,1.86543e-05,0
4059,0.000130409,1.86543e-05,0
4060,0.000160047,3.73086e-05,0
4061,3.55661e-05,4.97447e-05,0
4062,2.96384e-05,4.35267e-05,0
4063,5.92768e-06,2.48724e-05,0
4064,0.000195614,4.35267e-05,4.80492e-05
4065,0.000225252,3.73086e-05,0
4066,4.14938e-05,2.48724e-05,0
4067,0,2.48724e-05,0
4068,5.92768e-06,6.21809e-06,0
4069,5.92768e-06,6.21809e-06,4.80492e-05
4070,0.000124481,3.73086e-05,0
4071,7.11322e-05,4.97447e-05,0
4072,0.000343806,3.10905e-05,4.80492e-05
4073,0.000450504,3.73086e-05,0
4074,5.33491e-05,3.73086e-05,4.80492e-05
4075,0.000100771,6.21809e-06,0
4076,0.0006639,3.10905e-05,0
4077,0.000349733,6.21809e-06,0
4078,0.000165975,2.48724e-05,4.80492e-05
4079,6.52045e-05,3.10905e-05,0
4080,1.18554e-05,4.97447e-05,0
4081,1.18554e-05,1.86543e-05,0
4082,2.96384e-05,3.73086e-05,0
4083,0.000320095,1.24362e-05,0
4084,0.00071725,3.73086e-05,0
4085,0.00140486,4.35267e-05,0.000192197
4086,0.00144043,1.24362e-05,4.80492e-05
4087,0.00133966,6.21809e-06,0
4088,0.00133373,2.48724e-05,0
4089,0.000829876,1.86543e-05,0
4090,0.000349733,1.86543e-05,4.80492e-05
4091,0.000195614,2.48724e-05,4.80492e-05
4092,0.000118554,2.48724e-05,0
4093,2.37107e-05,2.48724e-05,0
4094,0.000112626,2.48724e-05,4.80492e-05
4095,0,3.10905e-05,0
4096,0,3.73086e-05,0
4097,0.000195614,3.10905e-05,0
4098,1.7783e-05,1.24362e-05,0
4099,4.74215e-05,6.21809e-06,0
4100,2.37107e-05,5.59628e-05,4.80492e-05
4101,5.92768e-06,1.86543e-05,0
4102,0,3.73086e-05,4.80492e-05
4103,3.55661e-05,3.73086e-05,0
4104,0.000207469,3.73086e-05,0
4105,0.000924718,6.21809e-06,0
4106,0.0023118,6.21809e-06,4.80492e-05
4107,0.00305868,2.48724e-05,0
4108,0.00369295,4.97447e-05,0.000192197
4109,0.00389449,2.48724e-05,0
4110,0.00266746,0,0
4111,0.00140486,1.24362e-05,0
4112,0.00119739,3.10905e-05,0
4113,0.000669828,0,4.80492e-05
4114,0.000515708,3.10905e-05,4.80492e-05
4115,0.000343806,2.48724e-05,4.80492e-05
4116,5.92768e-05,4.35267e-05,0
4117,0.000106698,4.97447e-05,4.80492e-05
4118,0.00081802,4.97447e-05,0
4119,0.00195021,6.21809e-06,0
4120,0.00362181,2.48724e-05,0
4121,0.00458803,3.10905e-05,0
4122,0.00433314,8.70533e-05,9.60984e-05
4123,0.00352104,0.000758607,0
4124,0.00260818,0.00310905,4.80492e-05
4125,0.000835803,0.0050864,0
4126,0.000723177,0.00700779,9.60984e-05
4127,0.00197985,0.00883591,0.000384394
4128,0.00168939,0.0090722,4.80492e-05
4129,0.00121517,0.00983081,0.000192197
4130,0.00194428,0.00988677,4.80492e-05
4131,0.000948429,0.0130145,0
4132,2.96384e-05,0.0130829,0
4133,5.33491e-05,0.0120258,0
4134,1.18554e-05,0.0110185,4.80492e-05
4135,1.18554e-05,0.0113853,0
4136,0.000165975,0.0112796,0
4137,0.000171903,0.00961317,0
4138,0.000397155,0.00727517,0
4139,0.000610551,0.0054657,0
4140,0.00064019,0.00370598,0
4141,0.000776526,0.00365624,0
4142,0.000610551,0.00332668,0
4143,0.000266746,0.00275462,0.000192197
4144,0.000622407,0.00194005,0
4145,0.000646117,0.00106951,0.000192197
4146,0.000592768,0.000348213,0
4147,0.000308239,0.000155452,0
4148,7.11322e-05,0.000118144,0
4149,0,8.08352e-05,4.80492e-05
4150,0,0.000335777,0
4151,0,0.000628027,0.00057659
4152,0,0.000646682,0
4153,0,0.00105086,0
4154,0,0.00102599,0
4155,0,0.00105708,4.80492e-05
4156,0,0.001169,0.000192197
4157,0,0.00128093,0.000192197
4158,0,0.00123118,0
4159,0,0.000932714,4.80492e-05
4160,5.92768e-06,0.000379304,0
4161,0,0.000180325,0
4162,0,0.000447703,4.80492e-05
4163,7.70599e-05,0.00172863,0.000192197
4164,1.7783e-05,0.00262404,0
4165,1.7783e-05,0.00372464,4.80492e-05
4166,5.92768e-06,0.00540352,0
4167,1.7783e-05,0.0067342,0
4168,5.92768e-06,0.00756742,4.80492e-05
4169,0,0.0082825,0.000192197
4170,0,0.00848148,0
4171,5.92768e-06,0.00840064,0
4172,5.92768e-06,0.00937067,0
4173,0,0.0115346,0
4174,0,0.0130642,4.80492e-05
4175,0,0.0154333,0
4176,0,0.0162479,0
4177,0,0.0151037,0.000240246
4178,0,0.0147058,0
4179,0,0.0151846,4.80492e-05
4180,0,0.0154333,0
4181,0,0.0153525,0
4182,0,0.0167764,0
4183,0,0.0159805,0
4184,0,0.0141089,0
4185,0,0.011261,0
4186,0,0.00850013,0
4187,0,0.00763582,4.80492e-05
4188,0,0.00678394,0
4189,5.92768e-06,0.00703888,0
4190,5.92768e-06,0.0077664,4.80492e-05
4191,0,0.00848148,0
4192,0,0.00960695,0
4193,5.92768e-06,0.00875508,0.000192197
4194,5.92768e-06,0.00904111,0
4195,0,0.00998626,0
4196,0,0.00822654,4.80492e-05
4197,0,0.00713837,0
4198,0,0.00685234,0
4199,0,0.00590719,0
4200,0,0.00402932,0
4201,0,0.00620566,0
4202,0,0.00705754,4.80492e-05
4203,0,0.00626162,0
4204,0,0.00504287,0
4205,0,0.00498691,0.000192197
4206,0,0.00388631,0
4207,0,0.0025432,0
4208,0,0.00346348,0
4209,0,0.00465113,0
4210,0,0.00628027,0
4211,5.92768e-06,0.00627406,4.80492e-05
4212,5.92768e-06,0.00231935,0
4213,0,0.00323341,0
4214,0,0.00459517,0
4215,0,0.00269865,0.000192197
4216,0,0.00140529,0
4217,0,0.00378682,0
4218,0,0.00268,0
4219,0,0.000590719,0
4220,5.92768e-06,0.00177216,0
4221,0,0.0022323,0
4222,0,0.00162914,0
4223,5.92768e-06,0.00153587,0
4224,0,0.00189652,0
4225,0,0.00194626,0
4226,5.92768e-06,0.00125605,0
4227,0,8.70533e-05,0
4228,5.92768e-06,0.000640464,0
4229,0,0.00103842,0.000192197
4230,0,0.000565847,4.80492e-05
4231,0,4.97447e-05,0
4232,0,0.000410394,0
4233,5.92768e-06,0.00026116,0
4234,0,9.94895e-05,0
4235,0,0.000503666,0.000240246
4236,5.92768e-06,0.000335777,0
4237,0,9.94895e-05,0
4238,0,0.000180325,0
4239,0,0.000143016,0
4240,0,4.97447e-05,0
4241,5.92768e-06,0.000335777,0.000192197
4242,5.92768e-06,0.000105708,4.80492e-05
4243,0,1.86543e-05,0
4244,1.7783e-05,3.10905e-05,0
4245,1.18554e-05,5.59628e-05,4.80492e-05
4246,1.7783e-05,6.21809e-06,0
4247,0,8.08352e-05,0
4248,0,5.59628e-05,0
4249,0,3.10905e-05,0
4250,0,4.35267e-05,0
4251,0,3.10905e-05,0
4252,0,0,0
4253,0,2.48724e-05,0
4254,0,1.86543e-05,0
4255,0,1.24362e-05,0
4256,5.92768e-06,1.86543e-05,0
4257,0,3.10905e-05,4.80492e-05
4258,0,4.35267e-05,0
4259,1.18554e-05,4.35267e-05,0
4260,0,4.35267e-05,0
4261,0,4.35267e-05,0
4262,0,1.24362e-05,0
4263,0,1.24362e-05,0
4264,1.7783e-05,1.86543e-05,0
4265,1.18554e-05,1.86543e-05,0.000192197
4266,4.74215e-05,3.10905e-05,0
4267,0.000195614,3.73086e-05,0
4268,0.000248963,6.21809e-06,0
4269,0.000219324,0,0
4270,5.33491e-05,3.10905e-05,4.80492e-05
4271,3.55661e-05,2.48724e-05,0.000192197
4272,1.18554e-05,2.48724e-05,0
4273,5.92768e-06,2.48724e-05,0
4274,0,3.10905e-05,0
4275,5.92768e-06,2.48724e-05,0
4276,0,3.10905e-05,0
4277,1.18554e-05,1.86543e-05,0
4278,0,1.86543e-05,0
4279,0,1.24362e-05,0
4280,5.92768e-06,2.48724e-05,0
4281,0,1.24362e-05,0
4282,5.92768e-06,1.86543e-05,0
4283,0,2.48724e-05,0.00057659
4284,0,1.86543e-05,0
4285,0,1.24362e-05,4.80492e-05
4286,5.92768e-06,1.86543e-05,4.80492e-05
4287,5.92768e-06,6.21809e-06,0
4288,1.18554e-05,6.21809e-06,0
4289,5.92768e-06,2.48724e-05,4.80492e-05
4290,1.18554e-05,3.10905e-05,4.80492e-05
4291,0,0,0
4292,0,1.86543e-05,0
4293,0,2.48724e-05,0
4294,5.92768e-06,2.48724e-05,0
4295,0,1.24362e-05,0
4296,0,1.24362e-05,0
4297,0,1.24362e-05,0
4298,0,2.48724e-05,4.80492e-05
4299,0,1.24362e-05,0
4300,0,1.24362e-05,0
4301,0,3.10905e-05,4.80492e-05
4302,0,4.35267e-05,0
4303,0,4.35267e-05,0
4304,0,0.000124362,0
4305,0,1.24362e-05,0.000384394
4306,0,2.48724e-05,0
4307,0,0.000167889,4.80492e-05
4308,0,6.8399e-05,0
4309,0,5.59628e-05,4.80492e-05
4310,0,6.21809e-05,0
4311,0,4.35267e-05,9.60984e-05
4312,0,8.70533e-05,4.80492e-05
4313,5.92768e-06,3.10905e-05,4.80492e-05
4314,5.92768e-06,0.000111926,4.80492e-05
4315,0,0.000379304,0
4316,5.92768e-06,0.000248724,0
4317,0,0.000124362,0
4318,0,3.10905e-05,0
4319,0,2.48724e-05,0
4320,0,3.73086e-05,0
4321,0,2.48724e-05,0
4322,5.92768e-06,4.97447e-05,0
4323,0,3.10905e-05,0
4324,0,3.10905e-05,0
4325,0,1.86543e-05,0
4326,0,2.48724e-05,4.80492e-05
4327,0,2.48724e-05,0
4328,0,6.21809e-05,0
4329,0,3.73086e-05,0
4330,0,4.35267e-05,4.80492e-05
4331,0,2.48724e-05,4.80492e-05
4332,0,4.35267e-05,4.80492e-05
4333,5.92768e-06,0.00052232,0
4334,0,0.00283545,0
4335,0,0.00260538,0
4336,0,0.00156074,0
4337,0,0.00238775,4.80492e-05
4338,0,0.00325206,0
4339,0,0.00272974,0
4340,0,0.0012374,0
4341,0,0.00154831,0
4342,0,0.00138663,0
4343,0,0.000466357,4.80492e-05
4344,0,0.00103842,0
4345,0,0.00200223,0
4346,0,0.0015794,0
4347,5.92768e-06,0.000317123,0
4348,0,0.000192761,0.000432443
4349,5.92768e-06,0.00126849,0
4350,0,0.00026116,0
4351,0,0.000174107,0
4352,0,0.000572065,4.80492e-05
4353,5.92768e-06,0.000143016,0
4354,0,0.000211415,4.80492e-05
4355,0,0.000254942,0.000240246
4356,1.18554e-05,8.70533e-05,0
4357,0,0.000105708,0
4358,0,0.000198979,0
4359,0,0.000143016,0
4360,0,7.46171e-05,0
4361,0,9.32714e-05,0
4362,0,0.000124362,0
4363,5.92768e-06,0.000136798,4.80492e-05
4364,0,0.000273596,0
4365,0,0.000397958,0
4366,0,0.000366868,4.80492e-05
4367,0,0.000323341,0
4368,0,0.000136798,0
4369,0,0.000528538,0
4370,0,0.00078348,0
4371,0,0.00026116,0
4372,0,0.000211415,0
4373,0,0.000547192,0
4374,0,0.000516102,0
4375,5.92768e-06,0.000634246,0
4376,0,0.00103842,0
4377,0,0.000833225,0
4378,5.92768e-06,0.000379304,0
4379,5.92768e-06,0.000348213,0
4380,0,0.00109438,0
4381,0,0.00147991,0
4382,0,0.00174728,0
4383,0,0.00210793,4.80492e-05
4384,0,0.00102599,0
4385,0,0.000317123,0.000192197
4386,0,0.000397958,4.80492e-05
4387,0,0.000217633,0
4388,0,0.000516102,4.80492e-05
4389,0,0.000590719,0.000192197
4390,0,0.000242506,0
4391,0,0.000205197,0
4392,5.92768e-06,0.000273596,0
4393,0,8.70533e-05,0
4394,5.92768e-06,9.94895e-05,0
4395,0,9.32714e-05,0
4396,5.92768e-06,8.08352e-05,0
4397,0,6.8399e-05,0.000192197
4398,0,0.000111926,4.80492e-05
4399,0,7.46171e-05,0
4400,0,8.08352e-05,0
4401,5.92768e-06,9.94895e-05,0
4402,5.92768e-06,6.21809e-05,0
4403,0,0.00016167,0
4404,0,5.59628e-05,0
4405,0,5.59628e-05,0
4406,5.92768e-06,0.000211415,0
4407,0,0.000509884,0
4408,0,0.00094515,0
4409,1.18554e-05,0.00118766,0.000192197
4410,0,0.000341995,0
4411,0,0.000143016,4.80492e-05
4412,5.92768e-06,0.000105708,0
4413,0,8.08352e-05,0
4414,0,0.000118144,4.80492e-05
4415,5.92768e-06,0.000354431,0
4416,5.92768e-06,0.00166023,0
4417,0,0.00363758,0
4418,0,0.0050864,0
4419,0,0.00504287,0
4420,5.92768e-06,0.00442106,0
4421,0,0.00578283,0
4422,0,0.0071135,0
4423,0,0.00674041,0
4424,0,0.00521076,0
4425,0,0.00569577,0
4426,0,0.00532269,4.80492e-05
4427,0,0.00399202,0
4428,0,0.00279192,0
4429,0,0.00344482,0
4430,0,0.00289141,0
4431,0,0.00284167,0
4432,0,0.0058761,0.000192197
4433,5.92768e-06,0.00894784,0
4434,0,0.0078348,0
4435,0,0.00440241,4.80492e-05
4436,5.92768e-06,0.00457652,0
4437,0,0.00516724,0
4438,5.92768e-06,0.00435267,4.80492e-05
4439,1.18554e-05,0.00343861,0
4440,0,0.00265513,0
4441,0,0.00259916,0
4442,0,0.00205197,4.80492e-05
4443,0,0.00111926,0
4444,0,0.00115035,0
4445,1.18554e-05,0.000771044,0.000192197
4446,0,0.00177837,4.80492e-05
4447,5.92768e-06,0.00207063,4.80492e-05
4448,0,0.00144882,4.80492e-05
4449,5.92768e-06,0.00181568,0
4450,0,0.00202088,0
4451,0,0.00169132,0
4452,0,0.000211415,0
4453,0,0.000733735,0
4454,0,0.00118766,0
4455,0,0.000472575,0
4456,0,0.000223851,0
4457,0,0.000634246,0.000192197
4458,0,0.000547192,0
4459,1.18554e-05,0.000286032,4.80492e-05
4460,0,0.000789698,0
4461,0,0.000460139,0
4462,0,6.8399e-05,0
4463,5.92768e-06,0.000149234,0
4464,0,0.000248724,0
4465,0,0.000341995,0
4466,5.92768e-06,0.000584501,4.80492e-05
4467,0,0.000466357,0
4468,5.92768e-06,0.00128093,0
4469,0,0.00192139,4.80492e-05
4470,0,0.0011006,4.80492e-05
4471,0,0.000808352,0
4472,0,0.000466357,4.80492e-05
4473,0,0.00100733,0
4474,0,0.000764825,0
4475,0,0.00147369,0
4476,0,0.000982459,0
4477,0,0.00129958,0
4478,0,0.00201466,4.80492e-05
4479,0,0.00147369,0
4480,0,0.000882969,0
4481,5.92768e-06,0.000317123,0
4482,0,0.000354431,4.80492e-05
4483,0,0.000379304,0
4484,0,0.000118144,0
4485,0,0.000248724,0
4486,0,5.59628e-05,4.80492e-05
4487,0,0.000279814,0
4488,0,0.000578283,0
4489,0,0.000833225,0
4490,0,0.000764825,0
4491,0,0.000565847,0.000192197
4492,5.92768e-06,0.00055341,0
4493,0,0.00055341,0.000192197
4494,5.92768e-06,0.000279814,4.80492e-05
4495,0,0.000254942,0
4496,0,0.000167889,0.000192197
4497,0,7.46171e-05,0.000240246
4498,0,7.46171e-05,0
4499,0,0.000149234,0
4500,1.18554e-05,0.000304687,0.000144148
4501,0,0.000516102,0
4502,5.92768e-06,0.00119387,0
4503,0,0.00128715,0
4504,5.92768e-06,0.000851879,0
4505,0,0.000901624,0
4506,0,0.00177837,0
4507,0,0.0020271,0
4508,0,0.000963804,0
4509,1.18554e-05,0.000497447,9.60984e-05
4510,1.18554e-05,0.00210172,0
4511,0,0.00259916,4.80492e-05
4512,0,0.00281058,0
4513,5.92768e-06,0.00235044,4.80492e-05
4514,0,0.0025432,4.80492e-05
4515,0,0.0028168,4.80492e-05
4516,0,0.00211415,4.80492e-05
4517,0,0.00133067,0.000192197
4518,5.92768e-06,0.00201466,4.80492e-05
4519,0,0.00313392,0
4520,0,0.00416612,0
4521,0,0.00328315,0
4522,5.92768e-06,0.00521698,4.80492e-05
4523,0,0.00643573,0
4524,0,0.00737466,0
4525,0,0.0129212,4.80492e-05
4526,0,0.0162044,0
4527,0,0.0170127,0
4528,5.92768e-06,0.0149359,4.80492e-05
4529,0,0.0138974,0.000192197
4530,0,0.0110122,4.80492e-05
4531,0,0.00921521,4.80492e-05
4532,0,0.00867424,4.80492e-05
4533,0,0.00910329,4.80492e-05
4534,0,0.0136549,0
4535,0,0.0141151,9.60984e-05
4536,0,0.00795294,0
4537,5.92768e-06,0.00591962,4.80492e-05
4538,0,0.005018,0
4539,0,0.00551545,4.80492e-05
4540,0,0.00454543,0
4541,0,0.00345726,0.000240246
4542,0,0.00332668,0
4543,0,0.0018219,0
4544,0,0.000833225,4.80492e-05
4545,0,0.000746171,0
4546,0,0.000373086,4.80492e-05
4547,0,0.000329559,0
4548,0,6.8399e-05,0
4549,0,0.000105708,0
4550,0,0.000167889,0
4551,0,3.73086e-05,0
4552,5.92768e-06,6.8399e-05,0
4553,1.18554e-05,7.46171e-05,0
4554,0,6.21809e-05,0
4555,5.92768e-06,7.46171e-05,0
4556,5.92768e-06,3.10905e-05,0
4557,0,3.73086e-05,0
4558,0,6.21809e-06,0
4559,0,6.8399e-05,0
4560,0,5.59628e-05,0
4561,0,4.35267e-05,0
4562,5.92768e-06,3.10905e-05,0
4563,0,2.48724e-05,0
4564,0,4.97447e-05,4.80492e-05
4565,0,9.94895e-05,0.000192197
4566,0,3.10905e-05,4.80492e-05
4567,0,3.10905e-05,0
4568,5.92768e-06,2.48724e-05,0
4569,0,4.35267e-05,0
4570,0,3.10905e-05,0
4571,5.92768e-06,5.59628e-05,0
4572,0,4.35267e-05,0
4573,5.92768e-06,6.21809e-05,0
4574,0,8.70533e-05,0
4575,0,2.48724e-05,0
4576,2.37107e-05,4.97447e-05,0
4577,0.000118554,6.8399e-05,0
4578,0.000165975,4.35267e-05,0
4579,0.00017783,4.35267e-05,4.80492e-05
4580,0.000361589,5.59628e-05,0
4581,0.000326023,1.86543e-05,0
4582,0.000243035,3.10905e-05,0
4583,0.000260818,3.73086e-05,0.000192197
4584,0.000201541,1.86543e-05,0
4585,0.000183758,3.10905e-05,0
4586,0.000349733,6.21809e-06,0
4587,4.74215e-05,1.86543e-05,0
4588,0.000112626,2.48724e-05,0
4589,0.000148192,7.46171e-05,0.000192197
4590,0.000189686,6.21809e-06,0
4591,0,4.35267e-05,0
4592,5.92768e-06,3.10905e-05,0
4593,5.92768e-06,2.48724e-05,0
4594,0,3.10905e-05,0
4595,1.18554e-05,4.35267e-05,4.80492e-05
4596,5.92768e-06,4.97447e-05,0
4597,1.18554e-05,4.35267e-05,0
4598,5.92768e-06,4.97447e-05,0
4599,0,1.86543e-05,0
4600,5.92768e-06,1.86543e-05,0
4601,0,2.48724e-05,4.80492e-05
4602,0,1.86543e-05,0
4603,0,1.86543e-05,0
4604,0,3.10905e-05,0
4605,5.92768e-06,2.48724e-05,0
4606,0,1.86543e-05,4.80492e-05
4607,0,3.10905e-05,4.80492e-05
4608,1.7783e-05,2.48724e-05,0
4609,5.92768e-06,6.21809e-06,0
4610,0.000349733,2.48724e-05,0
4611,0.000509781,1.86543e-05,4.80492e-05
4612,0.000729105,3.73086e-05,0
4613,0.000634262,1.86543e-05,4.80492e-05
4614,1.18554e-05,3.73086e-05,4.80492e-05
4615,0,6.21809e-06,4.80492e-05
4616,0.000213397,4.35267e-05,4.80492e-05
4617,0.000272673,3.73086e-05,0
4618,0.000118554,4.35267e-05,4.80492e-05
4619,0.000272673,1.24362e-05,0.000240246
4620,5.92768e-06,3.73086e-05,0
4621,0,4.97447e-05,0
4622,1.18554e-05,0.000149234,0
4623,0,7.46171e-05,0
4624,6.52045e-05,0.000111926,4.80492e-05
4625,0,1.86543e-05,4.80492e-05
4626,5.92768e-06,2.48724e-05,4.80492e-05
4627,0,2.48724e-05,9.60984e-05
4628,0,4.97447e-05,0
4629,0,1.86543e-05,9.60984e-05
4630,0,1.24362e-05,0
4631,0,2.48724e-05,0
4632,0,4.35267e-05,0
4633,0,3.10905e-05,0
4634,2.96384e-05,3.10905e-05,0
4635,1.7783e-05,3.73086e-05,0
4636,0,3.10905e-05,0
4637,5.92768e-06,3.73086e-05,0.000192197
4638,4.74215e-05,4.97447e-05,0
4639,4.14938e-05,1.86543e-05,0
4640,1.18554e-05,4.35267e-05,0
4641,5.92768e-06,5.59628e-05,0
4642,3.55661e-05,4.97447e-05,0
4643,0.000160047,0.000118144,4.80492e-05
4644,0.00017783,5.59628e-05,0
4645,0.00023118,2.48724e-05,0
4646,0.000243035,3.10905e-05,0
4647,0.000106698,4.35267e-05,0
4648,0.000438648,6.8399e-05,0
4649,0.000497925,2.48724e-05,0.000192197
4650,8.89152e-05,1.86543e-05,4.80492e-05
4651,0.000148192,1.24362e-05,4.80492e-05
4652,6.52045e-05,4.97447e-05,0
4653,0,4.35267e-05,0
4654,0,2.48724e-05,0
4655,0,3.73086e-05,0
4656,5.92768e-06,6.21809e-05,0
4657,2.37107e-05,5.59628e-05,0
4658,5.92768e-06,2.48724e-05,4.80492e-05
4659,1.18554e-05,4.35267e-05,9.60984e-05
4660,5.92768e-06,3.73086e-05,0
4661,0,3.10905e-05,0
4662,0,1.86543e-05,0
4663,0,2.48724e-05,0
4664,5.92768e-06,3.10905e-05,0
4665,8.89152e-05,1.24362e-05,0
4666,0.000106698,2.48724e-05,0
4667,0.000361589,8.70533e-05,0
4668,0.00023118,2.48724e-05,0
4669,2.37107e-05,2.48724e-05,0
4670,5.92768e-06,1.86543e-05,4.80492e-05
4671,0,2.48724e-05,0
4672,2.96384e-05,4.97447e-05,0.000192197
4673,5.92768e-06,3.10905e-05,0.000192197
4674,1.7783e-05,1.86543e-05,0
4675,5.92768e-06,3.73086e-05,0
4676,7.11322e-05,6.21809e-05,0
4677,5.92768e-06,6.21809e-05,0
4678,5.92768e-06,4.35267e-05,4.80492e-05
4679,5.92768e-06,4.97447e-05,0
4680,2.96384e-05,3.10905e-05,0
4681,0,2.48724e-05,0
4682,0,2.48724e-05,0
4683,0,1.24362e-05,0
4684,5.92768e-06,4.97447e-05,0
4685,5.92768e-06,8.08352e-05,0
4686,0,5.59628e-05,0.000240246
4687,1.18554e-05,6.21809e-06,4.80492e-05
4688,5.92768e-06,5.59628e-05,0
4689,5.92768e-06,3.10905e-05,0
4690,0,1.24362e-05,0
4691,0,4.35267e-05,0
4692,0,3.73086e-05,0
4693,0,4.35267e-05,0
4694,0,3.73086e-05,4.80492e-05
4695,0,2.48724e-05,0
4696,0,4.97447e-05,0
4697,0,6.21809e-05,0
4698,0,3.73086e-05,0
4699,1.18554e-05,3.10905e-05,0
4700,0.000142264,4.35267e-05,0
4701,0.000438648,1.24362e-05,0.000192197
4702,0.000237107,5.59628e-05,0
4703,0.000468287,9.94895e-05,0.000192197
4704,0.000521636,5.59628e-05,0
4705,0.00160047,3.10905e-05,0
4706,0.00238886,6.21809e-05,0
4707,0.00166568,2.48724e-05,0
4708,0.000497925,3.73086e-05,0
4709,8.29876e-05,1.86543e-05,0.000240246
4710,0.000491998,1.86543e-05,0
4711,0.000859514,6.21809e-06,0
4712,0.00119146,1.86543e-05,0
4713,0.00101956,5.59628e-05,0
4714,0.000622407,6.21809e-05,0
4715,0.000403082,4.97447e-05,0
4716,6.52045e-05,4.35267e-05,0
4717,2.96384e-05,3.73086e-05,0
4718,1.18554e-05,4.97447e-05,0
4719,0,3.10905e-05,0
4720,0,5.59628e-05,0.000192197
4721,0,4.35267e-05,0.000192197
4722,0,5.59628e-05,0
4723,0,3.10905e-05,0
4724,5.92768e-06,2.48724e-05,4.80492e-05
4725,0,3.73086e-05,0
4726,0,3.10905e-05,0
4727,5.92768e-06,3.10905e-05,0.000192197
4728,0,4.97447e-05,0
4729,5.92768e-05,4.97447e-05,0
4730,0.00017783,4.97447e-05,0
4731,5.92768e-06,1.86543e-05,0
4732,0,4.35267e-05,0
4733,5.92768e-06,2.48724e-05,0
4734,0,2.48724e-05,0
4735,7.11322e-05,3.10905e-05,0
4736,0.00033195,4.97447e-05,0
4737,0,3.10905e-05,0
4738,0,2.48724e-05,0
4739,5.92768e-06,4.35267e-05,0
4740,0,4.35267e-05,0
4741,1.18554e-05,2.48724e-05,0
4742,0,6.8399e-05,0
4743,0,6.21809e-05,0
4744,0,5.59628e-05,0
4745,5.92768e-06,2.48724e-05,0.000192197
4746,0,6.21809e-06,0
4747,1.18554e-05,3.10905e-05,4.80492e-05
4748,0,4.35267e-05,0
4749,0,3.10905e-05,0
4750,0,2.48724e-05,0
4751,0,1.86543e-05,0.000384394
4752,0,4.35267e-05,0
4753,5.92768e-06,5.59628e-05,0
4754,0,2.48724e-05,4.80492e-05
4755,0,4.97447e-05,0
