frame,father,mother,None
210,0,1.24362e-05,0
211,0,3.10905e-05,0
212,0,0,0
213,0,1.24362e-05,0
214,0,1.86543e-05,0
215,0,0,0.000192197
216,0,6.21809e-06,0
217,5.92768e-06,6.21809e-06,0
218,0,1.86543e-05,4.80492e-05
219,0,1.24362e-05,4.80492e-05
220,0,2.48724e-05,0
221,1.7783e-05,1.24362e-05,0.000192197
222,0,1.24362e-05,4.80492e-05
223,0,0,0
224,1.18554e-05,3.10905e-05,0
225,0,1.24362e-05,0
226,0,1.86543e-05,0
227,5.92768e-06,1.24362e-05,4.80492e-05
228,0,2.48724e-05,0
229,5.92768e-06,1.86543e-05,0
230,5.92768e-06,1.86543e-05,4.80492e-05
231,0,1.24362e-05,0
232,0,0,0
233,0,1.24362e-05,0.000192197
234,0,2.48724e-05,4.80492e-05
235,0,1.24362e-05,0
236,0,1.86543e-05,0
237,0,6.21809e-06,0
238,0,5.59628e-05,0
239,0,1.24362e-05,0
240,5.92768e-06,2.48724e-05,0
241,0,1.24362e-05,0
242,0,2.48724e-05,0
243,5.92768e-06,1.24362e-05,0
244,0,1.24362e-05,0
245,0,3.10905e-05,0
246,0,1.86543e-05,4.80492e-05
247,1.18554e-05,6.21809e-06,0
248,5.92768e-06,1.86543e-05,0
249,0,1.24362e-05,0.000192197
250,0,1.86543e-05,0
251,0,1.24362e-05,0
252,0,1.86543e-05,0
253,0,1.24362e-05,0
254,5.92768e-06,1.86543e-05,0
255,0,0,0
256,0,3.73086e-05,0
257,0,1.86543e-05,0
258,0,1.24362e-05,0
259,0,1.24362e-05,4.80492e-05
260,5.92768e-06,1.24362e-05,0
261,1.18554e-05,1.24362e-05,4.80492e-05
262,0,6.21809e-06,0
263,0,1.24362e-05,4.80492e-05
264,0,1.86543e-05,0
265,0,6.21809e-06,0
266,0,1.86543e-05,0
267,0,0,0
268,0,1.24362e-05,0
269,0,6.21809e-06,0
270,0,4.97447e-05,0
271,0,1.24362e-05,0
272,0,1.86543e-05,0
273,0,6.21809e-06,0
274,0,0,0
275,0,6.21809e-06,0
276,0,6.21809e-06,0
277,0,0,4.80492e-05
278,0,2.48724e-05,0
279,1.18554e-05,1.24362e-05,0
280,0,1.24362e-05,4.80492e-05
281,5.92768e-06,1.24362e-05,0.000192197
282,0,1.86543e-05,4.80492e-05
283,0,1.24362e-05,0
284,0,1.86543e-05,0
285,0,6.21809e-06,0
286,0,6.21809e-06,4.80492e-05
287,5.92768e-06,0,0
288,5.92768e-06,1.86543e-05,0
289,0,6.21809e-06,0
290,0,1.24362e-05,0
291,0,1.86543e-05,4.80492e-05
292,0,1.86543e-05,0
293,5.92768e-06,6.8399e-05,0.000192197
294,5.92768e-06,0.000111926,4.80492e-05
295,5.92768e-06,0.000578283,0
296,0,0.000310905,0
297,0,0.000211415,0
298,0,8.70533e-05,0
299,0,1.86543e-05,0.000432443
300,0,6.21809e-06,0
301,0,1.24362e-05,0
302,0,4.35267e-05,4.80492e-05
303,0,0.000167889,0
304,0,0.000559628,0
305,5.92768e-06,0.000907842,4.80492e-05
306,0,0.000609373,4.80492e-05
307,0,0.000466357,0
308,0,0.000304687,0
309,0,0.00013058,0
310,5.92768e-06,7.46171e-05,0
311,0,6.21809e-06,0
312,0,1.24362e-05,0
313,5.92768e-06,1.86543e-05,0
314,0,8.70533e-05,4.80492e-05
315,0,0.000105708,0
316,0,0.000105708,0
317,0,0.00013058,0
318,0,6.8399e-05,4.80492e-05
319,5.92768e-06,4.35267e-05,0
320,0,1.86543e-05,4.80492e-05
321,0,0,0
322,0,3.10905e-05,0
323,0,0,0
324,0,3.10905e-05,0
325,0,3.10905e-05,0
326,0,1.86543e-05,0
327,5.92768e-06,6.21809e-06,4.80492e-05
328,0,7.46171e-05,0
329,0,0.000136798,0
330,0,4.97447e-05,0.000192197
331,0,1.86543e-05,0.000192197
332,0,0.000118144,0
333,0,0.000105708,0
334,0,6.8399e-05,4.80492e-05
335,0,0.000223851,0
336,0,0.000155452,0
337,0,1.24362e-05,0
338,0,1.86543e-05,0
339,5.92768e-06,1.86543e-05,0
340,0,1.24362e-05,0
341,5.92768e-06,0,0
342,0,2.48724e-05,0
343,0,3.10905e-05,0
344,0,2.48724e-05,0
345,5.92768e-06,6.21809e-06,0
346,0,1.24362e-05,0
347,5.92768e-06,1.24362e-05,0
348,0,2.48724e-05,0
349,0,6.21809e-06,0
350,0,6.21809e-06,0
351,0,1.24362e-05,0.000144148
352,0,5.59628e-05,0
353,0,7.46171e-05,4.80492e-05
354,0,1.24362e-05,0
355,0,1.24362e-05,0
356,0,2.48724e-05,0
357,0,7.46171e-05,0
358,0,0.000217633,0
359,5.92768e-06,0.000192761,0
360,5.92768e-06,0.00016167,0
361,0,1.86543e-05,0
362,0,8.08352e-05,0
363,0,1.86543e-05,0
364,0,0,0
365,0,4.35267e-05,0
366,0,2.48724e-05,0
367,0,1.24362e-05,0
368,0,3.73086e-05,0
369,0,1.86543e-05,0
370,5.92768e-06,6.21809e-06,0
371,0,1.86543e-05,0
372,0,1.86543e-05,0
373,0,0,0
374,5.92768e-06,3.10905e-05,0
375,0,6.21809e-06,0
376,0,6.21809e-06,0
377,5.92768e-06,6.21809e-06,0.000240246
378,0,1.86543e-05,0.000240246
379,5.92768e-06,1.24362e-05,0
380,5.92768e-06,1.86543e-05,0
381,0,1.24362e-05,0
382,0,1.24362e-05,0
383,5.92768e-06,5.59628e-05,0
384,0,1.86543e-05,0
385,5.92768e-06,2.48724e-05,0
386,0,3.10905e-05,0
387,5.92768e-06,1.86543e-05,0.000144148
388,0,3.73086e-05,0
389,0,2.48724e-05,0
390,0,1.86543e-05,0.000144148
391,0,0,0
392,5.92768e-06,3.10905e-05,0
393,0,1.24362e-05,0
394,0,1.24362e-05,0
395,0,2.48724e-05,0
396,5.92768e-06,2.48724e-05,0
397,0,0,0
398,5.92768e-06,6.21809e-06,0
399,0,6.21809e-06,0
400,0,1.24362e-05,0
401,5.92768e-06,6.21809e-06,0
402,5.92768e-06,0,0.000192197
403,5.92768e-06,6.21809e-06,0
404,0,3.10905e-05,0
405,0,1.24362e-05,0
406,0,6.21809e-06,0
407,0,1.24362e-05,0
408,0,6.21809e-05,0
409,5.92768e-06,1.24362e-05,0
410,5.92768e-06,3.10905e-05,4.80492e-05
411,0,0,0
412,0,1.24362e-05,0
413,5.92768e-06,1.86543e-05,0
414,0,6.21809e-06,0
415,5.92768e-06,3.10905e-05,0
416,0,4.35267e-05,0
417,0,1.24362e-05,0
418,0,1.24362e-05,0
419,0,1.86543e-05,0
420,0,1.24362e-05,0
421,0,1.24362e-05,4.80492e-05
422,0,4.35267e-05,0
423,0,6.21809e-06,0
424,5.92768e-06,4.35267e-05,0
425,0,1.86543e-05,0.000240246
426,5.92768e-06,6.21809e-06,0
427,0,1.24362e-05,0
428,5.92768e-06,1.24362e-05,0
429,5.92768e-06,0,0
430,0,1.86543e-05,0
431,0,1.24362e-05,0.000384394
432,0,2.48724e-05,0
433,5.92768e-06,1.24362e-05,0
434,0,4.35267e-05,0
435,0,1.24362e-05,0
436,5.92768e-06,4.35267e-05,0
437,5.92768e-06,1.86543e-05,0.000192197
438,0,1.24362e-05,0
439,0,0,0
440,5.92768e-06,0,4.80492e-05
441,0,1.86543e-05,0
442,0,1.86543e-05,0
443,0,0,0
444,0,3.73086e-05,0
445,0,0,4.80492e-05
446,0,6.21809e-06,0
447,0,1.24362e-05,0
448,1.18554e-05,1.86543e-05,0.000384394
449,0,2.48724e-05,0
450,0,1.24362e-05,0
451,0,1.24362e-05,4.80492e-05
452,5.92768e-06,1.24362e-05,0
453,0,6.21809e-06,0
454,0,1.24362e-05,0
455,5.92768e-06,6.21809e-06,4.80492e-05
456,0,6.21809e-06,0
457,0,2.48724e-05,0
458,0,2.48724e-05,0
459,5.92768e-06,3.10905e-05,0
460,5.92768e-06,6.8399e-05,0
461,0,3.73086e-05,0
462,0,2.48724e-05,0
463,5.92768e-06,6.21809e-06,0
464,0,0.000211415,0
465,5.92768e-06,0.000205197,0
466,0,0.000124362,0
467,5.92768e-06,9.32714e-05,0
468,0,9.94895e-05,0
469,0,7.46171e-05,4.80492e-05
470,5.92768e-06,0.000547192,0
471,0,0.000994895,0.000192197
472,0,0.000963804,0
473,0,0.000491229,0.000192197
474,0,0.000155452,0
475,0,3.73086e-05,0
476,1.18554e-05,0.000124362,0
477,0,0.000180325,0
478,0,0.000435267,0
479,0,0.000721299,0
480,5.92768e-06,0.000497447,0
481,5.92768e-06,0.000230069,0
482,0,9.32714e-05,0
483,0,1.24362e-05,0.000192197
484,0,2.48724e-05,0
485,5.92768e-06,0.000149234,0.000192197
486,3.55661e-05,0.000211415,0
487,7.11322e-05,0.000267378,4.80492e-05
488,0.000397155,0.000186543,0
489,0.000320095,1.86543e-05,0
490,0.000112626,3.10905e-05,4.80492e-05
491,0.000213397,2.48724e-05,0
492,0.000527564,0.000279814,0
493,0.00120925,0.000659118,0
494,0.0029757,0.000764825,4.80492e-05
495,0.00443983,0.000404176,4.80492e-05
496,0.00518079,0.000211415,0
497,0.00544161,0.000186543,4.80492e-05
498,0.0040249,3.73086e-05,0
499,0.00262004,0,0
500,0.00165382,6.21809e-06,4.80492e-05
501,0.000403082,1.86543e-05,0.000240246
502,0.000373444,3.10905e-05,4.80492e-05
503,0.000770599,8.70533e-05,0
504,0.000948429,1.86543e-05,4.80492e-05
505,0.00148785,1.86543e-05,0
506,0.00154713,2.48724e-05,4.80492e-05
507,0.000604624,0,0
508,9.48429e-05,1.86543e-05,0
509,0.00158269,6.21809e-06,0.000192197
510,0.00196799,1.86543e-05,0
511,0.00203912,6.21809e-06,0
512,0.00101956,9.32714e-05,0
513,0.00023118,3.73086e-05,0
514,0.00245999,6.21809e-05,0
515,0.00394784,3.10905e-05,0
516,0.00387078,2.48724e-05,0
517,0.00238293,2.48724e-05,0
518,0.00100178,1.24362e-05,0
519,0.00407232,0,0
520,0.00346769,0,0
521,0.00223474,3.73086e-05,0.000192197
522,0.00221695,6.21809e-06,0
523,0.000906935,0,0
524,0.000693539,0.000155452,0
525,0.00283936,1.86543e-05,0
526,0.00481921,1.86543e-05,0
527,0.00613515,3.73086e-05,0
528,0.00457617,6.21809e-06,0
529,0.00280379,2.48724e-05,0
530,0.00191464,0.000192761,4.80492e-05
531,0.000989923,6.21809e-06,0
532,0.000284529,6.21809e-06,0
533,0.00138115,0,0
534,0.00181387,1.86543e-05,4.80492e-05
535,0.000995851,6.21809e-06,0
536,0.000385299,6.21809e-06,0
537,0.000278601,3.73086e-05,0
538,0.00107291,0,4.80492e-05
539,0.00185536,0.000149234,0
540,0.000124481,5.59628e-05,0
541,0.00212804,4.97447e-05,0
542,0.00371666,0.000341995,0
543,0.00627742,0.00026116,0
544,0.00720213,0.000789698,0
545,0.00740368,0.00129958,0.000192197
546,0.00500889,0.00111304,0.000192197
547,0.00451097,0.00101977,4.80492e-05
548,0.00633076,0.000963804,0
549,0.00411381,0.000957586,0
550,0.00369295,0.00133067,4.80492e-05
551,0.0033195,0.00154831,0
552,0.00266153,0.00133067,0
553,0.00205691,0.00102599,0
554,0.000782454,0.00222608,0
555,0.000835803,0.00292872,4.80492e-05
556,0.000652045,0.00276083,0
557,0.000912863,0.0033329,0.000192197
558,0.000681683,0.00361271,0
559,0.00260818,0.00395471,0
560,0.00508595,0.00406663,0
561,0.00582691,0.00369355,0
562,0.00201541,0.00363137,0
563,0.000284529,0.00279814,0
564,0.000420865,0.000957586,0
565,0.000272673,0.00134311,0
566,7.70599e-05,0.00312148,0
567,3.55661e-05,0.00460139,4.80492e-05
568,5.33491e-05,0.00549679,0
569,0.000183758,0.0071135,0
570,0.000361589,0.00606264,0
571,0.000551274,0.00486877,4.80492e-05
572,0.00145821,0.00378682,4.80492e-05
573,0.00229401,0.00136798,0
574,0.00315353,0.00211415,4.80492e-05
575,0.0037463,0.00435888,0
576,0.0033195,0.00498691,0
577,0.00315353,0.00448325,0
578,0.00213397,0.00345726,4.80492e-05
579,0.00100771,0.00134933,0
580,0.000420865,0.000951368,0
581,0.00107291,0.000808352,0
582,0.00158269,0.000540974,0
583,0.00101363,0.000665336,4.80492e-05
584,0.00101956,0.00179703,4.80492e-05
585,0.00101956,0.00128715,0
586,0.00123296,0.00147991,0
587,0.00144635,0.0042967,0.000384394
588,0.0006639,0.00597559,0
589,0.000622407,0.0054284,4.80492e-05
590,0.00136337,0.00409772,0
591,0.00136929,0.00713215,0
592,0.000693539,0.00885457,0
593,0.0044102,0.00843795,0
594,0.00807943,0.00912194,4.80492e-05
595,0.00604624,0.00980593,4.80492e-05
596,0.0033195,0.011976,0
597,0.00233551,0.013201,0
598,0.000729105,0.0129834,0
599,0.000391227,0.013599,4.80492e-05
600,6.52045e-05,0.014513,4.80492e-05
601,0.000444576,0.0150727,4.80492e-05
602,0.00103734,0.0139347,0
603,0.000788382,0.0139534,0
604,0.000586841,0.0160862,0
605,0.000391227,0.0176843,0
606,0.000497925,0.0176718,4.80492e-05
607,0.000598696,0.0189901,0
608,0.000112626,0.0221115,0
609,0,0.0226774,0.000192197
610,5.92768e-06,0.0230256,0
611,0,0.0225468,0
612,0,0.023635,4.80492e-05
613,0,0.0267565,4.80492e-05
614,0,0.0281555,0
615,1.7783e-05,0.0274031,0
616,1.18554e-05,0.0277576,0
617,0,0.0282301,0.000192197
618,5.92768e-06,0.0286157,4.80492e-05
619,0,0.0301204,0
620,3.55661e-05,0.0324398,4.80492e-05
621,8.29876e-05,0.0321662,0
622,3.55661e-05,0.0332357,0
623,1.7783e-05,0.0351571,0
624,4.74215e-05,0.0386455,0
625,4.74215e-05,0.040828,4.80492e-05
626,0.000225252,0.0436697,4.80492e-05
627,0.000468287,0.044279,0
628,0.000148192,0.0454978,0
629,0.000367516,0.044279,4.80492e-05
630,0.00107884,0.0416426,4.80492e-05
631,0.00158862,0.0361706,0
632,0.00213989,0.0306925,0
633,0.00388263,0.028541,0
634,0.00299348,0.0270425,0
635,0.00157084,0.0271233,0
636,0.00213989,0.0256683,0
637,0.00270302,0.0239583,0
638,0.00433906,0.0245428,0
639,0.00531713,0.0250465,0
640,0.00298755,0.0278197,0.000384394
641,0.00155898,0.0287587,0.000192197
642,0.00336692,0.0266259,4.80492e-05
643,0.00474807,0.0232246,0
644,0.00465323,0.0230443,4.80492e-05
645,0.00237107,0.0226712,0
646,0.000343806,0.0164158,4.80492e-05
647,0.000124481,0.0187351,0
648,0.000284529,0.0174418,4.80492e-05
649,0.000569057,0.0127222,0
650,0.00179609,0.0150789,4.80492e-05
651,0.00312389,0.015595,0
652,0.00313574,0.0129399,4.80492e-05
653,0.00168346,0.00838199,0
654,0.000527564,0.00826385,4.80492e-05
655,0.000266746,0.00927118,0
656,0.000100771,0.00894784,0
657,5.92768e-06,0.00705132,0
658,0,0.00579526,0
659,0,0.00702023,4.80492e-05
660,5.92768e-06,0.010521,0
661,0,0.0101666,9.60984e-05
662,7.11322e-05,0.00705754,4.80492e-05
663,1.7783e-05,0.00713837,0
664,0,0.00818923,0
665,0,0.00871155,0.000192197
666,2.96384e-05,0.0100111,4.80492e-05
667,5.92768e-06,0.00921521,0
668,0.00015412,0.00781614,0
669,6.52045e-05,0.0060813,0
670,5.92768e-06,0.00905976,4.80492e-05
671,0.000106698,0.0107013,0
672,3.55661e-05,0.0105459,4.80492e-05
673,4.14938e-05,0.00820167,0
674,3.55661e-05,0.00628027,4.80492e-05
675,1.18554e-05,0.0102661,0
676,2.37107e-05,0.0102039,0
677,1.18554e-05,0.0104961,4.80492e-05
678,2.37107e-05,0.00984946,0
679,5.92768e-06,0.00802756,0
680,1.18554e-05,0.00480659,0
681,4.14938e-05,0.0059445,0
682,7.11322e-05,0.00771044,0
683,1.7783e-05,0.00706997,0.000432443
684,0,0.00383035,0
685,0,0.00372464,0
686,5.92768e-06,0.00460761,0
687,0,0.00351322,0.000288295
688,0,0.00331424,4.80492e-05
689,0,0.00631136,0.000192197
690,0,0.00696426,9.60984e-05
691,0,0.00691452,0
692,0,0.00693939,0
693,0,0.00562737,0
694,0,0.00389253,0
695,5.92768e-06,0.006529,0
696,0,0.00765447,0
697,0,0.00702023,4.80492e-05
698,5.92768e-06,0.0057393,0
699,0,0.00598181,4.80492e-05
700,0,0.00805243,0.000192197
701,0,0.00877373,4.80492e-05
702,0,0.00866802,0
703,5.92768e-06,0.00678394,4.80492e-05
704,0,0.00519211,0
705,0,0.00709484,0
706,0,0.00832603,4.80492e-05
707,0,0.00894162,0.000192197
708,0,0.00917791,4.80492e-05
709,0,0.0087986,0
710,0,0.00707619,0
711,1.18554e-05,0.00491851,0
712,0,0.00541596,0
713,0,0.00716324,0.000192197
714,0,0.00588853,0
715,0,0.00507396,0
716,0,0.00622431,0
717,0,0.0063238,0
718,0,0.00727517,0
719,0,0.00709484,0.000192197
720,0,0.00647925,0
721,5.92768e-06,0.00527294,0
722,0,0.00529782,0
723,0,0.00536621,4.80492e-05
724,0,0.00582635,9.60984e-05
725,0,0.00374329,0
726,0,0.00480037,9.60984e-05
727,0,0.00533512,0
728,0,0.00699536,0
729,0,0.00806487,0
730,0,0.00805243,4.80492e-05
731,0,0.00743062,0
732,0,0.0069767,9.60984e-05
733,0,0.00733735,0
734,5.92768e-06,0.00908463,4.80492e-05
735,0,0.0102972,0
736,0,0.0104153,0
737,5.92768e-06,0.0105397,4.80492e-05
738,5.92768e-06,0.0100049,9.60984e-05
739,0,0.00877373,0
740,3.55661e-05,0.00691452,0
741,0,0.00567712,0
742,5.92768e-06,0.00551545,0
743,1.7783e-05,0.00684612,0
744,0,0.00622431,0
745,5.92768e-06,0.00293494,0
746,0,0.00394849,0
747,0,0.00443972,0
748,5.92768e-06,0.00500557,0
749,0,0.00469466,4.80492e-05
750,0,0.00284789,0
751,0,0.0017535,0
752,5.92768e-06,0.00235044,0
753,5.92768e-06,0.00289763,0
754,0,0.00317745,0
755,0,0.00305308,0
756,0,0.00172863,0
757,0,0.000721299,0
758,0,0.000572065,0
759,0,0.000590719,0
760,0,0.00154831,0
761,0,0.00148612,0.000240246
762,0,0.00133067,0
763,0,0.00133689,0
764,0,0.0016851,0
765,5.92768e-06,0.00149856,0
766,0,0.000851879,0
767,0,0.00105708,0
768,5.92768e-06,0.000447703,0
769,0,0.000808352,0
770,0,0.000870533,4.80492e-05
771,5.92768e-06,0.00167889,0
772,5.92768e-06,0.000920278,4.80492e-05
773,0,0.00221364,0
774,0,0.00251833,0
775,0,0.000460139,0
776,5.92768e-06,0.000516102,4.80492e-05
777,0.000148192,0.000547192,0
778,5.92768e-06,0.000858097,0
779,1.18554e-05,0.00238153,0
780,5.92768e-06,0.00235666,0
781,1.18554e-05,0.000839443,0
782,0,0.00029225,4.80492e-05
783,1.7783e-05,0.000429048,0
784,0,0.000410394,0.000192197
785,1.18554e-05,0.000254942,0
786,0,0.000845661,4.80492e-05
787,0,0.00188408,0
788,0,0.00276705,4.80492e-05
789,0,0.0060813,0
790,0,0.00800269,0
791,6.52045e-05,0.00780993,0.000384394
792,1.18554e-05,0.00698914,0
793,0.000106698,0.00753633,4.80492e-05
794,5.92768e-06,0.00771044,0
795,0,0.00728139,0
796,6.52045e-05,0.00628649,4.80492e-05
797,1.7783e-05,0.00417856,0
798,2.37107e-05,0.00376195,0
799,5.92768e-06,0.00360649,4.80492e-05
800,4.74215e-05,0.00397958,0
801,0,0.00375573,0
802,2.96384e-05,0.00397336,4.80492e-05
803,1.18554e-05,0.0040542,0
804,1.18554e-05,0.00370598,0
805,5.92768e-05,0.00350079,0
806,0.000148192,0.00512993,0
807,0.000100771,0.00639842,0
808,3.55661e-05,0.00647925,0
809,4.74215e-05,0.00606886,0.000192197
810,1.7783e-05,0.00891053,4.80492e-05
811,5.92768e-06,0.00697048,4.80492e-05
812,5.92768e-06,0.00881726,0
813,5.92768e-06,0.0102847,4.80492e-05
814,5.92768e-06,0.00926496,0
815,1.18554e-05,0.00774774,0.000144148
816,5.92768e-06,0.00966292,4.80492e-05
817,0,0.0172055,0.000240246
818,0,0.019985,0
819,0,0.0197549,0.000144148
820,0,0.0137047,0
821,5.92768e-06,0.0108381,0
822,0,0.0107884,0
823,0,0.0116341,4.80492e-05
824,0,0.0106827,0
825,0,0.0107324,0
826,0,0.0132881,4.80492e-05
827,0,0.0140094,0
828,0,0.00831359,0
829,0,0.00681503,0
830,0,0.00389253,0.000240246
831,0,0.00373707,0
832,0,0.00197114,0.000288295
833,1.7783e-05,0.00170998,9.60984e-05
834,1.7783e-05,0.000951368,0.000336344
835,2.37107e-05,0.00133689,0.000144148
836,4.74215e-05,0.00078348,0.000384394
837,4.14938e-05,0.000503666,9.60984e-05
838,0,0.000702645,0.000144148
839,0,0.000646682,0.000384394
840,2.37107e-05,0.000603155,9.60984e-05
841,0,0.000279814,9.60984e-05
842,0.000130409,0.000466357,4.80492e-05
843,7.11322e-05,0.000236288,0
844,0,0.000211415,0
845,7.70599e-05,0.000143016,4.80492e-05
846,4.74215e-05,8.70533e-05,0
847,5.92768e-06,8.70533e-05,4.80492e-05
848,2.37107e-05,9.94895e-05,0
