frame,mother,patient,therapist
56,0.00270146,6.83751e-06,0.0213997
57,0.00105384,6.83751e-06,0.0173066
58,0.00056169,2.73501e-05,0.0125017
59,0.000283519,2.05125e-05,0.0124127
60,0.000679377,2.73501e-05,0.00738533
61,0.000674027,5.47001e-05,0.0057392
62,0.00108058,0.000170938,0.00516083
63,0.000764968,6.83751e-05,0.00360368
64,0.00111268,0.000211963,0.00400409
65,0.00135875,0.000478626,0.00542777
66,0.00148179,0.000492301,0.00480491
67,0.00227885,0.000690589,0.00342572
68,0.0022949,0.00159314,0.00387062
69,0.00212372,0.00165468,0.00315878
70,0.00204883,0.00155895,0.00449348
71,0.00226281,0.00132648,0.00658451
72,0.00236445,0.000772639,0.00418205
73,0.00245539,0.000676914,0.00280287
74,0.00226281,0.000615376,0.00409307
75,0.00185625,0.000348713,0.0035147
76,0.00207558,0.000314526,0.00533879
77,0.00298498,0.000157263,0.00520532
78,0.00452561,9.57252e-05,0.00427103
79,0.00484658,4.78626e-05,0.00289184
80,0.00360551,5.47001e-05,0.00444899
81,0.00308127,6.15376e-05,0.00502736
82,0.00318826,2.05125e-05,0.00258042
83,0.00408161,4.10251e-05,0.00298082
84,0.00448817,2.05125e-05,0.00347021
85,0.00498566,6.83751e-06,0.00240246
86,0.00505521,0,0.00444899
87,0.00479843,0,0.00373715
88,0.00434908,1.3675e-05,0.00418205
89,0.00398532,6.83751e-06,0.00418205
90,0.00294753,6.83751e-06,0.00471593
91,0.00214512,8.88877e-05,0.00280287
92,0.00172251,8.20502e-05,0.00467144
93,0.00153528,4.78626e-05,0.00404858
94,0.00155133,2.05125e-05,0.0039596
95,0.00164227,6.83751e-06,0.0048494
96,0.00169042,0,0.00431552
97,0.00198464,0,0.00271389
98,0.00288869,6.83751e-06,0.00387062
99,0.00366971,0,0.00391511
100,0.00664399,0,0.00280287
101,0.0103618,0,0.0044045
102,0.0101479,0,0.00436001
103,0.00637116,0,0.00262491
104,0.00431164,0,0.0048494
105,0.00404951,0,0.00431552
106,0.00470214,0,0.00275838
107,0.00364831,6.83751e-06,0.00280287
108,0.00170647,1.3675e-05,0.00338123
109,0.00256237,0,0.00315878
110,0.00433303,0,0.00502736
111,0.00493217,0,0.00342572
112,0.00543502,6.83751e-06,0.00493838
113,0.00594321,4.10251e-05,0.00498287
114,0.00587902,0.00013675,0.00382613
115,0.00203813,0,0.00338123
116,0.00184555,6.83751e-06,0.0044045
117,0.00167972,0,0.00422654
118,0.0018295,6.83751e-06,0.00378164
119,0.00381949,0,0.00471593
120,0.00471819,0,0.00369266
121,0.00531198,6.83751e-06,0.00329225
122,0.00624813,0,0.00369266
123,0.00599136,2.05125e-05,0.00333674
124,0.00482518,2.05125e-05,0.00378164
125,0.00426884,6.83751e-06,0.00476042
126,0.00413511,6.83751e-06,0.00453797
127,0.00523709,0.000129913,0.00280287
128,0.00585762,0.000211963,0.0048494
129,0.00369645,8.88877e-05,0.00449348
130,0.00131596,2.05125e-05,0.00431552
131,0.00192044,1.3675e-05,0.00489389
132,0.00274425,0,0.00355919
133,0.00179741,3.41876e-05,0.00235797
134,0.000470749,0,0.00418205
135,0.000363761,6.83751e-06,0.00378164
136,0.000417255,6.83751e-06,0.00315878
137,0.000631232,4.78626e-05,0.00382613
138,0.00114478,6.83751e-06,0.00298082
139,0.00277635,1.3675e-05,0.00324776
140,0.00569179,2.73501e-05,0.0048494
141,0.00425814,2.73501e-05,0.00471593
142,0.00341293,5.47001e-05,0.00333674
143,0.0019044,0.000184613,0.00338123
144,0.000267471,6.15376e-05,0.0039596
145,0.000331664,2.05125e-05,0.00347021
146,0.000267471,0.000232475,0.00404858
147,5.34942e-05,9.57252e-05,0.00355919
148,8.02414e-05,1.3675e-05,0.00462695
149,0.00123572,0.0001094,0.00542777
150,0.00358411,0.00100511,0.00342572
151,0.00582552,0.00228373,0.00298082
152,0.0102067,0.00302218,0.00418205
153,0.0118864,0.00268714,0.00369266
154,0.011956,0.00214014,0.0026694
155,0.011207,0.00165468,0.00449348
156,0.010089,0.000437601,0.00347021
157,0.00843069,0.000150425,0.00360368
158,0.00731266,0.000410251,0.00342572
159,0.00625883,0.0022427,0.00355919
160,0.00531733,0.00584607,0.00418205
161,0.00469679,0.00944261,0.00547226
162,0.0046754,0.0113503,0.00338123
163,0.00462725,0.0114186,0.00280287
164,0.00583622,0.0112751,0.0035147
165,0.00530128,0.0110357,0.0035147
166,0.0041993,0.00948363,0.00400409
167,0.00477704,0.00567514,0.00378164
168,0.00735011,0.00538112,0.00338123
169,0.00800274,0.00179143,0.00293633
170,0.00526383,0.000608539,0.00493838
171,0.00413511,0.000464951,0.00342572
172,0.00590042,0.00173673,0.00271389
173,0.00689541,0.00185297,0.0048494
174,0.00675632,0.00128545,0.00360368
175,0.00712543,0.00104614,0.00324776
176,0.00824881,0.000724776,0.00391511
177,0.00841999,0.000157263,0.00431552
178,0.00846279,9.57252e-05,0.00418205
179,0.00769247,9.57252e-05,0.00378164
180,0.00705589,0.000102563,0.00360368
181,0.00684726,2.73501e-05,0.00355919
182,0.00675632,2.05125e-05,0.00458246
183,0.0046005,6.83751e-06,0.00422654
184,0.00374995,0.0002188,0.00667349
185,0.00764433,0.000410251,0.00605063
186,0.00921171,4.78626e-05,0.00516083
187,0.00954337,2.05125e-05,0.00458246
188,0.00871421,6.83751e-06,0.00560573
189,0.0069703,1.3675e-05,0.00404858
190,0.00573458,2.73501e-05,0.00391511
191,0.00539222,0.000772639,0.00645104
192,0.00484123,0.00149742,0.00382613
193,0.00457911,0.000970927,0.00387062
194,0.00522639,0.00149058,0.00373715
195,0.00530663,0.000526489,0.00431552
196,0.00487333,0.000389738,0.00489389
197,0.0042207,0.000724776,0.00387062
198,0.00304382,0.000417088,0.00271389
199,0.00267471,0.000300851,0.00262491
200,0.0028245,0.000205125,0.00427103
201,0.00240189,0.000129913,0.0035147
202,0.00232165,8.20502e-05,0.00338123
203,0.00292079,7.52126e-05,0.00462695
204,0.00312406,8.20502e-05,0.0035147
205,0.00353597,0.00019145,0.0030698
206,0.00406021,6.83751e-05,0.00369266
207,0.00449352,0.0001094,0.0039596
208,0.0041458,4.10251e-05,0.00364817
209,0.0041779,8.20502e-05,0.00471593
210,0.00402812,2.05125e-05,0.00471593
211,0.00433303,2.73501e-05,0.00355919
212,0.00431699,8.20502e-05,0.00502736
213,0.00383554,4.78626e-05,0.00413756
214,0.00352527,8.20502e-05,0.00347021
215,0.00326315,2.05125e-05,0.00382613
216,0.00268006,6.83751e-06,0.00382613
217,0.00272286,0,0.00302531
218,0.00226281,6.83751e-06,0.00355919
219,0.00157273,7.52126e-05,0.00342572
220,0.00123037,5.47001e-05,0.00524981
221,0.000764968,0,0.0052943
222,0.000422605,0,0.00387062
223,0.000272821,1.3675e-05,0.00275838
224,0.000155133,0.0001094,0.00422654
225,0,4.78626e-05,0.0039596
226,7.48919e-05,7.52126e-05,0.00329225
227,0,0.000547001,0.0039596
228,5.34942e-05,0.000492301,0.00329225
229,0.000101639,0.000512813,0.00315878
230,0.00027817,0.000437601,0.00355919
231,0.000213977,0.000184613,0.00436001
232,0.000149784,0.000458113,0.0039596
233,0.000674027,0.00107349,0.0044045
234,1.06988e-05,0.000499138,0.0030698
235,1.60483e-05,0.000232475,0.00315878
236,5.34942e-06,0.000471788,0.00422654
237,0,5.47001e-05,0.00524981
238,4.27954e-05,0.000177775,0.00404858
239,0.00056169,0.000314526,0.00498287
240,0.000176531,0.000143588,0.00418205
241,0.00092545,0.000252988,0.00329225
242,0.001883,0.000170938,0.00373715
243,0.0027603,6.83751e-05,0.0035147
244,0.00411371,0.000369226,0.00347021
245,0.00814717,0.000389738,0.00493838
246,0.0109182,0.00024615,0.0039596
247,0.00748384,0.00024615,0.00324776
248,0.010533,0.000102563,0.00547226
249,0.0116885,0.000321363,0.00413756
250,0.0132719,0.000335038,0.00324776
251,0.0124,0.000417088,0.00391511
252,0.0112338,7.52126e-05,0.00235797
253,0.0107737,8.88877e-05,0.00284736
254,0.00850024,0.000232475,0.00369266
255,0.00738221,0.000540164,0.00347021
256,0.00818997,0.00157263,0.00427103
257,0.00809903,0.00379482,0.00502736
258,0.00781016,0.00557941,0.00404858
259,0.00680982,0.00636572,0.00364817
260,0.00629627,0.00555206,0.00502736
261,0.00564899,0.00442387,0.0035147
262,0.00439188,0.00421191,0.00387062
263,0.00309197,0.00379482,0.00622859
264,0.00276565,0.00309739,0.00391511
265,0.00363226,0.00254355,0.00226899
266,0.00468075,0.00171622,0.00364817
267,0.00486263,0.000923064,0.0030698
268,0.00310267,0.000697426,0.00382613
269,0.00409231,0.000211963,0.00449348
270,0.00536012,2.73501e-05,0.00324776
271,0.00504986,5.47001e-05,0.00289184
272,0.00636047,1.3675e-05,0.00436001
273,0.00814717,6.15376e-05,0.00275838
274,0.00758548,0.000608539,0.00373715
275,0.00749454,0.00110084,0.00418205
276,0.00914752,0.000772639,0.00338123
277,0.00703449,1.3675e-05,0.00298082
278,0.009308,0.000123075,0.00364817
279,0.00737151,0.000533326,0.00413756
280,0.00847884,0.000793152,0.00347021
281,0.007869,4.78626e-05,0.00480491
282,0.0056062,6.83751e-06,0.00369266
283,0.00644606,0,0.0030698
284,0.00531733,4.10251e-05,0.0048494
285,0.00519964,2.73501e-05,0.00373715
286,0.0069489,5.47001e-05,0.00289184
287,0.00431164,0.000581189,0.00387062
288,0.00671888,0.00111451,0.00315878
289,0.00642466,0.00128545,0.0030698
290,0.00428489,0.00104614,0.00302531
291,0.00668678,0.000670076,0.00382613
292,0.00521569,0.000540164,0.00507185
293,0.00469145,0.000307688,0.00507185
294,0.00668678,0.000307688,0.00378164
295,0.00599136,0.000150425,0.00284736
296,0.00685261,0.000252988,0.00471593
297,0.00483053,0.000328201,0.00422654
298,0.00744105,0.0012034,0.00431552
299,0.00696495,0.000505976,0.00489389
300,0.00552596,0.000335038,0.00391511
301,0.00639791,0.000437601,0.00240246
302,0.00547246,0.000492301,0.00467144
303,0.00703449,0.000847852,0.00422654
304,0.00521034,0.00121024,0.0026694
305,0.00541897,0.00130597,0.00284736
306,0.00609299,0.00129229,0.00338123
307,0.00582017,0.00133332,0.00338123
308,0.00449887,0.00195553,0.00498287
309,0.00520499,0.00129913,0.0039596
310,0.00311871,0.00108033,0.0030698
311,0.0051194,0.0010393,0.00524981
312,0.00655304,0.000895714,0.00369266
313,0.0078797,0.000936739,0.00231348
314,0.00909402,0.00144272,0.00404858
315,0.00966106,0.00161365,0.00324776
316,0.00980549,0.00162049,0.00373715
317,0.0102388,0.00217433,0.00382613
318,0.0107202,0.00179827,0.00520532
319,0.0107363,0.000328201,0.00471593
320,0.0108112,0.000649564,0.00974329
321,0.0109075,0.000663239,0.00885349
322,0.00829696,0.000198288,0.0092539
323,0.00450956,0.000205125,0.00916492
324,0.007869,5.47001e-05,0.00787472
325,0.00999272,6.83751e-06,0.0044045
326,0.0104795,1.3675e-05,0.0044045
327,0.0113194,0,0.00507185
328,0.0114906,0,0.00680696
329,0.0116724,0,0.00778574
330,0.011849,0,0.00378164
331,0.00996063,1.3675e-05,0.00311429
332,0.00815787,1.3675e-05,0.00391511
333,0.00814182,4.78626e-05,0.00400409
334,0.00820067,4.10251e-05,0.00373715
335,0.006981,6.83751e-06,0.00449348
336,0.00374995,6.83751e-06,0.00333674
337,0.00374995,0,0.00249144
338,0.00487868,6.83751e-06,0.00418205
339,0.00533338,0,0.00302531
340,0.00571853,6.83751e-06,0.00369266
341,0.00623208,0.000116238,0.00436001
342,0.00840395,1.3675e-05,0.0039596
343,0.0111054,6.83751e-06,0.00404858
344,0.0115013,0,0.00511634
345,0.00859653,1.3675e-05,0.00373715
346,0.00782086,0,0.00453797
347,0.00962361,0.0001094,0.00600614
348,0.0114157,6.83751e-06,0.00409307
349,0.0114531,6.83751e-06,0.00258042
350,0.0111375,3.41876e-05,0.00400409
351,0.0109342,6.83751e-06,0.00369266
352,0.0113408,6.83751e-06,0.00315878
353,0.0125016,0,0.00413756
354,0.0140048,0,0.00409307
355,0.0127049,0,0.00298082
356,0.00434908,6.83751e-06,0.00476042
357,0.00164227,0,0.00329225
358,0.000904053,0,0.00342572
359,0.000855908,0,0.0039596
360,0.000347713,6.83751e-06,0.00378164
361,9.09402e-05,0,0.00311429
362,0.00018723,0,0.00436001
363,1.60483e-05,1.3675e-05,0.00333674
364,4.81448e-05,0.00013675,0.00333674
365,1.06988e-05,0.000403413,0.00498287
366,5.34942e-06,0.000314526,0.00462695
367,3.20965e-05,7.52126e-05,0.00311429
368,0.000123037,0.00019145,0.00431552
369,0.000513545,0.000512813,0.00347021
370,0.00141225,0.000991439,0.00364817
371,0.00102709,0.00132648,0.00378164
372,0.000315616,0.0010393,0.00360368
373,0.000155133,0.000738451,0.00347021
374,6.95425e-05,0.000560676,0.00342572
375,7.48919e-05,0.000376063,0.00391511
376,0.000331664,6.83751e-05,0.00453797
377,0.000802414,0.0001094,0.00431552
378,0.000994993,3.41876e-05,0.00427103
379,0.00083451,3.41876e-05,0.00382613
380,0.000882655,6.83751e-05,0.00467144
381,0.000283519,0,0.00333674
382,0.000208628,2.05125e-05,0.00400409
383,0.000379809,2.73501e-05,0.0052943
384,0.000160483,6.83751e-06,0.00387062
385,0.000144434,6.83751e-06,0.00289184
386,0.000165832,0.000294013,0.00627308
387,0.000123037,0.000471788,0.01526
388,0.000101639,0.000123075,0.0260266
389,0.000139085,0.000252988,0.0349246
390,0.000133736,0.000588026,0.0290074
391,8.02414e-05,0.000369226,0.0302531
392,0.000106988,0.000499138,0.044134
393,0.000117687,0.000177775,0.035503
394,6.95425e-05,0,0.0259821
395,0.000267471,5.47001e-05,0.0229123
396,0.00083986,0.000294013,0.0172176
397,0.00227351,0.00113503,0.0151711
398,0.00301173,0.00225638,0.0189527
399,0.00303312,0.00181194,0.0204209
400,0.00245539,0.00163417,0.0192641
401,0.0019044,0.0012034,0.0190862
402,0.000952198,0.000348713,0.0109445
403,0.000449352,8.88877e-05,0.00640655
404,0.000256772,0.000102563,0.00645104
405,4.27954e-05,8.20502e-05,0.00462695
406,5.34942e-06,4.10251e-05,0.00360368
407,0,0.000157263,0.00609512
408,1.60483e-05,0.00013675,0.00422654
409,1.06988e-05,1.3675e-05,0.00360368
410,0,1.3675e-05,0.00627308
411,5.34942e-06,0,0.00645104
412,1.06988e-05,0,0.00551675
413,5.34942e-06,0,0.0100547
414,0,6.83751e-06,0.0205988
415,0,6.83751e-06,0.0246474
416,6.41931e-05,0.000266663,0.0322552
417,0.000299568,0.000184613,0.0226899
418,0.00121967,8.20502e-05,0.0135694
419,0.00309197,3.41876e-05,0.00720737
420,0.00442932,6.83751e-06,0.0057392
421,0.00504451,3.41876e-05,0.00391511
422,0.00551526,4.10251e-05,0.00809717
423,0.00533873,0.000335038,0.00903145
424,0.00526918,0.000485463,0.0106776
425,0.00504986,0.00138118,0.0113894
426,0.00431164,9.57252e-05,0.00787472
427,0.00401207,0.000157263,0.00502736
428,0.00341828,0.000403413,0.00649553
429,0.00208628,4.10251e-05,0.00831962
430,0.00271216,0.000280338,0.00489389
431,0.00392648,5.47001e-05,0.0052943
432,0.00391043,8.88877e-05,0.00387062
433,0.00328455,0.00024615,0.00333674
434,0.00253563,6.15376e-05,0.00578369
435,0.000748919,0.000184613,0.00591716
436,0.000615184,0.000943577,0.00627308
437,0.00210232,0.000321363,0.0044045
438,0.00255168,0.000143588,0.00467144
439,0.00256772,0.000389738,0.00391511
440,0.0056062,0.000410251,0.00298082
441,0.0102121,4.10251e-05,0.00364817
442,0.0153528,6.83751e-06,0.00338123
443,0.018616,1.3675e-05,0.00387062
444,0.0208842,0,0.00355919
445,0.0211409,6.83751e-06,0.00284736
446,0.0183699,3.41876e-05,0.0048494
447,0.0154331,6.83751e-06,0.0030698
448,0.0125818,6.83751e-06,0.00436001
449,0.00947918,0,0.00382613
450,0.00718428,2.73501e-05,0.00467144
451,0.00643001,0.000287176,0.00329225
452,0.00638186,0.000601701,0.00364817
453,0.00677237,0.00172305,0.00404858
454,0.00688471,0.00482728,0.00516083
455,0.00631767,0.00620162,0.00983227
456,0.00308662,0.00584607,0.00542777
457,0.00664933,0.0059418,0.00347021
458,0.00835045,0.0048478,0.00524981
459,0.00852698,0.0041367,0.00489389
460,0.00866607,0.00313158,0.00404858
461,0.00899773,0.00384952,0.00289184
462,0.00942034,0.00245467,0.00289184
463,0.00937754,0.00203758,0.00320327
464,0.00862327,0.00173673,0.00200205
465,0.00784226,0.0012581,0.00302531
466,0.00747315,0.00119656,0.00293633
467,0.00733406,0.000738451,0.00382613
468,0.00764433,0.000519651,0.00235797
469,0.00815252,0.000328201,0.00231348
470,0.00791715,0.000232475,0.0039596
471,0.007869,0.000129913,0.00355919
472,0.00773527,0.000259826,0.00360368
473,0.00695425,0.000150425,0.00364817
474,0.00607695,2.05125e-05,0.00391511
475,0.00529593,2.05125e-05,0.00213552
476,0.00463795,2.05125e-05,0.00507185
477,0.00407626,4.78626e-05,0.00364817
478,0.00355202,8.20502e-05,0.00275838
479,0.00307592,6.83751e-05,0.00355919
480,0.00251958,0.000116238,0.00271389
481,0.00208628,0.000259826,0.00302531
482,0.00100034,0.000834177,0.0048494
483,0.000176531,0.00172305,0.00449348
484,5.34942e-06,0.00281022,0.00364817
485,2.13977e-05,0.00395892,0.00373715
486,1.60483e-05,0.00293329,0.00467144
487,0.000197929,0.00265979,0.00382613
488,0.000358411,0.00255723,0.00404858
489,0.000476099,0.0020239,0.00382613
490,0.000353062,0.00102563,0.00582818
491,0.0004654,0.000444438,0.00791921
492,0.000123037,0.000492301,0.00538328
493,1.06988e-05,0.000417088,0.0061841
494,5.34942e-06,0.00293329,0.00800819
495,5.34942e-06,0.00157263,0.00676247
496,2.67471e-05,0.000239313,0.0057392
497,0.000470749,0.000198288,0.0039596
498,0.0009308,4.10251e-05,0.00400409
499,0.000337014,0.000116238,0.00320327
500,0.000588437,0.000601701,0.00364817
501,0.00261587,0.000184613,0.00378164
502,0.00391578,0.000184613,0.0039596
503,0.00499636,0.000471788,0.00373715
504,0.00618393,0.00268714,0.00311429
505,0.00714148,0.00399311,0.00329225
506,0.00720567,0.00151109,0.00364817
507,0.00681517,0.000471788,0.00355919
508,0.00680982,0.000588026,0.00347021
509,0.00634442,0.000444438,0.00404858
510,0.00553665,0.000225638,0.00373715
511,0.0041565,5.47001e-05,0.00315878
512,0.00249818,3.41876e-05,0.00413756
513,0.000593786,4.10251e-05,0.00329225
514,0.00175461,0.000170938,0.00373715
515,0.00271751,0.000287176,0.00547226
516,0.00314011,0.000451276,0.00324776
517,0.00330059,0.000300851,0.0026694
518,0.00366971,0.0001641,0.00391511
519,0.00372855,0.00024615,0.00453797
520,0.00446142,0.000205125,0.00369266
521,0.00487868,8.20502e-05,0.0044045
522,0.00560085,9.57252e-05,0.00498287
523,0.00567039,2.73501e-05,0.00226899
524,0.0055741,4.10251e-05,0.00467144
525,0.0050659,0,0.00453797
526,0.00425279,3.41876e-05,0.00235797
527,0.00333804,4.78626e-05,0.0039596
528,0.00228955,4.78626e-05,0.00320327
529,0.00147644,1.3675e-05,0.00347021
530,0.000444002,6.83751e-06,0.00391511
531,5.34942e-05,0,0.00333674
532,2.67471e-05,0,0.00476042
533,2.13977e-05,0,0.0052943
534,0,6.83751e-06,0.00391511
535,1.06988e-05,0,0.00329225
536,3.7446e-05,6.83751e-06,0.00467144
537,1.06988e-05,0,0.00378164
538,1.06988e-05,1.3675e-05,0.0039596
539,5.34942e-06,0,0.00551675
540,2.13977e-05,0,0.0035147
541,3.7446e-05,2.05125e-05,0.00218001
542,1.06988e-05,0,0.00400409
543,5.88437e-05,6.83751e-06,0.00298082
544,8.02414e-05,0,0.00418205
545,0,6.83751e-06,0.00382613
546,2.67471e-05,6.83751e-06,0.0044045
547,1.06988e-05,0,0.00258042
548,3.20965e-05,0,0.00471593
549,1.60483e-05,0,0.00302531
550,5.34942e-06,0,0.0030698
551,0,0,0.0039596
552,1.60483e-05,6.83751e-06,0.0026694
553,5.34942e-05,0,0.00302531
554,3.7446e-05,6.83751e-06,0.00360368
555,1.06988e-05,0,0.00360368
556,5.34942e-06,0,0.00422654
557,0,0,0.00511634
558,0,0,0.0052943
559,5.34942e-06,0,0.00355919
560,0,0,0.00382613
561,0,0,0.00369266
562,5.34942e-06,0,0.00284736
563,0,0,0.00498287
564,5.34942e-06,0,0.00302531
565,0,6.83751e-06,0.00298082
566,0,0,0.00467144
567,0,0.000184613,0.00320327
568,0,4.10251e-05,0.00453797
569,5.34942e-06,0,0.00538328
570,5.34942e-06,6.83751e-06,0.00418205
571,0,6.83751e-06,0.00347021
572,8.55908e-05,0,0.00422654
573,8.02414e-05,0,0.00320327
574,9.09402e-05,0,0.00333674
575,0.000117687,0,0.00627308
576,1.60483e-05,6.83751e-06,0.00315878
577,4.27954e-05,0,0.00280287
578,6.95425e-05,0,0.00413756
579,2.13977e-05,0,0.0039596
580,1.06988e-05,0,0.00355919
581,3.7446e-05,0,0.00453797
582,1.06988e-05,0,0.00342572
583,0,6.83751e-06,0.00320327
584,2.13977e-05,0,0.00271389
585,0,0,0.00320327
586,1.06988e-05,6.83751e-06,0.00275838
587,0,0,0.00431552
588,0,0,0.00320327
589,2.13977e-05,0,0.00302531
590,4.27954e-05,0,0.00373715
591,6.41931e-05,0,0.0039596
592,4.81448e-05,0,0.0039596
593,6.41931e-05,1.3675e-05,0.00471593
594,2.67471e-05,0,0.00347021
595,1.06988e-05,0,0.00338123
596,0,0,0.00378164
597,0,6.83751e-06,0.00333674
598,5.34942e-06,0,0.00320327
599,5.88437e-05,0,0.00449348
600,4.27954e-05,0,0.0035147
601,0.00123572,0,0.00213552
602,0.0028031,6.83751e-06,0.00404858
603,0.00144969,1.3675e-05,0.00453797
604,0.00215582,0,0.00275838
605,0.00288869,0,0.0035147
606,0.00172251,0,0.00338123
607,0.000732871,6.83751e-06,0.00253593
608,0.000497496,5.47001e-05,0.00320327
609,0.000401207,5.47001e-05,0.00262491
610,0.000898703,0,0.00342572
611,0.000529593,6.83751e-06,0.00560573
612,0.000123037,0,0.00284736
613,2.67471e-05,0,0.00249144
614,0.000123037,0,0.00391511
615,0.000160483,0,0.00449348
616,0.000235375,0,0.00355919
617,0.00018723,0,0.00364817
618,0.000128386,0,0.00453797
619,0.000577738,0,0.00324776
620,0.00216117,0,0.00378164
621,0.00307592,0,0.00324776
622,0.00333804,6.15376e-05,0.00360368
623,0.00319361,0.000143588,0.00480491
624,0.00216652,5.47001e-05,0.00311429
625,0.000786365,6.83751e-06,0.00311429
626,0.000240724,6.83751e-06,0.00355919
627,0.000203278,6.83751e-06,0.00364817
628,0.000508195,0,0.0048494
629,0.00273356,6.83751e-06,0.0048494
630,0.004654,6.83751e-06,0.00329225
631,0.0065477,6.83751e-06,0.00444899
632,0.00778341,0,0.00369266
633,0.00801344,0,0.00418205
634,0.00645141,0,0.00320327
635,0.00335409,0,0.00524981
636,0.00346108,0,0.00315878
637,0.0046112,0,0.00369266
638,0.00497496,6.83751e-06,0.00449348
639,0.00503916,0,0.00347021
640,0.00500171,0,0.00427103
641,0.00477704,0,0.00427103
642,0.00439723,0,0.00422654
643,0.00425814,0,0.00324776
644,0.0041672,0,0.00338123
645,0.00351992,0,0.00311429
646,0.00193649,0,0.00400409
647,0.000732871,0,0.00613961
648,0.000690076,0,0.00338123
649,0.00164762,0,0.00240246
650,0.00297428,0,0.0048494
651,0.00537617,0,0.00347021
652,0.00908867,0,0.00427103
653,0.00947383,0,0.00364817
654,0.00567039,0,0.00400409
655,0.00685796,6.83751e-06,0.00173511
656,0.00739825,6.83751e-06,0.00449348
657,0.0074785,0,0.00364817
658,0.00712008,6.83751e-06,0.00293633
659,0.00619998,6.83751e-06,0.00329225
660,0.0050766,0,0.00387062
661,0.00418325,0,0.00289184
662,0.0032792,0,0.00373715
663,0.00236445,0,0.00293633
664,0.000593786,6.15376e-05,0.00409307
665,0.00228955,2.73501e-05,0.00431552
666,0.00474494,2.05125e-05,0.00480491
667,0.00525848,6.83751e-06,0.0035147
668,0.0046433,2.05125e-05,0.00560573
669,0.00413511,6.83751e-06,0.0044045
670,0.00360551,0,0.00302531
671,0.00327385,0,0.00431552
672,0.00457911,6.83751e-06,0.00347021
673,0.00671888,0,0.00280287
674,0.00727522,6.83751e-06,0.0039596
675,0.00535477,6.83751e-06,0.00422654
676,0.00630162,1.3675e-05,0.00391511
677,0.00736616,0,0.00400409
678,0.00709334,6.83751e-06,0.00355919
679,0.00785296,0,0.00289184
680,0.00890144,0,0.0030698
681,0.00890144,0,0.00311429
682,0.00820602,0,0.00422654
683,0.0064621,6.83751e-06,0.00431552
684,0.00386763,4.78626e-05,0.00324776
685,0.00268541,8.20502e-05,0.00244695
686,0.00343433,0.000601701,0.00444899
687,0.00390508,0.000936739,0.00378164
688,0.00325245,0.000970927,0.00409307
689,0.00238049,0.000882039,0.00413756
690,0.00183485,0.000553839,0.00418205
691,0.00144969,0.000382901,0.00262491
692,0.00139085,0.000376063,0.00378164
693,0.00119827,5.47001e-05,0.00342572
694,0.00103779,2.05125e-05,0.00249144
695,0.000989644,6.83751e-06,0.00364817
696,0.000802414,6.83751e-06,0.00373715
697,0.000727522,6.83751e-06,0.00204654
698,0.00121967,0,0.00378164
699,0.00178136,6.83751e-06,0.00329225
700,0.00237514,0,0.00329225
701,0.00249283,0,0.00373715
702,0.00205953,0,0.00382613
703,0.00117152,0,0.00275838
704,0.000454701,0,0.00324776
