frame,patient,mother,therapist
1,0.0646977,1.05936e-05,0.000954459
2,0.0648674,1.05936e-05,0.00104536
3,0.0561097,2.64839e-05,0.00109081
4,0.0390149,5.29678e-06,0.000954459
5,0.0231374,2.11871e-05,0.000818107
6,0.0244581,1.05936e-05,0.000499955
7,0.0343299,1.05936e-05,0.000636306
8,0.0318951,2.11871e-05,0.000545405
9,0.0209388,2.64839e-05,0.00163621
10,0.0173457,1.58903e-05,0.000227252
11,0.011945,2.64839e-05,0.000545405
12,0.0105505,5.29678e-06,0
13,0.0118712,1.05936e-05,0.000636306
14,0.0211232,3.70774e-05,0.000681756
15,0.024554,2.11871e-05,0.000863558
16,0.0118122,1.58903e-05,0.000863558
17,0.00630082,0,0.000727207
18,0.0057032,1.05936e-05,0.000409054
19,0.00411693,1.58903e-05,0
20,0.00258968,1.05936e-05,0.000954459
21,0.00122475,1.58903e-05,0.00109081
22,0.0018445,1.05936e-05,0.000681756
23,0.00109194,5.29678e-06,0.000499955
24,0.00171908,1.05936e-05,0.000136351
25,0.00391772,1.05936e-05,0.000818107
26,0.00664758,1.05936e-05,0.00109081
27,0.00685417,2.11871e-05,0.00122716
28,0.00467765,5.29678e-06,0.000363603
29,0.00343077,5.29678e-06,0.000681756
30,0.00163054,5.29678e-06,0.000318153
31,0.0007378,1.58903e-05,0.000999909
32,0.00389559,1.05936e-05,0.000499955
33,0.00861013,2.11871e-05,0.000954459
34,0.0164161,2.11871e-05,0.000545405
35,0.0194706,2.11871e-05,0.000363603
36,0.0208945,0,0.000227252
37,0.0223037,2.11871e-05,0.000590855
38,0.0225324,1.05936e-05,0.000499955
39,0.0201346,2.11871e-05,0.00104536
40,0.0218832,5.29678e-06,0.000363603
41,0.0228866,2.64839e-05,0.000545405
42,0.0204223,1.58903e-05,0.000272702
43,0.0157668,0.000434336,0.000499955
44,0.0135608,0.0032946,0.00204527
45,0.0107719,0.0050902,0.00118171
46,0.00762148,0.00463468,0.000590855
47,0.00683203,0.00444929,0.000454504
48,0.00582862,0.00404674,0.000499955
49,0.0133837,0.00450756,0.000409054
50,0.0244064,0.00688052,0.000681756
51,0.0260222,0.00830535,0.00109081
52,0.0155528,0.00875028,0.00122716
53,0.00881672,0.00880325,0.000681756
54,0.0096283,0.00826297,0.000499955
55,0.0133542,0.00700764,0.000363603
56,0.0122254,0.00614426,0.000863558
57,0.0118638,0.00515377,0.00131806
58,0.012218,0.00594299,0.000863558
59,0.0105727,0.00655212,0.000454504
60,0.00964305,0.00630846,0.000227252
61,0.0071124,0.00557751,0.000954459
62,0.00707551,0.00376601,0.000545405
63,0.011886,0.00320455,0.00113626
64,0.0171612,0.00452875,0.000181802
65,0.0151102,0.00563048,0.000818107
66,0.0117901,0.0060913,0.000499955
67,0.0103587,0.00593769,0.000272702
68,0.0123803,0.00540271,0.00195437
69,0.0125426,0.00495778,0.00159076
70,0.0141289,0.00515377,4.54504e-05
71,0.0158922,0.00470884,0.000181802
72,0.0128451,0.00494189,0.000636306
73,0.00892001,0.00479358,0.00104536
74,0.00422022,0.00463468,0.000727207
75,0.00231669,0.00400436,0.000499955
76,0.00305449,0.00255834,0.00122716
77,0.00406528,0.00190684,0.000681756
78,0.00384394,0.00188036,0.000363603
79,0.00391772,0.00177972,9.09008e-05
80,0.00354882,0.00169497,0.000409054
81,0.0016453,0.00162611,0.000772657
82,0.00122475,0.00125534,0.000954459
83,0.00101816,0.00124474,0.000772657
84,0.000309876,0.00100639,0
85,0.000376278,0.000815704,0.000818107
86,0.00158627,0.000852781,0.000363603
87,0.00218389,0.000762736,0.00113626
88,0.00245688,0.00064091,0.000545405
89,0.00188877,0.000762736,0.00145441
90,0.00166743,0.000677988,0.000454504
91,0.00282578,0.000677988,9.09008e-05
92,0.00270035,0.000646207,0.00131806
93,0.00130591,0.000540271,0.00213617
94,0.00116572,0.000439633,0.000363603
95,0.0032537,0.000402555,0.000499955
96,0.00209535,0.000370774,4.54504e-05
97,0.000782068,0.000439633,0.000818107
98,0.00153462,0.000349587,0.000545405
99,0.00189615,0.000444929,0.00104536
100,0.00218389,0.000354884,0.000909008
101,0.00256755,0.000206574,0.000363603
102,0.00213962,0.000434336,0.000409054
103,0.00130591,0.000879265,4.54504e-05
104,0.00112883,0.00117059,0.000999909
105,6.6402e-05,0.00115999,0.00159076
106,0.000265608,0.000821001,0.000681756
107,0.00129853,0.00128712,0.000636306
108,0.000494326,0.00107525,9.09008e-05
109,0.000494326,0.00113351,0.00104536
110,0.00352669,0.0014831,0.000727207
111,0.00379229,0.00134538,0.000909008
112,0.00249377,0.00186447,0.000727207
113,0.000619752,0.00259012,0.000590855
114,0.00148298,0.0021399,0.000318153
115,0.00366687,0.0024683,0
116,0.00272986,0.00289734,0.00109081
117,0.000346766,0.00368126,0.00109081
118,0.000494326,0.00535504,0.000999909
119,0.000317254,0.00485185,0.000272702
120,0.00011067,0.00638791,0.000136351
121,0.000686154,0.00905749,0.000727207
122,0.000730422,0.0107207,0.000545405
123,0.000472192,0.0142219,0.000999909
124,0.000346766,0.0179879,0.000545405
125,0.000501704,0.0211712,0.000636306
126,0.000199206,0.0220876,0.000454504
127,0.000118048,0.0220346,0.000545405
128,0.000398412,0.020631,9.09008e-05
129,0.000272986,0.0189678,0.000909008
130,5.9024e-05,0.0179561,0.000363603
131,8.11581e-05,0.0173575,0.000636306
132,2.2134e-05,0.0169974,4.54504e-05
133,4.4268e-05,0.0153342,0.00109081
134,0.00011067,0.0128712,0.00109081
135,0.000103292,0.00987849,0.00195437
136,4.4268e-05,0.00869201,0.00140896
137,0.000199206,0.00776508,0.000545405
138,5.9024e-05,0.00564637,0.000636306
139,3.689e-05,0.00292912,0.000363603
140,0.00011067,0.00183798,0.000454504
141,0.000140182,0.00111232,0.000954459
142,2.9512e-05,0.00156255,0.00109081
143,5.1646e-05,0.00211871,0.00104536
144,1.4756e-05,0.00101168,0
145,2.2134e-05,0.000513788,0.000681756
146,7.378e-06,0.000847485,0.000499955
147,5.9024e-05,0.00118118,0.00131806
148,7.378e-06,0.00161022,0.00127261
149,6.6402e-05,0.00249478,0.000818107
150,2.2134e-05,0.00202337,0.000318153
151,5.1646e-05,0.00282848,9.09008e-05
152,8.85361e-05,0.00478829,0.000818107
153,0.000118048,0.00557221,0.00140896
154,0,0.00589531,0.000318153
155,3.689e-05,0.00614426,0.00109081
156,0.000103292,0.00637732,0.000181802
157,0.000140182,0.00627668,0.000363603
158,0.000169694,0.00498427,0.000409054
159,4.4268e-05,0.00330519,0.00140896
160,0,0.00363889,0.000136351
161,5.1646e-05,0.00457642,0.000681756
162,1.4756e-05,0.00447578,0.000772657
163,5.1646e-05,0.00445989,0.000454504
164,1.4756e-05,0.00398318,0.00145441
165,5.1646e-05,0.00314099,0.00109081
166,1.4756e-05,0.00288674,0.000545405
167,3.689e-05,0.00360711,0.000272702
168,5.1646e-05,0.00425861,9.09008e-05
169,2.2134e-05,0.00297679,0.000545405
170,1.4756e-05,0.00219287,0.000454504
