"","slidedFather","slidedMother","slidedChild"
"1",NA,0.004092772,0.0015636588
"2",NA,0.003672014,0.001737466
"3",NA,0.003186966,0.001743354
"4",NA,0.002748988,0.001449546
"5",NA,0.002697328,0.001649546
"6",NA,0.002695606,0.0015638614
"7",NA,0.0028305,0.0015240654
"8",NA,0.002920908,0.0014282274
"9",NA,0.003062404,0.0014322874
"10",NA,0.002911436,0.0011886318
"11",NA,0.00267379,0.0012674144
"12",NA,0.002299816,0.001118581
"13",NA,0.002137942,0.001030865
"14",NA,0.002441026,0.001001831
"15",NA,0.003468524,0.0010335066
"16",NA,0.005483912,0.0011610186
"17",NA,0.008258442,0.0010982772
"18",NA,0.011581732,0.0011516792
"19",NA,0.01498797,0.0009218302
"20",NA,0.01811926,0.0008247738
"21",NA,0.0202859,0.0005770578
"22",NA,0.02177894,0.0007057886
"23",NA,0.02242414,0.0005977672
"24",NA,0.02240492,0.0006954324
"25",NA,0.0219104,0.0006804068
"26",NA,0.02140212,0.0006207112
"27",NA,0.02071472,0.0005175642
"28",NA,0.02044436,0.000521016
"29",NA,0.02054682,0.0003863964
"30",NA,0.02063838,0.00031390904
"31",NA,0.02111796,0.00033908684
"32",NA,0.0220054,0.00030923924
"33",NA,0.02305644,0.00034172664
"34",NA,0.02431354,0.00050944284
"35",NA,0.02611108,0.0007437582
"36",NA,0.02736246,0.000955536
"37",NA,0.02785182,0.0010564498
"38",NA,0.02709842,0.0009520842
"39",NA,0.0245845,0.000784165
"40",NA,0.020161954,0.00053807296
"41",NA,0.015246888,0.00025807164
"42",NA,0.010729332,9.258908e-05
"43",NA,0.006843774,5.380718e-05
"44",NA,0.004202986,3.512696e-05
"45",NA,0.003293162,3.39087e-05
"46",NA,0.00344872,2.314725e-05
"47",NA,0.00376644,2.1725932e-05
"48",NA,0.004489422,1.1776678e-05
"49",NA,0.005239382,6.09139e-06
"50",NA,0.005717828,1.685283e-05
"51",NA,0.00585301,3.289348e-05
"52",NA,0.005835502,5.5431558e-05
"53",NA,0.005499698,5.8883332e-05
"54",NA,0.005034454,8.263964e-05
"55",NA,0.004466748,7.756348e-05
"56",NA,0.003718224,6.883248e-05
"57",NA,0.002913734,0.00029827508
"58",NA,0.002238398,0.00072650026
"59",NA,0.00209403,0.00124934386
"60",NA,0.00365536,0.00306944888
"61",NA,0.00584899,0.006235944
"62",NA,0.008543724,0.008912302
"63",NA,0.009487702,0.010019308
"64",NA,0.012097482,0.012340942
"65",NA,0.010936818,0.011266422
"66",NA,0.011114178,0.010700742
"67",NA,0.008882392,0.008694232
"68",NA,0.01022475,0.010124286
"69",NA,0.007976892,0.00851778
"70",NA,0.008968514,0.009830064
"71",NA,0.007530596,0.008521232
"72",NA,0.007929254,0.00945687
"73",NA,0.007232958,0.00838499
"74",NA,0.006925568,0.00824103
"75",NA,0.00680933,0.00862317
"76",NA,0.00589147,0.008058498
"77",NA,0.006605552,0.00826845
"78",NA,0.005376572,0.007462154
"79",NA,0.006128542,0.0085779
"80",NA,0.005528402,0.007433326
"81",NA,0.006127968,0.008212616
"82",NA,0.00579934,0.008725516
"83",NA,0.005638614,0.009194958
"84",NA,0.00570807,0.009177898
"85",NA,0.004833548,0.009248354
"86",NA,0.005153852,0.010302968
"87",NA,0.00430545,0.00903656
"88",NA,0.004816042,0.009080622
"89",NA,0.004317504,0.008493004
"90",NA,0.004514106,0.008368334
"91",NA,0.004198394,0.007279812
"92",NA,0.003875506,0.006654836
"93",NA,0.004011836,0.006688744
"94",NA,0.003375246,0.005583158
"95",NA,0.003594522,0.005717778
"96",NA,0.003165154,0.004829248
"97",NA,0.003595096,0.005128944
"98",NA,0.003301196,0.004622546
"99",NA,0.003360894,0.004698892
"100",NA,0.003434656,0.004249144
"101",NA,0.003262162,0.00402823
"102",NA,0.003235184,0.00409889
"103",NA,0.002879004,0.003443052
"104",NA,0.003044322,0.003783762
"105",NA,0.002683836,0.003464776
"106",NA,0.002788596,0.00380163
"107",NA,0.002866374,0.003741326
"108",NA,0.0028592,0.003874118
"109",NA,0.003019066,0.003905184
"110",NA,0.00293612,0.003710666
"111",NA,0.00309742,0.004029042
"112",NA,0.002874414,0.00351635
"113",NA,0.003050924,0.003525284
"114",NA,0.00305035,0.003370158
"115",NA,0.003305504,0.003760008
"116",NA,0.003460202,0.004094018
"117",NA,0.00337008,0.004556558
"118",NA,0.003312392,0.005488134
"119",NA,0.00298319,0.00592915
"120",NA,0.003174052,0.006588846
"121",NA,0.003567544,0.00678174
"122",NA,0.004652444,0.00714438
"123",NA,0.005849566,0.006876358
"124",NA,0.007198804,0.006806306
"125",NA,0.008112646,0.00669199
"126",NA,0.008290592,0.00632062
"127",NA,0.007834532,0.006436966
"128",NA,0.006905764,0.006723464
"129",NA,0.00571553,0.0070924
"130",NA,0.00440963,0.007230878
"131",NA,0.003244942,0.007346816
"132",NA,0.0023201942,0.00695453
"133",NA,0.001627925,0.006088946
"134",NA,0.001329435,0.005344578
"135",NA,0.001079449,0.00482011
"136",NA,0.001183921,0.004550668
"137",NA,0.0017903748,0.004428434
"138",NA,0.003143918,0.00459757
"139",NA,0.004866268,0.004851582
"140",NA,0.00689285,0.004915948
"141",NA,0.008955892,0.005127928
"142",NA,0.010708376,0.005433514
"143",NA,0.01190176,0.005862348
"144",NA,0.0132335,0.005974226
"145",NA,0.01476986,0.006088948
"146",NA,0.0158424,0.006124888
"147",NA,0.0161432,0.0061858
"148",NA,0.01549772,0.006421334
"149",NA,0.013776508,0.006534228
"150",NA,0.01125599,0.006550876
"151",NA,0.009564358,0.006241434
"152",NA,0.009174878,0.005803262
"153",NA,0.009975918,0.004850164
"154",NA,0.01143507,0.004148232
"155",NA,0.013524788,0.003623968
"156",NA,0.0154202,0.003122646
"157",NA,0.01678866,0.002566706
"158",NA,0.0178222,0.002271274
"159",NA,0.01869358,0.001889752
"160",NA,0.01920906,0.0013857914
"161",NA,0.01950154,0.0010751316
"162",NA,0.01976732,0.0009496482
"163",NA,0.01999406,0.0007386824
"164",NA,0.02034938,0.0006231482
"165",NA,0.0208525,0.0005275134
"166",NA,0.02098022,0.00039187868
"167",NA,0.02072736,0.00029401048
"168",NA,0.0208855,0.00024629468
"169",NA,0.02156284,0.00016487328
"170",NA,0.02283114,0.00015187828
"171",NA,0.0249263,0.0001863962
"172",NA,0.02759492,0.0001528936
"173",NA,0.03071386,0.0001488328
"174",NA,0.03403514,0.0002016248
"175",NA,0.0382169,0.000241828
"176",NA,0.0426871,0.000338884
"177",NA,0.04744518,0.0006000022
"178",NA,0.05133962,0.0009815266
"179",NA,0.05449646,0.0013260962
"180",NA,0.05416008,0.0017133054
"181",NA,0.05035518,0.002146808
"182",NA,0.04372436,0.00254559
"183",NA,0.03720032,0.002885286
"184",NA,0.03062606,0.003137874
"185",NA,0.02588694,0.003287112
"186",NA,0.0230464,0.003246504
"187",NA,0.02151462,0.00307757
"188",NA,0.018668054,0.002787214
"189",NA,0.015210138,0.00252163
"190",NA,0.01246258,0.002265792
"191",NA,0.0115186,0.001990258
"192",NA,0.01213654,0.00167777
"193",NA,0.014399906,0.0013874134
"194",NA,0.017417822,0.0011600024
"195",NA,0.02012778,0.000988632
"196",NA,0.0218837,0.0008944186
"197",NA,0.02249992,0.0009240626
"198",NA,0.02206998,0.0010052812
"199",NA,0.02087372,0.0011610182
"200",NA,0.0187306,0.0013857906
"201",NA,0.015607358,0.001659294
"202",NA,0.012489838,0.00192163
"203",NA,0.009560318,0.002151276
"204",NA,0.006992434,0.002253002
"205",NA,0.005131466,0.00229158
"206",NA,0.004143862,0.002211782
"207",NA,0.004282776,0.00197767
"208",NA,0.005602736,0.001678176
"209",NA,0.00718818,0.0014042662
"210",NA,0.00819042,0.0010432506
"211",NA,0.008668006,0.000716144
"212",NA,0.008275662,0.0005559402
"213",NA,0.006909494,0.0005632498
"214",NA,0.005318024,0.0006761436
"215",NA,0.004189498,0.0009208132
"216",NA,0.003391608,0.0012227418
"217",NA,0.002875562,0.0014710676
"218",NA,0.002731768,0.001665382
"219",NA,0.003172042,0.001789038
"220",NA,0.004518698,0.001841018
"221",NA,0.006504528,0.002001832
"222",NA,0.008250704,0.00231899
"223",NA,0.00944467,0.002583762
"224",NA,0.010450066,0.002476958
"225",NA,0.011666424,0.0022054862
"226",NA,0.013431544,0.001815637
"227",NA,0.015783884,0.0013220314
"228",NA,0.01883596,0.000875737
"229",NA,0.02254672,0.0007165496
"230",NA,0.0262635,0.000718783
"231",NA,0.02978168,0.0008083262
"232",NA,0.03334148,0.0008087324
"233",NA,0.03660564,0.0008337068
"234",NA,0.03794512,0.0011009162
"235",NA,0.03662228,0.0014663986
"236",NA,0.03272466,0.0019053846
"237",NA,0.0285894,0.002358178
"238",NA,0.02613232,0.002747418
"239",NA,0.0252624,0.002956758
"240",NA,0.02535798,0.00316143
"241",NA,0.02769454,0.003197572
"242",NA,0.0287097,0.003237166
"243",NA,0.02584848,0.003242242
"244",NA,0.020926814,0.003253816
"245",NA,0.016361338,0.003082038
"246",NA,0.011799302,0.002771174
"247",NA,0.007922358,0.002353508
"248",NA,0.00576949,0.0019033546
"249",NA,0.005175664,0.0013734038
"250",NA,0.005075498,0.000906601
"251",NA,0.004269572,0.0006016262
"252",NA,0.003610884,0.0005185798
"253",NA,0.003421744,0.0006716772
"254",NA,0.00312928,0.00109909
"255",NA,0.002595152,0.0016552328
"256",NA,0.002219454,0.0022229496
"257",NA,0.0021919,0.002691174
"258",NA,0.002697326,0.002943762
"259",NA,0.004505502,0.002941122
"260",NA,0.006821392,0.00279899
"261",NA,0.008799752,0.00258031
"262",NA,0.009288818,0.00232102
"263",NA,0.009368608,0.002054016
"264",NA,0.009035382,0.001793914
"265",NA,0.00801678,0.001695234
"266",NA,0.006771446,0.001798786
