"","video","frame_index","slidedPatient","slidedTherapist"
"1","F1044I1",1,-6.36344409419389,-6.20310037055174
"2","F1044I1",2,-6.7683474056077,-6.07375274722331
"3","F1044I1",3,-6.93204228343006,-6.35816077310275
"4","F1044I1",4,-6.79697649174947,-6.39096693688147
"5","F1044I1",5,-6.98833538183896,-6.4279231892008
"6","F1044I1",6,-7.46872730465184,-6.49197668118874
"7","F1044I1",7,-7.46872730465184,-6.71174830982428
"8","F1044I1",8,-8.24210996866977,-6.42734028394484
"9","F1044I1",9,-8.82357865494882,-6.57203804328929
"10","F1044I1",10,-9.04413721265731,-6.50390188903652
"11","F1044I1",11,-9.08660971609685,-6.42917711566391
"12","F1044I1",12,-9.27287622918882,-6.25167319254074
"13","F1044I1",13,-8.94589645976935,-6.41219369448967
"14","F1044I1",14,-8.94589645976935,-6.33244097056724
"15","F1044I1",15,-9.50592568285995,-6.52526004155628
"16","F1044I1",16,-9.42843839674946,-6.51512941571752
"17","F1044I1",17,-9.45361863680035,-6.66237651669234
"18","F1044I1",18,-9.60748837626099,-6.62504322301286
"19","F1044I1",19,-10.1675175993516,-6.66097103757509
"20","F1044I1",20,-9.93446814568046,-6.53057221515288
"21","F1044I1",21,-10.2593877717326,-6.59397094448256
"22","F1044I1",22,-10.586367541152,-6.47560695281044
"23","F1044I1",23,-10.7594775711108,-6.36183482252771
"24","F1044I1",24,-10.3533180874809,-6.34912769767031
"25","F1044I1",25,-9.94041341332318,-6.45898618024353
"26","F1044I1",26,-9.82116631838093,-6.43961004784214
"27","F1044I1",27,-9.82116631838093,-6.62389486767343
"28","F1044I1",28,-9.71643864885218,-6.59688238197216
"29","F1044I1",29,-9.889548678811,-6.57921993962737
"30","F1044I1",30,-10.3024533529687,-6.52785670168204
"31","F1044I1",31,-10.2619369393079,-6.45194142700258
"32","F1044I1",32,-9.67418849092473,-6.35368293186625
"33","F1044I1",33,-9.05055648010362,-6.46301901375
"34","F1044I1",34,-8.18804128293984,-6.35309599263543
"35","F1044I1",35,-7.53290111380683,-6.40445923058076
"36","F1044I1",36,-7.20248831707503,-6.45174701065002
"37","F1044I1",37,-7.27138316964956,-6.59343973075879
"38","F1044I1",38,-7.64758284052905,-6.48410364887505
"39","F1044I1",39,-8.28612327322184,-6.70388515256283
"40","F1044I1",40,-8.71728867788385,-6.50106551315249
"41","F1044I1",41,-9.5452421064186,-6.60326238533284
"42","F1044I1",42,-9.73711593280778,-6.50846492241507
"43","F1044I1",43,-9.91616591231931,-6.53547740811634
"44","F1044I1",44,-9.96703064683149,-6.40425994724772
"45","F1044I1",45,-9.47761897573958,-6.50293700977078
"46","F1044I1",46,-8.20837482215087,-6.33343208576852
"47","F1044I1",47,-7.34904726632384,-6.21668400880597
"48","F1044I1",48,-6.28741878451518,-6.20272254581778
"49","F1044I1",49,-5.19575821517911,-6.4329358971774
"50","F1044I1",50,-4.62242654579883,-6.34146844654003
"51","F1044I1",51,-4.33523410986993,-6.37453974100574
"52","F1044I1",52,-4.14258138869134,-6.27921317374942
"53","F1044I1",53,-3.98618955128547,-6.35478455057319
"54","F1044I1",54,-3.92592396721871,-6.09193344947433
"55","F1044I1",55,-3.92504114712506,-6.22162264883981
"56","F1044I1",56,-3.92357453493125,-6.26126621110135
"57","F1044I1",57,-3.88686545969068,-6.38360526405895
"58","F1044I1",58,-3.81400601703636,-6.32199535022337
"59","F1044I1",59,-3.6711716947537,-6.33079026863642
"60","F1044I1",60,-3.58332892142512,-6.26049245963889
"61","F1044I1",61,-3.55461016068829,-6.32454595162682
"62","F1044I1",62,-3.59971942284689,-6.26282514142309
"63","F1044I1",63,-3.73523368955289,-6.31798126876599
"64","F1044I1",64,-3.91309639951012,-6.40022165313376
"65","F1044I1",65,-3.89121002889061,-6.53644029029047
"66","F1044I1",66,-3.75653311300025,-6.49560748800738
"67","F1044I1",67,-3.63405762835699,-6.53892150538082
"68","F1044I1",68,-3.49799738874619,-6.70845717634634
"69","F1044I1",69,-3.4049055358799,-6.73760946054979
