"","video","frame_index","slidedFather","slidedMother","slidedPatient","slidedTherapist"
"1","F1044L2",1,-11.3914776535133,-9.46049135607207,NA,-6.26801109990981
"2","F1044L2",2,-11.5667415025106,-9.81884324991769,NA,-6.44547181915872
"3","F1044L2",3,-11.5667415025106,-10.1196587292729,NA,-6.64851853638606
"4","F1044L2",4,-11.7420053515079,-10.6612687694934,NA,-6.5309620876278
"5","F1044L2",5,-11.7420053515079,-10.6612687694934,NA,-6.24822310511407
"6","F1044L2",6,-11.7420053515079,-10.6612687694934,NA,-6.44888309281384
"7","F1044L2",7,-11.7420053515079,-10.4415460009597,NA,-6.38158884037948
"8","F1044L2",8,-11.7420053515079,-10.5801754370717,NA,-6.41645869926963
"9","F1044L2",9,-11.7420053515079,-10.2582878545849,NA,-6.54781485918306
"10","F1044L2",10,-11.7420053515079,-10.585659019824,NA,-6.47406249084099
"11","F1044L2",11,-11.7420053515079,-10.3969172906968,NA,-6.29447469469519
"12","F1044L2",12,-11.5667415025106,-10.4780106231186,NA,-6.46393407188274
"13","F1044L2",13,-11.3914776535133,-10.2582878545849,NA,-6.20669185546941
"14","F1044L2",14,-11.2162138045161,-10.7689171661988,NA,-6.16786045195878
"15","F1044L2",15,-11.2162138045161,-10.4415460009597,NA,-6.42896700669078
"16","F1044L2",16,-11.2162138045161,-10.4415460009597,NA,-6.44435864901537
"17","F1044L2",17,-11.2162138045161,-10.3029163317476,NA,-6.17685755383258
"18","F1044L2",18,-11.3914776535133,-10.7113808294084,NA,-6.31548698994457
"19","F1044L2",19,-11.5667415025106,-10.5226391002813,NA,-6.10173467090805
"20","F1044L2",20,-11.5667415025106,-10.8500102655204,NA,-6.07589177578496
"21","F1044L2",21,-11.5667415025106,-11.0387519946475,NA,-6.24939202574871
"22","F1044L2",22,-11.7420053515079,-11.5047528290987,NA,-6.29717096636001
"23","F1044L2",23,-11.7420053515079,-11.5047528290987,NA,-6.20581966281905
"24","F1044L2",24,-11.7420053515079,-11.6934945582258,NA,-6.58323342864254
"25","F1044L2",25,-11.7420053515079,-11.5047528290987,NA,-6.4328363472683
"26","F1044L2",26,-11.7420053515079,-11.5047528290987,NA,-6.34243886777735
"27","F1044L2",27,-11.7420053515079,-11.3160110999716,NA,-6.49760643798098
"28","F1044L2",28,-11.7420053515079,-11.3160110999716,NA,-6.48784836725179
"29","F1044L2",29,-11.7420053515079,-11.1272693708445,NA,-6.24309296260784
"30","F1044L2",30,-11.7420053515079,-11.1272693708445,NA,-6.47458342733049
"31","F1044L2",31,-11.7420053515079,-10.9385276417174,NA,-6.43610984460077
"32","F1044L2",32,-11.7420053515079,-11.1272693708445,NA,-6.51042256411968
"33","F1044L2",33,-11.7420053515079,-10.9385276417174,NA,-6.78453150442005
"34","F1044L2",34,-11.7420053515079,-10.6166400592305,NA,-6.74227044359108
"35","F1044L2",35,-11.7420053515079,-10.0888285933075,NA,-6.5991460745819
"36","F1044L2",36,-11.7420053515079,-9.64938367784024,NA,-6.823931910266
"37","F1044L2",37,-11.7420053515079,-8.78040216158063,NA,-6.55173665473276
"38","F1044L2",38,-11.7420053515079,-7.98260535226778,NA,-6.31600577024333
"39","F1044L2",39,-11.7420053515079,-7.22305858046257,NA,-6.40191793247092
"40","F1044L2",40,-11.7420053515079,-6.55918486684934,NA,-6.35464101454213
"41","F1044L2",41,-11.7420053515079,-5.94402987060383,NA,-5.99886939621125
"42","F1044L2",42,-11.7420053515079,-5.62892290925222,NA,-6.23459978332619
"43","F1044L2",43,-11.7420053515079,-5.52019981993442,NA,-6.24244363212299
"44","F1044L2",44,-11.7420053515079,-5.85891953347085,NA,-6.44354793536832
"45","F1044L2",45,-11.7420053515079,-6.38416347797204,NA,-6.54688618256329
"46","F1044L2",46,-11.7420053515079,-6.64470500697437,NA,-6.57470901145886
"47","F1044L2",47,-11.7420053515079,-7.07340908664724,NA,-6.43195636753855
"48","F1044L2",48,-11.7420053515079,-7.54048406981065,NA,-6.68654963912394
"49","F1044L2",49,-11.7420053515079,-7.58389691572741,NA,-6.35427019346765
"50","F1044L2",50,-11.7420053515079,-7.41546069678338,NA,-6.30730207929557
"51","F1044L2",51,-11.7420053515079,-7.166531927972,NA,-6.52114176928345
"52","F1044L2",52,-11.7420053515079,-6.73921193686805,NA,-6.47733092827425
"53","F1044L2",53,-11.7420053515079,-6.56975236479061,NA,-6.23090173727338
"54","F1044L2",54,-11.7420053515079,-6.7024114908182,NA,-6.41164422164513
"55","F1044L2",55,-11.7420053515079,-6.76725942445531,NA,-6.35179545122289
"56","F1044L2",56,-11.7420053515079,-7.17463542140751,NA,-6.42437656293577
"57","F1044L2",57,-11.7420053515079,-7.77941605151165,NA,-6.55975439987685
"58","F1044L2",58,-11.7420053515079,-8.16859777052264,NA,-6.45510536060495
"59","F1044L2",59,-11.7420053515079,-8.31935213099792,NA,-6.31647592449296
"60","F1044L2",60,-11.7420053515079,-8.64993673587268,NA,-6.48479008608266
"61","F1044L2",61,-11.7420053515079,-9.06582512190859,NA,-6.1867715819165
"62","F1044L2",62,-11.7420053515079,-8.87693280014042,NA,-6.09116371320842
"63","F1044L2",63,-11.7420053515079,-8.49750911396331,NA,-6.38116557767021
"64","F1044L2",64,-11.7420053515079,-8.77476798618729,NA,-6.37501147201658
"65","F1044L2",65,-11.7420053515079,-9.40295463078165,NA,-6.23638108094296
"66","F1044L2",66,-11.7420053515079,-9.62267739931534,NA,-6.53439958510913
"67","F1044L2",67,-11.7420053515079,-9.70377042093697,NA,-6.51173381394204
"68","F1044L2",68,-11.7420053515079,-10.4916586047749,NA,-6.54610394386027
"69","F1044L2",69,-11.7420053515079,-10.6302880408869,NA,-6.60162988604525
"70","F1044L2",70,-11.7420053515079,-10.4415463117598,NA,-6.66733038112013
"71","F1044L2",71,-11.7420053515079,-10.2218235432261,NA,-6.30485478209171
"72","F1044L2",72,-11.7420053515079,-10.7188048731837,NA,-6.28449821572514
"73","F1044L2",73,-11.7420053515079,-10.7188048731837,NA,-6.1873967673477
"74","F1044L2",74,-11.7420053515079,-10.9075466023108,NA,-6.25309726242258
"75","F1044L2",75,-11.7420053515079,-10.7689171661988,NA,-6.28956157378137
"76","F1044L2",76,-11.7420053515079,-10.9886399347325,NA,-6.40875849479256
"77","F1044L2",77,-11.7420053515079,-10.6667523522457,NA,-6.49147108994608
"78","F1044L2",78,-11.7420053515079,-10.3393811870066,NA,-6.57644749107936
"79","F1044L2",79,-11.7420053515079,-9.87338035255537,NA,-6.53181878081652
"80","F1044L2",80,-11.7420053515079,-10.0120097886674,NA,-6.63398443610254
"81","F1044L2",81,-11.7420053515079,-10.2007515177945,NA,-6.79616959512365
"82","F1044L2",82,-11.7420053515079,-10.3029163317476,NA,-6.7040064111519
"83","F1044L2",83,-11.7420053515079,-10.2218229993259,NA,-6.50492111817133
"84","F1044L2",84,-11.7420053515079,-10.49908210465,NA,-6.6480454871805
"85","F1044L2",85,-11.7420053515079,-10.49908210465,NA,-6.38818908327583
"86","F1044L2",86,-11.7420053515079,-10.3103403755229,NA,-6.35034123217521
"87","F1044L2",87,-11.7420053515079,-10.3914337079446,NA,-6.49842202723518
"88","F1044L2",88,-11.7420053515079,-10.7998982056054,NA,-6.4262193895823
"89","F1044L2",89,-11.7420053515079,-10.5801754370717,NA,-6.26202323576109
"90","F1044L2",90,-11.3470193937699,-10.360452668538,NA,-6.52187963966576
"91","F1044L2",91,-10.8944971960383,-10.221823232426,NA,-6.2645466415468
"92","F1044L2",92,-10.8944971960383,-10.5491943976651,NA,-6.36245567861313
"93","F1044L2",93,-10.719233347041,-10.360452668538,NA,-6.45285197990754
"94","F1044L2",94,-10.719233347041,-10.5801754370717,NA,-6.4337902043903
"95","F1044L2",95,-10.9389554557817,-10.7998982056054,NA,-6.1537725732613
"96","F1044L2",96,-11.3914776535133,-10.9385276417174,NA,-6.19138311364664
"97","F1044L2",97,-11.3914776535133,-10.9385276417174,NA,-5.61040654373278
"98","F1044L2",98,-11.3914776535133,-11.1272693708445,NA,-5.19872911074363
"99","F1044L2",99,-10.6616964526852,-11.1272693708445,NA,-4.89510559576662
"100","F1044L2",100,-10.1821179692052,-11.3160110999716,NA,-4.63574803158746
"101","F1044L2",101,-9.78713201146723,-11.1773816638596,NA,-4.58168983565398
"102","F1044L2",102,-9.78713201146723,-10.8500104986205,NA,-5.06475736850151
"103","F1044L2",103,-9.96239586046451,-10.1482788980011,NA,-5.52466721285403
"104","F1044L2",104,-10.6921770612927,-9.78992700415546,NA,-5.8246867321812
"105","F1044L2",105,-11.3470193937699,-8.78231636258393,NA,-5.94817342020341
"106","F1044L2",106,-11.7420053515079,-8.01877389739255,NA,-5.76421410627599
"107","F1044L2",107,-11.7420053515079,-7.74151502516857,NA,-5.3778156891983
"108","F1044L2",108,-11.7420053515079,-8.25450489666088,NA,-5.0697271977616
"109","F1044L2",109,-11.7420053515079,-8.3931340219728,NA,-4.84184051165243
"110","F1044L2",110,-11.7420053515079,-9.21200293441722,NA,-4.89937703667052
"111","F1044L2",111,-11.5667415025106,-9.75582294187498,NA,-5.16181474376546
"112","F1044L2",112,-11.5667415025106,-9.95198848167725,NA,-5.37967701426422
"113","F1044L2",113,-11.5667415025106,-9.81335904556527,NA,-5.56819890134955
"114","F1044L2",114,-11.5667415025106,-10.2218235432261,NA,-6.088166382053
"115","F1044L2",115,-11.5667415025106,-10.4105652723532,NA,-6.18971497624925
"116","F1044L2",116,-11.7420053515079,-10.7689171661988,NA,-6.22359864480106
"117","F1044L2",117,-11.7420053515079,-10.8500104986205,NA,-6.21543421937032
"118","F1044L2",118,-11.7420053515079,-11.1773816638596,NA,-6.11936046847876
"119","F1044L2",119,-11.7420053515079,-10.9886399347325,NA,-5.6940804434081
"120","F1044L2",120,-11.7420053515079,-10.9886399347325,NA,-5.51517741268535
"121","F1044L2",121,-11.7420053515079,-11.1773816638596,NA,-5.29443209597714
"122","F1044L2",122,-11.7420053515079,-11.3160110999716,NA,-5.15184180984432
"123","F1044L2",123,-11.7420053515079,-11.1272693708445,NA,-5.0633282370369
"124","F1044L2",124,-11.7420053515079,-11.1272693708445,NA,-4.93699591381342
"125","F1044L2",125,-11.7420053515079,-10.7998982056054,NA,-4.87758132251844
"126","F1044L2",126,-11.7420053515079,-10.1141751465207,NA,-4.90024710830229
"127","F1044L2",127,-11.7420053515079,-9.60118527502835,NA,-4.81020659583441
"128","F1044L2",128,-11.7420053515079,-9.21200324521729,NA,-4.95832947554108
"129","F1044L2",129,-11.7420053515079,-9.21200324521729,NA,-5.15943409710645
"130","F1044L2",130,-11.7420053515079,-9.35063268132928,NA,-5.29620312492791
"131","F1044L2",131,-11.7420053515079,-9.5703549059628,NA,-5.42698831346861
"132","F1044L2",132,-11.7420053515079,-9.94471534134312,NA,-5.74887589595543
"133","F1044L2",133,-11.7420053515079,-10.1141746026205,NA,-5.73544757892259
