,Interval,Time_min,video,SSI_fa_ch
0,1,0.0,48,0.179515386661
1,2,0.5,48,0.0637533736863
2,3,1.0,48,0.0198490878694
3,4,1.5,48,0.0109961888986
4,5,2.0,48,2.54434698022e-06
5,6,2.5,48,0.013569540328
6,7,3.0,48,0.0276879818867
7,8,3.5,48,0.00816626462177
8,9,4.0,48,0.00681670143403
9,10,4.5,48,0.000456107736091
10,11,5.0,48,0.0484943177754
11,12,5.5,48,0.0164370463871
12,13,6.0,48,0.00364769025717
13,14,6.5,48,0.00213405185956
14,15,7.0,48,0.000258071942703
15,16,7.5,48,0.0266363017224
16,17,8.0,48,0.0142236154845
17,18,8.5,48,0.000212840778172
18,19,9.0,48,0.020005517277
19,20,9.5,48,0.00564347979254
20,21,10.0,48,0.0269112774587
21,22,10.5,48,0.0198152993853
22,23,11.0,48,0.0494959271167
23,24,11.5,48,0.0114014422895
24,25,12.0,48,0.0119993422113
25,26,12.5,48,0.000584218990992
26,27,13.0,48,0.0182181570681
27,28,13.5,48,0.0128627006816
28,29,14.0,48,0.00444312814826
29,30,14.5,48,0.0153943505319
30,31,15.0,48,0.0540486822223
