,Interval,Time_min,video,SSI_mo_ch
0,1,0.0,RIEM0,0.0736611307448
1,2,0.166666666667,RIEM0,0.14093043337
2,3,0.333333333333,RIEM0,0.0010146546891
3,4,0.5,RIEM0,0.150639500268
4,5,0.666666666667,RIEM0,0.00040981217454
5,6,0.833333333333,RIEM0,0.000207566047292
6,7,1.0,RIEM0,0.123677877891
7,8,1.16666666667,RIEM0,0.0655647649541
8,9,1.33333333333,RIEM0,3.28685221151e-07
9,10,1.5,RIEM0,0.0165069284815
10,11,1.66666666667,RIEM0,0.022664708211
11,12,1.83333333333,RIEM0,0.126236515464
12,13,2.0,RIEM0,0.00335712393331
13,14,2.16666666667,RIEM0,0.00202807966258
14,15,2.33333333333,RIEM0,0.0164494137133
15,16,2.5,RIEM0,0.147651763608
16,17,2.66666666667,RIEM0,0.047891229458
17,18,2.83333333333,RIEM0,0.00107676638969
18,19,3.0,RIEM0,0.0754372598705
19,20,3.16666666667,RIEM0,0.0582378379386
20,21,3.33333333333,RIEM0,0.0399218560555
21,22,3.5,RIEM0,0.00486386415227
22,23,3.66666666667,RIEM0,0.0134765232579
23,24,3.83333333333,RIEM0,0.0109919973129
24,25,4.0,RIEM0,0.0272660544822
25,26,4.16666666667,RIEM0,6.87418826306e-08
26,27,4.33333333333,RIEM0,0.0213930210674
27,28,4.5,RIEM0,0.00978150973394
28,29,4.66666666667,RIEM0,0.0640230043454
29,30,4.83333333333,RIEM0,0.00556172352306
30,31,5.0,RIEM0,0.0158736475356
31,32,5.16666666667,RIEM0,0.000542614784547
32,33,5.33333333333,RIEM0,0.0260382492216
33,34,5.5,RIEM0,0.050089113551
34,35,5.66666666667,RIEM0,0.00211808532276
35,36,5.83333333333,RIEM0,0.116531398226
36,37,6.0,RIEM0,0.15041000848
37,38,6.16666666667,RIEM0,0.00402641800579
38,39,6.33333333333,RIEM0,5.53047386775e-08
39,40,6.5,RIEM0,0.0681024903568
40,41,6.66666666667,RIEM0,0.00449347542105
41,42,6.83333333333,RIEM0,0.0785078346603
42,43,7.0,RIEM0,0.00235538354468
43,44,7.16666666667,RIEM0,0.0260914825098
44,45,7.33333333333,RIEM0,0.00752625056028
45,46,7.5,RIEM0,0.00974135771622
46,47,7.66666666667,RIEM0,0.00735398847154
47,48,7.83333333333,RIEM0,0.111184750883
48,49,8.0,RIEM0,0.0301769125362
49,50,8.16666666667,RIEM0,0.173811552952
50,51,8.33333333333,RIEM0,0.0653088236492
51,52,8.5,RIEM0,0.000163408331481
52,53,8.66666666667,RIEM0,0.0104381988325
53,54,8.83333333333,RIEM0,0.0930405841516
54,55,9.0,RIEM0,0.0489572365656
55,56,9.16666666667,RIEM0,0.00216315022263
56,57,9.33333333333,RIEM0,0.119800060229
57,58,9.5,RIEM0,0.265596945033
58,59,9.66666666667,RIEM0,0.0676547854602
59,60,9.83333333333,RIEM0,3.01798209575e-05
60,61,10.0,RIEM0,0.0226147445797
61,62,10.1666666667,RIEM0,0.0924407625651
62,63,10.3333333333,RIEM0,0.0459060686875
63,64,10.5,RIEM0,0.000436784611005
64,65,10.6666666667,RIEM0,0.0261699532853
65,66,10.8333333333,RIEM0,0.0502833170205
66,67,11.0,RIEM0,0.235792623429
67,68,11.1666666667,RIEM0,0.0334158053728
68,69,11.3333333333,RIEM0,0.173067764969
69,70,11.5,RIEM0,0.0240610790235
70,71,11.6666666667,RIEM0,0.0511489343988
71,72,11.8333333333,RIEM0,0.0343567131007
72,73,12.0,RIEM0,0.0222793090486
73,74,12.1666666667,RIEM0,0.0654611022315
74,75,12.3333333333,RIEM0,0.0199606209978
75,76,12.5,RIEM0,0.143533805792
76,77,12.6666666667,RIEM0,0.151512392524
77,78,12.8333333333,RIEM0,0.000440423127951
78,79,13.0,RIEM0,0.0221971963343
79,80,13.1666666667,RIEM0,0.00021524536554
80,81,13.3333333333,RIEM0,0.00846628473181
81,82,13.5,RIEM0,0.0341389375759
82,83,13.6666666667,RIEM0,0.097668324143
83,84,13.8333333333,RIEM0,0.236947997068
84,85,14.0,RIEM0,0.102504607767
85,86,14.1666666667,RIEM0,0.042699775221
86,87,14.3333333333,RIEM0,0.124178223241
87,88,14.5,RIEM0,0.0359214721194
88,89,14.6666666667,RIEM0,0.00254971269477
89,90,14.8333333333,RIEM0,0.0646822601557
90,91,15.0,RIEM0,0.1766067701
