,Interval,Time_min,video,SSI_mo_pa,SSI_mo_pa_th,SSI_mo_th,SSI_pa_th
0,1,0.0,F1044H.VOB,0.264610112332,0.486712118092,0.542279761401,0.527899386346
1,2,0.166666666667,F1044H.VOB,0.000992380070569,0.002677167124,0.00432785544006,0.00112184776545
2,3,0.333333333333,F1044H.VOB,0.0518873366336,0.0296727927818,2.64726230941e-05,0.0183657746415
3,4,0.5,F1044H.VOB,0.0370955096772,0.0199460941919,0.00997431613137,0.000825511026662
4,5,0.666666666667,F1044H.VOB,0.0051029129563,0.00552322820618,0.00330074957761,0.00504578524555
5,6,0.833333333333,F1044H.VOB,0.0145914534479,0.00844412630999,0.00221300908256,0.0028706331601
6,7,1.0,F1044H.VOB,0.00360648505305,0.00261518855096,0.00239569442264,0.00026732183062
7,8,1.16666666667,F1044H.VOB,0.0159634074971,0.00932762272422,0.00042928657786,0.00597547566101
8,9,1.33333333333,F1044H.VOB,0.00131857733875,0.00595465409971,0.0113774971632,0.00162977183297
9,10,1.5,F1044H.VOB,0.00777291593622,0.00968164669823,0.0148186531397,0.000704500764379
10,11,1.66666666667,F1044H.VOB,0.00268058756893,0.0228747094419,0.00141840991908,0.0496570373463
11,12,1.83333333333,F1044H.VOB,0.000264536299967,0.0270659803899,0.0627167898827,0.0011543269427
12,13,2.0,F1044H.VOB,0.0256115347045,0.0288182534855,0.0175206751056,0.0289852595827
13,14,2.16666666667,F1044H.VOB,0.0223206438935,0.215754627965,0.488922020831,0.00309289291939
14,15,2.33333333333,F1044H.VOB,0.010424076006,0.00773064121884,0.00761510335033,0.000165217656199
15,16,2.5,F1044H.VOB,0.032334044334,0.0385871227309,0.0470440715245,0.0173299796283
16,17,2.66666666667,F1044H.VOB,0.0741866826931,0.0320034605425,0.00171347276545,3.78535111781e-05
17,18,2.83333333333,F1044H.VOB,0.00202859225418,0.00519470742557,0.00364225037783,0.00692582187523
18,19,3.0,F1044H.VOB,0.00117295572867,0.00458295394148,0.000743809372874,0.0088664282153
19,20,3.16666666667,F1044H.VOB,0.0448237131976,0.0286304034361,0.00333278699827,0.0215377708449
20,21,3.33333333333,F1044H.VOB,0.0102708836904,0.00799581593298,0.00173047421797,0.00655676522332
21,22,3.5,F1044H.VOB,0.00339893115092,0.00571661528894,0.00310041067137,0.00739559009371
22,23,3.66666666667,F1044H.VOB,0.000196056754434,0.000227626392,0.000192968313062,0.000149300379131
23,24,3.83333333333,F1044H.VOB,0.0409797369918,0.0212995183279,0.00538833461081,0.00536705181824
24,25,4.0,F1044H.VOB,0.00584497832279,0.0179002100103,0.0169103534332,0.0212755874933
25,26,4.16666666667,F1044H.VOB,0.00151463335439,0.00286396674265,0.00496073185554,0.000393131783018
26,27,4.33333333333,F1044H.VOB,0.00111952773821,0.0192059807894,0.00232804019984,0.0425453729672
27,28,4.5,F1044H.VOB,0.032142889001,0.0302089064625,0.0156797400323,0.0277055181143
28,29,4.66666666667,F1044H.VOB,0.00848733114553,0.00368704816576,4.59146314177e-05,0.000220479520361
29,30,4.83333333333,F1044H.VOB,0.0173973481469,0.00914420633027,0.00109990157897,0.00292613611259
30,31,5.0,F1044H.VOB,0.0139853270708,0.0069124334859,0.00169647967745,0.000595402886045
31,32,5.16666666667,F1044H.VOB,0.00336799430325,0.00898785918848,0.00291974717174,0.0145814596495
32,33,5.33333333333,F1044H.VOB,0.000838012695328,0.00448618666668,0.00102784956121,0.00868936035489
33,34,5.5,F1044H.VOB,0.0188431094701,0.0191612732359,0.00129035922043,0.0261237516708
34,35,5.66666666667,F1044H.VOB,0.00121426129133,0.0371183009938,0.0446092780048,0.0396902346779
35,36,5.83333333333,F1044H.VOB,0.00632465338617,0.0115653818533,0.0113868565584,0.00872949186013
36,37,6.0,F1044H.VOB,0.00492387541241,0.00789792529225,0.000298324315123,0.0136893704627
37,38,6.16666666667,F1044H.VOB,5.75790800313e-05,0.00104149196599,0.00156392673449,0.000843631019823
38,39,6.33333333333,F1044H.VOB,0.10605308998,0.046778844767,0.00289714797336,0.00318520445401
39,40,6.5,F1044H.VOB,0.000715723600624,0.0106827046598,0.0137088948263,0.0112896041824
40,41,6.66666666667,F1044H.VOB,0.00781732243298,0.00398358200257,0.000643864095125,0.000922898811915
41,42,6.83333333333,F1044H.VOB,0.357059348111,0.163833975874,0.00870439510709,0.0299795355073
42,43,7.0,F1044H.VOB,0.000111378599527,0.0315896238968,0.0150923363354,0.0598480727735
43,44,7.16666666667,F1044H.VOB,0.00202785315827,0.0356302827194,0.0064434996265,0.0771564199627
44,45,7.33333333333,F1044H.VOB,0.0132194525201,0.011851765529,5.98592146561e-05,0.0146766258008
45,46,7.5,F1044H.VOB,0.0229578358992,0.0196303368429,0.0109958664339,0.0146896606346
46,47,7.66666666667,F1044H.VOB,0.00117940350704,0.00231655539967,5.47158943442e-06,0.00431400001527
47,48,7.83333333333,F1044H.VOB,0.00549581499334,0.00233809144338,6.26650137491e-05,3.03159475301e-09
48,49,8.0,F1044H.VOB,0.0258609968925,0.030850924533,0.0130958153838,0.0379190013286
49,50,8.16666666667,F1044H.VOB,0.000299503826947,0.00716500811071,0.000350115722141,0.016330574468
50,51,8.33333333333,F1044H.VOB,0.000325438030435,0.00355612110974,0.000316450480524,0.00777673889962
51,52,8.5,F1044H.VOB,0.00296789086401,0.0123942424831,0.00841085971721,0.0187960230358
52,53,8.66666666667,F1044H.VOB,0.124750437491,0.0551572486558,0.00579316449226,3.17083335779e-05
53,54,8.83333333333,F1044H.VOB,0.282404263753,0.12203794411,0.0073286174849,0.000283889439945
54,55,9.0,F1044H.VOB,0.00142099074388,0.00609817651192,0.0008549300685,0.0123539399528
55,56,9.16666666667,F1044H.VOB,0.000567571408003,0.000383245427609,5.25536832616e-05,0.0002944121224
56,57,9.33333333333,F1044H.VOB,0.00119819704729,0.00526381169113,0.00972868464412,0.00174226104662
57,58,9.5,F1044H.VOB,0.000160532108886,0.0012529850407,0.000299804506585,0.00250505829302
58,59,9.66666666667,F1044H.VOB,0.0106096912608,0.00758243259015,0.00210579158765,0.00569136055125
59,60,9.83333333333,F1044H.VOB,0.00272209526513,0.0264458268646,0.0400477802378,0.02147993455
60,61,10.0,F1044H.VOB,0.0169185834439,0.0209416903827,0.0126597805991,0.0175131010945
61,62,10.1666666667,F1044H.VOB,0.00194996008853,0.0147291727538,0.0106299199929,0.0231228211446
62,63,10.3333333333,F1044H.VOB,0.0111856693604,0.0138808620913,0.000191481472678,0.0212527286796
63,64,10.5,F1044H.VOB,0.0133553856008,0.0189439750682,0.00162477036964,0.0308171415798
64,65,10.6666666667,F1044H.VOB,0.0449033742283,0.0252321727239,0.000771608542797,0.0148462599522
