,Interval,Time_min,video,SSI_fa_mo,SSI_fa_mo_th,SSI_fa_th,SSI_mo_th
0,1,0.0,F1044C.VOB,0.000354582685986,0.0142754489735,0.0144750380966,0.018605763987
1,2,0.166666666667,F1044C.VOB,0.00426576319083,0.0053754504157,0.000896082546383,0.00780230043783
2,3,0.333333333333,F1044C.VOB,4.75524233571e-05,0.0260377970757,0.0142198039087,0.0475291556404
3,4,0.5,F1044C.VOB,0.0161298290936,0.0216575422356,0.00511430220063,0.0318507623215
4,5,0.666666666667,F1044C.VOB,0.055322898512,0.0252736907665,0.00430075096141,0.000882975199115
5,6,0.833333333333,F1044C.VOB,0.0158916487813,0.194843818086,0.00775388012442,0.444758864239
6,7,1.0,F1044C.VOB,0.00577781747212,0.010681146897,0.00724095065973,0.0131617812661
7,8,1.16666666667,F1044C.VOB,0.0198753751681,0.0296523036163,0.0153618373549,0.0386733534197
8,9,1.33333333333,F1044C.VOB,0.223292641164,0.109538510947,0.0333839030388,0.0104490234569
9,10,1.5,F1044C.VOB,0.0580434263101,0.042055599218,0.000672836024486,0.041641047075
10,11,1.66666666667,F1044C.VOB,0.00331520358829,0.0102593810064,0.00163668438359,0.0190089928837
11,12,1.83333333333,F1044C.VOB,0.0331196953283,0.019396639319,0.0127594461895,1.72562095158e-06
12,13,2.0,F1044C.VOB,0.0538808332266,0.0535491914799,0.0441135905718,0.0187333755839
13,14,2.16666666667,F1044C.VOB,0.00777821835419,0.0246414635067,0.0274237387579,0.0203944260323
14,15,2.33333333333,F1044C.VOB,0.00063398336178,0.0326011438014,0.0533986123545,0.0218271722733
15,16,2.5,F1044C.VOB,0.181936134091,0.0913468755604,0.0254016099865,0.0176017460075
16,17,2.66666666667,F1044C.VOB,0.020700839172,0.0364047968493,0.065607980234,0.0001729926008
17,18,2.83333333333,F1044C.VOB,0.000687551870565,0.00193670483665,0.00166266711491,0.00219217239765
18,19,3.0,F1044C.VOB,0.109286455664,0.0504078685406,0.00373310738489,0.0084975252942
