,Interval,Time_min,video,SSI_pa_th
117,118,19.5,F1044L.VOB,0.000146954443626
118,119,19.6666666667,F1044L.VOB,0.00669666173538
119,120,19.8333333333,F1044L.VOB,0.0180645420241
120,121,20.0,F1044L.VOB,0.00015752889275
121,122,20.1666666667,F1044L.VOB,0.0360036518105
122,123,20.3333333333,F1044L.VOB,0.00792237560356
123,124,20.5,F1044L.VOB,0.00375192318815
124,125,20.6666666667,F1044L.VOB,0.00742202101807
125,126,20.8333333333,F1044L.VOB,0.000113002482092
126,127,21.0,F1044L.VOB,0.00823123530625
127,128,21.1666666667,F1044L.VOB,0.00767776971516
128,129,21.3333333333,F1044L.VOB,0.0263131353432
129,130,21.5,F1044L.VOB,0.00393765358685
