,Interval,Time_min,video,SSI_fa_mo,SSI_fa_mo_th,SSI_fa_th,SSI_mo_th
0,1,0.0,F1044R1.VOB,0.00120522031168,0.0149963021524,0.0194675174548,0.0141386562742
1,2,0.166666666667,F1044R1.VOB,0.0527559912445,0.0226193911277,0.000175932049146,0.00092935402823
2,3,0.333333333333,F1044R1.VOB,0.00258172921763,0.0100611439616,0.0125917994735,0.00932198723258
3,4,0.5,F1044R1.VOB,0.00196919345766,0.00989746990015,0.00537848560361,0.0166216292003
4,5,0.666666666667,F1044R1.VOB,0.00972397705897,0.0167612350275,0.00244837866393,0.0284937519248
5,6,0.833333333333,F1044R1.VOB,0.000208710817542,0.00178242957661,0.00232303304726,0.00173788047113
6,7,1.0,F1044R1.VOB,0.00175788178032,0.00660615473578,0.000353769519463,0.0136899687812
7,8,1.16666666667,F1044R1.VOB,0.00125873972004,0.0921023176489,0.214949464931,0.00352918906548
8,9,1.33333333333,F1044R1.VOB,0.00399641847622,0.00304442005268,0.00224818323899,0.000881395540602
9,10,1.5,F1044R1.VOB,0.0139870629314,0.0075380549168,0.0019943817505,0.00220546568923
10,11,1.66666666667,F1044R1.VOB,0.00232526621722,0.00958692410128,0.0010370178774,0.0196577650657
11,12,1.83333333333,F1044R1.VOB,0.00788727211498,0.010914794595,0.00742570979461,0.0115074966399
12,13,2.0,F1044R1.VOB,0.00395220214661,0.0084698401323,0.0100693080984,0.0055029012845
13,14,2.16666666667,F1044R1.VOB,0.0761576341895,0.0873345338895,0.113312363028,0.00465906814051
14,15,2.33333333333,F1044R1.VOB,0.016691950023,0.0243842499571,0.034404756815,0.00452604052466
15,16,2.5,F1044R1.VOB,0.0494745486818,0.0223712374063,0.000197982586194,0.00321719897634
16,17,2.66666666667,F1044R1.VOB,0.00162606194863,0.122561852494,0.289569580761,7.81803762284e-06
17,18,2.83333333333,F1044R1.VOB,0.0519100252522,0.0380618067668,0.00402362469371,0.0368953024542
18,19,3.0,F1044R1.VOB,0.0111444040191,0.00768430692431,0.00270053082717,0.00397285229527
19,20,3.16666666667,F1044R1.VOB,0.00837286402964,0.0095410415506,0.0109145012514,0.00404169017804
20,21,3.33333333333,F1044R1.VOB,0.00162161241321,0.00319693345497,0.00153472018191,0.00431418191064
21,22,3.5,F1044R1.VOB,0.00120272511193,0.00469812688265,0.00480155420708,0.00494841684432
22,23,3.66666666667,F1044R1.VOB,0.00109004564158,0.00150066382311,8.94620861306e-05,0.00240494567419
23,24,3.83333333333,F1044R1.VOB,0.00080934201346,0.0139719696666,0.0272256995834,0.00472247203421
24,25,4.0,F1044R1.VOB,0.0030785332655,0.00747084516246,0.00170280609716,0.0126432359286
25,26,4.16666666667,F1044R1.VOB,0.0321818358694,0.0162040992808,0.0021948538733,0.00473362445748
26,27,4.33333333333,F1044R1.VOB,0.0101868422004,0.00668205977217,0.000363622702459,0.00514466392107
27,28,4.5,F1044R1.VOB,0.0159197651365,0.00987256281511,0.000841462917644,0.00701474590145
28,29,4.66666666667,F1044R1.VOB,0.00892635218003,0.0101203055544,0.0105039126307,0.00383531682618
