,Interval,Time_min,video,SSI_mo_th
36,37,6.0,F1044G.VOB,0.0132673219183
37,38,6.16666666667,F1044G.VOB,0.0560196515223
38,39,6.33333333333,F1044G.VOB,0.0384303391264
39,40,6.5,F1044G.VOB,0.129864871892
40,41,6.66666666667,F1044G.VOB,0.0142015018055
41,42,6.83333333333,F1044G.VOB,0.00217590889995
42,43,7.0,F1044G.VOB,0.00681442967909
43,44,7.16666666667,F1044G.VOB,0.00640470882283
44,45,7.33333333333,F1044G.VOB,0.0297622331869
45,46,7.5,F1044G.VOB,0.0210381446729
46,47,7.66666666667,F1044G.VOB,0.00329183535606
47,48,7.83333333333,F1044G.VOB,0.000580876744449
48,49,8.0,F1044G.VOB,0.0239553878053
49,50,8.16666666667,F1044G.VOB,0.0405395597714
50,51,8.33333333333,F1044G.VOB,0.00091091764866
51,52,8.5,F1044G.VOB,0.125582037431
52,53,8.66666666667,F1044G.VOB,0.00229636836506
53,54,8.83333333333,F1044G.VOB,0.0144515177892
54,55,9.0,F1044G.VOB,0.594701465145
55,56,9.16666666667,F1044G.VOB,0.0280708795329
56,57,9.33333333333,F1044G.VOB,0.000889069551198
57,58,9.5,F1044G.VOB,0.0123455810724
58,59,9.66666666667,F1044G.VOB,0.00552721592295
59,60,9.83333333333,F1044G.VOB,0.0137582496546
60,61,10.0,F1044G.VOB,0.0525242746307
61,62,10.1666666667,F1044G.VOB,0.02124026122
62,63,10.3333333333,F1044G.VOB,0.0151522750397
63,64,10.5,F1044G.VOB,0.0469654098832
64,65,10.6666666667,F1044G.VOB,0.0111356159856
65,66,10.8333333333,F1044G.VOB,0.0157407669382
66,67,11.0,F1044G.VOB,0.132785434212
67,68,11.1666666667,F1044G.VOB,0.248948691482
68,69,11.3333333333,F1044G.VOB,0.0188684034871
69,70,11.5,F1044G.VOB,0.0072075282461
70,71,11.6666666667,F1044G.VOB,0.00975994194057
71,72,11.8333333333,F1044G.VOB,0.0152634258158
72,73,12.0,F1044G.VOB,0.0328897324631
73,74,12.1666666667,F1044G.VOB,0.0598038833609
74,75,12.3333333333,F1044G.VOB,0.0246882326031
75,76,12.5,F1044G.VOB,0.142405778209
76,77,12.6666666667,F1044G.VOB,0.0276461921061
77,78,12.8333333333,F1044G.VOB,0.0109451205188
78,79,13.0,F1044G.VOB,0.0062917239138
79,80,13.1666666667,F1044G.VOB,0.000175669383176
80,81,13.3333333333,F1044G.VOB,0.00369455952424
81,82,13.5,F1044G.VOB,0.000348639440972
82,83,13.6666666667,F1044G.VOB,0.0183952768883
83,84,13.8333333333,F1044G.VOB,0.00745395896835
84,85,14.0,F1044G.VOB,0.000961013988491
85,86,14.1666666667,F1044G.VOB,0.028680004369
86,87,14.3333333333,F1044G.VOB,0.00202831867427
87,88,14.5,F1044G.VOB,0.00359395480715
88,89,14.6666666667,F1044G.VOB,0.0518490250555
89,90,14.8333333333,F1044G.VOB,0.0628798918234
90,91,15.0,F1044G.VOB,0.00638410763747
91,92,15.1666666667,F1044G.VOB,0.00289264689573
92,93,15.3333333333,F1044G.VOB,0.0118636131603
93,94,15.5,F1044G.VOB,0.00506413041793
94,95,15.6666666667,F1044G.VOB,0.00804829135018
95,96,15.8333333333,F1044G.VOB,0.225283957373
96,97,16.0,F1044G.VOB,0.0206262133037
97,98,16.1666666667,F1044G.VOB,0.0164801198457
98,99,16.3333333333,F1044G.VOB,0.038251458948
99,100,16.5,F1044G.VOB,0.000521670815642
100,101,16.6666666667,F1044G.VOB,0.00557891604988
101,102,16.8333333333,F1044G.VOB,0.0218265830552
102,103,17.0,F1044G.VOB,0.00528477553985
103,104,17.1666666667,F1044G.VOB,9.10467901027e-06
104,105,17.3333333333,F1044G.VOB,0.00320438955854
105,106,17.5,F1044G.VOB,0.109447744682
106,107,17.6666666667,F1044G.VOB,0.000280505762976
107,108,17.8333333333,F1044G.VOB,0.0120564710724
108,109,18.0,F1044G.VOB,0.0322416457958
109,110,18.1666666667,F1044G.VOB,0.00860235622752
110,111,18.3333333333,F1044G.VOB,0.00176600364495
111,112,18.5,F1044G.VOB,0.0211507714257
112,113,18.6666666667,F1044G.VOB,0.00233631849327
113,114,18.8333333333,F1044G.VOB,0.0244976817013
114,115,19.0,F1044G.VOB,0.0458229191096
115,116,19.1666666667,F1044G.VOB,0.012297329618
116,117,19.3333333333,F1044G.VOB,0.00903047371856
117,118,19.5,F1044G.VOB,0.0557343181593
118,119,19.6666666667,F1044G.VOB,0.0117109546475
119,120,19.8333333333,F1044G.VOB,0.0216786083065
120,121,20.0,F1044G.VOB,0.00280746765603
121,122,20.1666666667,F1044G.VOB,0.00118713814331
122,123,20.3333333333,F1044G.VOB,0.00274990374827
123,124,20.5,F1044G.VOB,0.00674903494994
124,125,20.6666666667,F1044G.VOB,0.00648568207852
125,126,20.8333333333,F1044G.VOB,0.0239243929374
126,127,21.0,F1044G.VOB,0.0032354816808
127,128,21.1666666667,F1044G.VOB,0.0356727782177
128,129,21.3333333333,F1044G.VOB,0.00426355943376
129,130,21.5,F1044G.VOB,0.0150158667261
