,Interval,Time_min,video,SSI_mo_th
0,1,0.0,F1044G.VOB,0.010458674591
1,2,0.166666666667,F1044G.VOB,0.00552825118995
2,3,0.333333333333,F1044G.VOB,0.00540682843289
3,4,0.5,F1044G.VOB,0.00262947530524
4,5,0.666666666667,F1044G.VOB,3.98355305403e-05
5,6,0.833333333333,F1044G.VOB,8.938239761e-05
6,7,1.0,F1044G.VOB,0.00249770273792
7,8,1.16666666667,F1044G.VOB,0.00956997755596
8,9,1.33333333333,F1044G.VOB,0.000109313299361
9,10,1.5,F1044G.VOB,0.0141335043615
10,11,1.66666666667,F1044G.VOB,8.45146953588e-06
11,12,1.83333333333,F1044G.VOB,0.0287661795469
12,13,2.0,F1044G.VOB,0.0103541711104
13,14,2.16666666667,F1044G.VOB,0.0296915421995
14,15,2.33333333333,F1044G.VOB,0.00196832491361
15,16,2.5,F1044G.VOB,0.0167652163979
16,17,2.66666666667,F1044G.VOB,0.00652982662032
17,18,2.83333333333,F1044G.VOB,0.00161485369213
18,19,3.0,F1044G.VOB,0.0336613852918
19,20,3.16666666667,F1044G.VOB,0.058134376864
20,21,3.33333333333,F1044G.VOB,0.000400415320723
21,22,3.5,F1044G.VOB,0.00370341429197
22,23,3.66666666667,F1044G.VOB,0.0225714308315
23,24,3.83333333333,F1044G.VOB,6.23333694735e-05
24,25,4.0,F1044G.VOB,0.0363547580213
25,26,4.16666666667,F1044G.VOB,2.77558453182e-05
26,27,4.33333333333,F1044G.VOB,8.03545662409e-06
27,28,4.5,F1044G.VOB,0.137363375824
28,29,4.66666666667,F1044G.VOB,0.00426455625738
29,30,4.83333333333,F1044G.VOB,0.00200635549175
30,31,5.0,F1044G.VOB,0.0169187198696
31,32,5.16666666667,F1044G.VOB,0.00156804498099
32,33,5.33333333333,F1044G.VOB,0.0131940463481
33,34,5.5,F1044G.VOB,0.191398973167
34,35,5.66666666667,F1044G.VOB,0.00555705364735
35,36,5.83333333333,F1044G.VOB,0.017056198381
36,37,6.0,F1044G.VOB,0.0339880508305
37,38,6.16666666667,F1044G.VOB,0.0339738367204
38,39,6.33333333333,F1044G.VOB,0.0112839410721
39,40,6.5,F1044G.VOB,0.00425073217761
40,41,6.66666666667,F1044G.VOB,0.00745207145319
41,42,6.83333333333,F1044G.VOB,9.49992176215e-05
42,43,7.0,F1044G.VOB,0.0224673179999
43,44,7.16666666667,F1044G.VOB,0.000581386724939
44,45,7.33333333333,F1044G.VOB,0.051791212873
45,46,7.5,F1044G.VOB,0.0116011313977
46,47,7.66666666667,F1044G.VOB,0.00345979573436
47,48,7.83333333333,F1044G.VOB,0.00592983478868
48,49,8.0,F1044G.VOB,0.00379913886995
49,50,8.16666666667,F1044G.VOB,0.00571114758345
50,51,8.33333333333,F1044G.VOB,0.00594684096784
51,52,8.5,F1044G.VOB,0.0180783431208
52,53,8.66666666667,F1044G.VOB,0.0397163154532
53,54,8.83333333333,F1044G.VOB,0.00636917503733
54,55,9.0,F1044G.VOB,0.0288749799296
55,56,9.16666666667,F1044G.VOB,0.00326593152489
56,57,9.33333333333,F1044G.VOB,0.00771213625397
57,58,9.5,F1044G.VOB,0.00141251770068
58,59,9.66666666667,F1044G.VOB,0.131879393262
59,60,9.83333333333,F1044G.VOB,0.00130342541494
60,61,10.0,F1044G.VOB,2.70956724019e-05
61,62,10.1666666667,F1044G.VOB,0.00847234242606
62,63,10.3333333333,F1044G.VOB,0.00593365758796
63,64,10.5,F1044G.VOB,0.0172103451839
64,65,10.6666666667,F1044G.VOB,0.00152772860156
