,Interval,Time_min,video,SSI_mo_pa,SSI_mo_pa_th,SSI_mo_th,SSI_pa_th
0,1,0.0,F1069B1,0.054840868361,0.0251283637396,0.00457402072265,0.000695919198041
1,2,0.166666666667,F1069B1,0.0145187226058,0.0184668376225,0.0183988495492,0.0129008777424
2,3,0.333333333333,F1069B1,0.0175209791088,0.0157067479681,0.0160815154731,0.00494873113084
3,4,0.5,F1069B1,0.135148353639,0.0596337243797,0.00258936186743,0.00523413221063
4,5,0.666666666667,F1069B1,0.0241623222471,0.0644341281329,0.127471937164,0.0044105761029
5,6,0.833333333333,F1069B1,0.00889576760036,0.0137993317025,0.00200457467117,0.0225435375869
6,7,1.0,F1069B1,0.0131002040407,0.00905094182965,0.000232478513301,0.00794888427833
7,8,1.16666666667,F1069B1,0.0338819494327,0.0245237086139,0.00394759851829,0.02210510353
8,9,1.33333333333,F1069B1,0.117282861894,0.0681650888493,0.00193237385152,0.0441436936413
9,10,1.5,F1069B1,0.0479172512706,0.0301071346103,7.63765291788e-05,0.0233997652144
10,11,1.66666666667,F1069B1,0.025351747735,0.0143123159247,0.00238396011862,0.00549825456601
11,12,1.83333333333,F1069B1,0.000862950032041,0.00314887466639,0.00329202259353,0.00321085026859
12,13,2.0,F1069B1,0.00652398687564,0.00916890867637,0.00581025545404,0.00871109401008
13,14,2.16666666667,F1069B1,0.0122548529528,0.0295390192093,0.0525864362046,0.00320978485069
14,15,2.33333333333,F1069B1,0.000406838662046,0.0162696117591,0.00180181258665,0.0366301716233
15,16,2.5,F1069B1,0.00121852877508,0.00116590025371,0.00102333358445,0.000560005183647
16,17,2.66666666667,F1069B1,0.00624869146128,0.00620590128867,0.0059826827501,0.00287853084279
17,18,2.83333333333,F1069B1,0.0277744402109,0.0257374405877,0.0294626533753,0.00196015628095
18,19,3.0,F1069B1,0.0530382291943,0.0244189795044,0.00298754647203,0.00267456865661
19,20,3.16666666667,F1069B1,0.00336696772386,0.00842463401651,0.0001037374264,0.0166220063397
20,21,3.33333333333,F1069B1,0.00146295385841,0.00575931224401,9.03952352826e-06,0.0121970032558
21,22,3.5,F1069B1,0.0336856622337,0.0181880376064,0.00950623468838,5.20409073573e-05
22,23,3.66666666667,F1069B1,0.0225973714981,0.0123542249183,0.00287714177976,0.00445780173971
23,24,3.83333333333,F1069B1,0.00359224017841,0.0264911723622,0.0155548141504,0.0415632850789
24,25,4.0,F1069B1,0.0658689994996,0.0279008772826,2.29891507086e-06,0.000457088648323
25,26,4.16666666667,F1069B1,0.153823720187,0.0693087431346,0.000631021276294,0.00842626371585
26,27,4.33333333333,F1069B1,0.0747688794082,0.0325955560715,0.000505246403914,0.00248889529278
