,Interval,Time_min,video,SSI_mo_th
0,1,0.0,F1044I2,0.00805189377709
1,2,0.166666666667,F1044I2,0.00233456028002
2,3,0.333333333333,F1044I2,0.00254703385557
3,4,0.5,F1044I2,0.0340962637677
4,5,0.666666666667,F1044I2,0.0209866486529
5,6,0.833333333333,F1044I2,0.0160684096254
6,7,1.0,F1044I2,4.7068727258e-06
7,8,1.16666666667,F1044I2,0.0828721341725
8,9,1.33333333333,F1044I2,0.0280357785179
9,10,1.5,F1044I2,0.00911167792744
10,11,1.66666666667,F1044I2,0.00215129097535
11,12,1.83333333333,F1044I2,9.36256530094e-05
12,13,2.0,F1044I2,0.00612422043619
13,14,2.16666666667,F1044I2,0.00841228233849
14,15,2.33333333333,F1044I2,0.00116242241006
15,16,2.5,F1044I2,1.52523526087e-06
16,17,2.66666666667,F1044I2,0.00163044677759
17,18,2.83333333333,F1044I2,0.0505096641887
18,19,3.0,F1044I2,0.0183405394656
19,20,3.16666666667,F1044I2,0.00389084768984
20,21,3.33333333333,F1044I2,1.52916147537e-05
21,22,3.5,F1044I2,0.0822553405106
22,23,3.66666666667,F1044I2,0.427614320551
23,24,3.83333333333,F1044I2,0.013146214548
24,25,4.0,F1044I2,0.00133138930552
25,26,4.16666666667,F1044I2,0.00604253617721
26,27,4.33333333333,F1044I2,0.00654273536769
27,28,4.5,F1044I2,0.0103998297532
28,29,4.66666666667,F1044I2,0.00165304751163
29,30,4.83333333333,F1044I2,0.0109722857768
