,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044L1,0.00276370568527
1,2,0.166666666667,F1044L1,0.000621036163918
2,3,0.333333333333,F1044L1,0.000360435385182
3,4,0.5,F1044L1,0.000412045126711
4,5,0.666666666667,F1044L1,0.00801518089455
5,6,0.833333333333,F1044L1,0.0356322954691
6,7,1.0,F1044L1,0.0355967946292
7,8,1.16666666667,F1044L1,0.005854615104
8,9,1.33333333333,F1044L1,0.0199356662455
9,10,1.5,F1044L1,0.0151675653217
10,11,1.66666666667,F1044L1,0.000687977636395
11,12,1.83333333333,F1044L1,0.0364185611727
12,13,2.0,F1044L1,0.000482130264141
13,14,2.16666666667,F1044L1,0.00416445226867
14,15,2.33333333333,F1044L1,0.0035334341115
15,16,2.5,F1044L1,0.04078465473
16,17,2.66666666667,F1044L1,9.79210521579e-06
17,18,2.83333333333,F1044L1,0.000406065034886
18,19,3.0,F1044L1,0.060312890615
19,20,3.16666666667,F1044L1,0.0163292020764
20,21,3.33333333333,F1044L1,0.00647553613764
21,22,3.5,F1044L1,0.0125795453244
22,23,3.66666666667,F1044L1,1.18302936499e-05
