,Interval,Time_min,video,SSI_fa_mo,SSI_fa_mo_th,SSI_fa_th,SSI_mo_th
0,1,0.0,F1044L2,0.00432631674875,0.0142176516814,0.024436142456,0.00585474317329
1,2,0.166666666667,F1044L2,0.00573207348834,0.0119706082451,0.00388298477468,0.0195350207824
2,3,0.333333333333,F1044L2,0.00108266579988,0.00200054496987,0.00354423588385,0.000103726239811
3,4,0.5,F1044L2,1.1228878512e-05,0.00153166088269,0.00297815770449,0.00064565907116
4,5,0.666666666667,F1044L2,0.0600720112181,0.0337290564137,0.0122033658259,0.00501463361014
5,6,0.833333333333,F1044L2,0.00219970285116,0.00267768785474,0.00186086086092,0.00218764101661
6,7,1.0,F1044L2,0.000576178916774,0.00930651220991,0.0074371592075,0.0143522813574
7,8,1.16666666667,F1044L2,0.00634192841061,0.040280341106,0.0019656549264,0.0883992961654
8,9,1.33333333333,F1044L2,0.00458759609056,0.018948296932,0.0343304170864,0.00490283629245
9,10,1.5,F1044L2,0.0105567933582,0.019155720226,0.000295769291829,0.0341170139576
10,11,1.66666666667,F1044L2,0.000694005384284,0.0560708525268,0.0289358049516,0.100359679495
11,12,1.83333333333,F1044L2,0.0140569421542,0.0091622268355,0.00429784139868,0.00287770432096
12,13,2.0,F1044L2,0.197733699056,0.0862418833507,0.000465266320545,0.00712537181041
13,14,2.16666666667,F1044L2,0.000541296906657,0.00319648618279,0.00624644861359,0.000748307507684
14,15,2.33333333333,F1044L2,0.000490049263779,0.0818665213641,0.00290595835559,0.191589457214
15,16,2.5,F1044L2,0.00551380645298,0.00749467215725,0.00360812116834,0.00915567683207
16,17,2.66666666667,F1044L2,0.0229748837263,0.0100660734989,0.000384765596116,0.000651184143589
17,18,2.83333333333,F1044L2,0.00057583052716,0.00715320895327,0.00276592227153,0.0138187063929
18,19,3.0,F1044L2,0.00036267503043,0.0086607337683,0.0092590202249,0.0106932072049
19,20,3.16666666667,F1044L2,0.00207722212269,0.00265200802628,0.00271104787356,0.00162350506282
20,21,3.33333333333,F1044L2,0.0139208592735,0.00683836123172,3.28442913964e-05,0.00225111188561
21,22,3.5,F1044L2,0.0738018994104,0.0318124000712,0.00174402440478,2.36506293227e-06
22,23,3.66666666667,F1044L2,0.000531454868935,0.00232486761543,0.00492391746819,5.61910958941e-05
23,24,3.83333333333,F1044L2,0.00366996340331,0.00185786651828,0.000444124745595,0.000328831004306
24,25,4.0,F1044L2,0.0105827165153,0.083820611692,0.00659982301561,0.175801954383
25,26,4.16666666667,F1044L2,0.0118444448842,0.0053095627294,1.39029279089e-07,0.000775664556631
26,27,4.33333333333,F1044L2,0.0357750124055,0.0211218484407,0.00528502040131,0.010573765654
27,28,4.5,F1044L2,1.24133996928e-05,0.00661058441765,0.010033232262,0.00561286941116
28,29,4.66666666667,F1044L2,0.0108813013715,0.00536381426122,0.000147710868977,0.00165278209387
29,30,4.83333333333,F1044L2,0.0373720033248,0.0263984355354,0.000476205755275,0.0252641208026
30,31,5.0,F1044L2,0.00124790168359,0.00607627165416,0.00377419248195,0.00915375000908
31,32,5.16666666667,F1044L2,0.0188239128765,0.0106660604393,0.00130863566644,0.0047597335919
32,33,5.33333333333,F1044L2,0.0283439643242,0.0182582205217,0.00435350912532,0.0119323551592
