,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044I1,0.0176660873932
1,2,0.166666666667,F1044I1,0.0231784738319
2,3,0.333333333333,F1044I1,0.00570131271962
3,4,0.5,F1044I1,0.00519767986379
4,5,0.666666666667,F1044I1,0.0132416379339
5,6,0.833333333333,F1044I1,0.000171912717201
6,7,1.0,F1044I1,0.00170964981531
7,8,1.16666666667,F1044I1,0.021284804458
8,9,1.33333333333,F1044I1,0.00498556326006
9,10,1.5,F1044I1,0.0199377167009
10,11,1.66666666667,F1044I1,0.0029979928903
11,12,1.83333333333,F1044I1,0.00192914392781
12,13,2.0,F1044I1,0.0196624752509
13,14,2.16666666667,F1044I1,0.0255894150679
14,15,2.33333333333,F1044I1,0.00170973498875
15,16,2.5,F1044I1,0.296595813885
