,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1002B2,0.017322645635
1,2,0.166666666667,F1002B2,0.00400941330563
2,3,0.333333333333,F1002B2,0.075691257984
3,4,0.5,F1002B2,0.0105037961669
4,5,0.666666666667,F1002B2,0.0194652843175
5,6,0.833333333333,F1002B2,0.0134032032631
6,7,1.0,F1002B2,0.000604399066241
7,8,1.16666666667,F1002B2,0.0540906180551
8,9,1.33333333333,F1002B2,0.0193201275353
9,10,1.5,F1002B2,0.0235660358707
10,11,1.66666666667,F1002B2,0.00529116129479
11,12,1.83333333333,F1002B2,0.00578606262926
12,13,2.0,F1002B2,0.0124437655102
13,14,2.16666666667,F1002B2,0.00722199923982
14,15,2.33333333333,F1002B2,0.00820530852917
15,16,2.5,F1002B2,0.0277333977123
16,17,2.66666666667,F1002B2,0.0030604765794
17,18,2.83333333333,F1002B2,0.00624383918416
18,19,3.0,F1002B2,0.0382463372642
19,20,3.16666666667,F1002B2,0.0409737118172
20,21,3.33333333333,F1002B2,0.0589105957837
21,22,3.5,F1002B2,0.015490231143
22,23,3.66666666667,F1002B2,0.0121740227363
23,24,3.83333333333,F1002B2,0.0830088263558
24,25,4.0,F1002B2,0.0247994902146
25,26,4.16666666667,F1002B2,0.0114439353692
26,27,4.33333333333,F1002B2,0.000103305834703
27,28,4.5,F1002B2,0.0190081981806
28,29,4.66666666667,F1002B2,0.0131600643741
29,30,4.83333333333,F1002B2,0.00656554573476
30,31,5.0,F1002B2,0.0178883022887
31,32,5.16666666667,F1002B2,0.0014687890217
32,33,5.33333333333,F1002B2,0.00329789417134
33,34,5.5,F1002B2,0.00521416563818
34,35,5.66666666667,F1002B2,0.0195212653936
35,36,5.83333333333,F1002B2,0.00204352038369
36,37,6.0,F1002B2,0.0269486467241
37,38,6.16666666667,F1002B2,0.0208592860054
38,39,6.33333333333,F1002B2,0.00318380012995
39,40,6.5,F1002B2,0.000154890483795
40,41,6.66666666667,F1002B2,0.0170160657998
41,42,6.83333333333,F1002B2,0.0101340108791
42,43,7.0,F1002B2,0.0105848368095
43,44,7.16666666667,F1002B2,0.0120821250811
44,45,7.33333333333,F1002B2,0.0291103985012
45,46,7.5,F1002B2,0.000862211271384
46,47,7.66666666667,F1002B2,0.0039331573342
47,48,7.83333333333,F1002B2,0.68363118978
48,49,8.0,F1002B2,0.0241639315354
49,50,8.16666666667,F1002B2,5.32109890483e-05
50,51,8.33333333333,F1002B2,0.152075136998
51,52,8.5,F1002B2,0.0068836572266
52,53,8.66666666667,F1002B2,0.000456837749813
53,54,8.83333333333,F1002B2,0.0250092723355
54,55,9.0,F1002B2,0.0187211504495
55,56,9.16666666667,F1002B2,0.0129576174012
56,57,9.33333333333,F1002B2,0.00379898873487
57,58,9.5,F1002B2,0.124729724082
58,59,9.66666666667,F1002B2,0.000779766109142
59,60,9.83333333333,F1002B2,1.64637978837e-05
60,61,10.0,F1002B2,0.00871003915693
61,62,10.1666666667,F1002B2,0.0283153824442
62,63,10.3333333333,F1002B2,0.00852104550709
63,64,10.5,F1002B2,0.0967872496185
64,65,10.6666666667,F1002B2,0.000306870637643
65,66,10.8333333333,F1002B2,0.00688674997573
66,67,11.0,F1002B2,0.401095528124
67,68,11.1666666667,F1002B2,4.5832985744e-05
68,69,11.3333333333,F1002B2,0.0311833068137
69,70,11.5,F1002B2,0.0473062555873
70,71,11.6666666667,F1002B2,0.0245266507884
71,72,11.8333333333,F1002B2,0.00254334534155
72,73,12.0,F1002B2,0.0300161462481
73,74,12.1666666667,F1002B2,4.81576002409e-08
74,75,12.3333333333,F1002B2,0.00696230814844
75,76,12.5,F1002B2,0.0428851291309
76,77,12.6666666667,F1002B2,0.00774811608946
77,78,12.8333333333,F1002B2,0.0279206478677
78,79,13.0,F1002B2,0.0144205763916
79,80,13.1666666667,F1002B2,0.00817088248036
80,81,13.3333333333,F1002B2,0.00726208064594
81,82,13.5,F1002B2,0.000374941351593
