,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044H2,0.0324439363798
1,2,0.166666666667,F1044H2,0.00617380683741
2,3,0.333333333333,F1044H2,5.31657707348e-06
3,4,0.5,F1044H2,0.00832916128165
4,5,0.666666666667,F1044H2,0.000429488834449
5,6,0.833333333333,F1044H2,0.0138258368481
6,7,1.0,F1044H2,0.032409943018
7,8,1.16666666667,F1044H2,0.0360840709854
8,9,1.33333333333,F1044H2,0.0619707017758
9,10,1.5,F1044H2,0.00559843629036
10,11,1.66666666667,F1044H2,0.00481686697095
11,12,1.83333333333,F1044H2,0.0533072194672
12,13,2.0,F1044H2,0.000310062540592
13,14,2.16666666667,F1044H2,0.0152618453724
14,15,2.33333333333,F1044H2,0.0125216197898
15,16,2.5,F1044H2,0.00422610999487
16,17,2.66666666667,F1044H2,0.0114299147882
17,18,2.83333333333,F1044H2,0.0387037629768
18,19,3.0,F1044H2,0.011040055156
19,20,3.16666666667,F1044H2,0.00221468167407
20,21,3.33333333333,F1044H2,0.000581785940222
21,22,3.5,F1044H2,0.002201944337
22,23,3.66666666667,F1044H2,0.0140565988873
23,24,3.83333333333,F1044H2,0.00847099350481
24,25,4.0,F1044H2,0.0173536976406
25,26,4.16666666667,F1044H2,0.00314888107281
26,27,4.33333333333,F1044H2,0.00840293188298
27,28,4.5,F1044H2,0.000354226875601
28,29,4.66666666667,F1044H2,0.0204160720519
