,Interval,Time_min,video,SSI_fa_mo,SSI_fa_mo_th,SSI_fa_th,SSI_mo_th
0,1,0.0,F1002A2,0.0219479395127,0.0138763491722,0.00321793056654,0.00687328885556
1,2,0.166666666667,F1002A2,0.000846302403527,0.00913849164975,0.00810766260933,0.0123698412175
2,3,0.333333333333,F1002A2,0.00394808482227,0.00325342372429,0.0037632229767,4.80572008998e-05
3,4,0.5,F1002A2,0.0173550710962,0.0145145473144,0.00370825775874,0.0144281504196
4,5,0.666666666667,F1002A2,0.00696391676661,0.0141033479579,0.0163249851069,0.0114306871081
5,6,0.833333333333,F1002A2,0.0236185134667,0.0420325858708,0.00496849962535,0.0668466508057
6,7,1.0,F1002A2,0.0242438093996,0.0359903182075,0.0611166925994,0.000312284470612
7,8,1.16666666667,F1002A2,0.0169122704104,0.0105599742266,0.00419133448911,0.00335322286001
8,9,1.33333333333,F1002A2,0.0115673977929,0.0145345785227,0.0216457416121,0.00205310238335
9,10,1.5,F1002A2,0.0889246712377,0.0398594373168,0.00425797056851,0.00249198744123
10,11,1.66666666667,F1002A2,0.0166529142946,0.0159765436255,0.0180781492426,0.00442709738734
11,12,1.83333333333,F1002A2,0.0276272260469,0.0125390218013,0.00085316200586,0.00111061498611
12,13,2.0,F1002A2,0.0145230892995,0.0453617170305,0.0185249709815,0.079168962947
13,14,2.16666666667,F1002A2,0.00300806825798,0.00140832324807,1.58494040488e-05,0.000319220421688
14,15,2.33333333333,F1002A2,0.00824942887399,0.0060367654768,0.00228379561958,0.00412064093247
15,16,2.5,F1002A2,0.0134756717954,0.0184414405671,0.0281629063941,0.0011896282449
16,17,2.66666666667,F1002A2,0.00176475850253,0.00330626907604,0.00206394072233,0.0041684105727
17,18,2.83333333333,F1002A2,0.00448257444179,0.0253471821933,0.0356291763492,0.0176833109273
18,19,3.0,F1002A2,0.00173347834636,0.0105852719983,0.00723795478561,0.015594451174
19,20,3.16666666667,F1002A2,0.00358066511887,0.0093391267782,0.00492590286182,0.0130638710552
20,21,3.33333333333,F1002A2,0.00897170254102,0.0641410619706,0.132061137247,0.0152557812513
21,22,3.5,F1002A2,0.0111355200694,0.0119097875502,0.0149794157422,0.00150360694504
22,23,3.66666666667,F1002A2,0.00296669081483,0.00774463532821,0.0023885454844,0.0126656777545
23,24,3.83333333333,F1002A2,0.000280379369161,0.0611433493649,0.137087715547,0.00813045694583
24,25,4.0,F1002A2,0.00365534985167,0.0152468024498,0.00513480243551,0.0282073735833
25,26,4.16666666667,F1002A2,0.011839500866,0.0119306124008,0.014862951796,0.0010511788515
26,27,4.33333333333,F1002A2,0.0230965403094,0.0364394927527,0.0174201604283,0.050511979531
27,28,4.5,F1002A2,7.1876359532e-06,0.0222369666127,0.0489642651206,0.00376334469214
28,29,4.66666666667,F1002A2,0.0179917826985,0.039564773581,0.0543595931218,0.0266471437442
29,30,4.83333333333,F1002A2,0.00198893269226,0.00339547038218,0.00526255302454,0.000929758754951
30,31,5.0,F1002A2,0.0764794489369,0.0676930365117,0.0829183920198,0.00554359000161
31,32,5.16666666667,F1002A2,0.000873251118808,0.0140883405469,0.0275425232565,0.0046057887183
32,33,5.33333333333,F1002A2,0.00131105880445,0.00371836383476,0.0058337651267,0.00155748890882
33,34,5.5,F1002A2,0.0360678595697,0.12348941987,0.0240821894705,0.245431401793
34,35,5.66666666667,F1002A2,0.00759104823919,0.00847563743114,0.00852721478012,0.00341590884455
35,36,5.83333333333,F1002A2,0.00624595383916,0.0206056002876,0.0371146289455,0.00423046660844
36,37,6.0,F1002A2,0.00495339309745,0.0038408913158,0.00123736204382,0.00309195267033
37,38,6.16666666667,F1002A2,0.0154822797875,0.0177918140003,0.000974478642676,0.0249011048154
38,39,6.33333333333,F1002A2,0.0670478754266,0.035416967281,0.00907696991205,0.00534942141824
39,40,6.5,F1002A2,0.00682047301863,0.0348122651386,0.0169418159006,0.0551859647432
40,41,6.66666666667,F1002A2,0.056575137705,0.0379472173131,0.0125905584921,0.0251103771926
41,42,6.83333333333,F1002A2,0.418997659383,0.186237509691,0.0134539982026,0.001542034023
42,43,7.0,F1002A2,0.0518315475196,0.0826106031838,0.03576383012,0.122245208867
43,44,7.16666666667,F1002A2,0.0377181942033,0.0254273130338,0.00271314938026,0.017968972007
44,45,7.33333333333,F1002A2,0.0232007079123,0.0218497660933,0.00125291335543,0.0282496520318
45,46,7.5,F1002A2,0.000450987276286,0.00353196784028,0.00769354320232,0.00021758147191
46,47,7.66666666667,F1002A2,0.0126446109237,0.0111907800066,0.001688082615,0.0128016776609
47,48,7.83333333333,F1002A2,0.0180130244787,0.0291146453023,0.00516316213612,0.0430621365343
48,49,8.0,F1002A2,0.000958571901999,0.015871779271,0.000638487317171,0.0359312769341
49,50,8.16666666667,F1002A2,0.00202260644266,0.0118599832078,0.00789547562992,0.0188395625751
50,51,8.33333333333,F1002A2,0.0212375163404,0.0316536356105,0.0511739620162,0.00501617632781
51,52,8.5,F1002A2,0.0750521229483,0.0660001476643,0.0131406441868,0.076014754363
52,53,8.66666666667,F1002A2,0.00682147291238,0.00916480978268,0.0144422746076,0.000807170447922
53,54,8.83333333333,F1002A2,0.031894913039,0.0226671424993,0.0158184986316,0.00822392580951
54,55,9.0,F1002A2,0.0240850383174,0.0256020295614,0.0150490318484,0.0247507772256
55,56,9.16666666667,F1002A2,0.000448826882084,0.000415303310048,0.000526145801473,1.44479343641e-05
56,57,9.33333333333,F1002A2,0.00384657181409,0.0180139891183,0.0116017565071,0.0258710797576
57,58,9.5,F1002A2,2.89012625525e-05,0.0125098355646,0.00684989317567,0.0228691353064
58,59,9.66666666667,F1002A2,0.0333454964041,0.0260090097709,0.022431358263,0.00359951872851
59,60,9.83333333333,F1002A2,0.0240034231332,0.0685941480396,0.114519514182,0.0332246548734
60,61,10.0,F1002A2,0.00553060596305,0.00784082109161,0.00644914356942,0.00605756011405
61,62,10.1666666667,F1002A2,0.00587644562555,0.00392750495232,1.58460591315e-08,0.0034508658362
62,63,10.3333333333,F1002A2,0.0193873231584,0.0102219664199,0.00292728367443,0.00158605998424
63,64,10.5,F1002A2,0.143732319697,0.0811122896739,0.0427883369269,0.0140755604876
64,65,10.6666666667,F1002A2,0.0357789714835,0.0235635417287,0.00355738365707,0.0181314344812
65,66,10.8333333333,F1002A2,0.0327505962546,0.0404981422007,0.0377688777306,0.0318866345604
66,67,11.0,F1002A2,0.121118517916,0.0550927732038,0.00218230204097,0.00895354096882
67,68,11.1666666667,F1002A2,0.000588928495202,0.0015800579815,0.000199685951214,0.00298886067947
68,69,11.3333333333,F1002A2,0.0224415268091,0.0111372433017,0.00402194311882,5.84115254842e-05
