,Interval,Time_min,video,SSI_fa_ch
0,1,0.0,1606,0.0653185131531
1,2,0.0833333333333,1606,0.00806274342055
2,3,0.166666666667,1606,0.116096890474
3,4,0.25,1606,0.116677642617
4,5,0.333333333333,1606,0.183925051543
5,6,0.416666666667,1606,0.0892527353103
6,7,0.5,1606,0.0273645102733
7,8,0.583333333333,1606,0.170121081664
8,9,0.666666666667,1606,0.413581285989
9,10,0.75,1606,0.0289801552857
10,11,0.833333333333,1606,0.346800011216
11,12,0.916666666667,1606,0.0493821535467
12,13,1.0,1606,0.00113885694379
13,14,1.08333333333,1606,0.0780438293674
14,15,1.16666666667,1606,0.00846434307763
15,16,1.25,1606,0.15334211414
16,17,1.33333333333,1606,0.0678524102922
17,18,1.41666666667,1606,0.00483650378413
18,19,1.5,1606,0.0410886828962
19,20,1.58333333333,1606,0.0817519509754
20,21,1.66666666667,1606,0.00277150019889
21,22,1.75,1606,0.000358445458012
22,23,1.83333333333,1606,0.0582527980892
23,24,1.91666666667,1606,0.0430279032963
24,25,2.0,1606,0.00970022312241
25,26,2.08333333333,1606,0.00840803101461
26,27,2.16666666667,1606,0.00908081094601
27,28,2.25,1606,0.0182017521937
28,29,2.33333333333,1606,0.0703756771898
29,30,2.41666666667,1606,0.133187432706
30,31,2.5,1606,0.0292235353617
31,32,2.58333333333,1606,0.0807022818652
32,33,2.66666666667,1606,0.194417413562
33,34,2.75,1606,0.00838604209663
34,35,2.83333333333,1606,0.0316335230322
35,36,2.91666666667,1606,0.0686266903817
36,37,3.0,1606,0.118764629791
37,38,3.08333333333,1606,0.0463727617766
38,39,3.16666666667,1606,0.0196737936625
39,40,3.25,1606,0.0296473325174
40,41,3.33333333333,1606,0.0380239264653
41,42,3.41666666667,1606,0.0183335290052
42,43,3.5,1606,0.210861102474
43,44,3.58333333333,1606,0.000361396640268
44,45,3.66666666667,1606,0.00800047066012
45,46,3.75,1606,0.0232037683865
46,47,3.83333333333,1606,0.0602549397468
47,48,3.91666666667,1606,0.000464683415963
48,49,4.0,1606,0.0183824576972
49,50,4.08333333333,1606,0.0245525024665
50,51,4.16666666667,1606,0.0338593951334
51,52,4.25,1606,0.113483992916
52,53,4.33333333333,1606,4.93026370432e-05
53,54,4.41666666667,1606,0.0562349681257
54,55,4.5,1606,0.0943476192918
55,56,4.58333333333,1606,0.000391540861778
56,57,4.66666666667,1606,0.0736357146636
57,58,4.75,1606,0.00856206398744
58,59,4.83333333333,1606,0.00411899635237
59,60,4.91666666667,1606,0.0103791266743
60,61,5.0,1606,0.00126323194244
61,62,5.08333333333,1606,0.0237550527279
62,63,5.16666666667,1606,0.0514918576455
63,64,5.25,1606,0.0332466146778
64,65,5.33333333333,1606,0.00348165367923
65,66,5.41666666667,1606,0.00950715898745
66,67,5.5,1606,0.121973061293
67,68,5.58333333333,1606,0.0428898283664
68,69,5.66666666667,1606,0.107996120127
69,70,5.75,1606,0.00697230845128
70,71,5.83333333333,1606,0.122036440347
71,72,5.91666666667,1606,0.0451156070209
72,73,6.0,1606,0.0127346065811
73,74,6.08333333333,1606,0.0473217720568
74,75,6.16666666667,1606,0.00527410010079
75,76,6.25,1606,0.0475906210921
76,77,6.33333333333,1606,0.00920241818542
77,78,6.41666666667,1606,0.15481551621
78,79,6.5,1606,0.0439545241783
79,80,6.58333333333,1606,0.0119440477907
80,81,6.66666666667,1606,0.0206105363706
81,82,6.75,1606,0.0112229806009
82,83,6.83333333333,1606,0.445440075967
83,84,6.91666666667,1606,0.000610557166726
84,85,7.0,1606,0.0752104581533
85,86,7.08333333333,1606,0.151734669064
86,87,7.16666666667,1606,0.0233217799264
87,88,7.25,1606,0.0228334230841
88,89,7.33333333333,1606,0.101285178013
89,90,7.41666666667,1606,0.0394725248869
90,91,7.5,1606,0.0111116869629
91,92,7.58333333333,1606,0.00163633627763
92,93,7.66666666667,1606,0.0519448017955
93,94,7.75,1606,0.0224932508524
94,95,7.83333333333,1606,0.194166651716
95,96,7.91666666667,1606,0.00134918328117
96,97,8.0,1606,0.202677679546
97,98,8.08333333333,1606,0.0290290573271
98,99,8.16666666667,1606,0.060360350677
99,100,8.25,1606,0.0688998093944
100,101,8.33333333333,1606,0.00711495453443
101,102,8.41666666667,1606,0.00110445049151
102,103,8.5,1606,0.0183617173417
103,104,8.58333333333,1606,0.103268934353
104,105,8.66666666667,1606,0.0205125642356
105,106,8.75,1606,0.00910437022315
