,Interval,Time_min,video,SSI_mo_ch
0,1,0.0,TIUG032,0.117543839502
1,2,0.0833333333333,TIUG032,0.00481877901552
2,3,0.166666666667,TIUG032,0.0158567102996
3,4,0.25,TIUG032,0.0176511659866
4,5,0.333333333333,TIUG032,0.398896116082
5,6,0.416666666667,TIUG032,0.0227466572755
6,7,0.5,TIUG032,0.108942430614
7,8,0.583333333333,TIUG032,0.0243166091083
8,9,0.666666666667,TIUG032,0.0199869642847
9,10,0.75,TIUG032,0.317706351874
10,11,0.833333333333,TIUG032,0.0775967308598
11,12,0.916666666667,TIUG032,0.000741647687462
12,13,1.0,TIUG032,0.0204636757908
13,14,1.08333333333,TIUG032,0.0653378167851
14,15,1.16666666667,TIUG032,0.0437639171499
15,16,1.25,TIUG032,0.000395762682926
16,17,1.33333333333,TIUG032,0.0292126210219
17,18,1.41666666667,TIUG032,0.316558055097
18,19,1.5,TIUG032,0.166092059979
19,20,1.58333333333,TIUG032,0.000459158944744
20,21,1.66666666667,TIUG032,0.0574031155109
21,22,1.75,TIUG032,0.00693562452349
22,23,1.83333333333,TIUG032,0.00087978179624
23,24,1.91666666667,TIUG032,0.0559440060734
24,25,2.0,TIUG032,0.052438319979
25,26,2.08333333333,TIUG032,0.00679388988713
26,27,2.16666666667,TIUG032,0.0537566474951
27,28,2.25,TIUG032,0.0439417386428
28,29,2.33333333333,TIUG032,0.69773863561
29,30,2.41666666667,TIUG032,0.805235687604
30,31,2.5,TIUG032,0.100754255919
31,32,2.58333333333,TIUG032,0.0737104002901
32,33,2.66666666667,TIUG032,0.16013799422
33,34,2.75,TIUG032,0.0331326205841
34,35,2.83333333333,TIUG032,0.0566422289474
35,36,2.91666666667,TIUG032,0.157410094806
36,37,3.0,TIUG032,0.000147770757274
37,38,3.08333333333,TIUG032,9.05645938152e-05
38,39,3.16666666667,TIUG032,0.000260007894219
39,40,3.25,TIUG032,0.020401544713
40,41,3.33333333333,TIUG032,0.0206453147544
41,42,3.41666666667,TIUG032,0.0568651778044
42,43,3.5,TIUG032,0.213346194672
43,44,3.58333333333,TIUG032,0.000107752460272
44,45,3.66666666667,TIUG032,0.00802903919331
45,46,3.75,TIUG032,0.000320396711196
46,47,3.83333333333,TIUG032,0.27604175938
47,48,3.91666666667,TIUG032,0.0223526604831
48,49,4.0,TIUG032,0.169500757625
49,50,4.08333333333,TIUG032,0.390653627799
50,51,4.16666666667,TIUG032,0.0244007556837
51,52,4.25,TIUG032,0.128460350739
52,53,4.33333333333,TIUG032,0.196452573709
53,54,4.41666666667,TIUG032,0.414830877911
54,55,4.5,TIUG032,0.0657233399226
55,56,4.58333333333,TIUG032,0.106768242793
56,57,4.66666666667,TIUG032,0.047967597701
57,58,4.75,TIUG032,0.00676423834142
58,59,4.83333333333,TIUG032,0.1845885767
59,60,4.91666666667,TIUG032,0.0183362783832
60,61,5.0,TIUG032,0.0105020987158
61,62,5.08333333333,TIUG032,0.257746953546
62,63,5.16666666667,TIUG032,0.0922966215663
63,64,5.25,TIUG032,0.00242751869131
64,65,5.33333333333,TIUG032,0.179690526944
65,66,5.41666666667,TIUG032,0.211366128833
66,67,5.5,TIUG032,0.0133786093842
67,68,5.58333333333,TIUG032,0.0960483664851
