"","video","frame_index","slidedFather","slidedMother","slidedTherapist"
"51","F1044R1.VOB",51,2.0737e-06,9.751332e-05,0
"52","F1044R1.VOB",52,0,9.426288e-05,2.86082e-05
"53","F1044R1.VOB",53,0,8.776198e-05,0.0004863402
"54","F1044R1.VOB",54,2.0737e-06,5.200718e-05,0.0023554102
"55","F1044R1.VOB",55,2.0737e-06,0.0001462702,0.0055595302
"56","F1044R1.VOB",56,2.0737e-06,0.00015602154,0.0086968902
"57","F1044R1.VOB",57,2.0737e-06,0.00019177644,0.011281162
"58","F1044R1.VOB",58,2.0737e-06,0.00021452964,0.01359843
"59","F1044R1.VOB",59,0,0.00019502694,0.01424688
"60","F1044R1.VOB",60,0,8.776214e-05,0.01313116
"61","F1044R1.VOB",61,2.0737e-06,7.476034e-05,0.011042768
"62","F1044R1.VOB",62,4.1474e-06,3.250454e-05,0.00920231
"63","F1044R1.VOB",63,1.24422e-05,9.75134e-06,0.007533494
"64","F1044R1.VOB",64,0.000103685,6.500884e-05,0.006036334
"65","F1044R1.VOB",65,0.0002156648,7.801062e-05,0.004157728
"66","F1044R1.VOB",66,0.0005163511,0.00016902318,0.003576028
"67","F1044R1.VOB",67,0.0009062074,0.00030554198,0.003967006
"68","F1044R1.VOB",68,0.0012960626,0.00035429878,0.004253088
"69","F1044R1.VOB",69,0.0017232438,0.00039980518,0.004281696
"70","F1044R1.VOB",70,0.002111026,0.0007541034,0.005464168
"71","F1044R1.VOB",71,0.0019866042,0.0013391844,0.00596958
"72","F1044R1.VOB",72,0.0016465166,0.0017974976,0.00604587
"73","F1044R1.VOB",73,0.0012981354,0.0022623108,0.00653221
"74","F1044R1.VOB",74,0.000802522,0.002356574,0.007781442
"75","F1044R1.VOB",75,0.0003193496,0.002018528,0.008935316
"76","F1044R1.VOB",76,0.0001866328,0.0013619372,0.010108256
"77","F1044R1.VOB",77,0.0001389378,0.0007736061,0.00997475
"78","F1044R1.VOB",78,8.9169e-05,0.000266537,0.008706452
"79","F1044R1.VOB",79,6.63584e-05,6.5009e-05,0.006951808
"80","F1044R1.VOB",80,5.39162e-05,6.17586e-05,0.0044724204
"81","F1044R1.VOB",81,8.2948e-06,0.0003087934,0.0024316972
"82","F1044R1.VOB",82,4.1474e-06,0.0013229325,0.0015543792
"83","F1044R1.VOB",83,4.1474e-06,0.0024020816,0.0010871122
"84","F1044R1.VOB",84,6.2211e-06,0.0033349596,0.0009249982
"85","F1044R1.VOB",85,2.0737e-06,0.004417358,0.0011252558
"86","F1044R1.VOB",86,2.0737e-06,0.005324232,0.001630667
"87","F1044R1.VOB",87,8.2948e-06,0.00625061,0.002593809
"88","F1044R1.VOB",88,1.45159e-05,0.0086982,0.004768028
"89","F1044R1.VOB",89,1.24422e-05,0.011802382,0.006665706
"90","F1044R1.VOB",90,1.24422e-05,0.01386966,0.008658736
"91","F1044R1.VOB",91,1.86633e-05,0.015995458,0.010775748
"92","F1044R1.VOB",92,1.86633e-05,0.01727288,0.01252084
"93","F1044R1.VOB",93,1.45159e-05,0.01574192,0.01341724
"94","F1044R1.VOB",94,1.45159e-05,0.01436048,0.01363658
"95","F1044R1.VOB",95,1.65896e-05,0.01418496,0.013083496
"96","F1044R1.VOB",96,1.86633e-05,0.01319032,0.01146236
"97","F1044R1.VOB",97,4.1474e-05,0.01240696,0.009383506
"98","F1044R1.VOB",98,4.35477e-05,0.01281326,0.006417784
"99","F1044R1.VOB",99,6.01373e-05,0.01146107,0.0040719012
"100","F1044R1.VOB",100,0.000103685,0.01128555,0.0025938112
"101","F1044R1.VOB",101,0.000145159,0.010476186,0.0017927812
"102","F1044R1.VOB",102,0.000228107,0.010450186,0.0012587612
"103","F1044R1.VOB",103,0.0004748776,0.010606206,0.0012110812
"104","F1044R1.VOB",104,0.0005101304,0.011191286,0.00128737
"105","F1044R1.VOB",105,0.0004748775,0.009536806,0.002126544
"106","F1044R1.VOB",106,0.0004624353,0.009835848,0.00329948
"107","F1044R1.VOB",107,0.0003628977,0.0087502,0.00419587
"108","F1044R1.VOB",108,0.0001119797,0.00655615,0.005015972
"109","F1044R1.VOB",109,7.88006e-05,0.0048334128,0.005540456
"110","F1044R1.VOB",110,7.25795e-05,0.0037640166,0.004853858
"111","F1044R1.VOB",111,3.52529e-05,0.002129041,0.003728602
"112","F1044R1.VOB",112,2.28107e-05,0.001170159,0.002832212
"113","F1044R1.VOB",113,2.28107e-05,0.001966519,0.0018690684
"114","F1044R1.VOB",114,6.2211e-06,0.0039037862,0.0011633988
"115","F1044R1.VOB",115,3.94003e-05,0.0064228824,0.0008296372
"116","F1044R1.VOB",116,6.01373e-05,0.0094003,0.0005244836
"117","F1044R1.VOB",117,6.01373e-05,0.01185113,0.00021932974
"118","F1044R1.VOB",118,6.84321e-05,0.011974648,0.00016211334
"119","F1044R1.VOB",119,6.63584e-05,0.013014788,0.00015257714
"120","F1044R1.VOB",120,3.11055e-05,0.013372328,0.00010489674
"121","F1044R1.VOB",121,1.03685e-05,0.012455688,0.00011443274
"122","F1044R1.VOB",122,1.24422e-05,0.009975604,0.0001907214
"123","F1044R1.VOB",123,4.1474e-06,0.009692814,0.0003719068
"124","F1044R1.VOB",124,4.1474e-06,0.007375248,0.0005626286
"125","F1044R1.VOB",125,2.0737e-06,0.0044986118,0.000619845
"126","F1044R1.VOB",126,4.1474e-06,0.002298065,0.00057216468
"127","F1044R1.VOB",127,2.0737e-06,0.001956769,0.00074381388
"128","F1044R1.VOB",128,8.2948e-06,0.00095888234,0.00058170062
"129","F1044R1.VOB",129,1.03685e-05,0.00015602154,0.00035283462
"130","F1044R1.VOB",130,1.03685e-05,0.00010076394,0.00029561822
"131","F1044R1.VOB",131,1.45159e-05,9.101252e-05,0.00028608214
"132","F1044R1.VOB",132,1.86633e-05,9.751342e-05,1.907214e-05
"133","F1044R1.VOB",133,1.86633e-05,9.426298e-05,0.0001621132
"134","F1044R1.VOB",134,2.0737e-05,7.150978e-05,0.0002002574
"135","F1044R1.VOB",135,4.35476e-05,5.525758e-05,0.0002002574
"136","F1044R1.VOB",136,4.14739e-05,0.0001105152,0.0002574738
"137","F1044R1.VOB",137,4.97687e-05,0.0001722737,0.0002574738
"138","F1044R1.VOB",138,4.56213e-05,0.00017877458,9.53606e-05
"139","F1044R1.VOB",139,6.22109e-05,0.00018202502,7.628854e-05
"140","F1044R1.VOB",140,5.18425e-05,0.00018202502,7.628854e-05
"141","F1044R1.VOB",141,5.59899e-05,0.0001267674,1.907214e-05
"142","F1044R1.VOB",142,0.0001182009,0.000117016,1.907214e-05
"143","F1044R1.VOB",143,0.0001264957,0.0001235169,5.721634e-05
"144","F1044R1.VOB",144,0.0001327167,0.0001235169,6.67524e-05
"145","F1044R1.VOB",145,0.0001824855,0.0001007638,8.582454e-05
"146","F1044R1.VOB",146,0.000192854,8.776202e-05,8.582454e-05
"147","F1044R1.VOB",147,0.0001347904,2.925402e-05,8.582454e-05
"148","F1044R1.VOB",148,0.0002156647,4.550634e-05,6.675248e-05
"149","F1044R1.VOB",149,0.0003566763,5.525768e-05,3.814428e-05
"150","F1044R1.VOB",150,0.0008833953,6.825946e-05,1.907214e-05
"151","F1044R1.VOB",151,0.00184974,0.00013651886,1.907214e-05
"152","F1044R1.VOB",152,0.0028575584,0.0001397693,1.907214e-05
"153","F1044R1.VOB",153,0.0035543216,0.00011701608,9.53608e-06
"154","F1044R1.VOB",154,0.004649234,0.0001625223,9.53608e-06
"155","F1044R1.VOB",155,0.00574,0.00036729962,2.860822e-05
"156","F1044R1.VOB",156,0.006590216,0.00053957422,3.81443e-05
"157","F1044R1.VOB",157,0.007836508,0.00135543578,7.62885e-05
"158","F1044R1.VOB",158,0.010165282,0.00320819,6.675242e-05
"159","F1044R1.VOB",159,0.0122763,0.004901672,0.00011443282
"160","F1044R1.VOB",160,0.013288264,0.005151958,9.536068e-05
"161","F1044R1.VOB",161,0.01264127,0.004976433,0.00010489674
"162","F1044R1.VOB",162,0.011938286,0.004378351,6.675254e-05
"163","F1044R1.VOB",163,0.010117568,0.0026523642,8.582468e-05
"164","F1044R1.VOB",164,0.008110236,0.0009621326,3.814428e-05
"165","F1044R1.VOB",165,0.007790896,0.0005623268,3.814428e-05
"166","F1044R1.VOB",166,0.009074506,0.0009653818,1.907214e-05
"167","F1044R1.VOB",167,0.009028886,0.0017584918,1.907214e-05
"168","F1044R1.VOB",168,0.009503764,0.0028083866,0
"169","F1044R1.VOB",169,0.010169416,0.0036307502,0
"170","F1044R1.VOB",170,0.009283938,0.003972048,2.86082e-05
"171","F1044R1.VOB",171,0.007268312,0.003721764,2.86082e-05
"172","F1044R1.VOB",172,0.0058333114,0.0027921356,2.86082e-05
"173","F1044R1.VOB",173,0.0042054566,0.00162197428,2.86082e-05
"174","F1044R1.VOB",174,0.0023868286,0.00097513428,2.86082e-05
"175","F1044R1.VOB",175,0.0011550526,0.00147570228,0
"176","F1044R1.VOB",176,0.0011757886,0.00240208028,0
"177","F1044R1.VOB",177,0.0017045812,0.00312042868,0
"178","F1044R1.VOB",178,0.002144206,0.003503982,0
"179","F1044R1.VOB",179,0.0019803828,0.0033057054,3.81442e-05
"180","F1044R1.VOB",180,0.001806191,0.0024215838,3.81442e-05
"181","F1044R1.VOB",181,0.0014930632,0.0013846906,3.81442e-05
"182","F1044R1.VOB",182,0.0014619592,0.0006955962,9.53606e-05
"183","F1044R1.VOB",183,0.0016589592,0.0008581182,0.00011443274
"184","F1044R1.VOB",184,0.0025693124,0.0020965388,9.536068e-05
"185","F1044R1.VOB",185,0.0038135322,0.0041800744,9.536068e-05
"186","F1044R1.VOB",186,0.004947846,0.0071347296,9.536068e-05
"187","F1044R1.VOB",187,0.005476638,0.010544444,3.814428e-05
"188","F1044R1.VOB",188,0.005401986,0.013720126,3.814428e-05
"189","F1044R1.VOB",189,0.004728034,0.01622948,1.907214e-05
"190","F1044R1.VOB",190,0.0035398042,0.01849504,1.907214e-05
"191","F1044R1.VOB",191,0.0022810684,0.0196132,1.907214e-05
"192","F1044R1.VOB",192,0.0011757872,0.0198895,2.860822e-05
"193","F1044R1.VOB",193,0.0005287928,0.01875834,1.907216e-05
"194","F1044R1.VOB",194,0.0002633598,0.016765806,4.768036e-05
"195","F1044R1.VOB",195,0.0001264956,0.016021466,4.768036e-05
"196","F1044R1.VOB",196,9.53902e-05,0.016362766,0.00026701036
"197","F1044R1.VOB",197,8.70954e-05,0.016661806,0.00168788428
"198","F1044R1.VOB",198,3.11055e-05,0.017191646,0.0044533482
"199","F1044R1.VOB",199,1.03685e-05,0.01764346,0.00776236
"200","F1044R1.VOB",200,1.03685e-05,0.01679508,0.0103085
"201","F1044R1.VOB",201,6.2211e-06,0.01543964,0.01221571
"202","F1044R1.VOB",202,6.2211e-06,0.01435724,0.01283556
"203","F1044R1.VOB",203,4.1474e-06,0.0133821,0.01249226
"204","F1044R1.VOB",204,4.1474e-06,0.01280352,0.01246366
"205","F1044R1.VOB",205,4.1474e-06,0.010840254,0.01325514
"206","F1044R1.VOB",206,0,0.009033,0.01323608
"207","F1044R1.VOB",207,0,0.00818462,0.011777056
"208","F1044R1.VOB",208,0,0.00854216,0.010070098
"209","F1044R1.VOB",209,0,0.00911098,0.007256954
"210","F1044R1.VOB",210,0,0.009956096,0.00451057
"211","F1044R1.VOB",211,0,0.009481532,0.002746388
"212","F1044R1.VOB",212,0,0.008516158,0.0022695848
"213","F1044R1.VOB",213,2.0737e-06,0.007424014,0.0016306674
"214","F1044R1.VOB",214,1.03685e-05,0.00617585,0.0012778324
"215","F1044R1.VOB",215,0.0001057587,0.006088088,0.0007247406
"216","F1044R1.VOB",216,0.0008833967,0.007684066,0.00039097868
"217","F1044R1.VOB",217,0.0028471907,0.00911426,0.00042912308
"218","F1044R1.VOB",218,0.005433097,0.010287664,0.00034329848
"219","F1044R1.VOB",219,0.0079982622,0.011760108,0.00020979356
"220","F1044R1.VOB",220,0.010638072,0.012166414,0.00023840176
"221","F1044R1.VOB",221,0.012348874,0.010495676,0.00037190668
"222","F1044R1.VOB",222,0.01240902,0.009114238,0.00021932948
"223","F1044R1.VOB",223,0.01216432,0.008145612,0.00021932948
"224","F1044R1.VOB",224,0.01182216,0.00756379,0.0002097934
"225","F1044R1.VOB",225,0.010215052,0.007482528,0.00015257708
"226","F1044R1.VOB",226,0.010084412,0.008997226,4.768028e-05
"227","F1044R1.VOB",227,0.010905592,0.010112124,7.628848e-05
"228","F1044R1.VOB",228,0.010242008,0.01080121,7.628848e-05
"229","F1044R1.VOB",229,0.009304696,0.010944232,7.628848e-05
"230","F1044R1.VOB",230,0.010331184,0.010082864,6.67524e-05
"231","F1044R1.VOB",231,0.009953766,0.009783824,2.86082e-05
"232","F1044R1.VOB",232,0.008143422,0.010274644,1.907214e-05
"233","F1044R1.VOB",233,0.008064622,0.011240044,1.907214e-05
"234","F1044R1.VOB",234,0.008516688,0.012878264,0.00013350494
"235","F1044R1.VOB",235,0.008269912,0.01505606,0.00038144294
"236","F1044R1.VOB",236,0.00843581,0.01566066,0.00079149494
"237","F1044R1.VOB",237,0.009518274,0.014506754,0.0012206188
"238","F1044R1.VOB",238,0.009823108,0.012780758,0.0017927828
"239","F1044R1.VOB",239,0.010088534,0.010404684,0.00269871
"240","F1044R1.VOB",240,0.01082263,0.00860719,0.004186336
"241","F1044R1.VOB",241,0.01171847,0.007531284,0.005950504
"242","F1044R1.VOB",242,0.01228459,0.00771331,0.007352306
"243","F1044R1.VOB",243,0.011504878,0.008415406,0.008181944
"244","F1044R1.VOB",244,0.01035191,0.00955306,0.00867782
"245","F1044R1.VOB",245,0.008408846,0.010706974,0.007276018
"246","F1044R1.VOB",246,0.006212796,0.01139932,0.00512087014
"247","F1044R1.VOB",247,0.005049458,0.01152284,0.00330901634
"248","F1044R1.VOB",248,0.005545072,0.010430692,0.00195489474
"249","F1044R1.VOB",249,0.00572963,0.009130516,0.00069613274
"250","F1044R1.VOB",250,0.0051780266,0.009052496,0.00106804074
"251","F1044R1.VOB",251,0.0044211256,0.010521696,0.0016020606
"252","F1044R1.VOB",252,0.0031457996,0.012062396,0.0021360804
"253","F1044R1.VOB",253,0.001528315,0.014760264,0.003242264
"254","F1044R1.VOB",254,0.000485245,0.01674304,0.004119582
"255","F1044R1.VOB",255,0.0003587494,0.01632698,0.004205406
"256","F1044R1.VOB",256,0.0002778752,0.01391515,0.004434272
"257","F1044R1.VOB",257,3.73266e-05,0.010898744,0.004224478
"258","F1044R1.VOB",258,4.35477e-05,0.0071639828,0.00339484
"259","F1044R1.VOB",259,5.59899e-05,0.0041865702,0.002536594
"260","F1044R1.VOB",260,4.1474e-05,0.0022623126,0.0018023164
"261","F1044R1.VOB",261,3.94003e-05,0.000991387,0.0010203584
"262","F1044R1.VOB",262,7.46531e-05,0.0005493256,0.00067706054
"263","F1044R1.VOB",263,7.05057e-05,0.0005753292,0.00039097874
"264","F1044R1.VOB",264,9.74637e-05,0.0007898578,0.00011443274
"265","F1044R1.VOB",265,0.0001264954,0.0013261814,8.582454e-05
"266","F1044R1.VOB",266,0.0002177381,0.002125791,0.00011443274
"267","F1044R1.VOB",267,0.0002529911,0.0031886864,9.53606e-05
"268","F1044R1.VOB",268,0.0003027598,0.004732648,7.628854e-05
"269","F1044R1.VOB",269,0.0003193494,0.006182348,7.628854e-05
"270","F1044R1.VOB",270,0.0005391626,0.007024214,4.768034e-05
"271","F1044R1.VOB",271,0.0006822488,0.007775068,1.907214e-05
"272","F1044R1.VOB",272,0.0007340912,0.008314642,1.907214e-05
"273","F1044R1.VOB",273,0.0009746394,0.009835858,9.53608e-06
"274","F1044R1.VOB",274,0.0018476676,0.013109062,9.53608e-06
"275","F1044R1.VOB",275,0.0028679276,0.01581343,9.53608e-06
"276","F1044R1.VOB",276,0.0046305776,0.016645542,9.53608e-06
"277","F1044R1.VOB",277,0.006967642,0.01619373,9.53608e-06
"278","F1044R1.VOB",278,0.008475222,0.013924912,0
"279","F1044R1.VOB",279,0.008442042,0.010063378,0
"280","F1044R1.VOB",280,0.007637446,0.006276612,0
"281","F1044R1.VOB",281,0.006059354,0.004170324,0
"282","F1044R1.VOB",282,0.004491632,0.003565742,0
"283","F1044R1.VOB",283,0.003734732,0.003451976,0
"284","F1044R1.VOB",284,0.003937954,0.002876646,0
"285","F1044R1.VOB",285,0.00471559,0.002736876,0
"286","F1044R1.VOB",286,0.005401984,0.0025060948,0
"287","F1044R1.VOB",287,0.005215352,0.0020217778,1.907214e-05
"288","F1044R1.VOB",288,0.00455799,0.0015179578,1.907214e-05
"289","F1044R1.VOB",289,0.00406445,0.0010238902,1.907214e-05
"290","F1044R1.VOB",290,0.004004314,0.0007313498,1.907214e-05
"291","F1044R1.VOB",291,0.004609834,0.0007346002,0.00014304114
"292","F1044R1.VOB",292,0.005520188,0.0007085966,0.0002002576
"293","F1044R1.VOB",293,0.006150592,0.000429059,0.0002765462
"294","F1044R1.VOB",294,0.006304046,0.0003607996,0.0003051544
"295","F1044R1.VOB",295,0.006451278,0.000737852,0.0003528348
"296","F1044R1.VOB",296,0.0064181,0.0009328788,0.0002288658
"297","F1044R1.VOB",297,0.006426394,0.0008386158,0.0001525772
"298","F1044R1.VOB",298,0.006673164,0.0008061114,7.62886e-05
"299","F1044R1.VOB",299,0.006557036,0.0009036248,7.62886e-05
"300","F1044R1.VOB",300,0.005905894,0.0008873728,2.86082e-05
"301","F1044R1.VOB",301,0.005988842,0.0010011388,2.86082e-05
"302","F1044R1.VOB",302,0.006453348,0.0010433946,2.86082e-05
"303","F1044R1.VOB",303,0.006907488,0.0010596468,2.86082e-05
"304","F1044R1.VOB",304,0.00706509,0.0013391844,9.53608e-06
"305","F1044R1.VOB",305,0.007965076,0.0015212084,3.814428e-05
"306","F1044R1.VOB",306,0.008222224,0.0015439604,3.814428e-05
"307","F1044R1.VOB",307,0.007942278,0.0016122198,3.814428e-05
"308","F1044R1.VOB",308,0.007627076,0.00158296584,3.814428e-05
"309","F1044R1.VOB",309,0.008019006,0.00121891664,4.768034e-05
"310","F1044R1.VOB",310,0.007728688,0.00093287664,1.907214e-05
"311","F1044R1.VOB",311,0.007475688,0.00071184704,1.907214e-05
"312","F1044R1.VOB",312,0.007770154,0.00075735344,1.907214e-05
"313","F1044R1.VOB",313,0.00823881,0.0008581172,1.907214e-05
"314","F1044R1.VOB",314,0.008852624,0.00079635864,0
"315","F1044R1.VOB",315,0.008985342,0.00052982288,0
"316","F1044R1.VOB",316,0.008234662,0.00042255808,3.81442e-05
"317","F1044R1.VOB",317,0.007038136,0.00032179408,3.81442e-05
"318","F1044R1.VOB",318,0.005688158,0.00025678528,3.81442e-05
"319","F1044R1.VOB",319,0.0039628402,0.00037705184,3.81442e-05
"320","F1044R1.VOB",320,0.0025941978,0.0004063058,3.81442e-05
"321","F1044R1.VOB",321,0.0016008958,0.0003217942,9.53608e-06
"322","F1044R1.VOB",322,0.0007112788,0.00023728264,0.00012396888
"323","F1044R1.VOB",323,0.0002322542,0.00020477812,0.00012396888
"324","F1044R1.VOB",324,0.0002737282,0.00010401432,0.00018118528
"325","F1044R1.VOB",325,0.0004209606,0.00017877472,0.00022886568
"326","F1044R1.VOB",326,0.0004168132,0.00022428092,0.0002193296
"327","F1044R1.VOB",327,0.000404371,0.00033479608,0.0001048968
"328","F1044R1.VOB",328,0.000466582,0.0007573534,0.0001048968
"329","F1044R1.VOB",329,0.000404371,0.0010141384,4.76804e-05
"330","F1044R1.VOB",330,0.0002509174,0.0010856482,0
"331","F1044R1.VOB",331,0.000308981,0.0012384192,0
"332","F1044R1.VOB",332,0.0003276442,0.0011831616,0
"333","F1044R1.VOB",333,0.0002281066,0.0007931088,0
"334","F1044R1.VOB",334,0.0003193494,0.0005298228,0
"335","F1044R1.VOB",335,0.000356676,0.00036405,0
"336","F1044R1.VOB",336,0.0003234968,0.0002145296,0
"337","F1044R1.VOB",337,0.0004769506,0.000341297,0
"338","F1044R1.VOB",338,0.0005474564,0.0004778158,0
"339","F1044R1.VOB",339,0.0004831718,0.0005038194,0
"340","F1044R1.VOB",340,0.0004707296,0.00049406804,1.907214e-05
"341","F1044R1.VOB",341,0.0004230346,0.00050056884,1.907214e-05
"342","F1044R1.VOB",342,0.0002446965,0.00046806444,1.907214e-05
"343","F1044R1.VOB",343,0.0001658959,0.00049081844,1.907214e-05
"344","F1044R1.VOB",344,8.08742e-05,0.00052657344,1.907214e-05
"345","F1044R1.VOB",345,1.03685e-05,0.0005688292,0
"346","F1044R1.VOB",346,1.45159e-05,0.0005688292,0
"347","F1044R1.VOB",347,1.65896e-05,0.0005330742,0
"348","F1044R1.VOB",348,2.0737e-05,0.0006793442,0
"349","F1044R1.VOB",349,4.14739e-05,0.000620836,0
"350","F1044R1.VOB",350,3.52528e-05,0.000562328,0
"351","F1044R1.VOB",351,3.11054e-05,0.000533074,0
"352","F1044R1.VOB",352,2.90317e-05,0.00065334,1.907214e-05
"353","F1044R1.VOB",353,2.48843e-05,0.0003282944,1.907214e-05
"354","F1044R1.VOB",354,2.0737e-06,0.00029904044,1.907214e-05
"355","F1044R1.VOB",355,4.35477e-05,0.00038030164,1.907214e-05
"356","F1044R1.VOB",356,0.0001887067,0.00036079894,1.907214e-05
"357","F1044R1.VOB",357,0.000275802,0.00014952054,0
"358","F1044R1.VOB",358,0.0002882442,0.00022103054,0
"359","F1044R1.VOB",359,0.0002944653,0.0002567855,1.907214e-05
"360","F1044R1.VOB",360,0.0002529913,0.0003900543,1.907214e-05
"361","F1044R1.VOB",361,0.0001078323,0.0011084034,1.907214e-05
"362","F1044R1.VOB",362,1.86633e-05,0.0015634658,1.907214e-05
"363","F1044R1.VOB",363,6.2211e-06,0.0017714934,1.907214e-05
"364","F1044R1.VOB",364,2.0737e-06,0.002658866,0
"365","F1044R1.VOB",365,2.0737e-06,0.003669754,0
"366","F1044R1.VOB",366,2.0737e-06,0.003169184,0
"367","F1044R1.VOB",367,2.0737e-06,0.003191938,1.907214e-05
"368","F1044R1.VOB",368,2.0737e-06,0.004040306,1.907214e-05
"369","F1044R1.VOB",369,0,0.003988298,1.907214e-05
"370","F1044R1.VOB",370,0,0.003542988,1.907214e-05
"371","F1044R1.VOB",371,0,0.003786772,4.768034e-05
"372","F1044R1.VOB",372,0,0.0034487248,2.86082e-05
"373","F1044R1.VOB",373,0,0.0024443362,2.86082e-05
"374","F1044R1.VOB",374,0,0.00157321664,0.0001525772
"375","F1044R1.VOB",375,2.0737e-06,0.00085811764,0.0001525772
"376","F1044R1.VOB",376,2.0737e-06,0.00048106624,0.00013350508
"377","F1044R1.VOB",377,4.1474e-06,0.00038680324,0.00013350508
"378","F1044R1.VOB",378,8.2948e-06,0.00032504484,0.00013350508
"379","F1044R1.VOB",379,1.24422e-05,0.0003640502,9.53608e-06
"380","F1044R1.VOB",380,1.65896e-05,0.0002990412,9.53608e-06
"381","F1044R1.VOB",381,2.0737e-05,0.00022103038,0
"382","F1044R1.VOB",382,3.73266e-05,0.00014952058,0
"383","F1044R1.VOB",383,3.94003e-05,5.850802e-05,3.81442e-05
"384","F1044R1.VOB",384,5.18425e-05,2.9254e-05,7.62884e-05
"385","F1044R1.VOB",385,0.000213591,3.250444e-05,7.62884e-05
"386","F1044R1.VOB",386,0.0003504552,9.101246e-05,7.62884e-05
"387","F1044R1.VOB",387,0.0005951519,0.00015602146,7.62884e-05
"388","F1044R1.VOB",388,0.0010451448,0.00015602146,3.81442e-05
"389","F1044R1.VOB",389,0.0013541252,0.00020477808,9.53608e-06
"390","F1044R1.VOB",390,0.0013707148,0.00024053304,9.53608e-06
"391","F1044R1.VOB",391,0.0014163362,0.00017552414,9.53608e-06
"392","F1044R1.VOB",392,0.0012691034,0.00011051514,9.53608e-06
"393","F1044R1.VOB",393,0.0010596594,0.0001430197,9.53608e-06
"394","F1044R1.VOB",394,0.0011737134,8.77622e-05,0
"395","F1044R1.VOB",395,0.0012773982,5.850814e-05,0
"396","F1044R1.VOB",396,0.0015158732,0.00039980524,0
"397","F1044R1.VOB",397,0.001814486,0.00197627124,0
"398","F1044R1.VOB",398,0.00187255,0.00425807624,4.76804e-05
"399","F1044R1.VOB",399,0.001542832,0.00671215534,4.76804e-05
"400","F1044R1.VOB",400,0.0012836198,0.009673304,8.58246e-05
