"","video","frame_index","slidedMother","slidedTherapist","slidedPatient"
"1","F1044H.VOB",1,2.4088e-05,0.000972639,0.05935386
"2","F1044H.VOB",2,2.944088e-05,0.0008817382,0.0524608
"3","F1044H.VOB",3,3.211732e-05,0.0007999274,0.04745224
"4","F1044H.VOB",4,3.211732e-05,0.0006908464,0.04346448
"5","F1044H.VOB",5,3.747022e-05,0.0008271966,0.0399254
"6","F1044H.VOB",6,3.479378e-05,0.0007090256,0.03748282
"7","F1044H.VOB",7,4.282312e-05,0.0007181156,0.03333238
"8","F1044H.VOB",8,4.014668e-05,0.0005908544,0.02734512
"9","F1044H.VOB",9,3.747022e-05,0.0006090346,0.02277404
"10","F1044H.VOB",10,4.549954e-05,0.0004181438,0.0223001
"11","F1044H.VOB",11,4.817598e-05,0.000545405,0.02368264
"12","F1044H.VOB",12,4.014664e-05,0.0006090356,0.02374434
"13","F1044H.VOB",13,3.74702e-05,0.000754477,0.022269258
"14","F1044H.VOB",14,3.479376e-05,0.0007090266,0.019916412
"15","F1044H.VOB",15,2.408798e-05,0.0005726754,0.015216346
"16","F1044H.VOB",16,1.605864e-05,0.0005908556,0.009559994
"17","F1044H.VOB",17,1.87351e-05,0.000636306,0.006424746
"18","F1044H.VOB",18,2.408798e-05,0.0006272158,0.004977706
"19","F1044H.VOB",19,2.408798e-05,0.000645396,0.003468972
"20","F1044H.VOB",20,2.408798e-05,0.0006726662,0.002481844
"21","F1044H.VOB",21,2.676442e-05,0.0006453958,0.002630474
"22","F1044H.VOB",22,2.408796e-05,0.0006453958,0.003962536
"23","F1044H.VOB",23,2.944086e-05,0.0007544766,0.005269358
"24","F1044H.VOB",24,2.944086e-05,0.0007272062,0.006029334
"25","F1044H.VOB",25,2.676442e-05,0.0008362872,0.006385486
"26","F1044H.VOB",26,2.141154e-05,0.0007362964,0.00576853
"27","F1044H.VOB",27,2.4088e-05,0.0007181162,0.00423175
"28","F1044H.VOB",28,1.605866e-05,0.0005726752,0.003645644
"29","F1044H.VOB",29,2.4088e-05,0.0006908464,0.005045008
"30","F1044H.VOB",30,3.211734e-05,0.0006635762,0.00881965
"31","F1044H.VOB",31,4.282312e-05,0.0006726662,0.014114248
"32","F1044H.VOB",32,3.479378e-05,0.0005181348,0.020438034
"33","F1044H.VOB",33,4.282312e-05,0.0005363148,0.02611402
"34","F1044H.VOB",34,3.747022e-05,0.000445414,0.03043832
"35","F1044H.VOB",35,3.747022e-05,0.000545405,0.03163296
"36","F1044H.VOB",36,2.676444e-05,0.000545405,0.0317872
"37","F1044H.VOB",37,4.014666e-05,0.0006090356,0.03084774
"38","F1044H.VOB",38,3.747022e-05,0.000545405,0.02840516
"39","F1044H.VOB",39,3.479378e-05,0.000545405,0.02532038
"40","F1044H.VOB",40,3.211734e-05,0.000745387,0.02297316
"41","F1044H.VOB",41,0.00023017434,0.0009090084,0.02019406
"42","F1044H.VOB",42,0.00038005532,0.0009180984,0.01676716
"43","F1044H.VOB",43,0.00064502398,0.0009544588,0.01456014
"44","F1044H.VOB",44,0.00091266754,0.0009544588,0.012846688
"45","F1044H.VOB",45,0.0012258122,0.0006272156,0.013508508
"46","F1044H.VOB",46,0.0013221632,0.0005272248,0.017344848
