"","video","frame_index","slidedFather","slidedMother","slidedPatient"
"167","F1044D2.VOB",167,0.00018437236,2.806318e-05,0.0916509
"168","F1044D2.VOB",168,6.604382e-05,2.806318e-05,0.0931985
"169","F1044D2.VOB",169,8.530664e-05,2.806318e-05,0.09388438
"170","F1044D2.VOB",170,7.705116e-05,2.806318e-05,0.09388438
"171","F1044D2.VOB",171,6.329204e-05,2.182692e-05,0.09294352
"172","F1044D2.VOB",172,0.00015685422,3.429944e-05,0.09110576
"173","F1044D2.VOB",173,0.00019813156,4.05357e-05,0.0878523
"174","F1044D2.VOB",174,0.00022840156,3.741758e-05,0.08405366
"175","F1044D2.VOB",175,0.00023665704,3.741758e-05,0.0801495
"176","F1044D2.VOB",176,0.00024216068,4.98901e-05,0.0762893
"177","F1044D2.VOB",177,0.00015685398,3.429946e-05,0.0741086
"178","F1044D2.VOB",178,0.00028894178,2.494508e-05,0.07319412
"179","F1044D2.VOB",179,0.00055311818,2.182694e-05,0.0732205
"180","F1044D2.VOB",180,0.0006907096,3.118132e-05,0.0752693
"181","F1044D2.VOB",181,0.0007044687,2.494506e-05,0.07941968
"182","F1044D2.VOB",182,0.00070171688,2.494506e-05,0.08459884
"183","F1044D2.VOB",183,0.00053385538,2.182692e-05,0.09075412
"184","F1044D2.VOB",184,0.00022014616,2.494506e-05,0.09544966
"185","F1044D2.VOB",185,6.879562e-05,2.182694e-05,0.09710278
"186","F1044D2.VOB",186,4.678104e-05,1.559068e-05,0.09505396
"187","F1044D2.VOB",187,7.154756e-05,1.247254e-05,0.08945272
"188","F1044D2.VOB",188,6.329208e-05,1.559068e-05,0.08118708
"189","F1044D2.VOB",189,4.678112e-05,1.247254e-05,0.0738448
"190","F1044D2.VOB",190,7.980306e-05,9.3544e-06,0.06979116
"191","F1044D2.VOB",191,9.081038e-05,1.247254e-05,0.0692284
"192","F1044D2.VOB",192,7.429934e-05,1.87088e-05,0.0711541
"193","F1044D2.VOB",193,9.356212e-05,2.182692e-05,0.07462738
"194","F1044D2.VOB",194,0.00010732126,2.182692e-05,0.07633324
"195","F1044D2.VOB",195,0.00019813146,2.806318e-05,0.07512858
"196","F1044D2.VOB",196,0.00036599292,3.429944e-05,0.0713827
"197","F1044D2.VOB",197,0.00041002216,3.429944e-05,0.06749614
"198","F1044D2.VOB",198,0.00039075938,2.806318e-05,0.063592
"199","F1044D2.VOB",199,0.00045955502,2.806318e-05,0.0605232
"200","F1044D2.VOB",200,0.00084756322,1.87088e-05,0.05657508
"201","F1044D2.VOB",201,0.00141443862,9.3544e-06,0.05338318
"202","F1044D2.VOB",202,0.00220696442,1.247254e-05,0.05099144
"203","F1044D2.VOB",203,0.0028618986,1.559068e-05,0.0484766
"204","F1044D2.VOB",204,0.003038016,2.182694e-05,0.0455309
"205","F1044D2.VOB",205,0.0025867158,0.0003180488,0.0450033
"206","F1044D2.VOB",206,0.0018905046,0.0012191888,0.04428226
"207","F1044D2.VOB",207,0.001078716,0.0031274844,0.0411607
"208","F1044D2.VOB",208,0.00043754096,0.00499524426,0.03764344
"209","F1044D2.VOB",209,0.00018162062,0.006713334,0.03456584
"210","F1044D2.VOB",210,0.00011557682,0.009011394,0.03190152
"211","F1044D2.VOB",211,7.15475e-05,0.011256454,0.03009014
"212","F1044D2.VOB",212,3.02701e-05,0.012675204,0.02924598
"213","F1044D2.VOB",213,1.375914e-05,0.014168786,0.0294834
"214","F1044D2.VOB",214,2.751826e-05,0.01551894,0.031796
"215","F1044D2.VOB",215,2.751826e-05,0.01552206,0.03476808
"216","F1044D2.VOB",216,4.678098e-05,0.0144463,0.03849636
"217","F1044D2.VOB",217,9.356198e-05,0.012768746,0.04357002
"218","F1044D2.VOB",218,0.00014034298,0.010239944,0.04806332
"219","F1044D2.VOB",219,0.0002228978,0.00747104,0.0516861
"220","F1044D2.VOB",220,0.0003082044,0.005185452,0.05601234
"221","F1044D2.VOB",221,0.0002806862,0.003414352,0.05997806
"222","F1044D2.VOB",222,0.0002669272,0.001967538,0.06397894
"223","F1044D2.VOB",223,0.0003907594,0.001406276,0.06979998
"224","F1044D2.VOB",224,0.0004623068,0.0012721972,0.07697518
"225","F1044D2.VOB",225,0.0005448616,0.0011381168,0.08247968
"226","F1044D2.VOB",226,0.0006852048,0.0010040378,0.0895406
"227","F1044D2.VOB",227,0.0007017156,0.0009104948,0.09539692
"228","F1044D2.VOB",228,0.00054486154,0.0006859888,0.09770074
"229","F1044D2.VOB",229,0.00038250384,0.00053008226,0.09657522
"230","F1044D2.VOB",230,0.00021464244,0.00034923066,0.09267106
"231","F1044D2.VOB",231,7.705106e-05,0.0001870878,0.0877117
"232","F1044D2.VOB",232,4.12774e-05,7.79532e-05,0.08306882
"233","F1044D2.VOB",233,8.805846e-05,7.48352e-05,0.07686086
"234","F1044D2.VOB",234,0.00012108036,9.978014e-05,0.0698703
"235","F1044D2.VOB",235,0.00021739436,0.0001153708,0.06466476
"236","F1044D2.VOB",236,0.00022840168,0.0001153708,0.05886128
"237","F1044D2.VOB",237,0.00023665714,0.00010913454,0.05311058
"238","F1044D2.VOB",238,0.00024216074,6.548068e-05,0.05207298
"239","F1044D2.VOB",239,0.00024216074,3.118134e-05,0.0529523
"240","F1044D2.VOB",240,0.00025041614,1.559068e-05,0.05459662
"241","F1044D2.VOB",241,0.0003742484,6.548074e-05,0.05445594
"242","F1044D2.VOB",242,0.0005035842,6.548074e-05,0.05111454
"243","F1044D2.VOB",243,0.0007650084,6.23626e-05,0.04466038
"244","F1044D2.VOB",244,0.0012493292,6.23626e-05,0.03894484
"245","F1044D2.VOB",245,0.0016951258,6.23626e-05,0.0325874
"246","F1044D2.VOB",246,0.0021244104,9.3544e-06,0.02613322
"247","F1044D2.VOB",247,0.002735316,6.23626e-06,0.02151682
"248","F1044D2.VOB",248,0.003032512,1.247252e-05,0.017410422
"249","F1044D2.VOB",249,0.002894922,9.3544e-06,0.013462298
"250","F1044D2.VOB",250,0.00266652,1.559066e-05,0.011017798
"251","F1044D2.VOB",251,0.002493156,1.87088e-05,0.009092104
"252","F1044D2.VOB",252,0.002014338,2.182694e-05,0.007438992
"253","F1044D2.VOB",253,0.001813456,1.559068e-05,0.007122438
"254","F1044D2.VOB",254,0.001984068,1.247254e-05,0.007069678
"255","F1044D2.VOB",255,0.002091388,9.35442e-06,0.006797098
"256","F1044D2.VOB",256,0.001912518,6.23628e-06,0.007175204
"257","F1044D2.VOB",257,0.0017336494,3.11814e-06,0.007438998
"258","F1044D2.VOB",258,0.0014667216,3.11814e-06,0.007491758
"259","F1044D2.VOB",259,0.0010649556,9.3544e-06,0.007623656
"260","F1044D2.VOB",260,0.0008915916,6.23626e-06,0.007148826
"261","F1044D2.VOB",261,0.0012108036,6.23626e-06,0.00651572
"262","F1044D2.VOB",262,0.0016510962,2.494504e-05,0.006999342
"263","F1044D2.VOB",263,0.002204214,4.677204e-05,0.006849858
"264","F1044D2.VOB",264,0.002878412,0.00014967038,0.006709168
"265","F1044D2.VOB",265,0.003310448,0.00015902478,0.006594856
"266","F1044D2.VOB",266,0.003093054,0.0001714973,0.005979336
"267","F1044D2.VOB",267,0.0027298126,0.00024633252,0.005223126
"268","F1044D2.VOB",268,0.0021684392,0.00033364012,0.00503847
"269","F1044D2.VOB",269,0.0013676572,0.00029310432,0.004317432
"270","F1044D2.VOB",270,0.0006797012,0.00047707392,0.003534844
"271","F1044D2.VOB",271,0.0004210296,0.0006953434,0.003464498
"272","F1044D2.VOB",272,0.0002999492,0.00061427192,0.00296329
"273","F1044D2.VOB",273,0.0001513506,0.00053631872,0.002444494
"274","F1044D2.VOB",274,0.00012108042,0.00050513752,0.002075182
"275","F1044D2.VOB",275,0.00012108042,0.00031181352,0.001837766
"276","F1044D2.VOB",276,6.604384e-05,8.107152e-05,0.00151242
"277","F1044D2.VOB",277,2.476642e-05,8.730778e-05,0.00134535
"278","F1044D2.VOB",278,0.00014584682,5.924452e-05,0.001310178
"279","F1044D2.VOB",279,0.000390759,2.182692e-05,0.001389316
"280","F1044D2.VOB",280,0.0005751314,2.494506e-05,0.001389316
"281","F1044D2.VOB",281,0.00062741618,3.429946e-05,0.001433282
"282","F1044D2.VOB",282,0.0008282994,2.182694e-05,0.0014156952
"283","F1044D2.VOB",283,0.000971395,3.118132e-05,0.0014332812
"284","F1044D2.VOB",284,0.0008475632,3.429946e-05,0.0012222464
"285","F1044D2.VOB",285,0.0008805848,3.429946e-05,0.0012486264
"286","F1044D2.VOB",286,0.0009768986,2.494506e-05,0.0014508684
"287","F1044D2.VOB",287,0.00077326356,3.118132e-05,0.0024532872
"288","F1044D2.VOB",288,0.00051459122,2.182694e-05,0.0042734612
"289","F1044D2.VOB",289,0.00047331382,2.80632e-05,0.007773124
"290","F1044D2.VOB",290,0.00025867164,2.80632e-05,0.01189711
"291","F1044D2.VOB",291,0.00010732124,2.80632e-05,0.016786088
"292","F1044D2.VOB",292,9.35621e-05,2.494508e-05,0.02157834
"293","F1044D2.VOB",293,9.081026e-05,6.236254e-05,0.02514836
"294","F1044D2.VOB",294,8.25546e-06,5.612628e-05,0.02681028
"295","F1044D2.VOB",295,8.25546e-06,0.00014343394,0.0275489
"296","F1044D2.VOB",296,8.25546e-06,0.00014343394,0.025887
"297","F1044D2.VOB",297,1.375912e-05,0.00016526094,0.02245768
"298","F1044D2.VOB",298,1.375912e-05,0.00026815934,0.0191075
"299","F1044D2.VOB",299,1.651094e-05,0.0003149312,0.015642994
"300","F1044D2.VOB",300,1.375912e-05,0.000265041,0.011941082
"301","F1044D2.VOB",301,1.651094e-05,0.0004271838,0.009830734
"302","F1044D2.VOB",302,8.25546e-06,0.0004209474,0.008371076
"303","F1044D2.VOB",303,5.50364e-06,0.0002775134,0.006964168
"304","F1044D2.VOB",304,2.75182e-06,0.0003523486,0.006058474
"305","F1044D2.VOB",305,1.10073e-05,0.0004833102,0.005522092
"306","F1044D2.VOB",306,8.25548e-06,0.0003554668,0.005020882
"307","F1044D2.VOB",307,1.10073e-05,0.0003804118,0.004713122
"308","F1044D2.VOB",308,1.926278e-05,0.0006111538,0.004080016
"309","F1044D2.VOB",309,2.20146e-05,0.0005394368,0.003367772
"310","F1044D2.VOB",310,1.375912e-05,0.0003928846,0.002637942
"311","F1044D2.VOB",311,1.926278e-05,0.0004147116,0.001864146
"312","F1044D2.VOB",312,1.651096e-05,0.00038353038,0.001362938
"313","F1044D2.VOB",313,1.10073e-05,0.00027751358,0.00131018
"314","F1044D2.VOB",314,1.10073e-05,0.00027751358,0.001486042
"315","F1044D2.VOB",315,1.10073e-05,0.00031181298,0.002031216
"316","F1044D2.VOB",316,1.10073e-05,0.00028998598,0.002699494
"317","F1044D2.VOB",317,1.10073e-05,0.00027751346,0.003886568
"318","F1044D2.VOB",318,1.10073e-05,0.00025880466,0.00595296
"319","F1044D2.VOB",319,1.651096e-05,0.00022450524,0.008450222
"320","F1044D2.VOB",320,1.651096e-05,0.00016837898,0.010885932
"321","F1044D2.VOB",321,1.926278e-05,0.00016837898,0.013084208
"322","F1044D2.VOB",322,1.926278e-05,0.00017461524,0.01496594
"323","F1044D2.VOB",323,1.651096e-05,6.859884e-05,0.01594198
"324","F1044D2.VOB",324,8.25548e-06,0.00012472526,0.01600352
"325","F1044D2.VOB",325,1.375914e-05,0.00071405112,0.01668058
"326","F1044D2.VOB",326,8.25548e-06,0.00131896772,0.01683008
"327","F1044D2.VOB",327,8.25548e-06,0.0018615232,0.01639922
"328","F1044D2.VOB",328,8.25548e-06,0.0021172092,0.01595956
"329","F1044D2.VOB",329,8.25548e-06,0.0020735554,0.014904386
"330","F1044D2.VOB",330,2.75182e-06,0.0014811114,0.013251286
"331","F1044D2.VOB",331,2.75182e-06,0.0008949036,0.012890766
"332","F1044D2.VOB",332,2.75182e-06,0.0004583646,0.012407146
"333","F1044D2.VOB",333,5.50364e-06,0.0002400962,0.012196106
"334","F1044D2.VOB",334,8.25546e-06,0.0003024588,0.01409542
"335","F1044D2.VOB",335,8.25546e-06,0.0004614834,0.01609146
"336","F1044D2.VOB",336,5.50364e-06,0.0005581454,0.01827216
"337","F1044D2.VOB",337,5.50364e-06,0.0005612634,0.02226424
"338","F1044D2.VOB",338,5.50364e-06,0.000601799,0.02586064
"339","F1044D2.VOB",339,5.50364e-06,0.0005706176,0.0275841
"340","F1044D2.VOB",340,5.50364e-06,0.000617389,0.02748738
"341","F1044D2.VOB",341,8.25546e-06,0.0006922248,0.02460322
"342","F1044D2.VOB",342,8.25546e-06,0.0009136118,0.019529576
"343","F1044D2.VOB",343,5.50364e-06,0.0010882266,0.015344036
"344","F1044D2.VOB",344,2.75182e-06,0.0011162898,0.011897116
"345","F1044D2.VOB",345,2.75182e-06,0.0009541476,0.00930313
"346","F1044D2.VOB",346,0,0.0007951224,0.007526918
"347","F1044D2.VOB",347,0,0.0005051366,0.006542088
"348","F1044D2.VOB",348,0,0.00027127738,0.005442946
"349","F1044D2.VOB",349,5.50366e-06,0.00022762358,0.00484502
"350","F1044D2.VOB",350,8.25548e-06,0.00022450538,0.004475708
"351","F1044D2.VOB",351,8.25548e-06,0.00018708778,0.005249504
"352","F1044D2.VOB",352,1.10073e-05,0.00015278836,0.00675313
"353","F1044D2.VOB",353,1.10073e-05,0.00014031584,0.00711365
"354","F1044D2.VOB",354,5.50364e-06,0.00014655204,0.007351066
"355","F1044D2.VOB",355,5.50364e-06,0.00015278844,0.008731584
"356","F1044D2.VOB",356,5.50364e-06,0.00012784338,0.008969
"357","F1044D2.VOB",357,2.75182e-06,0.00011537086,0.008371066
"358","F1044D2.VOB",358,2.75182e-06,0.00012160712,0.009971408
"359","F1044D2.VOB",359,2.75182e-06,8.73077e-05,0.011466238
"360","F1044D2.VOB",360,2.75182e-06,4.05357e-05,0.011686078
"361","F1044D2.VOB",361,2.75182e-06,3.741756e-05,0.011730044
"362","F1044D2.VOB",362,2.75182e-06,3.11813e-05,0.013963506
"363","F1044D2.VOB",363,2.75182e-06,2.182692e-05,0.015045066
"364","F1044D2.VOB",364,2.75182e-06,9.3544e-06,0.016161806
"365","F1044D2.VOB",365,0,1.247254e-05,0.016425586
"366","F1044D2.VOB",366,0,1.559068e-05,0.016091446
"367","F1044D2.VOB",367,0,2.182694e-05,0.014702126
"368","F1044D2.VOB",368,0,1.87088e-05,0.013242466
"369","F1044D2.VOB",369,0,1.247254e-05,0.011554166
"370","F1044D2.VOB",370,2.75182e-06,9.3544e-06,0.011167266
"371","F1044D2.VOB",371,8.25548e-06,2.494504e-05,0.01388434
"372","F1044D2.VOB",372,1.10073e-05,1.870878e-05,0.01642556
"373","F1044D2.VOB",373,1.10073e-05,3.741756e-05,0.01909868
"374","F1044D2.VOB",374,1.10073e-05,3.741756e-05,0.02234336
"375","F1044D2.VOB",375,1.10073e-05,4.05357e-05,0.02532424
"376","F1044D2.VOB",376,8.25546e-06,2.182692e-05,0.02622994
"377","F1044D2.VOB",377,5.50364e-06,2.182692e-05,0.02535062
"378","F1044D2.VOB",378,5.50364e-06,3.11814e-06,0.022035604
"379","F1044D2.VOB",379,5.50364e-06,3.11814e-06,0.017964378
"380","F1044D2.VOB",380,5.50364e-06,0,0.015695758
"381","F1044D2.VOB",381,2.75182e-06,7.1717e-05,0.015423178
"382","F1044D2.VOB",382,2.75182e-06,0.000330521,0.017234578
"383","F1044D2.VOB",383,2.75182e-06,0.000770177,0.021147534
"384","F1044D2.VOB",384,5.50364e-06,0.001075753,0.0249022
"385","F1044D2.VOB",385,5.50364e-06,0.001337675,0.0257903
"386","F1044D2.VOB",386,5.50364e-06,0.0013002574,0.02387338
"387","F1044D2.VOB",387,1.926278e-05,0.00104768966,0.02213232
