"","video","frame_index","slidedMother","slidedTherapist","slidedPatient"
"164","F1044N.VOB",164,0.011702894,0.003639272,0.0003857142
"165","F1044N.VOB",165,0.012017494,0.003523598,0.0003434828
"166","F1044N.VOB",166,0.011620488,0.003808334,0.00035756
"167","F1044N.VOB",167,0.011313372,0.00369266,0.0003350366
"168","F1044N.VOB",168,0.010973788,0.00347911,0.00030406684
"169","F1044N.VOB",169,0.009675404,0.003772744,0.00023086564
"170","F1044N.VOB",170,0.00819975,0.003906214,0.00016892608
"171","F1044N.VOB",171,0.007495632,0.00356809,8.164762e-05
"172","F1044N.VOB",172,0.007013734,0.003665968,6.193956e-05
"173","F1044N.VOB",173,0.005947566,0.003986294,5.63087e-05
"174","F1044N.VOB",174,0.004796506,0.003852824,7.03859e-05
"175","F1044N.VOB",175,0.0038402,0.003888416,9.572486e-05
"176","F1044N.VOB",176,0.003008738,0.0039596,0.00011261752
"177","F1044N.VOB",177,0.002364544,0.003888416,0.00011261752
"178","F1044N.VOB",178,0.001995006,0.003941804,0.00010698664
"179","F1044N.VOB",179,0.001962546,0.003950702,7.601684e-05
"180","F1044N.VOB",180,0.002699126,0.004529072,4.786244e-05
"181","F1044N.VOB",181,0.00422472,0.005018462,1.970804e-05
"182","F1044N.VOB",182,0.006089894,0.00533879,1.126174e-05
"183","F1044N.VOB",183,0.007897644,0.00533879,1.126174e-05
"184","F1044N.VOB",184,0.009186034,0.005614628,1.407718e-05
"185","F1044N.VOB",185,0.009338344,0.005089646,1.970804e-05
"186","F1044N.VOB",186,0.008454448,0.004662542,1.970804e-05
"187","F1044N.VOB",187,0.00701624,0.004920584,1.68926e-05
"188","F1044N.VOB",188,0.005453184,0.004769318,8.4463e-06
"189","F1044N.VOB",189,0.003957552,0.004422296,1.126172e-05
"190","F1044N.VOB",190,0.002801496,0.00436001,5.63086e-06
"191","F1044N.VOB",191,0.0019475636,0.004440092,1.407716e-05
"192","F1044N.VOB",192,0.0013907594,0.004128662,4.786236e-05
"193","F1044N.VOB",193,0.0010362032,0.00413756,0.00012106356
"194","F1044N.VOB",194,0.0008789006,0.003906214,0.0001661105
"195","F1044N.VOB",195,0.0008364544,0.003683766,0.0002055265
"196","F1044N.VOB",196,0.0008414482,0.003674868,0.0002364962
"197","F1044N.VOB",197,0.0008314606,0.00339903,0.00022241904
"198","F1044N.VOB",198,0.0008314606,0.003301152,0.00017174124
"199","F1044N.VOB",199,0.0008913858,0.003683764,0.00014640244
"200","F1044N.VOB",200,0.000953808,0.003861722,0.00012950984
"201","F1044N.VOB",201,0.0010387026,0.003621476,0.00012950984
"202","F1044N.VOB",202,0.0011136084,0.003657068,0.0001323252
"203","F1044N.VOB",203,0.001143571,0.003772742,0.0001520334
"204","F1044N.VOB",204,0.0010836458,0.003576986,0.00014077158
"205","F1044N.VOB",205,0.000971286,0.003817232,0.00015203338
"206","F1044N.VOB",206,0.0008164788,0.004146458,0.00011824824
"207","F1044N.VOB",207,0.0006891386,0.004119764,0.00010417114
"208","F1044N.VOB",208,0.000596754,0.004333316,9.572474e-05
"209","F1044N.VOB",209,0.000534332,0.004431194,0.0001013556
"210","F1044N.VOB",210,0.000451935,0.00418205,0.0001013556
"211","F1044N.VOB",211,0.00033957548,0.00400409,0.00010417104
"212","F1044N.VOB",212,0.00024469408,0.004057478,9.572474e-05
"213","F1044N.VOB",213,0.00015730332,0.003657068,6.193954e-05
"214","F1044N.VOB",214,8.73908e-05,0.003541394,4.22315e-05
"215","F1044N.VOB",215,4.99376e-05,0.003532496,1.126174e-05
"216","F1044N.VOB",216,4.99376e-05,0.003817232,2.81544e-06
"217","F1044N.VOB",217,3.74532e-05,0.004110866,2.81544e-06
"218","F1044N.VOB",218,1.747816e-05,0.004279928,2.81544e-06
"219","F1044N.VOB",219,1.498128e-05,0.004119766,8.4463e-06
"220","F1044N.VOB",220,1.747816e-05,0.00427993,1.68926e-05
"221","F1044N.VOB",221,2.49688e-06,0.004021888,1.970804e-05
"222","F1044N.VOB",222,7.49064e-06,0.003621478,2.252348e-05
"223","F1044N.VOB",223,7.49064e-06,0.003639274,2.533892e-05
"224","F1044N.VOB",224,7.49064e-06,0.003746048,3.660066e-05
"225","F1044N.VOB",225,4.99376e-06,0.003532496,0.00010980192
"226","F1044N.VOB",226,7.49064e-06,0.003452414,0.00025620448
"227","F1044N.VOB",227,2.49688e-06,0.003665966,0.00032940584
"228","F1044N.VOB",228,2.247192e-05,0.003665966,0.0004335768
"229","F1044N.VOB",229,2.247192e-05,0.003888416,0.0007151202
"230","F1044N.VOB",230,2.247192e-05,0.00387062,0.0006982276
"231","F1044N.VOB",231,1.997504e-05,0.003790538,0.0006025028
"232","F1044N.VOB",232,2.247192e-05,0.003763844,0.0006700732
"233","F1044N.VOB",233,2.49688e-06,0.004021886,0.0005856102
"234","F1044N.VOB",234,2.49688e-06,0.003950702,0.0003237748
"235","F1044N.VOB",235,1.498128e-05,0.004333316,0.0003096976
"236","F1044N.VOB",236,1.747816e-05,0.00453797,0.0002646507
"237","F1044N.VOB",237,2.247192e-05,0.004351112,0.0001210635
"238","F1044N.VOB",238,9.488132e-05,0.00404858,0.0001210635
"239","F1044N.VOB",239,0.00014731572,0.003941804,0.0001013555
"240","F1044N.VOB",240,0.00051685332,0.003639272,0.0001520333
"241","F1044N.VOB",241,0.00180274644,0.003790538,0.000273097
"242","F1044N.VOB",242,0.0036204738,0.003924008,0.0003688218
"243","F1044N.VOB",243,0.0053757804,0.00382613,0.000382899
"244","F1044N.VOB",244,0.007081148,0.004217642,0.000408238
"245","F1044N.VOB",245,0.008397004,0.004351112,0.0003322214
"246","F1044N.VOB",246,0.009178534,0.004012988,0.000239312
"247","F1044N.VOB",247,0.009423236,0.00400409,0.0002674664
"248","F1044N.VOB",248,0.01012486,0.003826132,0.0002590202
"249","F1044N.VOB",249,0.011682918,0.003301152,0.0002533892
"250","F1044N.VOB",250,0.01335332,0.003212172,0.0003181442
"251","F1044N.VOB",251,0.01467166,0.003256662,0.0005011476
"252","F1044N.VOB",252,0.01642196,0.003327846,0.0009459864
"253","F1044N.VOB",253,0.0176629,0.003861724,0.00220167
"254","F1044N.VOB",254,0.01799248,0.004101968,0.0041358734
"255","F1044N.VOB",255,0.01780272,0.00409307,0.006222104
"256","F1044N.VOB",256,0.01735078,0.0044045,0.007900102
"257","F1044N.VOB",257,0.01616726,0.004253234,0.009110738
"258","F1044N.VOB",258,0.01444692,0.004021886,0.009513346
"259","F1044N.VOB",259,0.01224218,0.004457888,0.009105108
"260","F1044N.VOB",260,0.01035205,0.004511276,0.00820136
"261","F1044N.VOB",261,0.00911111,0.003959602,0.0073511
"262","F1044N.VOB",262,0.00865917,0.003986296,0.00627842
"263","F1044N.VOB",263,0.00887889,0.003826132,0.004972058
"264","F1044N.VOB",264,0.00887889,0.00334564,0.003696666
"265","F1044N.VOB",265,0.009498116,0.003461314,0.0025085524
"266","F1044N.VOB",266,0.010302116,0.003657068,0.0014696567
"267","F1044N.VOB",267,0.010474416,0.003505802,0.00078269074
"268","F1044N.VOB",268,0.011173536,0.003763844,0.00040542218
"269","F1044N.VOB",269,0.013535576,0.003550294,0.00011824818
"270","F1044N.VOB",270,0.01516354,0.003399028,4.223152e-05
"271","F1044N.VOB",271,0.01616228,0.003585886,3.378522e-05
"272","F1044N.VOB",272,0.0180624,0.003683764,1.407718e-05
"273","F1044N.VOB",273,0.01836454,0.003407926,1.126174e-05
"274","F1044N.VOB",274,0.01883646,0.003585884,1.407718e-05
"275","F1044N.VOB",275,0.01870162,0.003665966,2.81544e-06
"276","F1044N.VOB",276,0.0191286,0.003523598,2.81544e-06
"277","F1044N.VOB",277,0.01843946,0.003808334,2.81544e-06
"278","F1044N.VOB",278,0.01777278,0.003950702,2.81544e-06
"279","F1044N.VOB",279,0.01646192,0.003835028,0
"280","F1044N.VOB",280,0.01549564,0.003977396,1.68926e-05
"281","F1044N.VOB",281,0.01396504,0.004030784,2.815434e-05
"282","F1044N.VOB",282,0.013603,0.00364817,4.504694e-05
"283","F1044N.VOB",283,0.012973792,0.003683762,0.00027591294
"284","F1044N.VOB",284,0.013133592,0.003701558,0.00072638294
"285","F1044N.VOB",285,0.013685392,0.003345638,0.00123597634
"286","F1044N.VOB",286,0.013183526,0.00320327,0.0016554766
"287","F1044N.VOB",287,0.013076146,0.003390128,0.001911682
"288","F1044N.VOB",288,0.013518094,0.003630374,0.001903236
"289","F1044N.VOB",289,0.012571774,0.004012988,0.0015794606
"290","F1044N.VOB",290,0.012701614,0.004155356,0.0011768538
"291","F1044N.VOB",291,0.01358302,0.004119766,0.0008024004
"292","F1044N.VOB",292,0.01365044,0.004297726,0.0005743494
"293","F1044N.VOB",293,0.01348564,0.004128664,0.000394161
"294","F1044N.VOB",294,0.01476404,0.003977398,0.0003772684
"295","F1044N.VOB",295,0.01482396,0.004199848,0.0004392078
"296","F1044N.VOB",296,0.01453682,0.004413398,0.0005208554
"297","F1044N.VOB",297,0.01427964,0.003950704,0.000641919
"298","F1044N.VOB",298,0.01438702,0.004039684,0.0007967678
"299","F1044N.VOB",299,0.01386018,0.004021888,0.0010360798
"300","F1044N.VOB",300,0.0127366,0.00357699,0.0013429612
"301","F1044N.VOB",301,0.01250188,0.00336344,0.001742753
"302","F1044N.VOB",302,0.01228466,0.003559194,0.0021059444
"303","F1044N.VOB",303,0.01241948,0.003301152,0.002410012
"304","F1044N.VOB",304,0.011435708,0.003452418,0.002519814
"305","F1044N.VOB",305,0.011735328,0.003710458,0.002440982
"306","F1044N.VOB",306,0.010936332,0.003754946,0.002328364
"307","F1044N.VOB",307,0.010416972,0.004128662,0.002215746
"308","F1044N.VOB",308,0.010584272,0.004190948,0.00208342
"309","F1044N.VOB",309,0.011847684,0.00365707,0.001998956
"310","F1044N.VOB",310,0.012729084,0.003674866,0.002103128
"311","F1044N.VOB",311,0.01408988,0.003710458,0.00233681
"312","F1044N.VOB",312,0.01430712,0.003407926,0.002511368
"313","F1044N.VOB",313,0.013607986,0.00343462,0.002562046
"314","F1044N.VOB",314,0.012167296,0.004012988,0.002435352
"315","F1044N.VOB",315,0.010636708,0.004146458,0.0020045904
"316","F1044N.VOB",316,0.009435712,0.005445564,0.0013936408
"317","F1044N.VOB",317,0.008496878,0.006468832,0.0008305532
"318","F1044N.VOB",318,0.007570536,0.007554386,0.0004335766
"319","F1044N.VOB",319,0.00671161,0.008346306,0.0001942649
"320","F1044N.VOB",320,0.006069912,0.008978064,0.00011824824
"321","F1044N.VOB",321,0.005637952,0.007910306,7.320128e-05
"322","F1044N.VOB",322,0.005348314,0.007020508,4.786232e-05
"323","F1044N.VOB",323,0.005198502,0.006184098,2.533892e-05
"324","F1044N.VOB",324,0.005191012,0.005712506,1.689262e-05
"325","F1044N.VOB",325,0.005740324,0.00569471,5.63088e-06
"326","F1044N.VOB",326,0.00716354,0.005570138,2.81544e-06
"327","F1044N.VOB",327,0.008956292,0.005312096,0
"328","F1044N.VOB",328,0.01111858,0.005080748,5.63086e-06
"329","F1044N.VOB",329,0.013900106,0.004520174,1.970804e-05
"330","F1044N.VOB",330,0.01610486,0.003710456,3.660064e-05
"331","F1044N.VOB",331,0.01675904,0.003852824,3.660064e-05
"332","F1044N.VOB",332,0.015555552,0.003897314,3.660064e-05
"333","F1044N.VOB",333,0.014257184,0.00361258,3.096978e-05
"334","F1044N.VOB",334,0.012851444,0.003648172,1.970804e-05
"335","F1044N.VOB",335,0.011498124,0.003505804,2.81544e-06
"336","F1044N.VOB",336,0.010808984,0.00334564,5.63088e-06
"337","F1044N.VOB",337,0.011647932,0.003550294,5.63088e-06
"338","F1044N.VOB",338,0.01289638,0.003843926,1.126174e-05
"339","F1044N.VOB",339,0.01424468,0.003817232,8.4463e-06
"340","F1044N.VOB",340,0.01528088,0.004235438,8.4463e-06
"341","F1044N.VOB",341,0.01556054,0.004244336,8.4463e-06
"342","F1044N.VOB",342,0.01570286,0.004279928,8.4463e-06
"343","F1044N.VOB",343,0.0159051,0.004689236,2.81544e-06
"344","F1044N.VOB",344,0.01607988,0.004698134,2.81544e-06
"345","F1044N.VOB",345,0.01632208,0.00419095,2.81544e-06
"346","F1044N.VOB",346,0.01680148,0.004244338,0
"347","F1044N.VOB",347,0.01651184,0.004075276,2.81544e-06
"348","F1044N.VOB",348,0.015285872,0.003505804,5.63088e-06
"349","F1044N.VOB",349,0.013061162,0.003514702,5.63088e-06
"350","F1044N.VOB",350,0.010464412,0.003817232,5.63088e-06
"351","F1044N.VOB",351,0.00766541,0.003612578,5.63088e-06
"352","F1044N.VOB",352,0.0054132328,0.00382613,5.63088e-06
"353","F1044N.VOB",353,0.0035081134,0.003852824,2.81544e-06
"354","F1044N.VOB",354,0.0020624212,0.003710456,2.81544e-06
"355","F1044N.VOB",355,0.0009787762,0.003683762,2.81544e-06
"356","F1044N.VOB",356,0.0004993758,0.003843926,2.81544e-06
"357","F1044N.VOB",357,0.0003445694,0.0035147,0
"358","F1044N.VOB",358,0.000354557,0.003728252,0
"359","F1044N.VOB",359,0.00022721608,0.003710456,5.63086e-06
"360","F1044N.VOB",360,0.00018726612,0.003585884,6.193946e-05
"361","F1044N.VOB",361,0.00013732852,0.00382613,0.00022805006
"362","F1044N.VOB",362,0.00010237212,0.004128662,0.00034911366
"363","F1044N.VOB",363,3.495632e-05,0.003879518,0.00038008346
"364","F1044N.VOB",364,8.988764e-05,0.004075274,0.0004082378
"365","F1044N.VOB",365,0.0003096126,0.004101968,0.00037163724
"366","F1044N.VOB",366,0.0009662926,0.003835028,0.00025620444
"367","F1044N.VOB",367,0.0014456926,0.003665966,0.00018018784
"368","F1044N.VOB",368,0.0015730334,0.003763844,0.00015203348
"369","F1044N.VOB",369,0.0015855178,0.003594782,0.00016892608
"370","F1044N.VOB",370,0.0013782772,0.003585884,0.00020834224
"371","F1044N.VOB",371,0.0007565536,0.003639272,0.00018581884
"372","F1044N.VOB",372,0.0004219726,0.003790538,0.00015203358
"373","F1044N.VOB",373,0.0006541814,0.003932906,0.00016892618
"374","F1044N.VOB",374,0.0010387008,0.00409307,0.00013232556
"375","F1044N.VOB",375,0.0013682894,0.004173152,8.727854e-05
"376","F1044N.VOB",376,0.001650437,0.004324418,6.4755e-05
"377","F1044N.VOB",377,0.0016229714,0.004084172,5.349326e-05
"378","F1044N.VOB",378,0.001340825,0.004021886,3.378522e-05
"379","F1044N.VOB",379,0.0010586776,0.00422654,1.970804e-05
"380","F1044N.VOB",380,0.000771536,0.004235438,5.63086e-06
"381","F1044N.VOB",381,0.0005193508,0.003879518,2.81544e-06
"382","F1044N.VOB",382,0.0004794006,0.004466786,5.63088e-06
"383","F1044N.VOB",383,0.0004444444,0.006717968,8.44632e-06
"384","F1044N.VOB",384,0.0003171036,0.010864428,8.44632e-06
"385","F1044N.VOB",385,0.000307116,0.017075224,1.126176e-05
"386","F1044N.VOB",386,0.0002921348,0.022298336,1.126176e-05
"387","F1044N.VOB",387,0.0002521848,0.02709434,1.126176e-05
"388","F1044N.VOB",388,0.0002322098,0.03286914,1.970806e-05
"389","F1044N.VOB",389,0.000229713,0.03476442,2.25235e-05
"390","F1044N.VOB",390,0.0001947568,0.03297592,1.970806e-05
"391","F1044N.VOB",391,0.0002496882,0.0317569,2.533892e-05
"392","F1044N.VOB",392,0.000601749,0.0291498,0.00012387908
"393","F1044N.VOB",393,0.0016154826,0.02335722,0.00057434934
"394","F1044N.VOB",394,0.0029787776,0.02004716,0.0014949959
"395","F1044N.VOB",395,0.004362049,0.01893492,0.0022410859
"396","F1044N.VOB",396,0.005403248,0.01820528,0.0029055276
"397","F1044N.VOB",397,0.005902622,0.018579,0.003299688
"398","F1044N.VOB",398,0.005298376,0.01773368,0.0029815432
"399","F1044N.VOB",399,0.004102372,0.01522445,0.0020946818
"400","F1044N.VOB",400,0.0028064914,0.012430478,0.0013908234
"401","F1044N.VOB",401,0.00167790156,0.009503048,0.0007517206
"402","F1044N.VOB",402,0.00078901356,0.006406544,0.0002730972
"403","F1044N.VOB",403,0.00034456956,0.005436668,0.000194265
"404","F1044N.VOB",404,0.00013483156,0.005000666,0.000213973
"405","F1044N.VOB",405,1.747816e-05,0.004431194,0.00017737226
"406","F1044N.VOB",406,0,0.00476042,0.00014921792
"407","F1044N.VOB",407,0,0.005329892,0.00013232532
"408","F1044N.VOB",408,4.99376e-06,0.005214218,6.757032e-05
"409","F1044N.VOB",409,4.99376e-06,0.00637985,1.126172e-05
"410","F1044N.VOB",410,4.99376e-06,0.009778874,5.63086e-06
"411","F1044N.VOB",411,4.99376e-06,0.013453738,2.81544e-06
"412","F1044N.VOB",412,2.996256e-05,0.01861457,0.00011261744
