,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,BRLO041,0.344959135889
1,2,0.166666666667,BRLO041,0.0530840086004
2,3,0.333333333333,BRLO041,0.0378021536664
3,4,0.5,BRLO041,0.00635814756816
4,5,0.666666666667,BRLO041,0.0189238673066
5,6,0.833333333333,BRLO041,0.166199705039
6,7,1.0,BRLO041,0.000248719448229
7,8,1.16666666667,BRLO041,0.00617156304112
8,9,1.33333333333,BRLO041,0.00441221932025
9,10,1.5,BRLO041,0.00018438041703
10,11,1.66666666667,BRLO041,0.0150083170637
11,12,1.83333333333,BRLO041,0.0129766903448
12,13,2.0,BRLO041,0.00867615410558
13,14,2.16666666667,BRLO041,0.000166367500265
14,15,2.33333333333,BRLO041,0.0166698749037
15,16,2.5,BRLO041,0.00799025572332
16,17,2.66666666667,BRLO041,0.00459424685399
17,18,2.83333333333,BRLO041,0.0268517246054
18,19,3.0,BRLO041,0.0521381539904
19,20,3.16666666667,BRLO041,0.0471383754102
20,21,3.33333333333,BRLO041,0.00247701228293
21,22,3.5,BRLO041,0.00048620933689
22,23,3.66666666667,BRLO041,0.00817207365919
23,24,3.83333333333,BRLO041,0.110848533797
24,25,4.0,BRLO041,0.000371144950393
25,26,4.16666666667,BRLO041,0.230291056814
26,27,4.33333333333,BRLO041,0.0130681370053
27,28,4.5,BRLO041,0.0195012043174
28,29,4.66666666667,BRLO041,0.0147139071222
29,30,4.83333333333,BRLO041,0.0513481750428
30,31,5.0,BRLO041,0.100369631519
31,32,5.16666666667,BRLO041,0.0042795928342
32,33,5.33333333333,BRLO041,0.0180853784899
33,34,5.5,BRLO041,0.127906890764
34,35,5.66666666667,BRLO041,0.111749403114
35,36,5.83333333333,BRLO041,0.01898980997
36,37,6.0,BRLO041,0.00848987811732
37,38,6.16666666667,BRLO041,0.0532451605411
38,39,6.33333333333,BRLO041,0.0671387276264
39,40,6.5,BRLO041,0.00250528829882
40,41,6.66666666667,BRLO041,0.0203625526837
41,42,6.83333333333,BRLO041,0.0765617787432
42,43,7.0,BRLO041,0.0372224693332
43,44,7.16666666667,BRLO041,0.0163807459194
44,45,7.33333333333,BRLO041,0.000369780745803
45,46,7.5,BRLO041,0.0553599946042
