,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,HAJA052,0.00167265538907
1,2,0.166666666667,HAJA052,0.183331618933
2,3,0.333333333333,HAJA052,0.000770474022028
3,4,0.5,HAJA052,7.57406295726e-06
4,5,0.666666666667,HAJA052,0.0182287424693
5,6,0.833333333333,HAJA052,0.0882078114577
6,7,1.0,HAJA052,0.0132365810614
7,8,1.16666666667,HAJA052,0.0199598594035
8,9,1.33333333333,HAJA052,0.0673200590691
9,10,1.5,HAJA052,0.0429161560289
10,11,1.66666666667,HAJA052,0.000807948407563
11,12,1.83333333333,HAJA052,0.00170269686784
12,13,2.0,HAJA052,0.168190390256
13,14,2.16666666667,HAJA052,0.000995203843017
14,15,2.33333333333,HAJA052,0.00606409850764
15,16,2.5,HAJA052,0.196788037309
16,17,2.66666666667,HAJA052,5.74020636928e-05
17,18,2.83333333333,HAJA052,0.000173304964094
18,19,3.0,HAJA052,0.0734548622447
19,20,3.16666666667,HAJA052,0.0340958100049
20,21,3.33333333333,HAJA052,0.0202696882953
21,22,3.5,HAJA052,0.00314135624932
22,23,3.66666666667,HAJA052,0.00517554302352
23,24,3.83333333333,HAJA052,0.000265235055934
24,25,4.0,HAJA052,0.009290188391
25,26,4.16666666667,HAJA052,0.00709820718836
26,27,4.33333333333,HAJA052,0.033287497497
27,28,4.5,HAJA052,0.0316609589141
28,29,4.66666666667,HAJA052,0.0465097195545
29,30,4.83333333333,HAJA052,0.0312101641847
30,31,5.0,HAJA052,0.172066689736
31,32,5.16666666667,HAJA052,0.00300349041758
32,33,5.33333333333,HAJA052,0.0191383811922
33,34,5.5,HAJA052,0.0545089221944
34,35,5.66666666667,HAJA052,0.0864403394704
35,36,5.83333333333,HAJA052,4.59514564433e-06
36,37,6.0,HAJA052,0.201115752175
37,38,6.16666666667,HAJA052,0.0215088169289
38,39,6.33333333333,HAJA052,0.000473203998729
39,40,6.5,HAJA052,0.00601736259863
40,41,6.66666666667,HAJA052,0.139499029506
41,42,6.83333333333,HAJA052,0.369846200878
42,43,7.0,HAJA052,0.0602260408247
43,44,7.16666666667,HAJA052,0.000509598009775
44,45,7.33333333333,HAJA052,0.0483583651298
45,46,7.5,HAJA052,0.0426568134551
