,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,BICA,0.000444263895578
1,2,0.166666666667,BICA,0.0271960336324
2,3,0.333333333333,BICA,0.116894971817
3,4,0.5,BICA,0.000855273863357
4,5,0.666666666667,BICA,0.0231378021972
5,6,0.833333333333,BICA,0.00486286609871
6,7,1.0,BICA,0.209336541267
7,8,1.16666666667,BICA,0.000533765659375
8,9,1.33333333333,BICA,0.0399549165601
9,10,1.5,BICA,6.52305009047e-05
10,11,1.66666666667,BICA,0.000723106205852
11,12,1.83333333333,BICA,0.0240561954315
12,13,2.0,BICA,0.256183260553
13,14,2.16666666667,BICA,0.0527433449679
14,15,2.33333333333,BICA,0.0533712717443
15,16,2.5,BICA,0.0544384753713
16,17,2.66666666667,BICA,0.142754731008
17,18,2.83333333333,BICA,0.0436882855524
18,19,3.0,BICA,0.0337820282685
19,20,3.16666666667,BICA,0.00597954366267
20,21,3.33333333333,BICA,0.0232811896535
21,22,3.5,BICA,0.263557150013
22,23,3.66666666667,BICA,0.0234278700791
23,24,3.83333333333,BICA,0.0209224663422
24,25,4.0,BICA,0.1028710423
25,26,4.16666666667,BICA,0.0117411471771
26,27,4.33333333333,BICA,0.0309235842479
27,28,4.5,BICA,0.223763076659
28,29,4.66666666667,BICA,0.00537895333718
29,30,4.83333333333,BICA,0.00506625080458
30,31,5.0,BICA,0.00025744767218
31,32,5.16666666667,BICA,0.0230501554575
32,33,5.33333333333,BICA,0.076141757067
33,34,5.5,BICA,0.110475723446
34,35,5.66666666667,BICA,0.200380150469
35,36,5.83333333333,BICA,0.00771407401255
36,37,6.0,BICA,0.00839438948922
37,38,6.16666666667,BICA,0.0110797468538
38,39,6.33333333333,BICA,0.0024827800685
39,40,6.5,BICA,0.0259252002297
40,41,6.66666666667,BICA,0.0266158142118
41,42,6.83333333333,BICA,0.010258785627
42,43,7.0,BICA,0.00179520166428
43,44,7.16666666667,BICA,0.000363644853792
44,45,7.33333333333,BICA,0.00174645469025
45,46,7.5,BICA,0.0739136407193
