,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,VINO,0.0219386248037
1,2,0.166666666667,VINO,0.00510122767637
2,3,0.333333333333,VINO,0.0484448006863
3,4,0.5,VINO,0.044783805153
4,5,0.666666666667,VINO,0.00880242460424
5,6,0.833333333333,VINO,0.000721804203638
6,7,1.0,VINO,0.0322941892248
7,8,1.16666666667,VINO,0.000153181821665
8,9,1.33333333333,VINO,0.0257604950568
9,10,1.5,VINO,0.000743314166912
10,11,1.66666666667,VINO,0.000237541433358
11,12,1.83333333333,VINO,0.022954089915
12,13,2.0,VINO,0.0586790007273
13,14,2.16666666667,VINO,0.0188105581607
14,15,2.33333333333,VINO,0.0189333229519
15,16,2.5,VINO,0.0454815186548
16,17,2.66666666667,VINO,0.00206796793064
17,18,2.83333333333,VINO,0.0040492748835
18,19,3.0,VINO,0.00883014143839
19,20,3.16666666667,VINO,0.056420601491
20,21,3.33333333333,VINO,0.0722117508791
21,22,3.5,VINO,0.212946844783
22,23,3.66666666667,VINO,0.0294977100611
23,24,3.83333333333,VINO,0.0545997749233
24,25,4.0,VINO,0.127896345264
25,26,4.16666666667,VINO,0.0192402832822
26,27,4.33333333333,VINO,0.000484078659093
27,28,4.5,VINO,0.013359762029
28,29,4.66666666667,VINO,0.0161415147428
29,30,4.83333333333,VINO,0.000538252596249
30,31,5.0,VINO,0.00847658821736
31,32,5.16666666667,VINO,0.0207276190604
32,33,5.33333333333,VINO,0.0292773035948
33,34,5.5,VINO,0.00517587248583
34,35,5.66666666667,VINO,5.45045317218e-05
35,36,5.83333333333,VINO,0.0174132401289
36,37,6.0,VINO,0.0279905584427
37,38,6.16666666667,VINO,0.0596352162402
38,39,6.33333333333,VINO,0.0321791709883
39,40,6.5,VINO,0.0701368996933
40,41,6.66666666667,VINO,0.0162132019078
41,42,6.83333333333,VINO,0.00111939369412
42,43,7.0,VINO,0.00533481801021
43,44,7.16666666667,VINO,0.275709911707
44,45,7.33333333333,VINO,0.0532130680811
