,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,HUMA058,0.000473548861633
1,2,0.166666666667,HUMA058,0.0471382765461
2,3,0.333333333333,HUMA058,0.0278234049753
3,4,0.5,HUMA058,0.039553925228
4,5,0.666666666667,HUMA058,0.000155438754321
5,6,0.833333333333,HUMA058,0.00137968973124
6,7,1.0,HUMA058,0.0358256034354
7,8,1.16666666667,HUMA058,0.0292841175173
8,9,1.33333333333,HUMA058,0.00689947235032
9,10,1.5,HUMA058,0.0293767914644
10,11,1.66666666667,HUMA058,0.0322319131625
11,12,1.83333333333,HUMA058,7.54068826028e-05
12,13,2.0,HUMA058,0.101995006497
13,14,2.16666666667,HUMA058,0.00188220756184
14,15,2.33333333333,HUMA058,0.0156368712596
15,16,2.5,HUMA058,0.048989550225
16,17,2.66666666667,HUMA058,0.0404988927971
17,18,2.83333333333,HUMA058,0.0108761385621
18,19,3.0,HUMA058,0.0339755473781
19,20,3.16666666667,HUMA058,0.130682299153
20,21,3.33333333333,HUMA058,0.0701396315305
21,22,3.5,HUMA058,0.00696644804464
22,23,3.66666666667,HUMA058,0.00758853615328
23,24,3.83333333333,HUMA058,0.0610243412426
24,25,4.0,HUMA058,0.0198897551056
25,26,4.16666666667,HUMA058,0.0233137222464
26,27,4.33333333333,HUMA058,0.117261589021
27,28,4.5,HUMA058,0.0378388323445
28,29,4.66666666667,HUMA058,5.24237814434e-05
29,30,4.83333333333,HUMA058,0.0339482487562
30,31,5.0,HUMA058,0.0289810379561
31,32,5.16666666667,HUMA058,0.0255793811224
32,33,5.33333333333,HUMA058,0.120512121545
33,34,5.5,HUMA058,0.00297487588188
34,35,5.66666666667,HUMA058,0.0373577688622
35,36,5.83333333333,HUMA058,0.0209411960731
36,37,6.0,HUMA058,0.09649821032
37,38,6.16666666667,HUMA058,0.0153392455428
38,39,6.33333333333,HUMA058,0.000115127834876
39,40,6.5,HUMA058,0.0349729560047
40,41,6.66666666667,HUMA058,0.020264357299
41,42,6.83333333333,HUMA058,0.120395070531
42,43,7.0,HUMA058,0.0211471812978
43,44,7.16666666667,HUMA058,0.00237259268653
44,45,7.33333333333,HUMA058,0.0166373303831
45,46,7.5,HUMA058,0.0522871961442
46,47,7.66666666667,HUMA058,0.0127699749703
47,48,7.83333333333,HUMA058,0.113713525325
48,49,8.0,HUMA058,0.00663124132588
49,50,8.16666666667,HUMA058,0.0515380907423
50,51,8.33333333333,HUMA058,0.00347287203979
