,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,RIEM0,0.258354317993
1,2,0.166666666667,RIEM0,0.0162010883185
2,3,0.333333333333,RIEM0,0.00298264378749
3,4,0.5,RIEM0,0.0411399291357
4,5,0.666666666667,RIEM0,0.00757858080707
5,6,0.833333333333,RIEM0,0.0545979037209
6,7,1.0,RIEM0,0.0394636032283
7,8,1.16666666667,RIEM0,0.00243331400948
8,9,1.33333333333,RIEM0,0.0615892559568
9,10,1.5,RIEM0,0.0365978255284
10,11,1.66666666667,RIEM0,3.10503447393e-05
11,12,1.83333333333,RIEM0,0.00064678819622
12,13,2.0,RIEM0,0.000451563776258
13,14,2.16666666667,RIEM0,0.0166839199142
14,15,2.33333333333,RIEM0,0.0528620543343
15,16,2.5,RIEM0,0.000852444616816
16,17,2.66666666667,RIEM0,0.00316054882292
17,18,2.83333333333,RIEM0,0.0239629239151
18,19,3.0,RIEM0,0.0504036211349
19,20,3.16666666667,RIEM0,0.0167756703582
20,21,3.33333333333,RIEM0,0.0456275099516
21,22,3.5,RIEM0,0.000392583876305
22,23,3.66666666667,RIEM0,0.0121090744275
23,24,3.83333333333,RIEM0,0.00733867765508
24,25,4.0,RIEM0,0.0693067458171
25,26,4.16666666667,RIEM0,0.0261078569859
26,27,4.33333333333,RIEM0,0.00534018405058
27,28,4.5,RIEM0,0.020886761776
28,29,4.66666666667,RIEM0,0.000647237165135
29,30,4.83333333333,RIEM0,0.0150698504939
30,31,5.0,RIEM0,0.0498819537422
31,32,5.16666666667,RIEM0,0.0192261088716
32,33,5.33333333333,RIEM0,0.029689102462
33,34,5.5,RIEM0,0.0863229932666
34,35,5.66666666667,RIEM0,0.000538642089174
35,36,5.83333333333,RIEM0,0.00638963482831
36,37,6.0,RIEM0,0.0103226951918
37,38,6.16666666667,RIEM0,0.0365870881804
38,39,6.33333333333,RIEM0,0.0212844995797
39,40,6.5,RIEM0,0.000942481123951
40,41,6.66666666667,RIEM0,0.00193455878325
41,42,6.83333333333,RIEM0,0.0905528682077
42,43,7.0,RIEM0,0.0256943833733
43,44,7.16666666667,RIEM0,0.00331201697217
44,45,7.33333333333,RIEM0,0.0825681135479
