,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,BALE050,0.0193211014533
1,2,0.166666666667,BALE050,0.0111105383781
2,3,0.333333333333,BALE050,0.136265744078
3,4,0.5,BALE050,0.0691130481497
4,5,0.666666666667,BALE050,0.00567707083644
5,6,0.833333333333,BALE050,3.06376200065e-06
6,7,1.0,BALE050,0.291830361368
7,8,1.16666666667,BALE050,0.00794482518665
8,9,1.33333333333,BALE050,0.0497410108825
9,10,1.5,BALE050,0.0227606946486
10,11,1.66666666667,BALE050,0.00410735789325
11,12,1.83333333333,BALE050,0.00112106050414
12,13,2.0,BALE050,0.00582538542265
13,14,2.16666666667,BALE050,0.00116299983807
14,15,2.33333333333,BALE050,0.015223342
15,16,2.5,BALE050,0.0844116109315
16,17,2.66666666667,BALE050,0.0386997562081
17,18,2.83333333333,BALE050,0.00447081410814
18,19,3.0,BALE050,0.0341855996516
19,20,3.16666666667,BALE050,0.0630387408997
20,21,3.33333333333,BALE050,0.0206257950073
21,22,3.5,BALE050,0.0107233380172
22,23,3.66666666667,BALE050,0.0580201721218
23,24,3.83333333333,BALE050,0.00399660695875
24,25,4.0,BALE050,0.0195115703681
25,26,4.16666666667,BALE050,0.00241820855182
26,27,4.33333333333,BALE050,0.0482586214889
27,28,4.5,BALE050,0.0238628483273
28,29,4.66666666667,BALE050,0.00479415358278
29,30,4.83333333333,BALE050,0.023591948657
30,31,5.0,BALE050,0.0136152126684
31,32,5.16666666667,BALE050,0.0117255058845
32,33,5.33333333333,BALE050,0.000132221110515
33,34,5.5,BALE050,0.022353847945
34,35,5.66666666667,BALE050,0.0114497043547
35,36,5.83333333333,BALE050,0.0248652996778
36,37,6.0,BALE050,0.0918573871045
37,38,6.16666666667,BALE050,0.0740082817226
38,39,6.33333333333,BALE050,0.0865516743824
39,40,6.5,BALE050,0.00607245240105
40,41,6.66666666667,BALE050,0.0186351666848
41,42,6.83333333333,BALE050,0.00840802086754
42,43,7.0,BALE050,0.110927520133
43,44,7.16666666667,BALE050,0.000836764101002
44,45,7.33333333333,BALE050,0.0120086748979
45,46,7.5,BALE050,0.0322050803268
46,47,7.66666666667,BALE050,2.02245686697e-05
