,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,MIPH043,0.129532430243
1,2,0.166666666667,MIPH043,0.0299765434659
2,3,0.333333333333,MIPH043,0.0236254307625
3,4,0.5,MIPH043,0.0555418346832
4,5,0.666666666667,MIPH043,0.00327595077696
5,6,0.833333333333,MIPH043,0.0189706873956
6,7,1.0,MIPH043,0.197961864415
7,8,1.16666666667,MIPH043,0.0426859699037
8,9,1.33333333333,MIPH043,0.000565584921861
9,10,1.5,MIPH043,0.0417581672458
10,11,1.66666666667,MIPH043,0.0105561849207
11,12,1.83333333333,MIPH043,0.0023078191521
12,13,2.0,MIPH043,0.0181838501674
13,14,2.16666666667,MIPH043,0.205621104971
14,15,2.33333333333,MIPH043,0.0642040006311
15,16,2.5,MIPH043,0.0227037111161
16,17,2.66666666667,MIPH043,0.00631668610603
17,18,2.83333333333,MIPH043,0.03170629823
18,19,3.0,MIPH043,0.00739340767237
19,20,3.16666666667,MIPH043,0.00841254327085
20,21,3.33333333333,MIPH043,0.0148342017493
21,22,3.5,MIPH043,0.00658598326114
22,23,3.66666666667,MIPH043,0.00627516355737
23,24,3.83333333333,MIPH043,0.00569896369599
24,25,4.0,MIPH043,0.00530884136221
25,26,4.16666666667,MIPH043,0.00202630839412
26,27,4.33333333333,MIPH043,0.0354220540516
27,28,4.5,MIPH043,0.0257617655786
28,29,4.66666666667,MIPH043,0.0145271638087
29,30,4.83333333333,MIPH043,0.0278529190264
30,31,5.0,MIPH043,0.00638263783603
31,32,5.16666666667,MIPH043,0.000920524190824
32,33,5.33333333333,MIPH043,0.000110150697171
33,34,5.5,MIPH043,0.000832984263934
34,35,5.66666666667,MIPH043,0.0499856551477
35,36,5.83333333333,MIPH043,0.000201586834777
36,37,6.0,MIPH043,0.0153175524163
37,38,6.16666666667,MIPH043,0.0511690038315
38,39,6.33333333333,MIPH043,0.00990244465572
39,40,6.5,MIPH043,0.0741553223483
40,41,6.66666666667,MIPH043,0.000754354360074
41,42,6.83333333333,MIPH043,0.0347445080111
42,43,7.0,MIPH043,0.0296262023482
43,44,7.16666666667,MIPH043,0.00496795617555
44,45,7.33333333333,MIPH043,0.00325391471526
45,46,7.5,MIPH043,0.0092222168038
