,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,DRNE,0.00389997357295
1,2,0.166666666667,DRNE,0.00813830352337
2,3,0.333333333333,DRNE,0.00404928407375
3,4,0.5,DRNE,0.00153791427586
4,5,0.666666666667,DRNE,0.0831312190959
5,6,0.833333333333,DRNE,0.034127957323
6,7,1.0,DRNE,0.06877149433
7,8,1.16666666667,DRNE,0.037028580676
8,9,1.33333333333,DRNE,0.0009842209295
9,10,1.5,DRNE,0.0363396017109
10,11,1.66666666667,DRNE,0.066059652386
11,12,1.83333333333,DRNE,0.101435128985
12,13,2.0,DRNE,0.166784825114
13,14,2.16666666667,DRNE,0.0825950626691
14,15,2.33333333333,DRNE,0.0271614743826
15,16,2.5,DRNE,0.000567345965821
16,17,2.66666666667,DRNE,0.000960109623202
17,18,2.83333333333,DRNE,0.0212288691399
18,19,3.0,DRNE,0.00197709103802
19,20,3.16666666667,DRNE,0.0629450215531
20,21,3.33333333333,DRNE,0.0166275334986
21,22,3.5,DRNE,0.0221622789726
22,23,3.66666666667,DRNE,0.0214142970554
23,24,3.83333333333,DRNE,0.0177456393092
24,25,4.0,DRNE,0.0324757821144
25,26,4.16666666667,DRNE,0.168035815895
26,27,4.33333333333,DRNE,0.00228556733844
27,28,4.5,DRNE,0.187369037047
28,29,4.66666666667,DRNE,0.00608300501798
29,30,4.83333333333,DRNE,0.0143595861957
30,31,5.0,DRNE,0.0154126966389
31,32,5.16666666667,DRNE,1.18591474463e-06
32,33,5.33333333333,DRNE,0.0341663428015
33,34,5.5,DRNE,0.00444567136269
34,35,5.66666666667,DRNE,0.028069919328
35,36,5.83333333333,DRNE,0.0177124388134
36,37,6.0,DRNE,0.0157094245138
37,38,6.16666666667,DRNE,0.000445670895696
38,39,6.33333333333,DRNE,0.00140277677324
39,40,6.5,DRNE,0.0236251643134
40,41,6.66666666667,DRNE,9.09208953596e-05
41,42,6.83333333333,DRNE,0.00131405498556
42,43,7.0,DRNE,0.00233254474538
43,44,7.16666666667,DRNE,0.0224963477801
44,45,7.33333333333,DRNE,0.00125961710112
45,46,7.5,DRNE,0.0698498994334
46,47,7.66666666667,DRNE,0.000204274974253
47,48,7.83333333333,DRNE,0.000282726596844
