,Interval,Time_min,video,SSI_fa_pa,SSI_fa_mo,SSI_fa_mo_pa,SSI_mo_pa
0,1,0.0,RAKA008,0.000406413062952,7.23097627429e-05,0.00704999351482,0.0162526107815
1,2,0.166666666667,RAKA008,2.18613730188e-05,0.142045167464,0.0607282657977,0.00225474898547
2,3,0.333333333333,RAKA008,0.129103274051,2.99192808928e-06,0.0989668899425,0.099031366689
3,4,0.5,RAKA008,0.00082999681561,0.00194589266169,0.0995274210159,0.234334357322
4,5,0.666666666667,RAKA008,0.0187966363754,0.0102277631717,0.012489398451,0.000290783103425
5,6,0.833333333333,RAKA008,6.15429249751e-05,5.2628048767e-05,0.0803647102372,0.190904012506
6,7,1.0,RAKA008,0.00188744232064,0.000344557861731,0.0509808223069,0.118488077971
7,8,1.16666666667,RAKA008,0.00353607174299,0.000690786643664,0.186873951878,0.437199441275
8,9,1.33333333333,RAKA008,0.0199635528436,0.0251978220124,0.040936451877,0.0573483708721
9,10,1.5,RAKA008,0.00101527429783,0.000557443015043,0.00237879557547,0.00402317232434
10,11,1.66666666667,RAKA008,0.0243862702092,0.0467646706033,0.0520915453228,0.0605166292809
11,12,1.83333333333,RAKA008,0.102272840323,0.001876796992,0.044307136975,0.000626245241908
12,13,2.0,RAKA008,0.0633042270527,0.00875263068798,0.0313870916556,0.00123505400669
13,14,2.16666666667,RAKA008,0.0981547963599,0.0204782712821,0.0507823265776,0.000227505851022
14,15,2.33333333333,RAKA008,0.0446615758653,0.0461547252021,0.0469688785041,0.0281558572402
15,16,2.5,RAKA008,0.000461621920953,0.00105639120851,0.0409889567206,0.0955899230893
16,17,2.66666666667,RAKA008,0.0364131760759,0.000280712449892,0.0206044537633,0.0125019368172
17,18,2.83333333333,RAKA008,0.0573052673252,0.00971460990317,0.0291729531516,0.00108182129214
18,19,3.0,RAKA008,0.00585405813657,2.05305759553e-05,0.0879538978448,0.202808926229
19,20,3.16666666667,RAKA008,0.0946612494236,0.193692449128,0.122522312637,0.00360966610093
20,21,3.33333333333,RAKA008,0.015740500254,0.0226054493307,0.0173854116261,0.00181579114028
21,22,3.5,RAKA008,0.147893712502,0.080005113714,0.107529222088,0.0483916084245
22,23,3.66666666667,RAKA008,0.0252396289081,0.0196475872368,0.049358524006,0.0783421062792
23,24,3.83333333333,RAKA008,0.00104620171122,0.0781160808852,0.069632359467,0.0862957332641
24,25,4.0,RAKA008,0.014432703712,0.0168993038973,0.0183300792808,0.0141657486734
25,26,4.16666666667,RAKA008,0.0310237105728,0.00729408192832,0.0312337751052,0.031931504743
26,27,4.33333333333,RAKA008,0.0185661198118,0.0145800635038,0.014788484295,0.00290522117739
27,28,4.5,RAKA008,0.0566597306224,0.0382401331102,0.0553177466225,0.0460747786152
28,29,4.66666666667,RAKA008,0.119132337167,0.040664275482,0.0912208800015,0.073721380911
29,30,4.83333333333,RAKA008,0.00759379470366,0.139530221444,0.0799943382722,0.0482688672128
30,31,5.0,RAKA008,3.60305944798e-05,0.202871437677,0.0857974703782,0.000867750164128
31,32,5.16666666667,RAKA008,0.0867184011725,0.0743009070457,0.069699421989,0.0117465389539
32,33,5.33333333333,RAKA008,0.00164309607407,0.100302159046,0.0632720206263,0.049517041644
33,34,5.5,RAKA008,0.0218998336519,0.00369884732976,0.0119477125538,0.00335168103346
34,35,5.66666666667,RAKA008,0.00400449229237,0.00640878426421,0.00886693852492,0.0112407923977
35,36,5.83333333333,RAKA008,0.0159390964696,0.0773911115793,0.0418947880865,0.00308647002701
36,37,6.0,RAKA008,0.0270909009101,0.0123069792211,0.0217653006465,0.00980995059165
37,38,6.16666666667,RAKA008,0.00532179130726,0.00519106662498,0.0243939942175,0.0486367912807
38,39,6.33333333333,RAKA008,0.00654839888107,0.0425784852021,0.02706379646,0.0173628887086
39,40,6.5,RAKA008,0.00493692858123,0.000691253749161,0.00996326666867,0.0177170528217
40,41,6.66666666667,RAKA008,0.0154366323736,0.0762805613263,0.108463399731,0.140658435182
41,42,6.83333333333,RAKA008,0.0176955330617,0.0232112557683,0.0239069910932,0.0187460609381
42,43,7.0,RAKA008,0.00674685823039,0.000175865417236,0.0152686088181,0.0295055110926
43,44,7.16666666667,RAKA008,0.00204171501419,0.0920528780997,0.0398611027633,0.000281295644724
44,45,7.33333333333,RAKA008,0.00813746563404,0.0165890534159,0.0270621940709,0.0364043918129
45,46,7.5,RAKA008,0.0240899394583,2.42601904593e-05,0.0291493785997,0.0444716826451
