,Interval,Time_min,video,SSI_mo_pa
0,1,0.0,DIPE004,0.0074067733918
1,2,0.166666666667,DIPE004,0.00592170248182
2,3,0.333333333333,DIPE004,0.0427695539889
3,4,0.5,DIPE004,0.000176437739837
4,5,0.666666666667,DIPE004,0.00133231079689
5,6,0.833333333333,DIPE004,0.000402488030667
6,7,1.0,DIPE004,0.00605038496768
7,8,1.16666666667,DIPE004,0.0058384623015
8,9,1.33333333333,DIPE004,0.00030672085153
9,10,1.5,DIPE004,0.0797959471558
10,11,1.66666666667,DIPE004,0.0046058681634
11,12,1.83333333333,DIPE004,0.365372719187
12,13,2.0,DIPE004,0.198145091607
13,14,2.16666666667,DIPE004,0.0704860121657
14,15,2.33333333333,DIPE004,0.0633437396254
15,16,2.5,DIPE004,0.0116781194019
16,17,2.66666666667,DIPE004,0.0561956055667
17,18,2.83333333333,DIPE004,0.241685234868
18,19,3.0,DIPE004,0.000224322078716
19,20,3.16666666667,DIPE004,0.0401981073595
20,21,3.33333333333,DIPE004,0.145348291216
21,22,3.5,DIPE004,0.00795287694103
22,23,3.66666666667,DIPE004,0.0812048050048
23,24,3.83333333333,DIPE004,0.000724240083653
24,25,4.0,DIPE004,0.0192343904572
25,26,4.16666666667,DIPE004,0.00403598228467
26,27,4.33333333333,DIPE004,0.014159930944
27,28,4.5,DIPE004,0.0959014966622
28,29,4.66666666667,DIPE004,0.0218510665849
29,30,4.83333333333,DIPE004,0.0186758974361
30,31,5.0,DIPE004,0.168345586681
31,32,5.16666666667,DIPE004,0.113417314751
32,33,5.33333333333,DIPE004,0.0157240639135
33,34,5.5,DIPE004,0.00236894080519
34,35,5.66666666667,DIPE004,0.0171194121805
35,36,5.83333333333,DIPE004,0.301883895204
36,37,6.0,DIPE004,0.0259625958298
37,38,6.16666666667,DIPE004,0.10839602919
38,39,6.33333333333,DIPE004,0.137277029495
39,40,6.5,DIPE004,0.00636357576234
40,41,6.66666666667,DIPE004,0.00650279843368
41,42,6.83333333333,DIPE004,0.0108633145774
42,43,7.0,DIPE004,0.00347220806938
43,44,7.16666666667,DIPE004,0.0197398142767
44,45,7.33333333333,DIPE004,0.0256970313707
45,46,7.5,DIPE004,0.0280013899482
46,47,7.66666666667,DIPE004,0.0217071554527
47,48,7.83333333333,DIPE004,0.000525552529706
