,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044L1,0.0161629608626
1,2,0.166666666667,F1044L1,0.000377967996822
2,3,0.333333333333,F1044L1,0.000435942980158
3,4,0.5,F1044L1,0.0491002018275
4,5,0.666666666667,F1044L1,0.0100543968995
5,6,0.833333333333,F1044L1,0.0171608513762
6,7,1.0,F1044L1,0.00401479310592
7,8,1.16666666667,F1044L1,0.0084725907055
8,9,1.33333333333,F1044L1,0.0284401621196
9,10,1.5,F1044L1,0.0514589507969
10,11,1.66666666667,F1044L1,9.60555895935e-08
11,12,1.83333333333,F1044L1,0.0105841135998
12,13,2.0,F1044L1,0.0416337362929
13,14,2.16666666667,F1044L1,0.0259806667183
14,15,2.33333333333,F1044L1,0.0013041388662
15,16,2.5,F1044L1,0.0276700927759
16,17,2.66666666667,F1044L1,0.0287566359716
17,18,2.83333333333,F1044L1,0.00717709999459
18,19,3.0,F1044L1,0.0206644491479
19,20,3.16666666667,F1044L1,0.0481293097676
20,21,3.33333333333,F1044L1,0.00141642876397
21,22,3.5,F1044L1,0.00118857960293
22,23,3.66666666667,F1044L1,0.000817184844563
