,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044H2,0.0533713620408
1,2,0.166666666667,F1044H2,0.0069351608209
2,3,0.333333333333,F1044H2,0.000534973990186
3,4,0.5,F1044H2,0.00448252580028
4,5,0.666666666667,F1044H2,0.00157306987079
5,6,0.833333333333,F1044H2,0.0118836421102
6,7,1.0,F1044H2,0.0880647364605
7,8,1.16666666667,F1044H2,0.0250064847729
8,9,1.33333333333,F1044H2,0.246587342322
9,10,1.5,F1044H2,0.000229810609503
10,11,1.66666666667,F1044H2,0.00205514897104
11,12,1.83333333333,F1044H2,0.0181553585923
12,13,2.0,F1044H2,3.3855693e-05
13,14,2.16666666667,F1044H2,0.00283396008145
14,15,2.33333333333,F1044H2,0.0347733035005
15,16,2.5,F1044H2,0.00517509822918
16,17,2.66666666667,F1044H2,0.0533103265603
17,18,2.83333333333,F1044H2,0.140028265368
18,19,3.0,F1044H2,0.0759675351333
19,20,3.16666666667,F1044H2,0.0042935848327
20,21,3.33333333333,F1044H2,0.00265538572792
21,22,3.5,F1044H2,0.000520304660881
22,23,3.66666666667,F1044H2,0.000188578048903
23,24,3.83333333333,F1044H2,0.00971124456165
24,25,4.0,F1044H2,0.0222743003438
25,26,4.16666666667,F1044H2,0.0014018655048
26,27,4.33333333333,F1044H2,0.000345000589536
27,28,4.5,F1044H2,0.000888994760334
28,29,4.66666666667,F1044H2,0.0155518154818
