,Interval,Time_min,video,SSI_fa_mo,SSI_fa_mo_th,SSI_fa_th,SSI_mo_th
0,1,0.0,F1044L2,0.0197426773646,0.0255450422392,0.0365380783908,0.00658788794688
1,2,0.166666666667,F1044L2,0.010066425102,0.0298727536794,0.0132007722185,0.0502995829293
2,3,0.333333333333,F1044L2,0.000433989643352,0.00388771692629,0.00615467157445,0.00254748204671
3,4,0.5,F1044L2,0.00804896480285,0.0101115964102,0.0129114259564,0.00240950223605
4,5,0.666666666667,F1044L2,0.000749461491967,0.0380462691045,0.0228733057057,0.0647649603566
5,6,0.833333333333,F1044L2,0.04496553936,0.0230096321614,0.00930890753105,0.000984826657813
6,7,1.0,F1044L2,0.00658568298592,0.0352166031831,0.0171087357191,0.0562147567211
7,8,1.16666666667,F1044L2,0.00847086475343,0.0375582949233,0.00884259699188,0.074243646638
8,9,1.33333333333,F1044L2,0.152088210752,0.119271078396,0.1286575271,0.00470473259363
9,10,1.5,F1044L2,0.0448305265449,0.0413970565644,0.0236631629003,0.0359048023491
10,11,1.66666666667,F1044L2,0.00734009648158,0.0452902274936,0.0403589971584,0.0637861123077
11,12,1.83333333333,F1044L2,0.040652121565,0.0181358801999,0.00243245559548,0.000108295663155
12,13,2.0,F1044L2,0.173563212821,0.0808005303575,0.00103451177962,0.0181438118343
13,14,2.16666666667,F1044L2,0.000536517124869,0.00785577110903,0.0101235725947,0.00822462407555
14,15,2.33333333333,F1044L2,0.000652133325116,0.0390382695608,0.0074647296957,0.0835662497165
15,16,2.5,F1044L2,0.025005888985,0.0190253443305,0.00322785361826,0.0181804900845
16,17,2.66666666667,F1044L2,0.0447937767162,0.0189454578685,0.0001561233874,0.000121141247617
17,18,2.83333333333,F1044L2,0.000525910580043,0.0079394457281,0.0120475607817,0.00650256517243
18,19,3.0,F1044L2,0.000272308262561,0.00783275681441,3.15917498162e-07,0.0183484721729
19,20,3.16666666667,F1044L2,0.00888723673338,0.0054219854187,0.000546690291961,0.00328984939048
20,21,3.33333333333,F1044L2,0.0222323783283,0.0167326167441,0.00299268319177,0.0132354460015
21,22,3.5,F1044L2,0.0496777257961,0.033265985768,0.0287492237947,0.00195643833235
22,23,3.66666666667,F1044L2,0.0306936919454,0.0236985678203,0.020246341572,0.00328582526385
23,24,3.83333333333,F1044L2,0.000220709450052,0.000273507788932,3.31015816079e-05,0.000394389353073
24,25,4.0,F1044L2,0.193023368693,0.123480041053,0.0643571276113,0.0110196834103
25,26,4.16666666667,F1044L2,0.071184388596,0.0299869252827,2.19561864523e-06,0.000106914047109
26,27,4.33333333333,F1044L2,0.0092939903331,0.0200640695524,0.0299906933021,0.0101293451321
27,28,4.5,F1044L2,0.107983777654,0.0542846414393,0.0205248673602,0.000140526166521
28,29,4.66666666667,F1044L2,0.0443941743002,0.0192275839208,0.0013080886451,7.17805609485e-06
29,30,4.83333333333,F1044L2,0.0484901924376,0.046932033259,0.000363399801515,0.0625241676219
30,31,5.0,F1044L2,0.0356726934485,0.0261286635877,0.00753871534736,0.0159220567154
31,32,5.16666666667,F1044L2,0.00475011024463,0.00344493237653,0.00034202213287,0.00317470000539
32,33,5.33333333333,F1044L2,3.95771339881e-05,0.0036892282919,0.00443973789803,0.00431514309405
