,Interval,Time_min,video,SSI_mo_th
0,1,0.0,F1044G,7.88936679612e-05
1,2,0.166666666667,F1044G,0.0240149015743
2,3,0.333333333333,F1044G,0.0160297499166
3,4,0.5,F1044G,0.00403749647724
4,5,0.666666666667,F1044G,0.00570608176069
5,6,0.833333333333,F1044G,0.108501605744
6,7,1.0,F1044G,0.0601766585721
7,8,1.16666666667,F1044G,0.0614420665358
8,9,1.33333333333,F1044G,0.0488901362565
9,10,1.5,F1044G,0.0310098598086
10,11,1.66666666667,F1044G,0.00212138493817
11,12,1.83333333333,F1044G,0.0304574854028
12,13,2.0,F1044G,0.0121298208948
13,14,2.16666666667,F1044G,0.0366565420416
14,15,2.33333333333,F1044G,0.00291902370134
15,16,2.5,F1044G,0.0582780985538
16,17,2.66666666667,F1044G,0.000115279318924
17,18,2.83333333333,F1044G,0.0021414736716
18,19,3.0,F1044G,0.12732865466
19,20,3.16666666667,F1044G,0.000162219594211
20,21,3.33333333333,F1044G,0.000107054831991
21,22,3.5,F1044G,0.0140666862455
22,23,3.66666666667,F1044G,0.144410729736
23,24,3.83333333333,F1044G,0.0237834198719
24,25,4.0,F1044G,0.0775436538727
25,26,4.16666666667,F1044G,0.00488131286902
26,27,4.33333333333,F1044G,0.0209341650116
27,28,4.5,F1044G,0.0506949094111
28,29,4.66666666667,F1044G,0.0316671025035
29,30,4.83333333333,F1044G,0.0228614825406
30,31,5.0,F1044G,0.0717990336652
31,32,5.16666666667,F1044G,0.0235979262251
32,33,5.33333333333,F1044G,0.0223844535789
33,34,5.5,F1044G,0.19493435383
34,35,5.66666666667,F1044G,0.0318274995414
35,36,5.83333333333,F1044G,0.0532484797512
36,37,6.0,F1044G,0.05042881848
37,38,6.16666666667,F1044G,0.0176024612753
38,39,6.33333333333,F1044G,0.0884801944692
39,40,6.5,F1044G,0.000482962174403
40,41,6.66666666667,F1044G,0.0348910365988
41,42,6.83333333333,F1044G,0.00639004617883
42,43,7.0,F1044G,0.177411935615
43,44,7.16666666667,F1044G,0.00110993082407
44,45,7.33333333333,F1044G,0.240752053456
45,46,7.5,F1044G,0.0243301671059
46,47,7.66666666667,F1044G,0.00058247246294
47,48,7.83333333333,F1044G,0.0105663424634
48,49,8.0,F1044G,0.0435304886289
49,50,8.16666666667,F1044G,0.0138877030388
50,51,8.33333333333,F1044G,0.0228692484364
51,52,8.5,F1044G,0.0825455682802
52,53,8.66666666667,F1044G,0.0248584556049
53,54,8.83333333333,F1044G,0.00430716804338
54,55,9.0,F1044G,0.153955370879
55,56,9.16666666667,F1044G,0.000436251677781
56,57,9.33333333333,F1044G,0.0809102318087
57,58,9.5,F1044G,0.0215768180182
58,59,9.66666666667,F1044G,0.0656327788214
59,60,9.83333333333,F1044G,1.87115169863e-05
60,61,10.0,F1044G,0.00132307868955
61,62,10.1666666667,F1044G,0.116871706497
62,63,10.3333333333,F1044G,0.0346411772862
63,64,10.5,F1044G,0.122506533338
64,65,10.6666666667,F1044G,0.0162828667506
