,Interval,Time_min,video,SSI_mo_pa,SSI_mo_pa_th,SSI_mo_th,SSI_pa_th
0,1,0.0,F1044Q1,0.00485023933317,0.00559561217559,0.00298809551498,0.00578049976341
1,2,0.166666666667,F1044Q1,0.0285090042269,0.022250247456,0.0187802682328,0.00763796601651
2,3,0.333333333333,F1044Q1,0.0124764774564,0.024823275239,0.0426462503654,0.00224636600168
3,4,0.5,F1044Q1,0.0141878245199,0.0537309142931,0.0620387591613,0.0579485317973
4,5,0.666666666667,F1044Q1,0.00144024374016,0.00896144947896,0.0191434321865,0.000886602154587
5,6,0.833333333333,F1044Q1,0.00060536009005,0.0404371942596,0.0743607484694,0.0192785625663
6,7,1.0,F1044Q1,0.0445866368058,0.0233080822381,0.00645794364879,0.00564463636754
7,8,1.16666666667,F1044Q1,0.0126618610089,0.0289772973017,0.0191562740266,0.0329835647477
8,9,1.33333333333,F1044Q1,0.113482594612,0.0595301156994,0.00852793978912,0.0237161498381
9,10,1.5,F1044Q1,0.0908038546638,0.0476562273473,0.000377217634483,0.0201440744183
10,11,1.66666666667,F1044Q1,0.0440529037122,0.0305691923019,0.0284729308589,0.000507219556649
11,12,1.83333333333,F1044Q1,0.141274594618,0.0703729227403,0.00034915319289,0.0252745457715
12,13,2.0,F1044Q1,0.000281436091942,0.0165296362378,0.0143964454151,0.0240749747035
13,14,2.16666666667,F1044Q1,0.00900234217437,0.00575579541989,0.00363472675567,0.000831156512329
14,15,2.33333333333,F1044Q1,0.000104084025263,0.0197841025147,0.0261437313311,0.0208147229423
15,16,2.5,F1044Q1,0.0899289332465,0.10951410139,0.00872068298515,0.168134316839
16,17,2.66666666667,F1044Q1,0.0199171535666,0.0263251025171,0.018849075938,0.0199286215406
17,18,2.83333333333,F1044Q1,0.0717851754393,0.0331951311786,0.000869341010328,0.00679887395093
18,19,3.0,F1044Q1,0.0437509547157,0.0639840382886,0.0890408241207,0.00906513189643
19,20,3.16666666667,F1044Q1,0.0533799868236,0.0329701070144,0.0134682562381,0.0147240524653
20,21,3.33333333333,F1044Q1,0.012658450825,0.0320487419636,0.0034900445477,0.0576088508756
21,22,3.5,F1044Q1,0.174740689454,0.0895994440722,0.0334718495872,0.000205167626176
22,23,3.66666666667,F1044Q1,0.0481245383175,0.235644212742,0.374317690769,0.17232981815
23,24,3.83333333333,F1044Q1,0.0299265295716,0.0599145695172,0.0895327168612,0.0315286903779
24,25,4.0,F1044Q1,0.00835649955544,0.00964211651532,0.00337311504436,0.0104748659251
25,26,4.16666666667,F1044Q1,0.00294038430322,0.0239631653467,0.000444364087478,0.0531786087194
26,27,4.33333333333,F1044Q1,0.00970867136858,0.0378783507242,0.0636983773099,0.019996606785
27,28,4.5,F1044Q1,0.0359891919896,0.0174517410675,0.00458106300454,0.00139363372812
28,29,4.66666666667,F1044Q1,0.0260027219263,0.0143369511245,0.00265170085862,0.00465498682777
29,30,4.83333333333,F1044Q1,0.259524455714,0.112052512986,0.00663810844073,0.00045938530188
30,31,5.0,F1044Q1,0.0191566106721,0.0367251885265,0.0145807419902,0.0481034451989
31,32,5.16666666667,F1044Q1,0.0586183586088,0.153378679253,0.159948297223,0.178714499242
