,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1069A1,0.0418221847736
1,2,0.166666666667,F1069A1,1.57328336637e-05
2,3,0.333333333333,F1069A1,0.0132411017902
3,4,0.5,F1069A1,0.000427996967555
4,5,0.666666666667,F1069A1,0.00311639844613
5,6,0.833333333333,F1069A1,0.00494386251692
6,7,1.0,F1069A1,0.000116835200251
7,8,1.16666666667,F1069A1,0.0484052598743
8,9,1.33333333333,F1069A1,0.000677719405805
9,10,1.5,F1069A1,0.0870545275463
10,11,1.66666666667,F1069A1,0.00163879860517
11,12,1.83333333333,F1069A1,3.5445955256e-05
12,13,2.0,F1069A1,0.0850775459931
13,14,2.16666666667,F1069A1,0.00255051300204
14,15,2.33333333333,F1069A1,0.00165671659504
15,16,2.5,F1069A1,0.374928061387
16,17,2.66666666667,F1069A1,7.86371482375e-07
17,18,2.83333333333,F1069A1,0.00860156437986
18,19,3.0,F1069A1,0.00243716447269
19,20,3.16666666667,F1069A1,0.0674204488099
20,21,3.33333333333,F1069A1,0.00301263383784
21,22,3.5,F1069A1,0.00876002912215
22,23,3.66666666667,F1069A1,0.105570371272
23,24,3.83333333333,F1069A1,0.00947798508735
24,25,4.0,F1069A1,0.0143317766398
25,26,4.16666666667,F1069A1,0.0153162520234
26,27,4.33333333333,F1069A1,0.00066527586076
27,28,4.5,F1069A1,9.84111158875e-05
28,29,4.66666666667,F1069A1,0.0552495860547
29,30,4.83333333333,F1069A1,0.0890543393637
30,31,5.0,F1069A1,0.00368793570066
31,32,5.16666666667,F1069A1,0.0107589064802
32,33,5.33333333333,F1069A1,0.046704045562
33,34,5.5,F1069A1,0.0180835325425
34,35,5.66666666667,F1069A1,0.0103072203807
35,36,5.83333333333,F1069A1,0.0276757490055
36,37,6.0,F1069A1,0.0400880232199
37,38,6.16666666667,F1069A1,0.00138843318919
38,39,6.33333333333,F1069A1,0.0447010409421
39,40,6.5,F1069A1,0.000416446887776
40,41,6.66666666667,F1069A1,0.072392638114
41,42,6.83333333333,F1069A1,0.104772601447
42,43,7.0,F1069A1,0.0677848278831
43,44,7.16666666667,F1069A1,9.58536554185e-06
44,45,7.33333333333,F1069A1,0.0297226500707
45,46,7.5,F1069A1,0.00639061034009
46,47,7.66666666667,F1069A1,0.056346889949
47,48,7.83333333333,F1069A1,2.76910757102e-07
48,49,8.0,F1069A1,0.0103241418527
49,50,8.16666666667,F1069A1,0.0995538055622
50,51,8.33333333333,F1069A1,0.000900391053166
51,52,8.5,F1069A1,0.000466295456532
52,53,8.66666666667,F1069A1,0.0194785202955
53,54,8.83333333333,F1069A1,0.0402533247482
54,55,9.0,F1069A1,0.0165072775036
55,56,9.16666666667,F1069A1,0.011590676258
56,57,9.33333333333,F1069A1,0.00220779308024
57,58,9.5,F1069A1,0.0119162728733
58,59,9.66666666667,F1069A1,0.006482343872
59,60,9.83333333333,F1069A1,0.0101427143012
60,61,10.0,F1069A1,0.00600506119354
61,62,10.1666666667,F1069A1,7.01276298143e-08
62,63,10.3333333333,F1069A1,0.00572664438086
63,64,10.5,F1069A1,0.0196545799433
64,65,10.6666666667,F1069A1,0.0416830343499
