,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044F2,0.00824733425603
1,2,0.166666666667,F1044F2,0.00941447024575
2,3,0.333333333333,F1044F2,0.00201746041569
3,4,0.5,F1044F2,0.00372037639032
4,5,0.666666666667,F1044F2,0.130543480402
5,6,0.833333333333,F1044F2,0.000398225706559
6,7,1.0,F1044F2,0.00275837596427
7,8,1.16666666667,F1044F2,0.0380814792096
8,9,1.33333333333,F1044F2,0.0200212076795
9,10,1.5,F1044F2,0.00135776674269
10,11,1.66666666667,F1044F2,0.0346405506753
11,12,1.83333333333,F1044F2,0.00537163104234
12,13,2.0,F1044F2,0.000799564087877
13,14,2.16666666667,F1044F2,0.000461576535562
14,15,2.33333333333,F1044F2,9.66195317054e-06
15,16,2.5,F1044F2,0.022973132846
