,Interval,Time_min,video,SSI_fa_pa,SSI_fa_mo,SSI_fa_mo_pa,SSI_mo_pa
0,1,0.0,F1044D1,0.0239578636365,0.00961212333583,0.0157795167549,0.00505436716932
1,2,0.166666666667,F1044D1,0.189406606363,0.229425648866,0.206624971999,0.133332712644
2,3,0.333333333333,F1044D1,0.00413726285243,0.0299071718551,0.0189663945047,0.0122800977328
3,4,0.5,F1044D1,0.000576899215444,0.0234654062691,0.0182802879644,0.0185936147632
4,5,0.666666666667,F1044D1,0.000449154108302,0.00191363196343,0.121179685734,0.284653559081
5,6,0.833333333333,F1044D1,0.0111181675231,0.00569693361732,0.00721959707812,0.000188196995152
6,7,1.0,F1044D1,0.00100258255541,0.00854857841688,0.004567018705,0.00117837646189
7,8,1.16666666667,F1044D1,0.00129874202801,0.0234530541691,0.0155607433855,0.0113868736773
8,9,1.33333333333,F1044D1,0.0760836861521,0.140413473307,0.0917912478498,0.0066534612607
9,10,1.5,F1044D1,0.0149422727988,0.00125649450109,0.0428488343188,0.0865677711135
10,11,1.66666666667,F1044D1,0.00459487808388,0.00547559228902,0.0241607258244,0.0484696894134
11,12,1.83333333333,F1044D1,0.0101716176678,0.00225481320474,0.00977213447503,0.0101602755923
12,13,2.0,F1044D1,0.00036289882065,0.00379629336928,0.00843959500568,0.0160507416102
13,14,2.16666666667,F1044D1,0.000797346760373,0.00297553947387,0.00165891007061,0.000147636026004
14,15,2.33333333333,F1044D1,0.000881433862939,0.075806228,0.0423732325518,0.0216955579819
15,16,2.5,F1044D1,0.00143625722719,0.0140231025988,0.0180333374788,0.0263320684182
16,17,2.66666666667,F1044D1,0.0273744515918,0.169287480085,0.0871544188611,0.0186035630086
17,18,2.83333333333,F1044D1,0.00346645621361,0.0628508556992,0.0399940352972,0.0249446232824
18,19,3.0,F1044D1,0.00163592878614,0.0111623881851,0.0287619980646,0.0540221539787
19,20,3.16666666667,F1044D1,0.0971936117432,0.179301020912,0.1172307774,0.00641323325427
20,21,3.33333333333,F1044D1,0.00713374204027,0.175430174287,0.0872916253078,0.0296064588228
21,22,3.5,F1044D1,0.0158479027958,0.000279830013721,0.0282395150605,0.0500422736896
22,23,3.66666666667,F1044D1,0.054365993158,0.0116201206337,0.0490362811941,0.0423641786342
23,24,3.83333333333,F1044D1,0.0638649600985,0.0570078320239,0.0728301447974,0.0666471618245
24,25,4.0,F1044D1,0.0533415105666,0.061709617893,0.0494160038619,0.00611608887654
25,26,4.16666666667,F1044D1,0.00410072177591,0.0124200786396,0.0123604882297,0.0137367566721
26,27,4.33333333333,F1044D1,0.0158708273723,0.000516335229067,0.0228874642513,0.0384039343062
27,28,4.5,F1044D1,0.110667231352,0.302658844296,0.183380669693,0.0555900921398
28,29,4.66666666667,F1044D1,0.0845197801187,0.133168298414,0.0922585345444,0.00627615788699
29,30,4.83333333333,F1044D1,0.0528782255099,0.0046851094252,0.024762898491,0.000673767384705
30,31,5.0,F1044D1,1.31555563115e-05,0.0162949352765,0.00686264562432,8.94058225542e-06
31,32,5.16666666667,F1044D1,0.00516230021077,0.0303747703174,0.0219310375604,0.0144554111427
32,33,5.33333333333,F1044D1,0.00273706845202,0.0636940695707,0.0381748159538,0.0260448529393
33,34,5.5,F1044D1,0.013894802644,0.10935427078,0.0542541501535,0.00239804609711
34,35,5.66666666667,F1044D1,0.00261390611176,0.00263091840049,0.0367002415349,0.082728501422
35,36,5.83333333333,F1044D1,0.0010345037011,0.00436101107116,0.0144667450606,0.0284929909919
36,37,6.0,F1044D1,0.010094229244,0.33979462692,0.157780263682,0.032323766335
37,38,6.16666666667,F1044D1,0.0599038974922,0.279761740213,0.144615768254,0.0144899122259
38,39,6.33333333333,F1044D1,0.000317839350655,0.0382060107507,0.0171580103679,0.00203584189835
39,40,6.5,F1044D1,0.0379052369648,0.02752157392,0.0344090708101,0.011276131214
40,41,6.66666666667,F1044D1,0.0344473330987,0.0322712249073,0.0387024910697,0.0185087433185
41,42,6.83333333333,F1044D1,0.0503235240324,0.0517093057854,0.0430732858792,0.000520114429465
42,43,7.0,F1044D1,0.00226554144485,0.0686981951997,0.0623662354256,0.0789032957197
43,44,7.16666666667,F1044D1,0.000176485727836,0.00765310854418,0.038561608055,0.0839450390832
44,45,7.33333333333,F1044D1,0.000106946150655,0.000927656628017,0.00262376633047,0.00522761007346
45,46,7.5,F1044D1,0.107198969887,0.0471029877284,0.0686615163753,0.0170848847919
