,Interval,Time_min,video,SSI_fa_pa,SSI_fa_mo,SSI_fa_mo_pa,SSI_mo_pa
0,1,0.0,F1069C1,0.00395157352986,0.0783305207748,0.0680144434959,0.0823522477352
1,2,0.166666666667,F1069C1,0.0142146482942,0.00548497878776,0.00829098200889,1.28829700843e-05
2,3,0.333333333333,F1069C1,0.0049455081226,0.00200147111606,0.00350131452998,0.00151248308897
3,4,0.5,F1069C1,0.00119526684385,0.0198699834219,0.0553481223407,0.107339433926
4,5,0.666666666667,F1069C1,0.0708781127797,0.0441354936716,0.0562435503242,0.027363059239
5,6,0.833333333333,F1069C1,0.407295642381,0.179676174392,0.26074949559,0.0912618914895
6,7,1.0,F1069C1,0.0158388276623,0.000528784213775,0.00694703629936,0.000108076259372
7,8,1.16666666667,F1069C1,0.0163483644844,0.0723408841864,0.0443686228838,0.0216068966397
8,9,1.33333333333,F1069C1,0.0162162820108,0.348054868381,0.15354587461,0.00263717264461
9,10,1.5,F1069C1,0.00392545262269,0.0536624881709,0.127258277425,0.227525146787
10,11,1.66666666667,F1069C1,0.0125630084399,0.186730787069,0.108903045812,0.0684423342439
11,12,1.83333333333,F1069C1,0.0409637110862,0.00230028157506,0.0182275583113,3.69131287958e-06
12,13,2.0,F1069C1,0.0533790278741,0.0424873923713,0.0409030119542,0.00371031278359
13,14,2.16666666667,F1069C1,0.0521396392179,0.00490874019475,0.0389373716651,0.0382226229147
14,15,2.33333333333,F1069C1,0.00343351269547,0.00471959203359,0.0858765922389,0.197548814259
15,16,2.5,F1069C1,0.0183417252419,0.167285367296,0.0820411239335,0.00327934894644
16,17,2.66666666667,F1069C1,0.126729992389,0.0736363574224,0.0850239010491,0.00672830306232
17,18,2.83333333333,F1069C1,0.118913187146,0.00749557427996,0.0542738310114,0.004426008398
18,19,3.0,F1069C1,0.00183079630033,0.00283520757067,0.0189403419275,0.0408271990935
19,20,3.16666666667,F1069C1,0.0020457366086,0.0485384601173,0.0721902780169,0.12236170529
20,21,3.33333333333,F1069C1,0.017813572122,0.0197787709397,0.0162227015413,0.000368863230379
21,22,3.5,F1069C1,0.110431800789,0.0201371424336,0.0557725401922,0.000153796350324
22,23,3.66666666667,F1069C1,0.101419703273,0.00977965633391,0.0702274437763,0.0619370515961
23,24,3.83333333333,F1069C1,0.000627842249825,0.0170276003869,0.0399991406013,0.0778980797982
24,25,4.0,F1069C1,0.00271140270618,0.0981740418942,0.0424881117317,0.000371663100089
25,26,4.16666666667,F1069C1,9.52418509714e-06,0.00394834851833,0.0167683084065,0.0358848481492
26,27,4.33333333333,F1069C1,0.32190819986,0.448776647527,0.356461478804,0.196231593673
27,28,4.5,F1069C1,0.00183112290102,0.00507254214248,0.0405551019098,0.0903459155449
28,29,4.66666666667,F1069C1,0.00333399545069,0.059299930537,0.131077996187,0.250083179043
29,30,4.83333333333,F1069C1,0.00187184654618,0.0300132380933,0.0194707957377,0.0152680612259
30,31,5.0,F1069C1,0.00762612404769,0.00230949045941,0.0246450667832,0.0473106217329
31,32,5.16666666667,F1069C1,0.0959092153294,0.206192255249,0.157125471437,0.110232099126
32,33,5.33333333333,F1069C1,0.0487617089461,0.0108428040121,0.03600037224,0.0297786250622
33,34,5.5,F1069C1,0.151831811018,0.162503960046,0.163701860958,0.0212366308578
34,35,5.66666666667,F1069C1,0.00358931054423,0.00238001841511,0.00727957961103,0.0116765522928
35,36,5.83333333333,F1069C1,0.0281703405766,4.73336732307e-05,0.0126972870462,0.00200411585396
36,37,6.0,F1069C1,0.0805084254891,0.153239323116,0.107656127012,0.041493036371
37,38,6.16666666667,F1069C1,0.00220510611072,9.4056347569e-05,0.00096770231972,8.91493067479e-07
38,39,6.33333333333,F1069C1,0.042694482246,0.0282425828644,0.0311922766494,0.00565701662965
39,40,6.5,F1069C1,0.082064030251,0.010008483391,0.0407771692107,0.00254942692097
40,41,6.66666666667,F1069C1,0.00239269979918,0.109774633699,0.0506205119078,0.00951925184274
41,42,6.83333333333,F1069C1,0.0163414138803,0.00355131331216,0.0174247880015,0.0226763849846
42,43,7.0,F1069C1,0.00373900705109,0.00557714601415,0.143100631996,0.332961407276
43,44,7.16666666667,F1069C1,0.00345557487346,0.0353568494246,0.0360213351139,0.0431093620782
44,45,7.33333333333,F1069C1,0.172158667451,0.04502034221,0.120647755058,0.0919491178029
45,46,7.5,F1069C1,1.08979700708e-07,0.00198223428006,0.00399744515267,0.00751594176551
46,47,7.66666666667,F1069C1,0.0616306971183,0.0765733498215,0.0605742061067,0.0123768027578
47,48,7.83333333333,F1069C1,0.00880211640668,0.000442473545903,0.0107126159456,0.0164533547324
48,49,8.0,F1069C1,0.0257727797036,0.029270600249,0.0382076084926,0.0412491944641
49,50,8.16666666667,F1069C1,0.00094127858594,0.0240231433783,0.0160424139069,0.0136728592307
50,51,8.33333333333,F1069C1,0.00507482983758,0.0311271036135,0.0154363213856,0.00084825512215
51,52,8.5,F1069C1,0.000452047798822,0.000232558900485,0.00080341057378,0.00121172081481
52,53,8.66666666667,F1069C1,0.0221677438237,0.00729974847623,0.0180014726764,0.0149208431544
53,54,8.83333333333,F1069C1,0.000150101332881,0.00297356326364,0.00163707809111,0.000789195647753
54,55,9.0,F1069C1,0.0371584083581,0.000948416207459,0.018635094605,0.00554580065557
55,56,9.16666666667,F1069C1,0.109202879027,0.00112349321534,0.0623078125646,0.0332790831808
56,57,9.33333333333,F1069C1,0.287302586097,0.00100535277025,0.130611165661,0.0220552451808
57,58,9.5,F1069C1,0.00970652128536,0.049233069249,0.0261088058247,0.00458080571449
58,59,9.66666666667,F1069C1,0.000458472690652,0.0588405243153,0.0309856238371,0.0132398909156
59,60,9.83333333333,F1069C1,0.0352798388465,0.0704812196226,0.0528763458704,0.0277998665955
60,61,10.0,F1069C1,0.00915473901286,0.00473470197597,0.0290717260965,0.0529925762608
61,62,10.1666666667,F1069C1,0.0567803125255,0.00157354804481,0.0481702997569,0.057318081229
62,63,10.3333333333,F1069C1,0.0663649778862,0.254267889825,0.160128743211,0.0920217307264
63,64,10.5,F1069C1,0.00447013497443,0.0496054007541,0.0528361121574,0.0745775989167
64,65,10.6666666667,F1069C1,0.0421441542862,0.00134829405834,0.0202461868513,0.00395835912601
