,Interval,Time_min,video,SSI_fa_pa,SSI_fa_mo,SSI_fa_mo_pa,SSI_mo_pa
0,1,0.0,F1044D2,0.00827824298287,0.00676719980359,0.0216574374051,0.0379139686091
1,2,0.166666666667,F1044D2,2.31599595163e-05,0.119114501665,0.050111919498,2.25864200332e-06
2,3,0.333333333333,F1044D2,0.0513708382077,0.0719529117847,0.0553446335083,0.0149550630696
3,4,0.5,F1044D2,0.0641899481402,1.94533600677e-05,0.0447696321326,0.041205619818
4,5,0.666666666667,F1044D2,0.013405758959,0.0720368763764,0.0516460699651,0.0432103802405
5,6,0.833333333333,F1044D2,0.00420457426319,0.142495141538,0.0696283663912,0.0215913970147
6,7,1.0,F1044D2,0.00105455985398,0.00512244757362,0.0342358284401,0.0757773662624
7,8,1.16666666667,F1044D2,0.00283923279001,0.000209273678961,0.0249694937353,0.0560104905909
8,9,1.33333333333,F1044D2,0.108431300211,0.0105733817644,0.0604375955172,0.0173342597654
9,10,1.5,F1044D2,0.0234870777575,0.100304061768,0.055236496596,0.0124882711422
10,11,1.66666666667,F1044D2,0.0370708662104,0.00239890091769,0.0391468245317,0.0552474329854
11,12,1.83333333333,F1044D2,0.105023232244,0.352742224389,0.225244371391,0.131535907139
12,13,2.0,F1044D2,0.0191084507431,0.108560378577,0.0540347387909,2.10739180864e-05
13,14,2.16666666667,F1044D2,0.000252782023555,0.174002668174,0.0736467670627,0.000997780490117
14,15,2.33333333333,F1044D2,0.0105027823595,0.0116806424305,0.0137053611507,0.00898851037641
15,16,2.5,F1044D2,0.0132022181371,0.0407264224255,0.0312430136368,0.016057212754
16,17,2.66666666667,F1044D2,0.00128868396651,0.0172488754343,0.014955402746,0.0161461200353
17,18,2.83333333333,F1044D2,0.0191760622832,0.146458086935,0.112100540778,0.113889386485
18,19,3.0,F1044D2,0.000678101245987,0.0550596963621,0.0251819670395,0.00449253726107
19,20,3.16666666667,F1044D2,0.0329040624599,0.0277054455055,0.0902996880322,0.164791612228
20,21,3.33333333333,F1044D2,0.0214016666062,0.00061266799204,0.0184722678916,0.0210418381015
21,22,3.5,F1044D2,0.00670711520031,0.0242981632131,0.0140391868306,0.00310378165915
22,23,3.66666666667,F1044D2,0.0278566311654,0.19187289398,0.0988362775208,0.0252429836084
