"","video","frame_index","slidedMother","slidedPatient","slidedTherapist"
"1","F1044P",1,0.010675518,0.003044038,0.004028804
"2","F1044P",2,0.008835332,0.00348687,0.004238446
"3","F1044P",3,0.004987108,0.00398898,0.003810044
"4","F1044P",4,0.0025594918,0.004665434,0.003536596
"5","F1044P",5,0.0011988254,0.005380244,0.003518366
"6","F1044P",6,0.0008092082,0.005767286,0.003554826
"7","F1044P",7,0.0006173954,0.006429792,0.003481908
"8","F1044P",8,0.0003956124,0.007416568,0.003573056
"9","F1044P",9,0.0002577474,0.009365724,0.003682436
"10","F1044P",10,0.00019181192,0.01149621,0.003737126
"11","F1044P",11,0.00015584712,0.014198544,0.003554826
"12","F1044P",12,0.00023377072,0.0169706,0.00352748
"13","F1044P",13,0.00155247772,0.0195753,0.003408986
"14","F1044P",14,0.00435771892,0.02205098,0.00343633
"15","F1044P",15,0.0081939648,0.02466612,0.0034181
"16","F1044P",16,0.0134508048,0.02689422,0.003390756
"17","F1044P",17,0.01960078,0.02815298,0.003399872
"18","F1044P",18,0.02627824,0.02817042,0.003627746
"19","F1044P",19,0.03218846,0.02606086,0.005350476
"20","F1044P",20,0.03808068,0.021834778,0.009342826
"21","F1044P",21,0.04338548,0.01664283,0.01483002
"22","F1044P",22,0.0490799,0.012514382,0.021821174
"23","F1044P",23,0.05409698,0.008685794,0.02790996
"24","F1044P",24,0.05870646,0.006496044,0.03050772
"25","F1044P",25,0.06293832,0.005816104,0.02943216
"26","F1044P",26,0.0654079,0.005704524,0.02595936
"27","F1044P",27,0.06498232,0.004892082,0.019815894
"28","F1044P",28,0.0625487,0.004599184,0.01358127
"29","F1044P",29,0.05967752,0.004142404,0.009452194
"30","F1044P",30,0.05654258,0.003713518,0.006599208
"31","F1044P",31,0.05422286,0.003246276,0.004940296
"32","F1044P",32,0.05144158,0.002779036,0.004183756
"33","F1044P",33,0.04740754,0.002196728,0.004274904
"34","F1044P",34,0.04076004,0.001942188,0.00485826
"35","F1044P",35,0.03098962,0.002116532,0.00581533
"36","F1044P",36,0.020985426,0.003295094,0.008285482
"37","F1044P",37,0.013630634,0.005645244,0.012250488
"38","F1044P",38,0.008895272,0.008933358,0.016990264
"39","F1044P",39,0.007061072,0.011952988,0.022103744
"40","F1044P",40,0.008050112,0.014575112,0.02725368
"41","F1044P",41,0.008739438,0.01560026,0.03204814
"42","F1044P",42,0.00803213,0.014836636,0.03542978
"43","F1044P",43,0.0069412,0.013525576,0.03797284
"44","F1044P",44,0.005250862,0.01194951,0.03598578
"45","F1044P",45,0.003440628,0.010289762,0.03137362
"46","F1044P",46,0.002283762,0.009261128,0.024400686
"47","F1044P",47,0.0017502858,0.008469608,0.01719988
"48","F1044P",48,0.0012407858,0.007458418,0.009880584
"49","F1044P",49,0.0016963398,0.006328672,0.006043198
"50","F1044P",50,0.0029251338,0.0048188568,0.004675962
"51","F1044P",51,0.0054306678,0.0035391748,0.004019688
"52","F1044P",52,0.008793364,0.0028034448,0.003773584
"53","F1044P",53,0.012617616,0.0017573834,0.003718896
"54","F1044P",54,0.01587242,0.0012413258,0.00383739
"55","F1044P",55,0.01774858,0.001391261,0.003627746
"56","F1044P",56,0.0197746,0.001352905,0.003463676
"57","F1044P",57,0.02133308,0.001126259,0.003308722
"58","F1044P",58,0.0221303,0.0011994824,0.00361863
"59","F1044P",59,0.02212432,0.001185535,0.00363686
"60","F1044P",60,0.02257388,0.001230865,0.00365509
"61","F1044P",61,0.02154888,0.002120017,0.003892078
"62","F1044P",62,0.01936102,0.002908049,0.004065262
"63","F1044P",63,0.01803632,0.003399699,0.003664204
"64","F1044P",64,0.01879158,0.003685622,0.003554826
"65","F1044P",65,0.01819816,0.003629832,0.003573056
"66","F1044P",66,0.01741294,0.00294292,0.003718896
"67","F1044P",67,0.01802434,0.002967328,0.003718896
"68","F1044P",68,0.01743692,0.003173054,0.003664206
"69","F1044P",69,0.01494936,0.00309983,0.003454562
"70","F1044P",70,0.0150213,0.00303358,0.003454562
"71","F1044P",71,0.01434996,0.003092856,0.003345182
"72","F1044P",72,0.01332498,0.002503576,0.003536596
"73","F1044P",73,0.013301,0.00200844,0.003536596
"74","F1044P",74,0.01449382,0.002011928,0.00367332
"75","F1044P",75,0.015321,0.00217581,0.00356394
"76","F1044P",76,0.01707728,0.0018131752,0.003372526
"77","F1044P",77,0.0180723,0.0014331058,0.003144652
"78","F1044P",78,0.01789248,0.0010774444,0.003800928
"79","F1044P",79,0.01670564,0.000843823,0.004028802
"80","F1044P",80,0.014200098,0.0006032288,0.004056148
"81","F1044P",81,0.01150873,0.0007531636,0.004156412
"82","F1044P",82,0.009848352,0.001178561,0.00441163
"83","F1044P",83,0.00863753,0.0014714584,0.003955882
"84","F1044P",84,0.00784631,0.0014784322,0.003709778
"85","F1044P",85,0.008193968,0.0013598786,0.003864732
"86","F1044P",86,0.008799376,0.0013110626,0.004183756
"87","F1044P",87,0.009015174,0.0010530346,0.003810044
"88","F1044P",88,0.009105086,0.0007252684,0.0037827
"89","F1044P",89,0.008313862,0.0006102016,0.003645976
"90","F1044P",90,0.0065455956,0.0005892804,0.003554826
"91","F1044P",91,0.0048072976,0.0003556606,0.003445446
"92","F1044P",92,0.0029790796,0.0001743436,0.003454562
"93","F1044P",93,0.0015105192,0.00015690928,0.003208458
"94","F1044P",94,0.000977041,0.00019177808,0.003609516
"95","F1044P",95,0.0010130054,0.00023013368,0.00372801
"96","F1044P",96,0.0012108114,0.00031033168,0.003755356
"97","F1044P",97,0.0021279134,0.00052303068,0.003955884
"98","F1044P",98,0.0039621238,0.0008019812,0.004284022
"99","F1044P",99,0.008205966,0.0007810598,0.00383739
"100","F1044P",100,0.014727572,0.000749678,0.003427218
"101","F1044P",101,0.020386024,0.0006764536,0.003053504
"102","F1044P",102,0.0220404,0.0006136896,0.003126424
"103","F1044P",103,0.020823584,0.0006694796,0.003162884
"104","F1044P",104,0.016651672,0.0007880334,0.003181114
"105","F1044P",105,0.010255944,0.0008194152,0.003254034
"106","F1044P",106,0.004909188,0.0008124416,0.003882966
"107","F1044P",107,0.002739318,0.00061369048,0.003901196
"108","F1044P",108,0.002151894,0.00027894996,0.003563944
"109","F1044P",109,0.002295752,0.00019177816,0.003673322
"110","F1044P",110,0.002595458,0.00013598818,0.003746242
"111","F1044P",111,0.00374633,0.00011506686,0.003308724
"112","F1044P",112,0.004093988,0.0001220406,0.00295324
"113","F1044P",113,0.004351736,0.00013250132,0.003226688
"114","F1044P",114,0.004375712,7.671132e-05,0.003217574
"115","F1044P",115,0.00383624,0.0001429619,0.003481906
"116","F1044P",116,0.002002037,0.00037309502,0.003308722
"117","F1044P",117,0.0011089126,0.00040099,0.003363412
"118","F1044P",118,0.0007073058,0.000425398,0.003326952
"119","F1044P",119,0.00028771792,0.0004846748,0.003500136
"120","F1044P",120,0.00019780604,0.0006555316,0.003244918
"121","F1044P",121,0.00015584716,0.0010948776,0.003418102
"122","F1044P",122,0.00020979436,0.00188291,0.003828274
"123","F1044P",123,0.00092309516,0.0040622138,0.0036004
"124","F1044P",124,0.00322484104,0.008717182,0.003244916
"125","F1044P",125,0.00625786692,0.014951714,0.00334518
"126","F1044P",126,0.0107954128,0.022253228,0.003573054
"127","F1044P",127,0.019432942,0.02892362,0.003345182
"128","F1044P",128,0.03234428,0.03429688,0.003317838
"129","F1044P",129,0.04664026,0.0349036,0.003372528
"130","F1044P",130,0.06184136,0.03374944,0.003500138
"131","F1044P",131,0.07416528,0.0315283,0.003500138
"132","F1044P",132,0.08014742,0.03207922,0.00372801
"133","F1044P",133,0.08018938,0.0318735,0.003819158
"134","F1044P",134,0.0772283,0.03258482,0.004028802
"135","F1044P",135,0.07207336,0.03219778,0.003873848
"136","F1044P",136,0.06921418,0.02914676,0.003390756
"137","F1044P",137,0.06948992,0.02433488,0.003363412
"138","F1044P",138,0.06984358,0.02173366,0.003618632
"139","F1044P",139,0.06882456,0.02150352,0.003664206
"140","F1044P",140,0.06675058,0.02410472,0.003491022
"141","F1044P",141,0.0635557,0.02829594,0.003791816
"142","F1044P",142,0.06015702,0.0291572,0.0037827
"143","F1044P",143,0.05781932,0.02678614,0.003773584
"144","F1044P",144,0.05616496,0.02396876,0.003545712
"145","F1044P",145,0.05474436,0.01977406,0.003627746
"146","F1044P",146,0.05147756,0.01626976,0.003554826
"147","F1044P",147,0.04383506,0.01524112,0.003308724
"148","F1044P",148,0.034070622,0.014606506,0.003071736
"149","F1044P",149,0.024767728,0.01251438,0.003536598
"150","F1044P",150,0.018108248,0.009937578,0.005222862
"151","F1044P",151,0.013846428,0.007015578,0.009196976
"152","F1044P",152,0.012437808,0.004240036,0.0159785
"153","F1044P",153,0.012725526,0.00295338,0.024081684
"154","F1044P",154,0.01381646,0.002622128,0.03192964
"155","F1044P",155,0.01298928,0.002273442,0.03659648
"156","F1044P",156,0.011472768,0.002294364,0.0363686
"157","F1044P",157,0.011802448,0.002590748,0.03115484
"158","F1044P",158,0.011556688,0.002534958,0.023033426
"159","F1044P",159,0.010681544,0.002207192,0.01496671
"160","F1044P",160,0.011011224,0.0018829124,0.01047305
"161","F1044P",161,0.011370876,0.00140172414,0.01052775
"162","F1044P",162,0.009992218,0.00081941588,0.01473885
"163","F1044P",163,0.008475704,0.00051605768,0.021274264
"164","F1044P",164,0.007121032,0.00028243668,0.0278279
"165","F1044P",165,0.005274836,0.00022315988,0.0325859
"166","F1044P",166,0.004177906,0.00022315988,0.0341081
"167","F1044P",167,0.003236828,0.00021967302,0.03103638
"168","F1044P",168,0.003626446,9.414558e-05,0.024902024
"169","F1044P",169,0.00444764,0.00013250118,0.018384848
"170","F1044P",170,0.00537673,0.00011506678,0.012122886
"171","F1044P",171,0.00665948,0.00011157992,0.006672142
"172","F1044P",172,0.008008158,0.00012901424,0.004129066
"173","F1044P",173,0.008355818,0.0001220405,0.003928536
"174","F1044P",174,0.008265906,6.276364e-05,0.003882962
"175","F1044P",175,0.00851766,7.322424e-05,0.003800928
"176","F1044P",176,0.00730684,0.00011506676,0.003773584
"177","F1044P",177,0.006108016,0.00017085676,0.00356394
"178","F1044P",178,0.005754362,0.00033473974,0.00374624
"179","F1044P",179,0.00525685,0.00034520036,0.00380093
"180","F1044P",180,0.004453636,0.00032427918,0.003810046
"181","F1044P",181,0.004759336,0.00031730538,0.00392854
"182","F1044P",182,0.005053048,0.00031381858,0.004065266
"183","F1044P",183,0.004693402,0.00019526498,0.003700668
