"","video","frame_index","slidedPatient","slidedTherapist"
"1","F1044F1",1,0.006706078,0.00599421
"2","F1044F1",2,0.006642168,0.00588733
"3","F1044F1",3,0.006231312,0.004845246
"4","F1044F1",4,0.006071534,0.004150522
"5","F1044F1",5,0.005683504,0.003553774
"6","F1044F1",6,0.005208738,0.002957026
"7","F1044F1",7,0.004843532,0.002912492
"8","F1044F1",8,0.00430942,0.002627478
"9","F1044F1",9,0.003647486,0.002226678
"10","F1044F1",10,0.003537924,0.002226678
"11","F1044F1",11,0.003400972,0.002012916
"12","F1044F1",12,0.002725343,0.001914942
"13","F1044F1",13,0.002351007,0.002066356
"14","F1044F1",14,0.002268837,0.002262302
"15","F1044F1",15,0.002118189,0.002119794
"16","F1044F1",16,0.002442309,0.002467156
"17","F1044F1",17,0.00288512,0.002493876
"18","F1044F1",18,0.00357901,0.002476062
"19","F1044F1",19,0.004889182,0.00256513
"20","F1044F1",20,0.006098924,0.00248497
"21","F1044F1",21,0.00724933,0.002119796
"22","F1044F1",22,0.008819712,0.002173236
"23","F1044F1",23,0.009901632,0.002048542
"24","F1044F1",24,0.009901632,0.002075262
"25","F1044F1",25,0.009883372,0.00229793
"26","F1044F1",26,0.010714212,0.002413716
"27","F1044F1",27,0.012060912,0.002155422
"28","F1044F1",28,0.013873234,0.002360276
"29","F1044F1",29,0.01487754,0.002146516
"30","F1044F1",30,0.01507384,0.002084168
"31","F1044F1",31,0.01472688,0.002235582
"32","F1044F1",32,0.01351256,0.00240481
"33","F1044F1",33,0.01144916,0.00219105
"34","F1044F1",34,0.0107781,0.002502784
"35","F1044F1",35,0.01173676,0.002476064
"36","F1044F1",36,0.01264522,0.00229793
"37","F1044F1",37,0.01491862,0.00235137
"38","F1044F1",38,0.01739288,0.002476064
"39","F1044F1",39,0.0191276,0.00216433
"40","F1044F1",40,0.0192052,0.002404812
"41","F1044F1",41,0.01782654,0.002672014
"42","F1044F1",42,0.015160552,0.002618574
"43","F1044F1",43,0.013024112,0.002859054
"44","F1044F1",44,0.011449172,0.0027878
"45","F1044F1",45,0.010988112,0.002449344
"46","F1044F1",46,0.012353072,0.002413716
"47","F1044F1",47,0.01444388,0.002280116
"48","F1044F1",48,0.01762116,0.002137608
"49","F1044F1",49,0.0217069,0.002440436
"50","F1044F1",50,0.02594328,0.002609664
"51","F1044F1",51,0.0301751,0.00243153
"52","F1044F1",52,0.0347082,0.002689824
"53","F1044F1",53,0.03726464,0.00253841
"54","F1044F1",54,0.03746094,0.002413716
"55","F1044F1",55,0.03607316,0.002449342
"56","F1044F1",56,0.03508254,0.003829882
"57","F1044F1",57,0.03559382,0.005824986
"58","F1044F1",58,0.03754766,0.009565792
"59","F1044F1",59,0.04069754,0.013368956
"60","F1044F1",60,0.04750862,0.016735688
"61","F1044F1",61,0.05725502,0.01778668
"62","F1044F1",62,0.0688046,0.01924738
"63","F1044F1",63,0.0822076,0.01867736
"64","F1044F1",64,0.0945562,0.01857938
"65","F1044F1",65,0.10289196,0.02044978
"66","F1044F1",66,0.1090548,0.02390558
"67","F1044F1",67,0.1129626,0.0235493
"68","F1044F1",68,0.1132548,0.02220438
"69","F1044F1",69,0.1121226,0.019906454
"70","F1044F1",70,0.10840668,0.01546202
"71","F1044F1",71,0.09794356,0.010198158
"72","F1044F1",72,0.08221684,0.008220878
"73","F1044F1",73,0.06363702,0.007900246
"74","F1044F1",74,0.04689234,0.007125364
"75","F1044F1",75,0.03743808,0.008265418
"76","F1044F1",76,0.0361279,0.00979738
"77","F1044F1",77,0.04011778,0.01014474
"78","F1044F1",78,0.04853576,0.011783572
"79","F1044F1",79,0.05716828,0.01331552
"80","F1044F1",80,0.06211682,0.0134046
"81","F1044F1",81,0.0627605,0.012113118
"82","F1044F1",82,0.06160554,0.010866182
"83","F1044F1",83,0.05973842,0.00779337
"84","F1044F1",84,0.05792154,0.006190168
"85","F1044F1",85,0.0555477,0.006101088
"86","F1044F1",86,0.0534295,0.00741929
"87","F1044F1",87,0.05060372,0.009093746
"88","F1044F1",88,0.04690602,0.010866178
"89","F1044F1",89,0.04292984,0.01260298
"90","F1044F1",90,0.03898106,0.01403696
"91","F1044F1",91,0.03504598,0.01645066
"92","F1044F1",92,0.03091916,0.01812512
"93","F1044F1",93,0.02681518,0.018232
"94","F1044F1",94,0.0222775,0.016575358
"95","F1044F1",95,0.017525272,0.013190814
"96","F1044F1",96,0.012595004,0.009102644
"97","F1044F1",97,0.0083358,0.006092182
"98","F1044F1",98,0.004948518,0.004168338
"99","F1044F1",99,0.002656865,0.003482522
"100","F1044F1",100,0.001748419,0.003981296
"101","F1044F1",101,0.001456255,0.003660656
"102","F1044F1",102,0.0012188712,0.00284124
"103","F1044F1",103,0.0012188712,0.003402362
"104","F1044F1",104,0.0011640906,0.003206414
"105","F1044F1",105,0.0008445354,0.002538412
"106","F1044F1",106,0.0007714954,0.00289468
"107","F1044F1",107,0.0006299784,0.004016924
"108","F1044F1",108,0.0004108558,0.003580494
"109","F1044F1",109,0.0003286846,0.004221778
"110","F1044F1",110,0.0003104244,0.004293032
"111","F1044F1",111,0.0001278218,0.003642842
"112","F1044F1",112,0.00013238686,0.002850146
"113","F1044F1",113,0.00011412666,0.002805614
"114","F1044F1",114,0.00010956158,0.002538412
"115","F1044F1",115,7.30411e-05,0.003117348
"116","F1044F1",116,6.39109e-05,0.003749724
"117","F1044F1",117,0.00023738324,0.003803164
"118","F1044F1",118,0.00035607484,0.004159432
"119","F1044F1",119,0.00040629052,0.004025832
"120","F1044F1",120,0.0006071524,0.003589402
"121","F1044F1",121,0.0011777852,0.003286574
"122","F1044F1",122,0.0043231126,0.002992652
"123","F1044F1",123,0.0101390058,0.00251169
"124","F1044F1",124,0.01718746,0.00261857
"125","F1044F1",125,0.024235928,0.00245825
"126","F1044F1",126,0.03076854,0.00243153
"127","F1044F1",127,0.03424712,0.002449344
"128","F1044F1",128,0.03518752,0.002698732
"129","F1044F1",129,0.03389562,0.00243153
"130","F1044F1",130,0.03091918,0.002609664
"131","F1044F1",131,0.02629932,0.00259185
"132","F1044F1",132,0.02213598,0.002743264
"133","F1044F1",133,0.01873044,0.00272545
