"","video","frame_index","slidedPatient","slidedTherapist"
"1","F1044L1",1,0.0013247664,0.003266188
"2","F1044L1",2,0.00076164956,0.00367338
"3","F1044L1",3,0.00062808996,0.003257526
"4","F1044L1",4,0.00051618956,0.002945636
"5","F1044L1",5,0.00060282316,0.003534764
"6","F1044L1",6,0.00093130676,0.003058264
"7","F1044L1",7,0.0012489616,0.002737708
"8","F1044L1",8,0.0014222276,0.00298029
"9","F1044L1",9,0.0013825206,0.002703054
"10","F1044L1",10,0.0011839858,0.002469136
"11","F1044L1",11,0.0008157952,0.002772364
"12","F1044L1",12,0.0005306278,0.00290232
"13","F1044L1",13,0.000443995,0.00299762
"14","F1044L1",14,0.00031043556,0.00321421
"15","F1044L1",15,0.00024185094,0.003014946
"16","F1044L1",16,0.00025989954,0.002919646
"17","F1044L1",17,0.00044760494,0.003283518
"18","F1044L1",18,0.00050536054,0.003101582
"19","F1044L1",19,0.00095657538,0.00321421
"20","F1044L1",20,0.0011262322,0.003196882
"21","F1044L1",21,0.0011406712,0.003066928
"22","F1044L1",22,0.0010035018,0.002884992
"23","F1044L1",23,0.00081218672,0.003448128
"24","F1044L1",24,0.00037541072,0.003257528
"25","F1044L1",25,0.00026711912,0.003526102
"26","F1044L1",26,0.00028877732,0.003742692
"27","F1044L1",27,0.00034292312,0.003560756
"28","F1044L1",28,0.0005486774,0.003266192
"29","F1044L1",29,0.0011262314,0.003578082
"30","F1044L1",30,0.0017001756,0.003500108
"31","F1044L1",31,0.0018229064,0.003630062
"32","F1044L1",32,0.0017940286,0.003439462
"33","F1044L1",33,0.0016243714,0.003257526
"34","F1044L1",34,0.0010865244,0.003240198
"35","F1044L1",35,0.0004728732,0.003404808
"36","F1044L1",36,0.00026711892,0.003040936
"37","F1044L1",37,0.00020575372,0.003604072
"38","F1044L1",38,0.00019853432,0.003474118
"39","F1044L1",39,0.0001516079,0.002936974
"40","F1044L1",40,0.0001407789,0.002798356
"41","F1044L1",41,0.00020214418,0.003231538
"42","F1044L1",42,0.00015160822,0.00273771
"43","F1044L1",43,0.00017326662,0.002824346
"44","F1044L1",44,0.00015672436,0.00292831
"45","F1044L1",45,0.00014228542,0.002936974
"46","F1044L1",46,0.00015672422,0.002625082
"47","F1044L1",47,0.00019643118,0.002884992
"48","F1044L1",48,0.00021808938,0.002910982
"49","F1044L1",49,0.00035736206,0.0032402
"50","F1044L1",50,0.0003754106,0.003058262
"51","F1044L1",51,0.0003501426,0.002971626
"52","F1044L1",52,0.000357362,0.002971626
"53","F1044L1",53,0.0003248746,0.003257526
"54","F1044L1",54,0.00025629,0.002902316
"55","F1044L1",55,0.0002671192,0.002850334
"56","F1044L1",56,0.00023102198,0.002781026
"57","F1044L1",57,0.00020575398,0.002486462
"58","F1044L1",58,0.00026711918,0.002512454
"59","F1044L1",59,0.00049092078,0.003153564
"60","F1044L1",60,0.00053423738,0.003274856
"61","F1044L1",61,0.0007688688,0.003352828
"62","F1044L1",62,0.0007796978,0.003638728
"63","F1044L1",63,0.0007327714,0.003300846
"64","F1044L1",64,0.0004837018,0.002988954
"65","F1044L1",65,0.0004223366,0.003404808
"66","F1044L1",66,0.0002815578,0.003222872
"67","F1044L1",67,0.0002996064,0.003144898
"68","F1044L1",68,0.00025268016,0.003153562
"69","F1044L1",69,0.00038623956,0.00278969
"70","F1044L1",70,0.00073638156,0.002443144
"71","F1044L1",71,0.00116593836,0.00291098
"72","F1044L1",72,0.00133559496,0.00272038
"73","F1044L1",73,0.0015521778,0.002781026
"74","F1044L1",74,0.001573836,0.003153562
"75","F1044L1",75,0.001508862,0.003014944
"76","F1044L1",76,0.00166769,0.00291098
"77","F1044L1",77,0.0015882764,0.003404808
"78","F1044L1",78,0.0013825228,0.003118908
"79","F1044L1",79,0.0012994994,0.003144898
"80","F1044L1",80,0.001133452,0.002971626
"81","F1044L1",81,0.0006100422,0.002867662
"82","F1044L1",82,0.0005667256,0.002902316
"83","F1044L1",83,0.0006822364,0.003578078
"84","F1044L1",84,0.00058116438,0.003638724
"85","F1044L1",85,0.0004403855,0.004071906
"86","F1044L1",86,0.0002923871,0.004297162
"87","F1044L1",87,0.0002310219,0.003915962
"88","F1044L1",88,0.0001371693,0.0037167
"89","F1044L1",89,0.00015160812,0.003872646
"90","F1044L1",90,0.00015882756,0.003474118
"91","F1044L1",91,0.00022380236,0.003543426
"92","F1044L1",92,0.00056672576,0.003387482
"93","F1044L1",93,0.00164603116,0.003231536
"94","F1044L1",94,0.00360971776,0.003006282
"95","F1044L1",95,0.0057502886,0.003682046
"96","F1044L1",96,0.007782556,0.003248864
"97","F1044L1",97,0.009692096,0.003370154
"98","F1044L1",98,0.01027687,0.003344162
"99","F1044L1",99,0.009739022,0.002945634
"100","F1044L1",100,0.008446734,0.002408488
"101","F1044L1",101,0.006761,0.002962962
"102","F1044L1",102,0.00473234,0.002902316
"103","F1044L1",103,0.0031873812,0.003162226
"104","F1044L1",104,0.0018951022,0.003378816
"105","F1044L1",105,0.0012742322,0.003283516
