"","video","frame_index","slidedPatient","slidedTherapist"
"1","F1044F2",1,0.0505526516,0.01186890215
"2","F1044F2",2,0.0369296996,0.00782525815
"3","F1044F2",3,0.0281155856,0.00695240215
"4","F1044F2",4,0.0211220596,0.00588359815
"5","F1044F2",5,0.0128562116,0.00376380015
"6","F1044F2",6,0.0051344496,0.00274843615
"7","F1044F2",7,0.0037407636,0.00270390215
"8","F1044F2",8,0.0026986396,0.00239216615
"9","F1044F2",9,0.0021294476,0.00274843415
"10","F1044F2",10,0.0018113694,0.00282859415
"11","F1044F2",11,0.0021210774,0.00253467215
"12","F1044F2",12,0.0026902714,0.00273952615
"13","F1044F2",13,0.0035984674,0.00268608615
"14","F1044F2",14,0.0041718454,0.00245451015
"15","F1044F2",15,0.0043852936,0.00269499015
"16","F1044F2",16,0.0036361358,0.00270389815
"17","F1044F2",17,0.0025312322,0.00242779015
"18","F1044F2",18,0.00126728992,0.00268608415
"19","F1044F2",19,0.00048883516,0.00255248415
"20","F1044F2",20,0.00013308888,0.00243669815
"21","F1044F2",21,8.705116e-05,0.00265936615
"22","F1044F2",22,7.031016e-05,0.00273062015
"23","F1044F2",23,9.960684e-05,0.00242779215
"24","F1044F2",24,0.000258646,0.00267718015
"25","F1044F2",25,0.00034653608,0.00251686015
"26","F1044F2",26,0.00035072132,0.00239216615
"27","F1044F2",27,0.00036327712,0.00267718015
"28","F1044F2",28,0.00034235092,0.00281078215
"29","F1044F2",29,0.00023771992,0.00271280815
"30","F1044F2",30,0.00022516412,0.00298000815
"31","F1044F2",31,0.0002335346,0.00294438015
"32","F1044F2",32,0.00021260836,0.00255248615
"33","F1044F2",33,0.00021260836,0.00271280615
"34","F1044F2",34,0.00016238544,0.00265936615
"35","F1044F2",35,8.286592e-05,0.00223184415
"36","F1044F2",36,6.612496e-05,0.00237435215
"37","F1044F2",37,5.775448e-05,0.00243669815
"38","F1044F2",38,4.101352e-05,0.00208933615
"39","F1044F2",39,4.101352e-05,0.00232091015
"40","F1044F2",40,4.9384e-05,0.00251685815
"41","F1044F2",41,4.9384e-05,0.00247232415
"42","F1044F2",42,4.101352e-05,0.00273061815
"43","F1044F2",43,4.101352e-05,0.00276624615
"44","F1044F2",44,3.264304e-05,0.00250795215
"45","F1044F2",45,2.427256e-05,0.00279296615
"46","F1044F2",46,2.84578e-05,0.00260592615
"47","F1044F2",47,2.84578e-05,0.00232091215
"48","F1044F2",48,2.427256e-05,0.00257030015
"49","F1044F2",49,2.84578e-05,0.00248123215
"50","F1044F2",50,2.84578e-05,0.00219621815
"51","F1044F2",51,2.008732e-05,0.00244560615
"52","F1044F2",52,2.427256e-05,0.00251686015
"53","F1044F2",53,2.427256e-05,0.00247232615
"54","F1044F2",54,2.008732e-05,0.00270390215
"55","F1044F2",55,1.590208e-05,0.00270390215
"56","F1044F2",56,1.590208e-05,0.00254358015
"57","F1044F2",57,1.590208e-05,0.00276624815
"58","F1044F2",58,2.84578e-05,0.00268608815
"59","F1044F2",59,3.682828e-05,0.00243670015
"60","F1044F2",60,4.101352e-05,0.00242779415
"61","F1044F2",61,4.101352e-05,0.00237435415
"62","F1044F2",62,3.682828e-05,0.00208043215
"63","F1044F2",63,2.84578e-05,0.00231200615
"64","F1044F2",64,2.008732e-05,0.00247232615
"65","F1044F2",65,1.171684e-05,0.00249904615
"66","F1044F2",66,1.171684e-05,0.00265046015
"67","F1044F2",67,4.101344e-05,0.00266827415
"68","F1044F2",68,6.19396e-05,0.00243670015
"69","F1044F2",69,8.28658e-05,0.00255248815
"70","F1044F2",70,8.705104e-05,0.00261483415
"71","F1044F2",71,9.123628e-05,0.00243670015
"72","F1044F2",72,6.612492e-05,0.00265936815
"73","F1044F2",73,4.101352e-05,0.00252576615
"74","F1044F2",74,2.427256e-05,0.00248123215
