,Interval,Time_min,video,SSI_fa_ch
0,1,0.0,BAJE059,0.22761672835
1,2,0.166666666667,BAJE059,0.0611136230049
2,3,0.333333333333,BAJE059,0.0502569723954
3,4,0.5,BAJE059,0.368139155526
4,5,0.666666666667,BAJE059,0.179957476543
5,6,0.833333333333,BAJE059,0.358539442139
6,7,1.0,BAJE059,0.0122034488907
7,8,1.16666666667,BAJE059,0.034386466703
8,9,1.33333333333,BAJE059,0.0295092346836
9,10,1.5,BAJE059,0.0223645380811
10,11,1.66666666667,BAJE059,0.00683893172947
11,12,1.83333333333,BAJE059,0.00156184168012
12,13,2.0,BAJE059,0.023328456753
13,14,2.16666666667,BAJE059,0.000505270875137
14,15,2.33333333333,BAJE059,0.00361894126954
15,16,2.5,BAJE059,0.120592905779
16,17,2.66666666667,BAJE059,0.0982291906885
17,18,2.83333333333,BAJE059,0.223419435436
18,19,3.0,BAJE059,0.0759203914354
19,20,3.16666666667,BAJE059,0.0013135141324
20,21,3.33333333333,BAJE059,0.178690617402
21,22,3.5,BAJE059,0.0394716188799
22,23,3.66666666667,BAJE059,0.0288571377814
23,24,3.83333333333,BAJE059,0.081267222184
24,25,4.0,BAJE059,0.0136131010961
25,26,4.16666666667,BAJE059,0.261794777479
26,27,4.33333333333,BAJE059,0.105032065809
27,28,4.5,BAJE059,0.0349733072323
28,29,4.66666666667,BAJE059,0.0108967077414
29,30,4.83333333333,BAJE059,0.000424385119622
30,31,5.0,BAJE059,0.182573877838
31,32,5.16666666667,BAJE059,0.00678028128612
32,33,5.33333333333,BAJE059,0.0158351233827
33,34,5.5,BAJE059,0.305392883393
34,35,5.66666666667,BAJE059,0.675158085621
35,36,5.83333333333,BAJE059,0.00265695350283
36,37,6.0,BAJE059,0.18240770334
37,38,6.16666666667,BAJE059,0.101351196196
38,39,6.33333333333,BAJE059,0.000663642997781
39,40,6.5,BAJE059,0.237399112637
40,41,6.66666666667,BAJE059,0.00124871653353
41,42,6.83333333333,BAJE059,0.148528914599
42,43,7.0,BAJE059,0.245880366014
43,44,7.16666666667,BAJE059,0.0786151276019
44,45,7.33333333333,BAJE059,0.0532788537346
45,46,7.5,BAJE059,0.248561847358
46,47,7.66666666667,BAJE059,0.218796159731
47,48,7.83333333333,BAJE059,0.0104105845901
48,49,8.0,BAJE059,0.25082851997
49,50,8.16666666667,BAJE059,0.276014825418
50,51,8.33333333333,BAJE059,0.013897015238
51,52,8.5,BAJE059,0.415781402468
52,53,8.66666666667,BAJE059,0.0474462009157
53,54,8.83333333333,BAJE059,0.22402099567
54,55,9.0,BAJE059,0.166195281895
55,56,9.16666666667,BAJE059,0.338140364714
56,57,9.33333333333,BAJE059,0.130633819907
57,58,9.5,BAJE059,0.00253469945038
58,59,9.66666666667,BAJE059,1.44996930974e-05
59,60,9.83333333333,BAJE059,0.171799595197
60,61,10.0,BAJE059,0.0304360609441
61,62,10.1666666667,BAJE059,0.116472622739
62,63,10.3333333333,BAJE059,0.0195508662271
63,64,10.5,BAJE059,0.000911112849908
64,65,10.6666666667,BAJE059,4.9149080934e-06
65,66,10.8333333333,BAJE059,0.0786594137626
66,67,11.0,BAJE059,0.0464306131628
67,68,11.1666666667,BAJE059,0.00406197813476
68,69,11.3333333333,BAJE059,0.0132397560095
69,70,11.5,BAJE059,0.000174149906271
70,71,11.6666666667,BAJE059,0.106711915349
71,72,11.8333333333,BAJE059,0.212733244368
72,73,12.0,BAJE059,0.00698388620214
73,74,12.1666666667,BAJE059,0.00555187357846
74,75,12.3333333333,BAJE059,0.100916065595
75,76,12.5,BAJE059,0.128061641003
76,77,12.6666666667,BAJE059,0.065266697535
77,78,12.8333333333,BAJE059,0.138449702063
78,79,13.0,BAJE059,0.00756842751325
79,80,13.1666666667,BAJE059,0.0285991752825
80,81,13.3333333333,BAJE059,0.455249912321
81,82,13.5,BAJE059,0.0341435485978
82,83,13.6666666667,BAJE059,0.00628603843473
83,84,13.8333333333,BAJE059,0.0523756200447
84,85,14.0,BAJE059,0.000972008889804
85,86,14.1666666667,BAJE059,0.00748683912346
86,87,14.3333333333,BAJE059,0.0121200209071
87,88,14.5,BAJE059,0.263834342661
88,89,14.6666666667,BAJE059,0.122089640334
89,90,14.8333333333,BAJE059,0.107780214262
90,91,15.0,BAJE059,0.0552044495829
91,92,15.1666666667,BAJE059,0.00256996572948
92,93,15.3333333333,BAJE059,0.0798970600217
93,94,15.5,BAJE059,0.00443554608086
94,95,15.6666666667,BAJE059,0.000114066024567
95,96,15.8333333333,BAJE059,0.0036722109345
96,97,16.0,BAJE059,0.0215322268715
97,98,16.1666666667,BAJE059,0.0108442042246
98,99,16.3333333333,BAJE059,0.0498477841059
99,100,16.5,BAJE059,0.0370536755482
100,101,16.6666666667,BAJE059,0.30263580336
