,Interval,Time_min,video,SSI_fa_ch
0,1,0.0,48,0.0493370410895
1,2,0.5,48,0.0417935651291
2,3,1.0,48,0.00119876017661
3,4,1.5,48,0.00235206748083
4,5,2.0,48,0.022081336707
5,6,2.5,48,0.00493267348366
6,7,3.0,48,0.0208494953365
7,8,3.5,48,0.0492026033293
8,9,4.0,48,5.4544983506e-05
9,10,4.5,48,8.72609090147e-05
10,11,5.0,48,0.0935112543076
11,12,5.5,48,0.0117230120499
12,13,6.0,48,0.0541364949014
13,14,6.5,48,0.0335238987127
14,15,7.0,48,0.0978346931881
15,16,7.5,48,0.0448046966447
16,17,8.0,48,0.00836380339645
17,18,8.5,48,0.00069066521033
18,19,9.0,48,0.0206899453367
19,20,9.5,48,0.00197558860525
20,21,10.0,48,0.0662440012513
21,22,10.5,48,0.166246883299
22,23,11.0,48,0.0290011432451
23,24,11.5,48,0.0664910143338
24,25,12.0,48,0.129757938535
25,26,12.5,48,0.00439930872282
26,27,13.0,48,0.151071478348
27,28,13.5,48,0.00037651340702
28,29,14.0,48,0.000496519423975
29,30,14.5,48,0.0257689548818
30,31,15.0,48,0.00226087265489
