,Interval,Time_min,video,SSI_fa_ch
0,1,0.0,OGGA034,0.0220710415717
1,2,0.5,OGGA034,0.0285398633855
2,3,1.0,OGGA034,0.034605608334
3,4,1.5,OGGA034,0.143483228266
4,5,2.0,OGGA034,0.000102161036203
5,6,2.5,OGGA034,0.00652365236342
6,7,3.0,OGGA034,0.00151532465545
7,8,3.5,OGGA034,0.000445489799594
8,9,4.0,OGGA034,0.0193652406568
9,10,4.5,OGGA034,0.06867319771
10,11,5.0,OGGA034,0.00785006532801
11,12,5.5,OGGA034,1.54181561562e-06
12,13,6.0,OGGA034,0.0425971849912
13,14,6.5,OGGA034,0.163926022149
14,15,7.0,OGGA034,0.00742784079575
15,16,7.5,OGGA034,0.00886400402811
16,17,8.0,OGGA034,0.000347262177713
17,18,8.5,OGGA034,0.00416327845447
18,19,9.0,OGGA034,0.0717970768793
19,20,9.5,OGGA034,0.0169394476599
20,21,10.0,OGGA034,0.00618761116444
21,22,10.5,OGGA034,0.00672995235729
22,23,11.0,OGGA034,0.162467980555
23,24,11.5,OGGA034,0.0232411230375
24,25,12.0,OGGA034,0.0104879742276
25,26,12.5,OGGA034,0.0072227882824
26,27,13.0,OGGA034,0.0152918947871
27,28,13.5,OGGA034,0.000133664664656
28,29,14.0,OGGA034,0.025018859674
29,30,14.5,OGGA034,0.000946409903696
30,31,15.0,OGGA034,0.0279825644631
