,Interval,Time_min,video,SSI_fa_mo,SSI_fa_mo_th,SSI_fa_th,SSI_mo_th
0,1,0.0,F1044R2.VOB,0.027357472406,0.0210015229031,0.000263563517411,0.0224977567257
1,2,0.166666666667,F1044R2.VOB,0.00502841202963,0.0139939341754,0.0272545406587,0.000576121117228
2,3,0.333333333333,F1044R2.VOB,0.000881820053369,0.012960145062,0.00622329657608,0.0231989931591
3,4,0.5,F1044R2.VOB,0.0137259705229,0.0163351203303,0.0241623387528,0.00036500858164
4,5,0.666666666667,F1044R2.VOB,0.000521422844512,0.0176000523456,0.0346826695547,0.00694216558279
5,6,0.833333333333,F1044R2.VOB,0.205023547027,0.0919422539891,0.00934781766058,0.00744745389755
6,7,1.0,F1044R2.VOB,0.193181554833,0.0946033510834,0.0283044595694,2.24574891734e-05
7,8,1.16666666667,F1044R2.VOB,0.0166618259596,0.0766659357525,0.0143511871554,0.141207987971
8,9,1.33333333333,F1044R2.VOB,0.000162389883836,0.0219250614912,0.0358109329723,0.0162438717286
9,10,1.5,F1044R2.VOB,0.000301205710635,0.00547868321541,0.00843129680487,0.00439907686541
10,11,1.66666666667,F1044R2.VOB,0.0477431286726,0.0401550045711,0.0201521737828,0.033027677128
11,12,1.83333333333,F1044R2.VOB,0.0120065562708,0.00966267904901,0.0106513438971,0.000111186154149
12,13,2.0,F1044R2.VOB,0.00672066343751,0.0336568111133,0.015232735484,0.0545170866707
13,14,2.16666666667,F1044R2.VOB,0.094282361745,0.248775683409,0.111899203798,0.435943260169
14,15,2.33333333333,F1044R2.VOB,0.00280335090788,0.00122413606357,0.000102749729643,5.56659284123e-06
15,16,2.5,F1044R2.VOB,0.00191378467916,0.00512023142608,0.0097836987854,0.000588087964754
16,17,2.66666666667,F1044R2.VOB,0.00198176163969,0.00378059293889,0.000477967157297,0.00661410058357
17,18,2.83333333333,F1044R2.VOB,0.0349018414363,0.0265055660788,0.0201615886538,0.0106823895161
18,19,3.0,F1044R2.VOB,0.00579105995981,0.0305916514059,0.00413552764918,0.0610133136462
19,20,3.16666666667,F1044R2.VOB,0.00610985486377,0.0330289082297,0.0363286585441,0.0320311117092
20,21,3.33333333333,F1044R2.VOB,0.0183852180962,0.0266602448399,0.0129904008537,0.0348959775625
21,22,3.5,F1044R2.VOB,0.0229353133991,0.0100428259184,0.000261572227136,0.000598506148604
22,23,3.66666666667,F1044R2.VOB,0.00547567804852,0.0112427160448,0.000680386028287,0.0208441120496
23,24,3.83333333333,F1044R2.VOB,0.0167133931478,0.0116525590521,0.000784893606753,0.0105573529885
24,25,4.0,F1044R2.VOB,0.0400614735747,0.0608178661364,0.0841576421948,0.0104054124802
25,26,4.16666666667,F1044R2.VOB,0.0853166706814,0.0460539028987,0.00780734008097,0.0119417666766
26,27,4.33333333333,F1044R2.VOB,0.391336684527,0.171051579385,0.00155074869475,0.014493312488
27,28,4.5,F1044R2.VOB,0.00517294382984,0.018839256392,0.0246655926487,0.0131391551831
28,29,4.66666666667,F1044R2.VOB,0.00848114062337,0.00821163491013,0.000276772922568,0.0109095828407
29,30,4.83333333333,F1044R2.VOB,0.000110605395941,0.0101419131796,0.00218820750793,0.021702967741
30,31,5.0,F1044R2.VOB,0.0378541672218,0.0384552695785,0.0133846829437,0.0447382952469
31,32,5.16666666667,F1044R2.VOB,0.00665334011966,0.0143332573402,0.0265091440043,0.0014071943686
32,33,5.33333333333,F1044R2.VOB,0.0462606936463,0.0373723401085,0.0415578586236,0.00290081515156
33,34,5.5,F1044R2.VOB,0.0542111645212,0.0562296966693,0.0134676743657,0.0724596030521
34,35,5.66666666667,F1044R2.VOB,0.00362998399989,0.0224308663488,0.0185892586357,0.0325317516053
35,36,5.83333333333,F1044R2.VOB,0.00394712498439,0.0075516149056,0.0040477722394,0.00945350728107
36,37,6.0,F1044R2.VOB,0.0136640939903,0.0363075031422,0.0344801775717,0.0424947955581
37,38,6.16666666667,F1044R2.VOB,0.00043771538061,0.0624630103757,0.106494153211,0.0377862085746
