,Interval,Time_min,video,SSI_pa_th
0,1,0.0,F1044F.VOB,0.152712654279
1,2,0.166666666667,F1044F.VOB,0.0289380526569
2,3,0.333333333333,F1044F.VOB,0.0242113406531
3,4,0.5,F1044F.VOB,0.0172267600109
4,5,0.666666666667,F1044F.VOB,0.0398336018133
5,6,0.833333333333,F1044F.VOB,0.000144526105109
6,7,1.0,F1044F.VOB,0.0098870023565
7,8,1.16666666667,F1044F.VOB,0.00580125633754
8,9,1.33333333333,F1044F.VOB,0.0887800910292
9,10,1.5,F1044F.VOB,0.00904377522698
10,11,1.66666666667,F1044F.VOB,0.0224311644322
11,12,1.83333333333,F1044F.VOB,0.0104618130518
12,13,2.0,F1044F.VOB,0.0402266670785
13,14,2.16666666667,F1044F.VOB,0.00339677815918
14,15,2.33333333333,F1044F.VOB,0.00871212128704
15,16,2.5,F1044F.VOB,0.0510274507732
16,17,2.66666666667,F1044F.VOB,0.0168811456631
17,18,2.83333333333,F1044F.VOB,0.00053528636543
18,19,3.0,F1044F.VOB,0.00322421818905
19,20,3.16666666667,F1044F.VOB,3.14867933663e-05
20,21,3.33333333333,F1044F.VOB,0.00632342961899
21,22,3.5,F1044F.VOB,0.0145340013831
22,23,3.66666666667,F1044F.VOB,0.00401665911248
23,24,3.83333333333,F1044F.VOB,0.00445387417158
24,25,4.0,F1044F.VOB,0.0283817045581
25,26,4.16666666667,F1044F.VOB,3.4502371149e-07
26,27,4.33333333333,F1044F.VOB,0.0178063858611
27,28,4.5,F1044F.VOB,0.013774199395
28,29,4.66666666667,F1044F.VOB,0.00721691162418
29,30,4.83333333333,F1044F.VOB,0.00800203570585
30,31,5.0,F1044F.VOB,0.0433229666712
31,32,5.16666666667,F1044F.VOB,0.0262850904558
32,33,5.33333333333,F1044F.VOB,0.00403186340637
33,34,5.5,F1044F.VOB,0.027340775509
34,35,5.66666666667,F1044F.VOB,0.0353551359693
35,36,5.83333333333,F1044F.VOB,0.0013825971846
36,37,6.0,F1044F.VOB,0.154400338055
37,38,6.16666666667,F1044F.VOB,0.00871584922064
38,39,6.33333333333,F1044F.VOB,0.0570064648293
39,40,6.5,F1044F.VOB,0.0255905733324
40,41,6.66666666667,F1044F.VOB,0.000111375635103
41,42,6.83333333333,F1044F.VOB,0.00163572397262
